GEO_ID,B06009_001E,B06009_001M,B06009_002E,B06009_002M,B06009_003E,B06009_003M,B06009_004E,B06009_004M,B06009_005E,B06009_005M,B06009_006E,B06009_006M,B06009_007E,B06009_007M,B06009_008E,B06009_008M,B06009_009E,B06009_009M,B06009_010E,B06009_010M,B06009_011E,B06009_011M,B06009_012E,B06009_012M,B06009_013E,B06009_013M,B06009_014E,B06009_014M,B06009_015E,B06009_015M,B06009_016E,B06009_016M,B06009_017E,B06009_017M,B06009_018E,B06009_018M,B06009_019E,B06009_019M,B06009_020E,B06009_020M,B06009_021E,B06009_021M,B06009_022E,B06009_022M,B06009_023E,B06009_023M,B06009_024E,B06009_024M,B06009_025E,B06009_025M,B06009_026E,B06009_026M,B06009_027E,B06009_027M,B06009_028E,B06009_028M,B06009_029E,B06009_029M,B06009_030E,B06009_030M,NAME,B06009_001MA,B06009_001EA,B06009_002EA,B06009_002MA,B06009_003EA,B06009_003MA,B06009_004EA,B06009_004MA,B06009_005MA,B06009_005EA,B06009_006MA,B06009_006EA,B06009_007MA,B06009_007EA,B06009_008EA,B06009_008MA,B06009_009EA,B06009_009MA,B06009_010MA,B06009_010EA,B06009_011MA,B06009_011EA,B06009_012MA,B06009_012EA,B06009_013EA,B06009_013MA,B06009_014EA,B06009_014MA,B06009_015MA,B06009_015EA,B06009_016MA,B06009_016EA,B06009_017MA,B06009_017EA,B06009_018EA,B06009_018MA,B06009_019EA,B06009_019MA,B06009_020MA,B06009_020EA,B06009_021MA,B06009_021EA,B06009_022MA,B06009_022EA,B06009_023EA,B06009_023MA,B06009_024EA,B06009_024MA,B06009_025MA,B06009_025EA,B06009_026MA,B06009_026EA,B06009_027MA,B06009_027EA,B06009_028EA,B06009_028MA,B06009_029EA,B06009_029MA,B06009_030EA,B06009_030MA,state
0400000US01,2944634,4653,580906,13140,941983,15349,791137,12540,398907,11829,231701,8801,1988471,13431,447124,11294,685409,14122,520703,10033,219660,7836,115575,5789,847955,13667,106937,5550,233808,7563,249077,7015,158676,7813,99457,5126,19948,2091,1420,500,4595,1059,7255,1312,4467,979,2211,724,88260,4617,25425,2476,18171,2611,14102,2187,16104,2276,14458,1893,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,387609,1667,34734,2408,112102,4340,135032,4631,66674,3521,39067,2814,89044,2606,13079,1170,35185,2043,29237,2144,8814,1426,2729,742,262069,3441,14985,1602,68045,3164,96000,4368,50816,2905,32223,2591,7247,1252,792,416,1495,550,2349,759,1583,568,1028,620,29249,1915,5878,1098,7377,1314,7446,1218,5461,1184,3087,953,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3703355,2933,598532,13165,948896,15625,1209215,14905,601547,13721,345165,8327,705892,13293,121569,6257,200700,7265,253103,10589,90314,5655,40206,3208,2305576,15933,203536,8225,577008,11427,824393,13712,444802,11580,255837,7285,46372,3934,5178,1668,10336,1933,16132,1737,9959,1730,4767,1424,645515,14467,268249,9308,160852,8646,115587,6992,56472,4131,44355,3963,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777242,3820,337534,8834,631853,10709,472538,9860,223069,7222,112248,5253,988594,10933,198658,6263,376783,8973,249063,7479,109615,5297,54475,3300,703627,10382,105360,5073,235562,7624,209144,6665,103389,5285,50172,4119,11367,2008,897,645,2838,895,4479,1164,2327,758,826,363,73654,3600,32619,2926,16670,2251,9852,1578,7738,1597,6775,1419,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22299041,5730,4442198,42854,4868430,38058,6402453,42802,4215208,33056,2370752,23051,7846409,44817,774247,14222,1953600,26954,2894962,34514,1517291,20810,706309,13916,6155267,34975,583038,15806,1251088,17502,1970935,24337,1408348,18569,941858,14232,267199,9474,37711,3359,52121,4149,86777,5203,57849,4014,32741,2793,8030166,41760,3047202,36799,1611621,26841,1449779,20479,1231720,19641,689844,15098,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2964773,3383,335800,11064,706673,15384,871123,13526,685481,12623,365696,7525,867751,13541,91478,5631,266366,9479,280039,8132,167817,6195,62051,3266,1705015,13634,105808,5149,353693,9718,524965,11009,457453,10197,263096,7434,37728,3531,1401,449,8151,1485,12523,1940,10390,2027,5263,1152,354279,9451,137113,7668,78463,6550,53596,4058,49821,4043,35286,3004,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2300565,1447,278473,9904,675701,12339,543176,9503,459099,11752,344116,9393,1096528,13244,110646,6582,379443,10623,297374,9029,189414,6980,119651,6097,768003,12217,59276,3828,171078,7450,170854,5556,200376,7117,166419,6015,79808,4438,29898,3512,25933,3067,13395,2095,6865,1194,3717,807,356226,11970,78653,6220,99247,6316,61553,4125,62444,4786,54329,4305,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,551079,992,79327,4237,181831,6225,138042,5321,90574,3902,61305,3810,198118,6010,32128,3389,79942,4579,49941,3282,23663,2248,12444,1827,293454,6459,31783,2785,88205,5395,78232,4244,55755,3386,39479,2727,8350,1432,3181,1089,1366,551,2053,767,1208,464,542,364,51157,3023,12235,1865,12318,2441,7816,1240,9948,1621,8840,1550,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,371932,726,61079,3774,78164,3838,64381,3240,74565,4073,93743,4411,107299,3553,21390,2238,37571,3139,27900,2706,12077,1731,8361,1316,201271,4126,23440,2884,30941,3059,28429,2316,50118,2959,68343,3646,4117,1007,88,103,516,374,872,473,785,432,1856,607,59245,3141,16161,2043,9136,1795,7180,1367,11585,1819,15183,2299,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11850782,6636,1825829,22560,3619623,34639,3426742,32625,1936734,23156,1041854,18095,2162697,22312,329469,9994,750036,15752,647025,14730,304254,9695,131913,5826,6623031,26826,719485,13404,2016527,22188,2057007,20889,1169409,19140,660603,14743,362099,9921,73476,5044,94322,6275,111378,6985,58025,3583,24898,2335,2702955,24174,703399,18098,758738,20253,611332,15821,405046,13046,224440,9162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
