GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002EA,B09010_002MA,B09010_003MA,B09010_003EA,B09010_004MA,B09010_004EA,B09010_005EA,B09010_005MA,B09010_006MA,B09010_006EA,B09010_007EA,B09010_007MA,B09010_008MA,B09010_008EA,B09010_009MA,B09010_009EA,B09010_010EA,B09010_010MA,B09010_011EA,B09010_011MA,B09010_012EA,B09010_012MA,B09010_013MA,B09010_013EA,state
0400000US22,1140628,1654,406931,13869,403989,13926,135025,10037,22131,4110,246833,13079,2942,1236,733697,13897,727965,13752,530796,13769,41981,4440,155188,9104,5732,1601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,276219,729,64223,5107,61990,5410,26127,3903,9512,2705,26351,3076,2233,1475,211996,5048,209437,5021,161520,6198,16978,2867,30939,3240,2559,943,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397663,1456,157501,11343,156791,11380,39771,6474,12400,3042,104620,10885,710,415,1240162,11572,1230422,11613,908314,15055,74661,8595,247447,13335,9740,2249,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1450671,1111,192647,11673,190484,11472,50670,7116,13981,3865,125833,9687,2163,1584,1258024,11544,1250435,11817,970399,13044,68011,5691,212025,11003,7589,1981,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2512663,1526,518949,16774,512516,16658,175072,12812,42276,5239,295168,14490,6433,1667,1993714,16840,1981335,16841,1541492,18085,127280,9040,312563,11350,12379,2139,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1226719,1324,141863,7763,139680,7702,51583,5044,13700,2891,74397,5710,2183,900,1084856,7711,1075878,8008,858872,11476,65805,4781,151201,7568,8978,1918,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743946,1319,244562,10338,242246,10512,64265,7251,19427,4076,158554,9766,2316,1241,499384,10186,496021,10248,338428,11031,34448,4728,123145,8730,3363,1099,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1371144,1835,309815,12329,305631,11855,103370,7006,27691,4579,174570,10217,4184,1505,1061329,12221,1052250,12239,816752,12368,68857,5882,166641,8757,9079,1873,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,203730,1130,38073,3920,37744,3862,15747,2481,4780,1647,17217,2816,329,395,165657,4059,164247,4090,130057,4928,8783,1941,25407,3383,1410,1045,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,428932,846,64079,4692,63930,4697,24865,3967,3526,949,35539,3950,149,132,364853,4674,363297,4700,296929,5643,18300,2013,48068,4181,1556,499,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,618805,616,65399,8555,65002,8597,27098,6445,4271,1609,33633,5929,397,422,553406,8586,547012,9061,395920,12261,46052,6635,105040,7353,6394,2090,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,302900,824,39309,4924,38476,4663,15643,2676,2790,1096,20043,3938,833,835,263591,5066,261461,4996,212280,5243,15223,2753,33958,3210,2130,873,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2154683,724,240598,13711,239064,13765,76641,8101,17298,3583,145125,11904,1534,929,1914085,13756,1902779,13988,1466444,15383,108683,10262,327652,14743,11306,2483,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,486361,939,118825,6907,117324,7022,39185,5483,10945,2737,67194,6777,1501,820,367536,6999,364198,7167,267128,9196,28563,4841,68507,6635,3338,1654,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4519771,2443,852232,23498,845580,23556,274795,15240,64857,8642,505928,18936,6652,1831,3667539,23603,3644404,23654,2670128,27911,228022,11854,746254,22179,23135,3227,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2132017,2371,435194,16723,430340,16360,140176,11008,26973,4337,263191,13150,4854,2659,1696823,16594,1684484,16595,1255041,19488,111227,7425,318216,14174,12339,2454,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,135263,488,19824,2594,19619,2606,8102,1993,1407,624,10110,2090,205,166,115439,2544,114507,2524,95198,3223,6445,1245,12864,1984,932,389,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2753608,1980,535945,17517,530101,18068,170971,12313,42732,5230,316398,14701,5844,1761,2217663,17003,2202344,16588,1688634,18410,136222,9311,377488,14680,15319,2930,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,848413,1220,207343,9830,204998,9912,81196,5875,16853,2999,106949,8772,2345,1049,641070,9818,636808,9908,494730,12247,39021,3917,103057,7305,4262,1351,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,846461,1385,189487,10479,183668,10507,78600,8415,14663,3474,90405,7172,5819,3021,656974,10788,650832,10973,517993,12114,43764,5295,89075,6333,6142,1694,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2799774,1313,517078,17459,511012,17237,156063,10109,42093,5292,312856,14325,6066,1979,2282696,17306,2264392,17043,1756740,19957,132866,8358,374786,13885,18304,3131,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,244331,968,44292,5445,44292,5445,14569,4059,1931,1230,27792,4520,0,284,200039,5352,199142,5457,149491,5814,11879,3171,37772,5110,897,620,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1022204,1453,241558,12533,240648,12535,69042,8994,12931,2898,158675,10731,910,617,780646,12645,774408,12595,569788,13398,48021,5006,156599,7814,6238,1592,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186245,584,35711,4104,34797,4134,11361,2536,3733,996,19703,2971,914,736,150534,3997,148920,4113,120602,5191,9930,2088,18388,2523,1614,844,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1382806,2305,349119,15258,345144,15386,129322,9384,24505,3786,191317,9347,3975,1674,1033687,15227,1025952,15457,779139,14967,65315,8342,181498,9523,7735,1963,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6300291,2849,1447148,30214,1433731,29684,625955,21221,101544,9688,706232,23209,13417,3277,4853143,30280,4825447,30778,3705406,33020,294623,15384,825418,24639,27696,3823,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,738937,1057,80601,7013,79880,6961,46094,5155,5158,2209,28628,4750,721,557,658336,7064,655830,6987,566416,10641,29213,5067,60201,6032,2506,968,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,132569,459,22733,3030,22443,3048,9589,2019,2707,997,10147,2822,290,217,109836,3097,108574,3121,81143,3712,9272,1771,18159,2607,1262,652,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1812588,2451,266081,13521,262553,13387,82708,7939,18738,3983,161107,9816,3528,1375,1546507,13516,1537001,13495,1193699,14294,84018,7150,259284,11625,9506,2192,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1477507,1381,262668,12313,258050,12200,123899,9708,24620,3842,109531,8709,4618,1770,1214839,12059,1203458,12071,926621,14481,84460,7507,192377,9577,11381,3002,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,380491,1111,99601,6303,98199,6338,45067,4903,10420,2511,42712,4483,1402,995,280890,6388,279019,6429,221585,6218,16703,3046,40731,3971,1871,912,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1290728,1280,192524,9587,190794,9717,60316,5483,15425,2346,115053,8042,1730,564,1098204,9596,1088124,9341,855453,10641,73966,6120,158705,9012,10080,2337,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,112877,891,15294,2092,15170,2093,7182,1703,1657,1021,6331,1754,124,219,97583,2198,96277,2293,76472,3474,7842,1775,11963,2225,1306,794,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1029105,0,404476,12708,401313,12877,150070,8932,25862,4144,225381,9934,3163,1358,624629,12712,619999,12522,432943,11407,30651,3909,156405,7959,4630,1607,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
