GEO_ID,B23005_001E,B23005_001M,B23005_002E,B23005_002M,B23005_003E,B23005_003M,B23005_004E,B23005_004M,B23005_005E,B23005_005M,B23005_006E,B23005_006M,B23005_007E,B23005_007M,B23005_008E,B23005_008M,B23005_009E,B23005_009M,B23005_010E,B23005_010M,B23005_011E,B23005_011M,B23005_012E,B23005_012M,B23005_013E,B23005_013M,B23005_014E,B23005_014M,B23005_015E,B23005_015M,B23005_016E,B23005_016M,B23005_017E,B23005_017M,B23005_018E,B23005_018M,B23005_019E,B23005_019M,B23005_020E,B23005_020M,B23005_021E,B23005_021M,B23005_022E,B23005_022M,B23005_023E,B23005_023M,B23005_024E,B23005_024M,B23005_025E,B23005_025M,B23005_026E,B23005_026M,B23005_027E,B23005_027M,B23005_028E,B23005_028M,B23005_029E,B23005_029M,B23005_030E,B23005_030M,B23005_031E,B23005_031M,NAME,B23005_001EA,B23005_001MA,B23005_002MA,B23005_002EA,B23005_003EA,B23005_003MA,B23005_004EA,B23005_004MA,B23005_005EA,B23005_005MA,B23005_006EA,B23005_006MA,B23005_007MA,B23005_007EA,B23005_008EA,B23005_008MA,B23005_009EA,B23005_009MA,B23005_010EA,B23005_010MA,B23005_011EA,B23005_011MA,B23005_012EA,B23005_012MA,B23005_013EA,B23005_013MA,B23005_014EA,B23005_014MA,B23005_015EA,B23005_015MA,B23005_016EA,B23005_016MA,B23005_017EA,B23005_017MA,B23005_018MA,B23005_018EA,B23005_019EA,B23005_019MA,B23005_020EA,B23005_020MA,B23005_021EA,B23005_021MA,B23005_022EA,B23005_022MA,B23005_023MA,B23005_023EA,B23005_024EA,B23005_024MA,B23005_025EA,B23005_025MA,B23005_026EA,B23005_026MA,B23005_027EA,B23005_027MA,B23005_028EA,B23005_028MA,B23005_029EA,B23005_029MA,B23005_030MA,B23005_030EA,B23005_031MA,B23005_031EA,state
0400000US01,2673922,3821,382897,13898,125084,7366,25179,2698,0,270,25179,2698,17251,2353,7928,1240,99905,6238,257813,10403,157907,8561,183,184,157724,8563,121627,6954,36097,4125,99906,6156,2291025,14090,347886,9206,151509,6360,680,417,150829,6376,135665,6194,15164,1689,196377,6235,1943139,14557,1636902,15152,11266,1707,1625636,14999,1561482,15383,64154,4040,306237,8403,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,391174,1468,38366,3452,10561,1610,4137,946,0,233,4137,946,2252,724,1885,596,6424,1157,27805,2893,18136,2314,121,172,18015,2294,12510,1852,5505,1187,9669,1444,352808,3875,45238,2838,26838,2285,191,154,26647,2275,24337,2217,2310,686,18400,1803,307570,4438,261012,4748,6945,1147,254067,4960,240288,5138,13779,1851,46558,3285,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3374077,3082,413433,14623,86376,5318,21820,3070,0,291,21820,3070,13036,2254,8784,1896,64556,4313,327057,13134,188557,9777,251,262,188306,9746,151706,8626,36600,3174,138500,8847,2960644,14912,318057,11071,160572,7749,634,326,159938,7790,145253,7195,14685,2158,157485,7263,2642587,15398,2204154,16350,15874,2205,2188280,16133,2104566,15399,83714,6542,438433,10892,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1593117,3899,230194,8701,80571,5338,16992,2171,0,260,16992,2171,12730,1970,4262,947,63579,4716,149623,7291,96911,5568,54,97,96857,5568,75976,5086,20881,2759,52712,5108,1362923,8935,220367,7349,99488,4853,350,263,99138,4820,89944,4676,9194,1409,120879,5544,1142556,10306,986760,11419,4497,1033,982263,11444,943380,11173,38883,3378,155796,5700,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21009104,5567,2420347,44122,478498,16799,118256,6564,0,293,118256,6564,74741,5322,43515,4298,360242,13695,1941849,36766,1082265,25970,1097,450,1081168,25950,846863,23139,234305,9905,859584,20668,18588757,43259,1771106,24435,866052,17461,2901,912,863151,17492,776384,16703,86767,5399,905054,15182,16817651,45106,13929304,42563,74598,4727,13854706,42904,13196714,37617,657992,15950,2888347,34028,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2834830,3246,280897,10992,60623,4259,20849,2274,96,158,20753,2273,13345,1889,7408,1638,39774,3510,220274,10027,138746,7331,325,350,138421,7348,111584,6181,26837,3399,81528,5274,2553933,11091,224358,7394,133721,5949,810,374,132911,5910,118776,5212,14135,1968,90637,4854,2329575,11858,2014491,12392,12748,1806,2001743,12643,1924916,13222,76827,4962,315084,9838,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2047536,1762,145176,9738,41854,4187,8263,1795,0,274,8263,1795,4555,1334,3708,1318,33591,3748,103322,8286,59896,5718,0,274,59896,5718,41839,4689,18057,3103,43426,4899,1902360,9993,163060,6206,92904,5112,181,184,92723,5070,83505,4828,9218,1328,70156,4326,1739300,12660,1503402,13099,4303,1185,1499099,13082,1436785,12991,62314,4910,235898,6970,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,498904,1396,45588,4129,11781,2187,3292,1031,0,262,3292,1031,2625,982,667,395,8489,1797,33807,3210,19908,2697,0,262,19908,2697,14656,2334,5252,1254,13899,2348,453316,4048,49748,2937,25615,2042,48,84,25567,2035,23526,2119,2041,605,24133,1981,403568,4643,347863,5099,2297,884,345566,5164,333250,5119,12316,1867,55705,3257,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,335336,1028,49611,3506,11970,1796,2534,850,0,286,2534,850,1330,649,1204,579,9436,1685,37641,3211,19304,2638,0,286,19304,2638,11029,1891,8275,1801,18337,2305,285725,3630,25575,2931,14632,2205,51,85,14581,2197,12718,1926,1863,673,10943,1736,260150,4244,228863,4638,1109,465,227754,4698,216002,4801,11752,1882,31287,2838,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10044251,5108,1128061,27489,291228,13053,69147,6520,0,301,69147,6520,44271,5483,24876,3402,222081,9937,836833,22191,489516,17427,880,469,488636,17349,391098,15273,97538,7240,347317,12459,8916190,27529,976288,17769,476010,12020,1308,630,474702,11990,430514,11538,44188,3631,500278,13071,7939902,28394,6661739,26443,43752,3858,6617987,28023,6362258,27160,255729,9622,1278163,20544,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
