GEO_ID,B18001_001E,B18001_001M,B18001_002E,B18001_002M,B18001_003E,B18001_003M,B18001_004E,B18001_004M,B18001_005E,B18001_005M,B18001_006E,B18001_006M,B18001_007E,B18001_007M,B18001_008E,B18001_008M,B18001_009E,B18001_009M,B18001_010E,B18001_010M,B18001_011E,B18001_011M,B18001_012E,B18001_012M,B18001_013E,B18001_013M,B18001_014E,B18001_014M,B18001_015E,B18001_015M,B18001_016E,B18001_016M,B18001_017E,B18001_017M,B18001_018E,B18001_018M,B18001_019E,B18001_019M,B18001_020E,B18001_020M,B18001_021E,B18001_021M,B18001_022E,B18001_022M,B18001_023E,B18001_023M,B18001_024E,B18001_024M,B18001_025E,B18001_025M,B18001_026E,B18001_026M,B18001_027E,B18001_027M,B18001_028E,B18001_028M,B18001_029E,B18001_029M,B18001_030E,B18001_030M,B18001_031E,B18001_031M,B18001_032E,B18001_032M,B18001_033E,B18001_033M,B18001_034E,B18001_034M,B18001_035E,B18001_035M,B18001_036E,B18001_036M,B18001_037E,B18001_037M,B18001_038E,B18001_038M,B18001_039E,B18001_039M,B18001_040E,B18001_040M,B18001_041E,B18001_041M,B18001_042E,B18001_042M,B18001_043E,B18001_043M,NAME,B18001_001EA,B18001_001MA,B18001_002EA,B18001_002MA,B18001_003MA,B18001_003EA,B18001_004EA,B18001_004MA,B18001_005EA,B18001_005MA,B18001_006EA,B18001_006MA,B18001_007EA,B18001_007MA,B18001_008EA,B18001_008MA,B18001_009MA,B18001_009EA,B18001_010EA,B18001_010MA,B18001_011EA,B18001_011MA,B18001_012EA,B18001_012MA,B18001_013EA,B18001_013MA,B18001_014MA,B18001_014EA,B18001_015MA,B18001_015EA,B18001_016EA,B18001_016MA,B18001_017EA,B18001_017MA,B18001_018EA,B18001_018MA,B18001_019EA,B18001_019MA,B18001_020MA,B18001_020EA,B18001_021EA,B18001_021MA,B18001_022EA,B18001_022MA,B18001_023EA,B18001_023MA,B18001_024EA,B18001_024MA,B18001_025MA,B18001_025EA,B18001_026EA,B18001_026MA,B18001_027EA,B18001_027MA,B18001_028EA,B18001_028MA,B18001_029EA,B18001_029MA,B18001_030EA,B18001_030MA,B18001_031MA,B18001_031EA,B18001_032EA,B18001_032MA,B18001_033EA,B18001_033MA,B18001_034EA,B18001_034MA,B18001_035EA,B18001_035MA,B18001_036MA,B18001_036EA,B18001_037EA,B18001_037MA,B18001_038EA,B18001_038MA,B18001_039EA,B18001_039MA,B18001_040EA,B18001_040MA,B18001_041EA,B18001_041MA,B18001_042MA,B18001_042EA,B18001_043EA,B18001_043MA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,306285,4468,30421,2887,7878,1440,154451,4947,136764,4941,11312,1766,6375,1451,1246279,4903,1015409,8776,86057,5058,144813,6757,146565,1667,92740,2591,29038,2370,24787,1639,93498,1411,40490,1976,19695,1789,33313,2188,2152631,3095,326564,4140,306692,4166,15027,2063,4845,1335,145227,4698,134005,5016,6609,1440,4613,1082,1348219,3736,1114255,6879,88654,4623,145310,5069,178667,1398,108364,2705,33805,2289,36498,2598,153954,1160,57270,2807,28155,2071,68529,3427,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,53727,1841,4924,1337,434,272,27122,1748,24792,1655,1749,617,581,368,187956,2081,159441,2826,15938,1706,12577,1593,13670,705,8736,1031,2762,647,2172,553,6405,489,2192,471,1558,469,2655,467,291025,1333,57032,1004,54978,1238,1749,651,305,245,25619,1545,23426,1548,1475,471,718,380,186293,1536,160420,2707,11626,1268,14247,1814,12732,630,7813,704,2255,512,2664,555,9349,651,3474,676,1549,500,4326,771,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,451443,4361,28695,2990,8186,1370,193224,4655,179950,4548,8849,1632,4425,1113,1640167,4257,1443307,8938,89911,5717,106949,5358,192897,1246,140674,2713,28764,2164,23459,2113,137761,1100,73442,3209,28919,2294,35400,2532,2700739,2374,461564,3483,440965,3922,15683,2329,4916,1444,188009,4855,175959,5297,7648,1673,4402,918,1646427,3297,1444095,8455,86174,4820,116158,5628,214327,1346,158676,3287,31057,2510,24594,2441,190412,1145,95897,3065,34720,2646,59795,2774,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,184228,3133,18475,1958,5630,1545,100146,3917,89363,4099,6476,1346,4307,1207,751601,3397,605668,6194,57547,3271,88386,4368,95103,1317,56582,2469,19317,1608,19204,1727,61201,1053,25120,1592,13288,1497,22793,1644,1293365,2646,199551,2571,183837,2995,11718,1845,3996,1344,89849,3787,82342,3725,3706,1159,3801,952,796628,3182,646801,6954,51196,2934,98631,4663,111721,1186,66157,2313,22143,1889,23421,1850,95616,792,37772,2461,17152,1689,40692,2130,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,2847002,10918,131563,6455,44701,3346,1252948,14043,1172077,14681,49213,4430,31658,3576,10180163,10416,9123668,23399,471516,12348,584979,15630,894914,2596,636695,7006,143576,5087,114643,5549,700166,1690,364436,7455,137271,5206,198459,7569,16467821,4123,2888601,8950,2781159,10351,80866,5862,26576,3508,1205889,13406,1150224,12307,31704,3643,23961,3355,10267307,10518,9103265,19254,500930,11739,663112,12097,1047029,2656,736684,7784,152447,5700,157898,5515,1058995,1916,481664,7954,194728,7293,382603,7836,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,339984,3667,19073,1881,2873,920,151306,4137,140430,3861,6315,1402,4561,964,1392652,4168,1247846,7260,69666,4370,75140,4597,116234,1465,87102,2519,18514,1650,10618,1475,78088,1097,42100,1951,14753,1383,21235,1595,2109310,2739,351189,3375,337625,3639,10446,1717,3118,834,137337,4594,131560,4494,3693,883,2084,711,1372209,3657,1236330,6175,58365,4278,77514,3660,128662,1472,93185,2591,20329,1799,15148,1737,119913,1345,56039,2270,24008,2227,39866,2238,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,247720,3303,14704,1831,3303,993,108940,3511,99643,3725,6327,1406,2970,711,974960,2898,878592,6143,45762,3167,50606,3752,94525,892,73192,1674,12928,1458,8405,1091,89425,552,52206,2167,17066,1782,20153,1752,1645714,1325,255547,2278,244654,3400,7365,1530,3528,1476,98561,3249,92259,3301,3567,975,2735,1067,1032977,2639,926782,5307,48499,3307,57696,3782,116756,760,87782,2392,16975,1787,11999,1640,141873,716,74092,2567,26827,2545,40954,2434,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,53981,1436,5105,1000,1342,484,25690,1789,23821,1850,1345,489,524,332,233876,1507,204917,2580,13798,1697,15161,1718,27357,551,20034,1044,4174,839,3149,810,19625,527,11041,1071,3461,694,5123,1045,393868,752,58355,1170,54910,1626,3150,903,295,249,25525,2370,24069,2553,1134,473,322,247,250179,2076,218363,3232,14619,2090,17197,2085,31199,518,22224,1108,4887,991,4088,748,28610,368,15387,1194,5326,941,7897,994,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,28276,974,3142,739,333,256,10245,1286,9361,1355,364,267,520,406,155754,982,139486,2290,7359,1388,8909,1624,13869,379,11008,717,1449,503,1412,610,10795,383,5613,736,2182,563,3000,683,253821,578,32322,851,30977,1216,1345,814,0,286,7734,781,6866,803,446,354,422,272,175935,674,154965,1924,9380,1373,11590,1787,18040,353,13138,854,2068,524,2834,699,19790,448,9362,1145,3685,815,6743,1074,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,1158800,8518,80903,4931,19618,2812,558293,8504,517037,9405,25654,2727,15602,2609,4767373,8306,4165147,16645,247965,9126,354261,10479,693610,2342,501489,6190,112217,5242,79904,4700,581093,2510,307498,5919,124699,4864,148896,5457,8363840,6175,1203951,6010,1143530,7264,47257,3834,13164,1800,527425,8299,496221,8935,19354,2410,11850,1786,5025954,7712,4376216,15922,262985,8507,386753,11038,795650,2205,582015,5188,119299,4908,94336,4101,810860,2114,408224,7370,153845,5772,248791,6833,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
