GEO_ID,B14001B_001E,B14001B_001M,B14001B_002E,B14001B_002M,B14001B_003E,B14001B_003M,B14001B_004E,B14001B_004M,B14001B_005E,B14001B_005M,B14001B_006E,B14001B_006M,B14001B_007E,B14001B_007M,NAME,B14001B_001MA,B14001B_001EA,B14001B_002MA,B14001B_002EA,B14001B_003EA,B14001B_003MA,B14001B_004EA,B14001B_004MA,B14001B_005MA,B14001B_005EA,B14001B_006MA,B14001B_006EA,B14001B_007MA,B14001B_007EA,state
0400000US44,49182,3178,18998,2670,2129,822,8275,1700,3651,857,4943,1532,30184,1853,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1120681,5143,353362,7102,41018,3763,160492,3812,89213,3825,62639,4315,767319,6808,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4838,663,1529,619,353,240,383,303,209,187,584,368,3309,489,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,906683,6033,286904,7366,28829,2952,132358,4401,65080,3884,60637,5623,619779,8020,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2320028,11064,797549,12566,95336,6927,339012,7195,182565,6603,180636,8280,1522479,11885,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,16779,1380,6531,1247,473,324,2751,854,1566,510,1741,582,10248,1064,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2820,442,1317,400,13,26,424,223,411,193,469,251,1503,308,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1337137,8808,424552,10491,50215,4143,179923,5963,98485,3776,95929,6041,912585,9876,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,192949,4028,64932,4258,5421,1406,28631,2448,14451,1530,16429,2654,128017,3636,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,51944,2585,13372,1931,783,321,6005,1179,2920,797,3664,1235,38572,1872,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,291129,4247,118798,4377,13814,1878,52828,2865,26918,2304,25238,3558,172331,4571,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3200,855,1505,623,0,258,972,553,72,112,461,414,1695,509,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,268577,13541,82877,7073,7534,1568,33595,4179,19717,2560,22031,2745,185700,8021,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
