GEO_ID,C16001_001E,C16001_001M,C16001_002E,C16001_002M,C16001_003E,C16001_003M,C16001_004E,C16001_004M,C16001_005E,C16001_005M,C16001_006E,C16001_006M,C16001_007E,C16001_007M,C16001_008E,C16001_008M,C16001_009E,C16001_009M,C16001_010E,C16001_010M,C16001_011E,C16001_011M,C16001_012E,C16001_012M,C16001_013E,C16001_013M,C16001_014E,C16001_014M,C16001_015E,C16001_015M,C16001_016E,C16001_016M,C16001_017E,C16001_017M,C16001_018E,C16001_018M,C16001_019E,C16001_019M,C16001_020E,C16001_020M,C16001_021E,C16001_021M,C16001_022E,C16001_022M,C16001_023E,C16001_023M,C16001_024E,C16001_024M,C16001_025E,C16001_025M,C16001_026E,C16001_026M,C16001_027E,C16001_027M,C16001_028E,C16001_028M,C16001_029E,C16001_029M,C16001_030E,C16001_030M,C16001_031E,C16001_031M,C16001_032E,C16001_032M,C16001_033E,C16001_033M,C16001_034E,C16001_034M,C16001_035E,C16001_035M,C16001_036E,C16001_036M,C16001_037E,C16001_037M,C16001_038E,C16001_038M,C16001_039E,C16001_039M,C16001_040E,C16001_040M,C16001_041E,C16001_041M,NAME,C16001_001MA,C16001_001EA,C16001_002MA,C16001_002EA,C16001_003EA,C16001_003MA,C16001_004EA,C16001_004MA,C16001_005EA,C16001_005MA,C16001_006MA,C16001_006EA,C16001_007MA,C16001_007EA,C16001_008EA,C16001_008MA,C16001_009EA,C16001_009MA,C16001_010EA,C16001_010MA,C16001_011MA,C16001_011EA,C16001_012MA,C16001_012EA,C16001_013MA,C16001_013EA,C16001_014EA,C16001_014MA,C16001_015EA,C16001_015MA,C16001_016EA,C16001_016MA,C16001_017MA,C16001_017EA,C16001_018MA,C16001_018EA,C16001_019MA,C16001_019EA,C16001_020EA,C16001_020MA,C16001_021EA,C16001_021MA,C16001_022MA,C16001_022EA,C16001_023EA,C16001_023MA,C16001_024MA,C16001_024EA,C16001_025MA,C16001_025EA,C16001_026EA,C16001_026MA,C16001_027MA,C16001_027EA,C16001_028MA,C16001_028EA,C16001_029MA,C16001_029EA,C16001_030MA,C16001_030EA,C16001_031EA,C16001_031MA,C16001_032EA,C16001_032MA,C16001_033MA,C16001_033EA,C16001_034MA,C16001_034EA,C16001_035MA,C16001_035EA,C16001_036EA,C16001_036MA,C16001_037EA,C16001_037MA,C16001_038MA,C16001_038EA,C16001_039MA,C16001_039EA,C16001_040MA,C16001_040EA,C16001_041EA,C16001_041MA,state
0400000US01,4150183,2206,3977527,7743,99970,5109,9438,1785,216,218,1934,833,2171,1296,12584,2647,0,270,384,257,910,953,1334,758,2380,1085,335,358,633,1024,618,377,16,26,285,263,686,503,3019,1104,549,495,2937,1432,243,305,6305,1729,1869,896,4402,1267,80,84,0,270,830,622,499,396,4502,1147,1336,743,2428,880,430,353,0,270,1922,1165,40,68,3667,2260,113,136,1492,1021,2099,1401,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5370067,1271,3899889,21897,1150116,17338,18148,2434,0,291,8256,2110,1664,711,23778,3135,235,234,2930,1047,2126,732,1444,681,5790,2311,5464,1496,6758,2276,3317,1387,543,512,4687,1702,2972,1915,6096,1896,1819,1379,5155,2197,6270,2194,23655,3335,5679,1295,8444,2181,800,648,0,291,2561,1365,2700,1598,11163,2690,4213,1205,11576,2021,3818,1265,87182,4292,28985,3235,2092,955,7070,1884,731,481,8565,2822,3376,1447,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2515066,2038,2365754,6694,107322,4684,5195,1350,0,260,1006,676,1213,780,7042,1710,61,101,1029,563,267,177,483,431,756,683,317,460,856,683,470,395,0,260,0,260,1123,1022,1142,1150,433,225,0,260,157,193,2887,1239,672,404,1676,840,0,260,132,221,569,453,1709,1021,5025,1617,600,470,1679,861,1617,527,0,260,582,512,135,142,2220,1463,53,88,763,754,121,171,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32599457,3023,18808277,59716,9192012,46687,127539,8684,5001,1685,64991,5275,73130,7681,114971,6974,3594,997,28633,2937,26271,3255,22712,3227,142734,12229,18378,3101,24661,4979,35373,7022,161221,14696,152418,12393,35093,5187,106728,9007,34620,7769,160408,14944,40121,6420,905679,21815,160285,9429,333539,16439,71630,9587,60017,8140,41241,4691,41438,6584,457510,22432,97800,8520,670203,24411,110879,9968,1037,763,6349,1643,16905,3868,127603,12157,42330,8342,52123,6707,24003,3924,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4223659,1774,3505917,13769,515474,11815,15966,1995,500,434,4805,1210,2310,1035,27244,3743,286,263,2583,835,2279,685,4620,3852,12615,3158,3630,1318,2667,1314,4933,1851,714,806,4243,1991,1066,753,2824,1088,1217,722,6403,2723,2275,813,15375,3501,4413,1391,12892,2548,1392,1173,4125,1826,2617,1254,2204,1193,14885,3561,4620,1412,8379,2432,2972,1350,2150,745,2393,861,1554,683,5967,1785,2422,896,9524,2305,1204,938,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3183775,660,2579473,13562,292978,6614,36595,4104,9179,2812,39840,5034,31544,5093,9026,1602,360,228,1930,880,4058,1083,8014,2016,9769,2615,35678,4698,4500,2302,7378,2039,1061,608,2147,1038,4455,1698,6663,1926,5935,1994,8222,2299,12390,3197,20742,3959,2651,1124,7452,2101,2738,1165,228,386,717,768,2350,999,5963,1880,6546,2199,6659,1749,1849,849,0,274,290,220,2820,1237,4703,1799,1554,697,4124,1399,1194,676,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,763189,304,675223,4212,47212,2903,4419,1337,571,527,2227,872,672,502,3586,1232,0,262,1770,852,676,618,684,492,881,762,1192,607,891,1125,331,265,0,262,0,262,1439,826,2282,1428,1058,684,1240,651,428,370,3643,1097,172,145,2570,1307,0,262,0,262,177,189,227,267,1686,986,1607,772,1027,490,187,210,0,262,285,424,70,115,1118,1210,230,226,3198,1449,210,236,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,477395,429,402580,3521,42111,1949,5758,1477,62,105,1258,465,846,557,2072,683,56,91,657,399,574,403,601,375,1748,719,546,438,452,386,492,366,67,112,704,423,198,218,511,435,91,149,983,1243,528,417,2510,929,1321,811,515,388,0,286,0,286,119,162,0,286,529,690,363,270,2733,2407,716,542,0,286,0,286,156,182,1295,896,532,435,3385,1372,326,359,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16270161,3373,12141842,31740,3012931,19603,114536,8990,274620,15105,54892,4263,74728,8247,75406,5072,8901,1758,11475,2034,6840,1559,20050,3972,34139,5065,24565,3353,15963,3254,18245,3317,2697,988,8782,2341,7805,2332,14658,3028,13190,3855,16444,4878,22958,4204,38986,4596,12063,2414,17068,3292,6606,2282,1529,1757,6719,1241,3083,1293,42836,6345,23587,5210,50367,5306,6082,1506,95,164,2821,995,12892,3242,42810,6970,13980,3244,10568,2959,2402,720,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
