GEO_ID,C18005_001E,C18005_001M,C18005_002E,C18005_002M,C18005_003E,C18005_003M,C18005_004E,C18005_004M,C18005_005E,C18005_005M,C18005_006E,C18005_006M,C18005_007E,C18005_007M,C18005_008E,C18005_008M,C18005_009E,C18005_009M,C18005_010E,C18005_010M,C18005_011E,C18005_011M,C18005_012E,C18005_012M,C18005_013E,C18005_013M,C18005_014E,C18005_014M,C18005_015E,C18005_015M,C18005_016E,C18005_016M,C18005_017E,C18005_017M,C18005_018E,C18005_018M,C18005_019E,C18005_019M,C18005_020E,C18005_020M,C18005_021E,C18005_021M,C18005_022E,C18005_022M,C18005_023E,C18005_023M,C18005_024E,C18005_024M,C18005_025E,C18005_025M,C18005_026E,C18005_026M,C18005_027E,C18005_027M,NAME,C18005_001MA,C18005_001EA,C18005_002MA,C18005_002EA,C18005_003EA,C18005_003MA,C18005_004EA,C18005_004MA,C18005_005MA,C18005_005EA,C18005_006MA,C18005_006EA,C18005_007MA,C18005_007EA,C18005_008MA,C18005_008EA,C18005_009EA,C18005_009MA,C18005_010EA,C18005_010MA,C18005_011MA,C18005_011EA,C18005_012MA,C18005_012EA,C18005_013MA,C18005_013EA,C18005_014EA,C18005_014MA,C18005_015EA,C18005_015MA,C18005_016MA,C18005_016EA,C18005_017MA,C18005_017EA,C18005_018MA,C18005_018EA,C18005_019MA,C18005_019EA,C18005_020EA,C18005_020MA,C18005_021EA,C18005_021MA,C18005_022MA,C18005_022EA,C18005_023MA,C18005_023EA,C18005_024MA,C18005_024EA,C18005_025EA,C18005_025MA,C18005_026EA,C18005_026MA,C18005_027MA,C18005_027EA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,31014,3212,313570,4809,1400730,3580,95971,5626,1304759,5849,146565,1667,14637,1387,131928,2042,93498,1411,19454,1721,74044,1969,2152631,3095,326564,4140,13475,2068,313089,4163,1493446,3663,84958,4401,1408488,5298,178667,1398,20271,2061,158396,2446,153954,1160,34958,2513,118996,2659,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,3840,1033,55245,1670,215078,1716,10804,1509,204274,2268,13670,705,716,315,12954,727,6405,489,1516,402,4889,643,291025,1333,57032,1004,1145,471,55887,1097,211912,1410,11122,1649,200790,2105,12732,630,780,315,11952,723,9349,651,2202,521,7147,678,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,30965,2878,457359,4238,1833391,4074,75936,4584,1757455,5752,192897,1246,11485,1371,181412,1739,137761,1100,19292,2010,118469,2083,2700739,2374,461564,3483,15225,2208,446339,3678,1834436,4195,77644,4876,1756792,6770,214327,1346,12354,1663,201973,1909,190412,1145,29352,2371,161060,2501,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,20954,1889,187379,3108,851747,3173,58438,4279,793309,5490,95103,1317,10356,1312,84747,1554,61201,1053,11677,1235,49524,1472,1293365,2646,199551,2571,10834,1474,188717,2887,886477,2695,59246,3901,827231,5000,111721,1186,11499,1473,100222,1658,95616,792,20567,1793,75049,2049,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,142400,6767,2880866,10760,11433111,9799,399856,14249,11033255,18670,894914,2596,68203,3944,826711,4511,700166,1690,110299,4836,589867,5093,16467821,4123,2888601,8950,75820,4864,2812781,9861,11473196,9456,443602,11069,11029594,14073,1047029,2656,83071,4106,963958,4637,1058995,1916,204738,5632,854257,5789,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,18474,1894,343456,3612,1543958,3372,54820,4454,1489138,5668,116234,1465,6744,1290,109490,1945,78088,1097,9508,1106,68580,1316,2109310,2739,351189,3375,9120,1317,342069,3667,1509546,3490,54484,3547,1455062,5653,128662,1472,7648,1074,121014,1543,119913,1345,18565,1993,101348,2239,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,15725,2088,250002,3189,1083900,2348,39196,2874,1044704,3642,94525,892,4511,828,90014,1055,89425,552,10008,1548,79417,1730,1645714,1325,255547,2278,9231,2238,246316,3310,1131538,2943,37740,2913,1093798,4615,116756,760,5384,1306,111372,1540,141873,716,18431,1995,123442,2181,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,5656,1140,54772,1406,259566,1407,10007,1652,249559,2269,27357,551,1666,660,25691,798,19625,527,2470,714,17155,746,393868,752,58355,1170,2241,709,56114,1434,275704,1312,10289,1665,265415,2201,31199,518,1415,470,29784,735,28610,368,3144,688,25466,737,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,2964,688,28787,929,165999,999,6428,1299,159571,1754,13869,379,1092,525,12777,603,10795,383,1825,603,8970,645,253821,578,32322,851,1105,775,31217,1178,183669,761,7746,1425,175923,1613,18040,353,1362,545,16678,634,19790,448,3141,679,16649,818,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,87188,5790,1172133,8211,5325666,7920,239792,8406,5085874,11765,693610,2342,43859,3637,649751,4033,581093,2510,77815,4497,503278,4536,8363840,6175,1203951,6010,42462,3462,1161489,6554,5553379,6540,245867,7476,5307512,10523,795650,2205,51050,3392,744600,3749,810860,2114,131102,5604,679758,5645,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8094915,4412,3941892,6200,721328,5120,41863,3529,679465,5945,2879370,5821,126049,6839,2753321,8711,222855,3132,18616,1873,204239,3538,118339,2039,21090,1953,97249,2777,4153023,5229,688010,5570,22186,2523,665824,5765,2994704,6142,128639,6694,2866065,9200,260697,2459,24181,2146,236516,3227,209612,2772,50349,3044,159263,3252,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1126390,2568,546836,2346,90778,1295,2739,794,88039,1456,385631,2387,14261,2095,371370,3011,35396,657,2534,834,32862,1000,35031,349,5043,866,29988,824,579554,1848,85665,1360,2583,966,83082,1462,395421,1874,9977,1600,385444,2641,41897,408,1850,576,40047,663,56571,523,9806,1352,46765,1495,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1286091,1388,637323,1903,115611,1859,8058,1613,107553,2320,450291,1938,23750,2810,426541,3566,41948,647,3393,1045,38555,1194,29473,541,4801,759,24672,855,648768,1758,108336,1615,4245,930,104091,1846,455133,2171,21832,2418,433301,3244,44346,697,2774,585,41572,856,40953,552,7132,1188,33821,1270,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11529905,2458,5622985,3747,1009348,4331,61904,4108,947444,5130,4015797,4405,136957,5183,3878840,7068,333268,1389,20549,1938,312719,2394,264572,1252,35446,2632,229126,2934,5906920,3677,962092,4771,31770,2740,930322,5270,4106515,4778,138283,6532,3968232,8154,416356,1769,25246,2272,391110,2511,421957,1559,67608,3827,354349,4008,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
