GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002EA,B19101_002MA,B19101_003MA,B19101_003EA,B19101_004MA,B19101_004EA,B19101_005MA,B19101_005EA,B19101_006MA,B19101_006EA,B19101_007EA,B19101_007MA,B19101_008EA,B19101_008MA,B19101_009MA,B19101_009EA,B19101_010MA,B19101_010EA,B19101_011MA,B19101_011EA,B19101_012EA,B19101_012MA,B19101_013EA,B19101_013MA,B19101_014MA,B19101_014EA,B19101_015MA,B19101_015EA,B19101_016MA,B19101_016EA,B19101_017MA,B19101_017EA,state
0400000US01,1223725,12107,90591,6169,67215,4619,74508,4274,79990,4931,71386,4495,74046,4645,69999,4610,69396,4053,61292,3913,109683,5106,135939,6649,143418,5645,80553,4071,37703,3184,30499,2378,27507,2322,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,6419,1248,4064,866,6279,1128,6627,1391,5408,1032,6443,1199,6561,1266,7124,1317,7113,1341,15109,1895,18214,1991,26235,2234,18048,1829,9896,1317,8269,1326,5378,906,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,81470,5547,54139,4245,76141,5089,81179,5477,82619,5072,89699,5788,82992,5282,81926,5214,73337,4899,132846,5997,172365,7171,185473,6048,108386,5244,57670,3461,52984,3925,46234,3365,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,52922,3681,41946,2833,46249,3054,53313,3567,51352,3615,50490,2958,44328,3317,46758,3317,37880,2588,72770,4918,81644,4329,80424,4076,38279,2773,17149,1770,15179,1907,11761,1741,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,375802,14369,300609,9365,374043,10500,414095,12457,390411,11932,403620,10612,370219,8967,387063,9597,347377,12014,663811,13031,895053,17321,1137025,17988,800242,16937,467036,10870,471874,10289,482839,11003,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,51107,4141,36592,3467,38714,3474,53259,3658,51387,3885,55724,4038,56371,4018,54722,3014,53393,3917,102692,5358,144805,5393,180213,5204,112022,4839,64842,3533,56847,3282,51531,3489,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,32634,3804,20537,2884,21607,2626,26924,2736,31546,3333,35783,3027,33765,2915,35356,3152,31827,2662,72804,4938,100007,4775,150438,6186,103788,4939,59653,3660,62423,3941,74196,3842,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,7867,1375,6493,1423,7110,1504,7030,1221,9807,1607,9383,1352,10898,1754,11212,1693,10325,1619,20072,2335,28885,2512,35553,2375,21691,2291,10943,1363,10417,1293,8496,1497,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,12025,1968,4915,1216,5493,1278,5320,1202,6414,1530,5901,1317,4269,1099,5530,1162,3558,918,7158,1164,6695,1184,10284,1536,6386,1335,5243,1117,7927,1286,11365,1368,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,233242,9372,191816,8622,239174,9741,268603,8682,272789,8449,291226,8906,271172,9048,267708,9640,237236,8489,416751,12994,522304,12739,570806,13712,330287,8882,165510,6488,154575,5846,161604,5767,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2285356,15485,142267,6754,96127,5132,106696,5401,116984,5382,118900,6224,124563,5393,117598,6232,123725,7020,109720,6501,204611,7472,268857,8164,311082,8366,180794,6632,88438,4909,90103,4729,84891,4416,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
