GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001EA,B21001A_001MA,B21001A_002EA,B21001A_002MA,B21001A_003EA,B21001A_003MA,B21001A_004EA,B21001A_004MA,B21001A_005EA,B21001A_005MA,B21001A_006EA,B21001A_006MA,B21001A_007EA,B21001A_007MA,B21001A_008EA,B21001A_008MA,B21001A_009EA,B21001A_009MA,B21001A_010EA,B21001A_010MA,B21001A_011MA,B21001A_011EA,B21001A_012MA,B21001A_012EA,B21001A_013EA,B21001A_013MA,B21001A_014EA,B21001A_014MA,B21001A_015EA,B21001A_015MA,B21001A_016MA,B21001A_016EA,B21001A_017MA,B21001A_017EA,B21001A_018MA,B21001A_018EA,B21001A_019EA,B21001A_019MA,B21001A_020EA,B21001A_020MA,B21001A_021MA,B21001A_021EA,B21001A_022MA,B21001A_022EA,B21001A_023MA,B21001A_023EA,B21001A_024EA,B21001A_024MA,B21001A_025EA,B21001A_025MA,B21001A_026MA,B21001A_026EA,B21001A_027MA,B21001A_027EA,B21001A_028MA,B21001A_028EA,B21001A_029EA,B21001A_029MA,B21001A_030EA,B21001A_030MA,B21001A_031MA,B21001A_031EA,B21001A_032MA,B21001A_032EA,B21001A_033MA,B21001A_033EA,state
0400000US01,2444130,3709,1181912,2718,337424,2629,17763,2405,319661,3476,460111,1858,78738,3752,381373,3849,186331,843,78341,2867,107990,2867,120588,785,71629,2084,48959,2052,77458,707,58269,1838,19189,1821,1262218,1900,332328,1662,3033,1033,329295,1924,468702,1550,9225,1639,459477,2239,199075,443,2737,678,196338,797,140218,464,1856,616,138362,819,121895,491,1944,558,119951,757,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,326298,1587,165753,1235,45759,1024,5101,1135,40658,1308,76189,805,21368,1937,54821,1998,28359,364,15813,1210,12546,1229,10390,417,7004,735,3386,683,5056,326,4254,377,802,257,160545,1195,46591,865,1785,771,44806,1060,74618,730,3932,865,70686,1156,23558,425,498,266,23060,474,9128,219,299,237,8829,316,6650,243,217,176,6433,323,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3357640,12842,1644702,8242,500907,6107,28639,3297,472268,6477,605401,4552,102805,6282,502596,7206,237319,1693,107996,3628,129323,4111,172854,1378,104612,3081,68242,3040,128221,1040,98299,1877,29922,2132,1712938,6983,480177,5154,5776,1294,474401,5585,604707,3696,14134,1889,590573,3971,261142,1719,4253,976,256889,1991,189980,1352,3522,756,186458,1430,176932,1188,5644,1108,171288,1673,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1646690,4810,797157,2735,228393,2455,15393,1988,213000,3194,303237,1818,52994,3763,250243,4106,125091,482,54141,2726,70950,2772,85009,757,48610,2245,36399,2346,55427,447,39064,1651,16363,1622,849533,2637,225248,2426,2854,1057,222394,2378,308623,1358,5644,1006,302979,1696,134560,519,2124,709,132436,881,97276,359,1243,466,96033,568,83826,265,1970,537,81856,606,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16071845,52955,7895040,30395,2354909,19260,99684,6045,2255225,19614,3209420,16161,352392,8964,2857028,19961,1138716,5939,439823,8809,698893,10001,649738,3568,344200,5956,305538,6629,542257,3068,377692,5642,164565,6282,8176805,27025,2259124,15272,18332,2257,2240792,15327,3173391,13376,39085,3210,3134306,14108,1196300,6373,13542,1869,1182758,6561,733996,4095,10397,1733,723599,4744,813994,4370,25017,1871,788977,4605,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2871275,9637,1425960,6157,470051,5024,25984,3251,444067,6177,582633,3293,92398,4527,490235,4822,195098,1634,89903,3076,105195,3298,105523,1388,63479,2011,42044,2158,72655,847,53791,1490,18864,1249,1445315,5502,439086,4121,6082,1197,433004,4173,580463,3192,12864,1577,567599,3568,199342,1321,3646,823,195696,1648,115895,1299,2537,1020,113358,1541,110529,1070,3254,768,107275,1291,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2125022,7144,1015372,4389,243677,3241,11909,1864,231768,3568,440284,2196,45813,3282,394471,4197,162926,950,63197,2813,99729,2770,84289,565,45574,1912,38715,1918,84196,407,60831,1806,23365,1841,1109650,4048,241171,2635,1225,607,239946,2608,459128,2159,5427,967,453701,2081,173934,929,2095,1022,171839,1311,102167,879,1039,417,101128,1094,133250,639,3021,702,130229,911,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,471787,2020,227245,1494,61672,952,3690,1046,57982,1372,89947,1000,13829,1421,76118,1687,35202,335,17046,1303,18156,1341,22772,175,13340,1023,9432,1026,17652,321,13126,772,4526,832,244542,1009,62489,782,1180,626,61309,902,92318,692,2024,657,90294,931,38202,318,276,237,37926,405,26236,286,348,242,25888,401,25297,243,567,309,24730,394,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,146596,2284,71310,1431,27291,1010,1208,599,26083,1169,26473,729,1822,755,24651,986,9693,332,2559,624,7134,612,4609,127,2411,444,2198,458,3244,219,1938,374,1306,408,75286,1344,31988,866,169,223,31819,885,22717,721,208,271,22509,816,10269,409,42,70,10227,415,4881,298,0,286,4881,298,5431,320,0,286,5431,320,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10557248,17169,5084032,12388,1258217,9050,72452,4601,1185765,9649,1887949,6708,302977,8259,1584972,9677,783771,1968,339092,7034,444679,7333,614435,2348,334128,6625,280307,6577,539660,1634,374169,4502,165491,4691,5473216,7644,1240821,5907,13264,1866,1227557,6230,1928415,4903,36445,2643,1891970,5773,864524,2565,11769,1713,852755,3297,696304,2417,10309,1530,685995,2674,743152,2267,21934,2470,721218,3399,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
