GEO_ID,C18002_001E,C18002_001M,C18002_002E,C18002_002M,C18002_003E,C18002_003M,C18002_004E,C18002_004M,C18002_005E,C18002_005M,C18002_006E,C18002_006M,C18002_007E,C18002_007M,C18002_008E,C18002_008M,C18002_009E,C18002_009M,C18002_010E,C18002_010M,C18002_011E,C18002_011M,C18002_012E,C18002_012M,C18002_013E,C18002_013M,C18002_014E,C18002_014M,C18002_015E,C18002_015M,C18002_016E,C18002_016M,C18002_017E,C18002_017M,C18002_018E,C18002_018M,C18002_019E,C18002_019M,C18002_020E,C18002_020M,C18002_021E,C18002_021M,C18002_022E,C18002_022M,C18002_023E,C18002_023M,C18002_024E,C18002_024M,C18002_025E,C18002_025M,C18002_026E,C18002_026M,C18002_027E,C18002_027M,NAME,C18002_001MA,C18002_001EA,C18002_002EA,C18002_002MA,C18002_003EA,C18002_003MA,C18002_004MA,C18002_004EA,C18002_005MA,C18002_005EA,C18002_006MA,C18002_006EA,C18002_007EA,C18002_007MA,C18002_008EA,C18002_008MA,C18002_009MA,C18002_009EA,C18002_010MA,C18002_010EA,C18002_011EA,C18002_011MA,C18002_012EA,C18002_012MA,C18002_013EA,C18002_013MA,C18002_014EA,C18002_014MA,C18002_015MA,C18002_015EA,C18002_016MA,C18002_016EA,C18002_017MA,C18002_017EA,C18002_018EA,C18002_018MA,C18002_019EA,C18002_019MA,C18002_020EA,C18002_020MA,C18002_021MA,C18002_021EA,C18002_022MA,C18002_022EA,C18002_023MA,C18002_023EA,C18002_024EA,C18002_024MA,C18002_025EA,C18002_025MA,C18002_026MA,C18002_026EA,C18002_027MA,C18002_027EA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,38299,3092,306285,4468,1400730,3580,248557,8984,1152173,9351,146565,1667,53825,2685,92740,2591,93498,1411,53008,2189,40490,1976,2152631,3095,326564,4140,19872,2582,306692,4166,1493446,3663,245186,6695,1248260,6973,178667,1398,70303,2817,108364,2705,153954,1160,96684,3035,57270,2807,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,5358,1367,53727,1841,215078,1716,30845,2260,184233,2749,13670,705,4934,748,8736,1031,6405,489,4213,586,2192,471,291025,1333,57032,1004,2054,706,54978,1238,211912,1410,28066,2053,183846,2268,12732,630,4919,665,7813,704,9349,651,5875,919,3474,676,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,36881,3157,451443,4361,1833391,4074,210134,8669,1623257,9218,192897,1246,52223,2668,140674,2713,137761,1100,64319,3222,73442,3209,2700739,2374,461564,3483,20599,2610,440965,3922,1834436,4195,214382,7574,1620054,8973,214327,1346,55651,3183,158676,3287,190412,1145,94515,3235,95897,3065,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,24105,2229,184228,3133,851747,3173,156716,5633,695031,6114,95103,1317,38521,2248,56582,2469,61201,1053,36081,1803,25120,1592,1293365,2646,199551,2571,15714,1934,183837,2995,886477,2695,157334,5913,729143,6910,111721,1186,45564,2503,66157,2313,95616,792,57844,2377,37772,2461,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,176264,7240,2847002,10918,11433111,9799,1137366,21082,10295745,22978,894914,2596,258219,6954,636695,7006,700166,1690,335730,7675,364436,7455,16467821,4123,2888601,8950,107442,6599,2781159,10351,11473196,9456,1219707,19126,10253489,21319,1047029,2656,310345,7456,736684,7784,1058995,1916,577331,8030,481664,7954,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,21946,2018,339984,3667,1543958,3372,155682,6447,1388276,7595,116234,1465,29132,1946,87102,2519,78088,1097,35988,1970,42100,1951,2109310,2739,351189,3375,13564,1806,337625,3639,1509546,3490,141656,5148,1367890,6501,128662,1472,35477,2111,93185,2591,119913,1345,63874,2251,56039,2270,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,18007,2219,247720,3303,1083900,2348,105665,5575,978235,6033,94525,892,21333,1574,73192,1674,89425,552,37219,2098,52206,2167,1645714,1325,255547,2278,10893,2429,244654,3400,1131538,2943,112497,4595,1019041,5341,116756,760,28974,2320,87782,2392,141873,716,67781,2637,74092,2567,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,6447,1160,53981,1436,259566,1407,30828,2347,228738,2595,27357,551,7323,981,20034,1044,19625,527,8584,1075,11041,1071,393868,752,58355,1170,3445,1030,54910,1626,275704,1312,33272,2658,242432,2985,31199,518,8975,1118,22224,1108,28610,368,13223,1216,15387,1194,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,3475,733,28276,974,165999,999,17152,2204,148847,2521,13869,379,2861,758,11008,717,10795,383,5182,773,5613,736,253821,578,32322,851,1345,814,30977,1216,183669,761,21838,2004,161831,2111,18040,353,4902,788,13138,854,19790,448,10428,1079,9362,1145,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,100521,6375,1158800,8518,5325666,7920,643482,13256,4682184,16634,693610,2342,192121,6094,501489,6190,581093,2510,273595,5747,307498,5919,8363840,6175,1203951,6010,60421,4517,1143530,7264,5553379,6540,680942,13648,4872437,15024,795650,2205,213635,5078,582015,5188,810860,2114,402636,7541,408224,7370,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
