GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001EA,B01001_001MA,B01001_002MA,B01001_002EA,B01001_003MA,B01001_003EA,B01001_004EA,B01001_004MA,B01001_005EA,B01001_005MA,B01001_006EA,B01001_006MA,B01001_007MA,B01001_007EA,B01001_008MA,B01001_008EA,B01001_009MA,B01001_009EA,B01001_010EA,B01001_010MA,B01001_011EA,B01001_011MA,B01001_012MA,B01001_012EA,B01001_013MA,B01001_013EA,B01001_014MA,B01001_014EA,B01001_015EA,B01001_015MA,B01001_016EA,B01001_016MA,B01001_017MA,B01001_017EA,B01001_018MA,B01001_018EA,B01001_019MA,B01001_019EA,B01001_020EA,B01001_020MA,B01001_021EA,B01001_021MA,B01001_022EA,B01001_022MA,B01001_023EA,B01001_023MA,B01001_024MA,B01001_024EA,B01001_025EA,B01001_025MA,B01001_026EA,B01001_026MA,B01001_027EA,B01001_027MA,B01001_028EA,B01001_028MA,B01001_029EA,B01001_029MA,B01001_030MA,B01001_030EA,B01001_031MA,B01001_031EA,B01001_032EA,B01001_032MA,B01001_033EA,B01001_033MA,B01001_034EA,B01001_034MA,B01001_035MA,B01001_035EA,B01001_036MA,B01001_036EA,B01001_037EA,B01001_037MA,B01001_038EA,B01001_038MA,B01001_039EA,B01001_039MA,B01001_040EA,B01001_040MA,B01001_041MA,B01001_041EA,B01001_042MA,B01001_042EA,B01001_043EA,B01001_043MA,B01001_044EA,B01001_044MA,B01001_045EA,B01001_045MA,B01001_046MA,B01001_046EA,B01001_047MA,B01001_047EA,B01001_048EA,B01001_048MA,B01001_049EA,B01001_049MA,state
0400000US01,4442558,0,2142901,3564,147159,1940,146689,5256,164398,5266,94595,1927,57391,2065,36060,3419,29512,2795,86800,4199,143348,3037,137910,2452,144468,4800,164960,4713,163927,2493,150696,2444,131326,4070,42865,3283,60734,2983,34233,2331,45675,2709,66657,2877,48088,2146,27792,1931,17618,1759,2299657,3564,145216,2375,143717,5032,153645,5452,90289,2037,52853,2177,31333,2728,31237,3041,87030,4451,152948,2937,149485,3064,145665,5416,185461,5331,178341,2074,159862,2014,143087,3297,47573,2722,69294,3458,40099,2727,56610,2957,81958,3032,65451,2693,48019,2333,40484,2757,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641724,0,325699,1891,24914,1224,25801,1767,27964,1834,16537,718,10919,813,5169,1106,4340,963,14737,1248,18377,939,19077,1049,22629,1669,26880,1834,27261,1172,26589,840,19770,1517,6547,1117,8113,1327,3433,731,4333,716,5904,765,3808,655,1463,429,1134,354,316025,1891,24290,1275,25815,1679,25648,1828,16529,709,9977,1000,4682,914,4467,831,12326,1302,17298,1045,21526,1030,22390,1648,26191,1636,28123,1083,24583,772,18633,1380,5818,1107,5648,1042,3331,679,3716,647,5685,710,3957,590,2823,581,2569,650,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5829839,0,2902933,2476,236015,1475,216755,6132,225230,6161,128401,1248,75699,2118,35924,3126,39485,3553,130485,4369,220354,1990,211401,1759,200718,6024,209227,6835,195268,1177,171723,1199,151159,4322,49522,3168,74909,3831,46117,2930,60584,3056,86196,3708,70835,3167,42262,3009,24664,1885,2926906,2476,223757,1288,215056,6976,206383,7059,122291,1056,70778,2155,35233,3096,40189,3499,124803,4284,203357,1800,199716,1171,194580,6152,202090,5935,200260,1403,180666,1222,161103,3998,58583,3496,83322,4025,50837,3048,66325,3260,97165,3435,83885,3896,64342,3618,42185,2592,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2701431,0,1314810,3291,94334,2255,94361,3152,94030,3068,60015,1567,39800,2601,20538,2430,14638,2093,51761,2812,90709,2161,83371,2086,88969,4204,97523,3698,96664,1971,88809,1527,78138,2733,25878,2098,38968,2971,21784,1650,31522,1872,41797,1863,30042,1841,19509,1677,11650,1152,1386621,3291,92031,2242,88528,4036,93017,3898,56018,1771,32539,2102,19525,2354,16370,2082,56684,3187,92103,2674,86392,1928,94203,3737,101770,3611,99640,1689,93589,1535,86281,3101,29090,2114,41504,2472,25661,2043,35841,2050,50219,2316,40396,1862,32119,1899,23101,1905,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35278768,0,17497507,4744,1375411,2899,1305697,16630,1440404,16510,821400,2998,466358,3417,245368,9112,235261,9211,744899,9824,1256603,3001,1297868,3720,1345093,15968,1364710,15937,1290396,3476,1111027,2723,927985,11582,287928,7530,386019,11419,215089,6924,278155,7582,401670,6793,321531,6823,228294,6555,150341,5633,17781261,4744,1303900,2664,1266550,17644,1351965,17768,789815,2810,447060,3469,239892,9339,230379,8391,715368,12151,1192239,3189,1263793,3240,1310209,15270,1364603,15353,1310993,2733,1158933,2625,995744,10157,312150,7748,421644,9019,242833,7402,331484,7369,472712,7995,441178,8493,347682,7822,270135,6805,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4562244,0,2283293,3084,171092,1476,158947,4384,170638,4377,96299,1880,57315,1777,30479,3291,30054,3078,99190,4317,181154,1993,186454,2236,171291,6174,184274,6057,175772,1539,157916,1455,131832,4078,36234,2434,50030,3344,27809,2264,36644,2297,51781,2176,37386,2023,25958,1823,14744,1641,2278951,3084,167493,1818,156757,5351,160623,5628,94314,1982,51039,1671,25793,2936,30951,3171,96487,3816,165906,2404,173676,2002,162626,5203,183560,4937,178251,1939,159278,1360,135092,3247,39159,2250,49371,3025,33519,2684,39445,2345,55698,2932,50149,2142,38602,2088,31162,1894,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3394751,0,1645607,1440,107937,775,111716,4202,128491,4230,76847,867,37874,776,19939,2546,17712,2472,58077,3057,93894,888,98743,853,120939,4345,143819,4293,142047,1101,121238,1161,104128,3661,30951,2355,47305,2786,21335,1756,29947,2299,43243,2115,40645,2066,29069,2027,19711,1442,1749144,1440,103039,637,110114,3589,119661,3568,73085,795,35872,922,15376,2224,21243,2734,57203,3037,92656,948,104829,962,130529,4231,149720,4156,148836,1086,127817,720,113237,3430,37218,3077,50080,3017,25717,2008,36193,2217,54846,2444,54630,2957,47914,2922,39329,2643,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,818587,0,396855,962,27705,626,25569,2050,28443,1989,17573,553,9502,752,5076,1196,5174,1032,17290,1567,26335,632,25292,435,28906,1938,32730,1820,30932,806,26882,631,23802,1324,8390,1278,10272,1182,6518,1064,8654,1141,12185,1340,9512,955,6372,806,3741,772,421732,962,27693,594,26517,1713,25991,1756,15972,667,7927,645,7473,1894,4693,1112,14910,1787,28877,604,27039,775,30480,2061,34062,2099,34036,676,28627,674,25898,1499,8591,1146,13137,1391,6682,982,8873,1089,15644,1231,13453,1104,9289,1054,5868,955,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515118,0,242560,593,19158,276,14252,1329,14785,1408,7592,454,4050,768,1317,557,2658,1197,8183,1008,26529,430,22157,460,20077,1823,18676,1734,17096,387,16375,694,14732,1225,4858,957,5401,910,3785,704,4434,817,5650,808,5442,774,2744,612,2609,652,272558,593,18565,373,13494,1475,15777,1382,7916,611,1699,512,1170,322,2155,673,10415,997,31817,533,25103,137,22509,1821,17279,1878,18346,456,17887,288,17209,1281,6299,1032,7088,994,3888,970,6138,1029,8014,906,8610,997,6624,1120,4556,804,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17382511,0,8466292,6005,566642,3380,550746,10818,591444,11249,359740,3650,209696,3436,107119,5333,113645,6343,324058,8651,505915,3940,527931,3810,583543,12259,649197,11885,632873,3349,553338,3191,497331,9038,172883,5702,245488,7652,156461,5139,217552,6419,319597,6551,272593,6617,190713,5612,117787,5489,8916219,6005,545708,3043,523399,9439,563843,9725,345328,3909,200501,3506,98511,5806,107055,5658,324294,7941,512304,3751,538225,3565,595188,10317,669291,10237,658125,2822,596660,2943,555204,8023,193084,6250,282989,7661,171182,5343,247964,7733,376504,8231,347808,7268,260849,7080,202203,6196,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
