GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001EA,B01001_001MA,B01001_002MA,B01001_002EA,B01001_003MA,B01001_003EA,B01001_004EA,B01001_004MA,B01001_005EA,B01001_005MA,B01001_006EA,B01001_006MA,B01001_007MA,B01001_007EA,B01001_008MA,B01001_008EA,B01001_009MA,B01001_009EA,B01001_010EA,B01001_010MA,B01001_011EA,B01001_011MA,B01001_012MA,B01001_012EA,B01001_013MA,B01001_013EA,B01001_014MA,B01001_014EA,B01001_015EA,B01001_015MA,B01001_016EA,B01001_016MA,B01001_017MA,B01001_017EA,B01001_018MA,B01001_018EA,B01001_019MA,B01001_019EA,B01001_020EA,B01001_020MA,B01001_021EA,B01001_021MA,B01001_022EA,B01001_022MA,B01001_023EA,B01001_023MA,B01001_024MA,B01001_024EA,B01001_025EA,B01001_025MA,B01001_026EA,B01001_026MA,B01001_027EA,B01001_027MA,B01001_028EA,B01001_028MA,B01001_029EA,B01001_029MA,B01001_030MA,B01001_030EA,B01001_031MA,B01001_031EA,B01001_032EA,B01001_032MA,B01001_033EA,B01001_033MA,B01001_034EA,B01001_034MA,B01001_035MA,B01001_035EA,B01001_036MA,B01001_036EA,B01001_037EA,B01001_037MA,B01001_038EA,B01001_038MA,B01001_039EA,B01001_039MA,B01001_040EA,B01001_040MA,B01001_041MA,B01001_041EA,B01001_042MA,B01001_042EA,B01001_043EA,B01001_043MA,B01001_044EA,B01001_044MA,B01001_045EA,B01001_045MA,B01001_046MA,B01001_046EA,B01001_047MA,B01001_047EA,B01001_048EA,B01001_048MA,B01001_049EA,B01001_049MA,state
0400000US13,8821142,0,4321977,5778,353873,3766,321850,7177,328054,7372,199047,2973,113048,3963,60451,5065,61712,4114,185867,6981,322033,4776,334904,3518,339840,8571,360007,8706,321786,3536,271660,2851,236810,5042,71961,3598,97880,4084,57099,3476,73529,3656,92227,3993,60932,2967,35580,2023,21827,1948,4499165,5778,341482,4022,301683,8687,320546,9008,186140,3275,108136,4578,60429,5276,61164,4674,185491,5984,317472,3895,349173,3835,344186,9020,376703,9313,336470,3060,293425,2440,258144,5759,79842,4362,108370,4675,62814,2927,82139,3871,115744,3784,91821,3827,66857,3079,50934,2949,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1238158,0,611556,1296,46444,825,38598,2315,43544,2334,25685,860,14880,963,7330,1448,9036,1550,26214,1959,40055,1402,39484,886,37697,2725,49268,2703,45635,818,45569,863,42006,1884,13117,1411,16567,1471,7752,954,11702,1265,15942,1212,15185,1288,12187,1325,7659,990,626602,1296,43383,963,37978,2221,38931,2110,24008,869,13491,898,6594,1475,7382,1272,25743,1762,35933,1073,37121,936,42560,2088,46204,2009,47753,1044,46803,738,41484,1968,15329,1642,17437,1541,8920,1212,12416,1161,20561,1214,23638,1550,18782,1554,14151,1366,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1395634,0,695097,2096,54566,1328,49303,2298,54812,2633,33000,855,20707,1486,10572,2009,8515,1524,32507,2141,49020,1123,45259,1347,44363,2779,50097,2972,51234,1147,49147,1205,39572,1849,13564,1505,17438,1745,10008,1298,13435,1507,18505,1562,14136,1174,9166,935,6171,821,700537,2096,51340,1324,47772,2219,50429,2126,31714,962,18727,1033,11764,1800,10249,2035,32626,2378,47105,1436,44748,1142,42712,2616,53997,2887,50944,839,49313,968,40947,2000,12620,1499,18231,1766,10217,1326,13441,1456,20688,1615,16787,1323,13490,1297,10676,1364,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12440351,0,6090298,4022,457275,1770,447150,8818,468180,8695,276334,1788,153015,2790,86747,5784,82491,5716,252696,6616,433236,2355,442796,2034,437745,8513,482494,8325,467689,1792,408722,1861,342657,6408,106337,4773,146894,4328,79490,3572,110582,4033,143196,3984,126121,3165,88130,2822,50321,2998,6350053,4022,441930,1855,424307,8069,447416,8231,268994,1957,143592,2124,83359,4864,76326,4315,250658,6174,423620,1838,445665,2051,440917,9037,500159,9074,487215,1747,429012,1579,370626,6408,118679,5673,159265,5071,91390,3572,125192,4420,199774,4896,171045,4254,135946,4986,114966,4358,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6093372,0,2991900,3384,218465,1547,218466,4550,238113,4417,139791,1921,72666,2291,41425,3097,41919,3574,119811,4597,209030,2274,197874,2197,208446,4765,231571,4933,233526,1645,208414,1281,176133,3939,52530,3023,76935,3185,44351,2333,55320,2402,73748,2358,61217,2554,46448,2273,25701,2085,3101472,3384,211658,1982,218585,5346,218074,4928,129864,1896,66869,1869,40956,3141,41858,3575,118129,4374,209331,2587,198628,1753,213302,5410,234354,5485,237729,1754,215406,1530,186907,4124,60141,2905,79295,3461,47123,2330,66598,2635,94659,2589,87636,3253,72233,2841,52137,3218,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2862541,0,1409206,2180,92885,1216,88873,3385,97595,3311,61491,1241,37006,1800,18414,1759,20472,2037,61786,2836,96847,1623,85738,1518,91869,3281,111956,3523,112992,1297,106578,988,89343,2386,27734,1682,37288,2153,20831,1433,27310,1839,41614,1860,38806,1676,25690,1627,16088,1311,1453335,2180,90294,1142,87580,3504,90700,3440,58508,1043,30705,1831,17729,2260,20309,2253,61176,3398,96345,1289,86049,1400,92344,3379,109334,3116,114516,1147,106880,1108,90040,2263,27582,1516,41416,2048,23276,1737,32812,1683,54131,2200,48135,2200,39890,2033,33584,2245,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2662616,0,1315990,2669,95749,1283,91338,3379,98103,3256,58759,1526,34120,1643,20011,2441,17782,1941,61625,3565,94746,1797,84057,1766,90120,3372,97283,3355,103037,1612,94144,1412,77559,2570,22127,1739,32116,2150,17182,1345,26636,1672,33482,1940,29281,1532,22791,1465,13942,1127,1346626,2669,91891,1341,89566,3263,88900,3108,57141,1330,32961,1589,16366,2024,17351,2073,65128,2900,91367,1750,82871,2040,90081,3960,99382,3931,105682,1581,94967,1348,77717,2503,25341,1817,33100,1997,20410,1790,26692,1903,43279,2377,40964,1947,30437,1649,25032,1497,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4058633,0,1985312,3947,137844,1821,139248,4460,139233,3827,87587,1886,51134,2399,24742,2769,31231,2773,78936,4566,135439,2505,135649,1888,138459,4805,157899,4874,154745,1400,144453,1711,123510,3874,41431,3128,53292,3366,30649,1873,41193,2454,57051,2534,40995,1982,26113,1576,14479,1632,2073321,3947,133309,2317,123985,4421,135959,4420,78946,1655,44407,2264,29623,3233,25425,2246,81219,3758,137808,1789,136777,1781,147081,5142,163232,5398,164645,1468,150406,1607,132521,3658,42419,2924,60154,3421,35500,2469,48375,2843,69540,2771,57169,2307,42097,2512,32724,2175,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4389747,0,2117460,3773,162774,2513,157146,5086,162520,5055,102397,1883,64643,2547,36765,3822,32069,2932,92688,4632,145100,2593,130755,2585,135285,4630,162821,5263,159965,2630,145994,2102,118634,4192,38865,2785,59831,3270,32469,2472,40423,2546,52005,3171,43894,2169,25664,1954,14753,1295,2272287,3773,155997,2547,142188,4699,162193,4812,95413,1792,56793,3109,38480,3497,30950,2679,104872,4761,155947,2510,142777,2469,152063,5045,175524,4817,172619,2386,157820,2221,133518,4270,45383,3356,60075,3191,36007,2448,47671,2940,69361,3269,62384,2600,43599,2440,30653,2152,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1283673,0,626454,1337,34042,368,36878,1957,42118,2006,28104,424,15832,625,6358,1081,8255,1418,24538,1616,34265,707,35550,609,44964,2544,50410,2532,55002,624,51434,548,45229,2266,14301,1611,19793,2093,9491,1118,13986,1268,21385,1268,16221,1271,10954,1144,7344,1034,657219,1337,33127,665,33662,2065,41353,2043,26935,497,14208,791,6313,1317,8618,1318,23796,1527,34700,889,37386,581,44598,2256,57453,2365,58654,630,53287,446,47084,2008,14393,1551,19718,1844,10570,1042,16245,1358,22636,1449,22700,1584,17126,1490,12657,1455,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5461318,0,2630426,2333,194385,1270,183672,5141,209058,5434,126128,1495,68017,1724,33271,3376,36005,3197,108012,3857,158957,1477,167149,1608,192627,5410,219418,5369,212123,1940,183834,1500,164212,4165,49768,2721,66797,3960,35870,2525,45542,3028,65010,2961,57505,2377,33019,2054,20047,1941,2830892,2333,187388,1460,177685,5786,198311,5991,121036,1458,63531,1761,30735,3353,34260,3558,106208,3979,170230,1500,185549,1531,213648,5891,240584,5804,231913,1925,205653,1338,178697,4095,56222,3050,76785,3871,41229,2392,53050,2913,81394,2979,70953,3064,59902,2986,45929,2491,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6182860,0,2998038,2931,201938,1612,195615,5009,213434,5286,131147,1475,65823,1669,38327,4097,36394,3668,110457,5422,204522,1783,209337,1804,232142,6709,257422,6483,242567,2045,209691,1485,183302,4257,58362,3629,75624,4185,41654,2699,53181,2717,78989,2890,74179,2860,50323,2546,33608,2148,3184822,2931,193132,1609,186665,5482,204325,5256,124415,1316,53968,1110,31842,3498,33917,2984,118201,4292,210720,1581,219637,1502,246770,6140,263454,6197,257969,1725,225830,1248,200299,4093,61753,3544,87071,4047,46756,2721,62579,3721,100571,3673,102844,3980,82056,3769,70048,3548,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
