GEO_ID,B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,NAME,B17005_001MA,B17005_001EA,B17005_002EA,B17005_002MA,B17005_003MA,B17005_003EA,B17005_004MA,B17005_004EA,B17005_005EA,B17005_005MA,B17005_006EA,B17005_006MA,B17005_007EA,B17005_007MA,B17005_008MA,B17005_008EA,B17005_009MA,B17005_009EA,B17005_010EA,B17005_010MA,B17005_011EA,B17005_011MA,B17005_012MA,B17005_012EA,B17005_013MA,B17005_013EA,B17005_014MA,B17005_014EA,B17005_015EA,B17005_015MA,B17005_016EA,B17005_016MA,B17005_017EA,B17005_017MA,B17005_018MA,B17005_018EA,B17005_019MA,B17005_019EA,B17005_020EA,B17005_020MA,B17005_021EA,B17005_021MA,B17005_022EA,B17005_022MA,B17005_023MA,B17005_023EA,state
0400000US01,3466860,4569,510414,15735,184485,8690,82340,5802,60291,4471,22049,3191,102145,5557,325929,9409,123499,6737,92460,5675,31039,2997,202430,8024,2956446,16298,1456308,9508,1061017,9741,1008656,10281,52361,3538,395291,8237,1500138,9704,870773,11169,822860,11419,47913,3589,629365,7870,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,469146,1512,47235,4170,22717,2644,13501,2016,8214,1462,5287,1288,9216,1586,24518,2485,11359,1781,7722,1316,3637,1016,13159,1342,421911,4290,212436,2828,165435,3620,153175,3628,12260,1812,47001,2635,209475,2785,140377,3763,133196,3573,7181,1118,69098,3456,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4403224,4409,536818,16657,223307,9086,122305,6711,98136,5639,24169,2801,101002,5884,313511,11340,117404,6924,88040,5790,29364,3232,196107,8848,3866406,17023,1940742,9379,1436451,12316,1368486,12450,67965,6012,504291,8100,1925664,11928,1131138,12598,1075210,12146,55928,4023,794526,11100,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2101865,3365,314022,10732,125093,6421,60607,4398,46665,3980,13942,1989,64486,4682,188929,6437,71312,4132,55204,3782,16108,2171,117617,6099,1787843,11761,882958,7178,641272,7093,608364,6790,32908,3265,241686,5116,904885,7160,550875,9512,522045,9466,28830,3392,354010,7149,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26607411,11922,3090447,54030,1319880,27352,687738,19126,530677,16098,157061,9209,632142,18370,1770567,32480,649885,19767,478953,16848,170932,8011,1120682,23009,23516964,54701,11708311,28717,8867468,33253,8378320,31028,489148,13940,2840843,25125,11808653,33921,7039559,32705,6620594,30817,418965,12134,4769094,32471,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3496401,4036,353469,12333,152960,6954,85678,5919,68885,5436,16793,2512,67282,4545,200509,7814,91701,4673,68252,4138,23449,2928,108808,5844,3142932,12352,1585320,7396,1268510,8996,1207315,9334,61195,4710,316810,6728,1557612,8300,1041789,8842,989141,9746,52648,3653,515823,8307,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2658017,3612,198519,10354,77402,5785,34132,3938,21039,3771,13093,2373,43270,3504,121117,6502,43109,4417,29990,3506,13119,2161,78008,5727,2459498,10890,1190448,6410,915689,8269,868631,8387,47058,3321,274759,6739,1269050,6793,825459,8088,783768,8480,41691,4056,443591,7477,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,642061,1717,60293,4576,23921,2935,12557,2163,8889,1711,3668,1051,11364,1857,36372,3069,13241,1879,10039,1675,3202,938,23131,3216,581768,4854,282627,3132,211398,3236,201951,3324,9447,1518,71229,2883,299141,3307,191977,3987,184199,4206,7778,1291,107164,3450,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,412162,1085,64845,4441,24946,2570,9644,2069,5911,1539,3733,1035,15302,2206,39899,3142,13850,1899,7305,1376,6545,1578,26049,2788,347317,4354,165717,2467,131679,3026,122480,3276,9199,1715,34038,2475,181600,3216,125856,3429,119689,3440,6167,1384,55744,3091,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13760258,8129,1580566,33368,619189,17467,281087,12690,218279,11640,62808,5882,338102,11575,961377,20929,351344,11557,267947,10491,83397,5654,610033,17754,12179692,34664,5981180,19727,4224918,24195,4029299,24987,195619,7509,1756262,18243,6198512,20661,3568776,22200,3381125,20944,187651,7798,2629736,23685,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
