C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050MA,C24070_051MA,C24070_051EA,C24070_052MA,C24070_052EA,C24070_053MA,C24070_053EA,C24070_054EA,C24070_054MA,C24070_055EA,C24070_055MA,C24070_056EA,C24070_056MA,C24070_057MA,C24070_057EA,C24070_058MA,C24070_058EA,C24070_059EA,C24070_059MA,C24070_060EA,C24070_060MA,C24070_061EA,C24070_061MA,C24070_062MA,C24070_062EA,C24070_063MA,C24070_063EA,C24070_064MA,C24070_064EA,C24070_065EA,C24070_065MA,C24070_066EA,C24070_066MA,C24070_067EA,C24070_067MA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070EA,C24070_070MA,C24070_071EA,C24070_071MA,C24070_072EA,C24070_072MA,C24070_073MA,C24070_073EA,C24070_074MA,C24070_074EA,C24070_075EA,C24070_075MA,C24070_076EA,C24070_076MA,C24070_077EA,C24070_077MA,C24070_078MA,C24070_078EA,C24070_079MA,C24070_079EA,C24070_080EA,C24070_080MA,C24070_081EA,C24070_081MA,C24070_082EA,C24070_082MA,C24070_083MA,C24070_083EA,C24070_084MA,C24070_084EA,NAME,C24070_001MA,C24070_001EA,C24070_002MA,C24070_002EA,C24070_003MA,C24070_003EA,C24070_004EA,C24070_004MA,C24070_005EA,C24070_005MA,C24070_006EA,C24070_006MA,C24070_007MA,C24070_007EA,C24070_008MA,C24070_008EA,C24070_009MA,C24070_009EA,C24070_010EA,C24070_010MA,C24070_011EA,C24070_011MA,C24070_012EA,C24070_012MA,C24070_013MA,C24070_013EA,C24070_014MA,C24070_014EA,C24070_015EA,C24070_015MA,C24070_016EA,C24070_016MA,C24070_017EA,C24070_017MA,C24070_018MA,C24070_018EA,C24070_019MA,C24070_019EA,C24070_020EA,C24070_020MA,C24070_021EA,C24070_021MA,C24070_022EA,C24070_022MA,C24070_023MA,C24070_023EA,C24070_024MA,C24070_024EA,C24070_025EA,C24070_025MA,C24070_026EA,C24070_026MA,C24070_027EA,C24070_027MA,C24070_028MA,C24070_028EA,C24070_029MA,C24070_029EA,C24070_030EA,C24070_030MA,C24070_031EA,C24070_031MA,C24070_032EA,C24070_032MA,C24070_033MA,C24070_033EA,C24070_034MA,C24070_034EA,C24070_035EA,C24070_035MA,C24070_036EA,C24070_036MA,C24070_037EA,C24070_037MA,C24070_038MA,C24070_038EA,C24070_039MA,C24070_039EA,C24070_040EA,C24070_040MA,C24070_041EA,C24070_041MA,C24070_042EA,C24070_042MA,C24070_043MA,C24070_043EA,C24070_044MA,C24070_044EA,C24070_045MA,C24070_045EA,C24070_046MA,C24070_046EA,C24070_047MA,C24070_047EA,C24070_048EA,C24070_048MA,C24070_049EA,C24070_049MA,C24070_050EA,state
458,2594,919,941,529,35524,2926,2413,928,17615,2322,0,288,218864,8176,1769,736,6322,1478,1082,485,94,153,773,355,10648,1735,1780,689,1656,619,4106,1003,120306,6024,3300,1057,152,153,66876,4800,86916,5179,6756,1363,20455,2719,2802,879,2399,1091,7602,1685,5501,1891,725,503,4765,879,12935,2288,5006,1080,3462,1279,14508,2505,0,288,0400000US28,1214369,11042,34853,3349,89323,5331,190622,8357,41429,3591,139725,7600,68660,5287,21223,2403,58046,4008,75787,5623,266392,8590,102714,5970,58719,4622,66876,4800,802737,11456,23764,2536,56378,4183,181145,8323,36487,3161,123515,6898,48047,4171,17804,2298,46750,3906,52825,4430,102221,5369,91685,5817,22116,3089,0,288,38230,3675,2355,819,5522,1338,3281,1517,2125,760,5346,1402,2491,1121,332,252,2281,815,4980,1004,3335,905,1854,710,4328,1640,0,288,67622,4616,209,174,646,466,2312,947,324,439,2489,1010,1973,833,582,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
712,7221,1523,5219,1433,147919,6326,9485,1795,47113,3448,0,256,358083,8350,764,469,11455,1410,1591,620,330,291,693,440,29011,3090,4446,1372,3160,813,4349,1153,170131,6681,6730,1020,370,217,125053,5328,194654,6528,24649,1968,38815,2486,5852,1167,3333,862,15496,1718,8561,1292,1997,621,16418,2292,27893,2506,17293,2269,6768,1236,27579,2827,0,256,0400000US29,2743931,15372,49980,3211,210906,7940,346590,9739,95493,5141,326637,9258,152646,6905,73317,5102,201777,6056,224403,8067,577273,12272,225867,8409,133989,4832,125053,5328,1856099,16700,19642,1991,137706,6076,328410,9656,87169,4355,293404,9228,105750,5840,63836,4820,165495,5759,170423,6437,232779,8478,196856,8245,54629,3331,0,256,97777,5455,4532,947,20850,3284,5840,1206,3586,1008,11936,1754,4894,1321,660,322,9483,1626,16519,2255,9151,1493,6028,1204,4298,1062,0,256,237318,8078,393,218,2080,755,4897,1128,1075,855,5108,1581,4430,1137,2378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
85,1762,619,982,616,19200,1917,707,335,8447,1119,0,231,85785,3579,2902,865,3917,927,41,55,0,231,522,461,5077,970,281,200,1160,418,1565,554,39411,2590,2289,677,74,124,28546,2780,52205,2976,10771,1045,8370,1492,1895,617,566,307,4826,1091,1749,545,489,309,3269,797,5919,1190,5359,1333,2121,708,6871,1311,0,231,0400000US30,466509,5493,31751,2232,42263,3390,24825,2563,13005,1859,62914,3121,23581,1947,7827,1384,27665,2669,34863,2712,95153,4520,47602,3578,26514,2360,28546,2780,268701,5082,12695,1268,25434,2266,21145,2320,11450,1701,52954,3250,15699,1696,6737,1287,19042,2380,22592,2072,29479,2767,41188,3527,10286,1496,0,231,26103,2709,4788,852,4476,1004,1437,532,989,548,3544,1078,553,300,242,228,2432,944,3805,855,1704,547,1297,651,836,460,0,231,33715,2565,595,386,66,85,307,230,0,231,1068,450,503,291,78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
299,1957,659,786,371,49923,2928,3133,814,13093,1663,0,216,127457,5012,327,216,4447,834,303,197,16,28,180,146,12239,1399,1433,424,925,389,2100,701,67930,3795,2190,515,152,162,35215,2348,75593,3668,21668,1722,11532,1542,1819,593,1456,547,5118,1132,2818,568,486,240,3843,741,8065,1408,9042,1320,2705,804,7041,1154,0,216,0400000US31,897534,6995,43903,2342,61671,3827,99965,4454,34225,2519,103995,4236,55628,2953,18884,1906,71163,4010,67454,3680,195039,5765,70964,4494,39428,3047,35215,2348,586527,8436,16223,1557,39804,3188,96071,4411,31029,2424,93032,4049,37367,2600,16095,1865,62385,3689,52288,3241,65291,3823,60253,4178,16689,1941,0,216,34775,2648,5441,823,5571,1061,1260,496,1169,486,4748,1212,1945,990,384,339,2053,540,4215,880,2853,701,2683,872,2453,1014,0,216,73182,3744,244,179,317,241,512,322,555,538,917,367,1259,480,486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
276,1566,649,1685,668,14555,2125,4056,1420,8926,1483,0,297,131898,7227,399,269,3690,1020,190,187,431,686,626,287,10560,1763,1164,560,665,370,3429,1050,57238,4157,4235,1238,219,188,49052,4249,62037,4730,939,395,8422,1733,1844,785,829,484,5462,1494,1821,852,1150,614,9149,1524,11891,2125,3353,855,5314,1356,11863,2512,0,297,0400000US32,1161150,8704,14955,2141,135271,6920,55094,4868,36894,3954,127289,6090,57833,4494,19890,2850,81454,5152,110885,6426,148064,7550,276549,8999,47920,4527,49052,4249,891540,12384,12866,1867,117827,6921,49012,4200,32742,3956,115599,5914,43905,4270,16345,2589,63432,4914,86792,5548,68723,5039,260608,9021,23689,3275,0,297,38936,3878,719,439,4230,1593,3382,2030,2520,1010,2942,1018,738,498,921,532,6642,1485,7088,1458,4195,1073,2336,756,3223,1167,0,297,36739,3613,32,58,1102,542,666,404,372,314,2660,1334,809,631,310,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
326,1631,579,1523,488,40829,3104,1804,689,9418,1501,0,253,91780,4367,98,93,2550,967,1729,746,41,67,465,318,6899,1305,1616,857,227,190,1710,666,47386,2864,1269,536,67,89,27723,2617,55542,3480,1620,565,16306,2219,1955,529,1276,491,4237,844,1330,633,395,220,3882,822,8776,1376,5369,1223,2632,1076,7764,1464,0,253,0400000US33,684221,6521,6253,1526,57768,4601,94924,4457,26039,2871,92694,4750,26538,2738,15994,1891,42034,3299,64511,4293,142159,4968,54533,4209,33051,2942,27723,2617,455828,7326,3998,1194,33431,3288,89375,4379,23886,2762,84666,4590,17359,2076,13146,1801,34778,3089,47652,3259,46680,3657,46318,3797,14539,2201,0,253,22630,1949,438,319,5303,1432,1383,420,792,536,1940,554,490,357,250,180,1516,585,4850,1007,1895,578,2510,866,1263,726,0,253,58441,3450,99,118,178,216,482,256,44,77,1386,550,460,344,587,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
705,10123,1689,10558,1968,171357,7135,13207,2414,51987,3976,0,278,595432,12186,230,166,10907,1784,1630,566,843,517,1174,504,61345,4423,7665,1304,6911,1518,8750,1344,287914,8274,9140,1514,1083,531,197840,6804,220405,8654,2464,675,34411,3426,6262,1551,5924,1094,17081,1917,9406,2242,4090,952,20965,2757,51411,4174,27858,2674,15702,2686,24831,3273,0,278,0400000US34,4113240,20845,13740,2056,254172,8344,422579,11285,168903,7708,454210,10326,236576,9506,139216,6300,388984,11313,480774,12466,870232,17090,301884,11530,184130,8437,197840,6804,2845773,21938,8823,1813,179620,7274,400541,11431,149437,7277,409640,10188,156736,7003,122282,6056,336466,10090,370584,11823,363714,12004,252629,10591,95301,6205,0,278,175469,7902,1826,665,27598,3389,9519,2214,10813,1621,21927,2752,5811,1424,2462,765,14519,2409,39471,2882,19389,2132,11206,1953,10928,1965,0,278,276161,8550,397,255,1636,743,4627,1303,1886,741,4388,1175,3278,986,2717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
192,1909,588,3706,918,26586,2133,2202,862,11407,1815,0,282,190814,7586,1443,591,4861,1196,204,189,135,120,1159,556,6892,1256,1711,712,1742,728,12750,1852,91197,5309,4960,1258,217,163,63543,4647,69100,4219,4018,993,11896,2032,4284,1231,1408,484,5683,1389,2251,817,856,435,4681,1042,12209,2220,7958,1504,5696,2343,8160,1697,0,282,0400000US35,850821,10545,34725,3310,75400,5376,45305,4190,22439,2606,101023,6715,35080,2987,17218,1983,44894,3322,91439,5191,196405,7990,84690,6438,38660,3426,63543,4647,508140,9895,26648,3077,53342,4845,38269,3790,19448,2519,88385,6134,24032,2589,14108,1885,34103,3073,55963,3725,67252,4884,69121,5201,17469,2616,0,282,32171,3279,1926,572,4416,986,1799,704,1383,790,4315,1386,1222,652,310,314,2459,831,6811,1524,3412,1028,2711,1387,1407,600,0,282,50596,3627,690,443,885,616,749,547,65,103,1481,680,683,475,233,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
1765,27046,3231,30525,3177,504054,12040,38019,3540,149744,6756,0,274,1480813,20488,652,383,33102,2685,3377,1125,944,653,2462,884,139528,6285,13826,1961,32529,4354,32511,3582,756911,13258,27652,2691,2398,747,434921,11990,570961,12681,19117,1791,80902,4559,14211,1753,11553,1666,42946,4565,27191,2877,15380,2757,37227,2763,114817,6438,87068,4985,55577,3958,64972,4777,0,274,0400000US36,8693147,29650,53130,4242,528914,13442,693542,13829,275966,8550,918173,22025,454363,11242,302726,9949,773516,18176,917064,18547,2228828,22261,693822,16462,418182,12010,434921,11990,5497315,31040,27570,3043,357806,11547,651147,13161,237146,8206,814550,19809,269134,7594,253201,9763,645685,15674,672208,16184,846229,17187,541567,14872,181072,9080,0,274,342413,10529,5065,1021,51307,4346,15875,1912,21602,2721,46330,4441,11494,1726,7139,1563,31029,3809,67003,4298,34566,3254,31007,3189,19996,2338,0,274,801645,15836,726,461,5797,1339,8932,1547,4721,1293,11885,2121,7016,1610,13180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
933,8950,1554,8249,1774,138802,6075,9661,1714,59872,4038,0,284,589096,12474,1550,596,11800,2036,2454,794,390,296,3095,920,35952,3252,2905,783,7673,1663,9800,1482,330868,9279,10629,1643,1264,472,170716,6627,274164,8983,16723,2339,63090,4786,7971,1652,6054,1298,23884,2353,11995,2818,2587,912,20044,2359,43371,3684,24430,2618,12870,2433,41145,3712,0,284,0400000US37,3995417,19608,54344,4297,361307,10509,594364,14803,137530,7291,463038,11059,179295,8537,79692,4360,264965,9931,347763,11304,837684,12900,320896,10033,183823,6553,170716,6627,2735888,21473,32249,3346,251825,9206,570606,14665,123688,7245,412069,10513,122916,7086,70386,4453,214149,9338,257422,9246,331795,9702,278257,9772,70526,4267,0,284,147359,7175,3293,984,29002,2927,7005,1411,6406,1327,18658,2527,6161,1492,1480,591,14149,1870,28921,3121,11789,1517,9479,1896,11016,1786,0,284,248910,7664,529,487,5590,2083,6328,1369,992,431,5332,1206,2271,699,2334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
57,648,362,566,387,23467,2010,1746,524,6275,1165,0,203,58160,3086,516,294,2285,567,606,362,14,26,167,136,2997,511,311,201,919,370,985,348,27550,2012,2928,772,58,99,18824,2054,34666,2178,14731,1128,3914,858,998,372,286,188,1716,566,1429,447,88,83,1329,413,2710,621,3848,801,806,316,2811,651,0,203,0400000US38,332555,3481,27870,1807,22817,2048,29241,1960,11957,1475,38042,2504,17983,1674,5537,1064,18556,1810,19331,1823,81737,3305,24662,2089,15998,1719,18824,2054,194742,4263,10402,1353,15261,1653,26815,1972,11056,1421,34238,2347,12153,1356,5057,1058,14913,1580,14234,1540,26154,2214,18384,1931,6075,922,0,203,9573,1283,1864,503,1089,414,515,229,311,172,1595,705,282,164,39,53,747,358,836,351,718,323,798,355,779,322,0,203,35414,2521,357,278,268,212,307,238,290,276,326,236,1122,458,42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
1307,12260,1854,11062,1653,277620,8095,19110,2427,76676,4024,0,262,692221,12165,722,413,13660,1805,2237,642,201,170,1099,383,57491,3750,9757,1209,8951,1394,14276,1855,356928,10176,13869,2073,1566,471,211464,6592,326030,9638,21618,2188,67345,4090,13040,1981,7634,1270,25851,2519,16166,2164,3680,928,26441,2106,54595,3849,34707,2934,15408,2507,39545,2937,0,262,0400000US39,5322368,22499,54056,4019,321576,8869,922821,15497,187580,6600,621501,12250,264005,7187,107718,5609,360669,9719,438737,10542,1146539,16621,453743,9221,231959,8224,211464,6592,3718464,22890,26821,2796,213667,7743,885902,14420,170693,6259,569424,11641,181223,6007,85100,4883,298092,9291,330752,9731,460122,9870,394507,8451,102161,5496,0,262,160162,7189,4467,944,25585,2767,13845,1695,7798,1413,17046,2314,6347,1541,2075,612,14925,2031,28052,2822,17162,2037,10849,1742,12011,1811,0,262,425491,10043,428,251,1319,456,7797,1515,1254,515,8081,1401,2778,714,7106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
373,3341,1059,2820,1148,55622,4388,4238,1005,29746,2394,0,247,274301,7884,808,439,7407,1188,2003,721,158,223,1925,639,18270,2192,2376,846,3792,801,3624,1274,129533,5349,6701,1361,847,470,96857,4794,136420,6237,15271,1669,25324,3107,4068,1021,3345,969,13413,2340,5649,1215,1092,504,9539,1968,21827,2295,12077,1673,5072,1397,19743,2126,0,247,0400000US40,1596817,12569,68059,3581,115148,5616,174178,5514,53330,3764,184401,6444,89279,4279,37808,3335,103248,6012,120772,5509,338098,9111,132013,6739,83626,4735,96857,4794,1025754,12725,48583,3241,71264,3854,163845,5515,46388,3489,160280,6474,60958,4045,33228,3081,80362,5476,82339,4019,135670,5826,112801,6157,30036,2850,0,247,55959,3910,3016,743,9874,1741,2647,916,3195,861,5942,1305,2660,851,598,386,6214,1358,10162,1464,5196,1187,3201,977,3254,990,0,247,104383,5197,381,333,1279,694,1615,597,244,182,2841,1046,1742,554,514,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
449,7037,1246,3695,812,81774,4543,5395,1356,22522,2405,0,270,237594,8038,5987,1212,5668,1203,465,299,107,125,806,499,18369,2229,2850,729,2210,755,5129,1216,112199,5194,5603,1159,470,356,77731,4199,155152,6522,10443,1763,24531,2575,5519,1296,2841,790,12744,2144,3299,871,1919,633,13124,1755,30462,3282,19314,2256,10676,2011,20280,2744,0,270,0400000US41,1713126,11409,53160,4708,131231,6290,227582,7132,62600,5105,217715,7221,73147,3908,35716,3482,114054,5736,164932,7914,328866,8659,148150,6320,78242,4791,77731,4199,1121253,13148,32102,3878,86812,5233,214827,7270,55382,4842,193055,6258,48866,3233,29284,3378,85627,5273,112503,6165,110562,4943,122099,6127,30134,2508,0,270,68818,4471,3883,977,13250,1774,4784,1194,3337,924,7750,1571,1460,668,925,367,6056,1315,13143,1757,5017,885,4377,990,4836,1397,0,270,130309,5562,745,445,970,501,1987,951,933,426,3360,855,1153,456,738,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
