GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001EA,B17017_001MA,B17017_002MA,B17017_002EA,B17017_003MA,B17017_003EA,B17017_004MA,B17017_004EA,B17017_005MA,B17017_005EA,B17017_006MA,B17017_006EA,B17017_007EA,B17017_007MA,B17017_008EA,B17017_008MA,B17017_009EA,B17017_009MA,B17017_010MA,B17017_010EA,B17017_011MA,B17017_011EA,B17017_012EA,B17017_012MA,B17017_013EA,B17017_013MA,B17017_014EA,B17017_014MA,B17017_015MA,B17017_015EA,B17017_016MA,B17017_016EA,B17017_017EA,B17017_017MA,B17017_018EA,B17017_018MA,B17017_019EA,B17017_019MA,B17017_020MA,B17017_020EA,B17017_021MA,B17017_021EA,B17017_022EA,B17017_022MA,B17017_023EA,B17017_023MA,B17017_024EA,B17017_024MA,B17017_025MA,B17017_025EA,B17017_026MA,B17017_026EA,B17017_027EA,B17017_027MA,B17017_028EA,B17017_028MA,B17017_029EA,B17017_029MA,B17017_030MA,B17017_030EA,B17017_031MA,B17017_031EA,B17017_032MA,B17017_032EA,B17017_033EA,B17017_033MA,B17017_034EA,B17017_034MA,B17017_035MA,B17017_035EA,B17017_036MA,B17017_036EA,B17017_037MA,B17017_037EA,B17017_038EA,B17017_038MA,B17017_039EA,B17017_039MA,B17017_040MA,B17017_040EA,B17017_041MA,B17017_041EA,B17017_042MA,B17017_042EA,B17017_043MA,B17017_043EA,B17017_044EA,B17017_044MA,B17017_045EA,B17017_045MA,B17017_046MA,B17017_046EA,B17017_047MA,B17017_047EA,B17017_048MA,B17017_048EA,B17017_049MA,B17017_049EA,B17017_050EA,B17017_050MA,B17017_051MA,B17017_051EA,B17017_052MA,B17017_052EA,B17017_053MA,B17017_053EA,B17017_054MA,B17017_054EA,B17017_055MA,B17017_055EA,B17017_056MA,B17017_056EA,B17017_057EA,B17017_057MA,B17017_058EA,B17017_058MA,B17017_059MA,B17017_059EA,state
0400000US01,1788692,9253,310392,9397,167857,7451,51803,4304,3686,1232,24760,3273,15837,1647,7520,1515,116054,6123,14187,2348,3196,1431,5734,1433,4233,1167,1024,497,101867,5836,14515,2657,62702,4361,19488,2441,5162,829,142535,5921,50718,3696,11841,2028,12989,1912,16663,1766,9225,1597,91817,4450,13681,2059,9927,1786,27619,2109,40590,2476,1478300,12385,1055868,11879,839354,12087,18463,2312,302270,7863,364280,7715,154341,4042,216514,8572,56839,4071,4484,1212,27378,3085,19268,2122,5709,1139,159675,7718,7414,1922,64569,5423,57243,3890,30449,2467,422432,9901,205712,7497,16715,2734,83614,5687,69439,3973,35944,2810,216720,6760,11218,2268,38269,3486,73728,4166,93505,3876,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,24010,2228,12968,1619,4110,1011,209,194,2013,667,1454,466,434,298,8858,1340,1869,755,424,514,843,414,516,303,86,71,6989,1213,916,400,3606,883,2042,663,425,224,11042,1555,6430,1164,589,359,2278,859,2930,692,633,231,4612,1050,1168,513,1209,639,1515,482,720,266,209242,2985,144219,3896,112243,3721,3942,985,47415,2281,49870,2428,11016,1158,31976,2732,11304,1432,759,465,5639,1062,4125,984,781,306,20672,2356,915,374,10153,1892,7442,1138,2162,600,65023,3601,35876,2483,4007,977,13532,1539,15467,1792,2870,576,29147,2170,3309,857,6643,1154,12764,1400,6431,774,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,278230,9481,158604,7054,65939,4404,4700,1077,32838,3413,19589,2508,8812,1397,92665,5147,15767,2345,3235,1016,7892,1576,3916,989,724,404,76898,4846,14119,2373,44869,4078,13366,1843,4544,1052,119626,5609,50422,3683,10871,1813,15749,2222,15908,1815,7894,1525,69204,4336,14157,2226,9653,1954,20901,2704,24493,2371,1925783,12054,1300856,13424,1012514,13510,30905,3553,373438,8941,385201,7818,222970,5387,288342,9478,94466,6107,7752,1628,51940,4556,26870,3107,7904,1536,193876,6957,12036,2562,91620,5501,64581,4384,25639,2241,624927,13795,312969,10106,30501,3367,137144,7503,96854,5662,48470,3411,311958,8662,22459,2717,69154,5193,104670,4869,115675,3896,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,187244,6434,99721,4887,38842,3070,4838,1240,16374,2193,12130,1845,5500,1048,60879,4015,8869,1678,691,424,4418,1151,3279,1037,481,279,52010,3848,9205,1739,31703,2857,8368,1245,2734,740,87523,4761,35834,3363,7978,1819,8832,1743,13322,1804,5702,979,51689,3642,7095,1538,4685,1052,15603,1893,24306,2040,900298,8033,642723,8963,516703,9085,15580,1991,188279,6233,207610,5329,105234,4049,126020,6721,37448,2959,2979,808,17527,1981,12809,1709,4133,783,88572,5383,3248,1019,40767,3788,30314,3165,14243,1674,257575,6387,125575,4396,9499,1799,48770,3413,45727,3097,21579,1684,132000,5179,6776,1534,25606,3374,41949,2633,57669,2874,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,1432877,22602,850405,19044,372605,12436,18494,3068,203200,8527,108352,5916,42559,4866,477800,13770,91101,5874,13931,2597,47252,4190,24778,3087,5140,1312,386699,12438,46684,3813,237811,9365,82394,5266,19810,2628,582472,15739,247734,10292,49173,4240,79136,6293,85167,5698,34258,3263,334738,10944,51363,3983,66288,5361,112381,6092,104706,5449,10665017,27209,7430714,33196,5638516,35492,109690,6725,2289154,23913,2322852,21616,916820,12809,1792198,22028,622772,15068,53685,4757,315286,11996,204661,7721,49140,3025,1169426,17304,52366,4899,478287,14221,456873,10139,181900,6646,3234303,30664,1575069,23433,100492,6398,670108,15875,540033,12114,264436,7450,1659234,21669,87496,5278,415862,11646,538014,12527,617862,10224,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,199341,6987,96785,5476,39241,3411,2821,969,21127,2758,11105,1825,4188,957,57544,4424,9334,2240,1603,747,4188,1238,3157,1744,386,228,48210,3748,7341,1646,31405,3025,7496,1673,1968,679,102556,4542,46188,3367,13715,1851,13499,2112,13481,1799,5493,1266,56368,3415,13038,1898,10204,1844,15594,2258,17532,2055,1619696,9720,1067436,11611,868592,11797,20004,2514,362914,7934,359882,7227,125792,3413,198844,7621,70643,4738,6897,1866,36783,3811,22368,2627,4595,939,128201,5541,7641,1802,60683,4607,45314,3238,14563,1558,552260,10406,279357,7420,24983,3216,131878,6451,91254,4794,31242,1990,272903,7642,22877,2452,76637,4486,93335,4216,80054,3541,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,118200,6190,55456,4438,16864,2562,461,399,8541,1929,5513,1103,2349,803,38592,3755,3952,1391,749,560,2074,1003,964,510,165,160,34640,3505,5433,1503,21788,2825,5457,1025,1962,906,62744,3951,23290,2497,2673,920,6211,1646,9040,1866,5366,969,39454,3316,3267,903,5158,1181,12694,2020,18335,2307,1205638,8491,837832,10251,658280,9529,6088,1409,237705,6365,295658,5950,118829,4467,179552,6452,52443,4114,2733,668,23360,3099,20795,2460,5555,955,127109,5391,4438,1210,55039,3895,49616,3423,18016,1949,367806,9013,165497,6316,9650,2182,67009,4896,56201,3002,32637,1999,202309,6268,9006,1650,44644,3407,63404,3974,85255,3618,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,30592,2178,16516,1825,4927,1231,349,397,2352,719,1524,667,702,404,11589,1553,1408,646,53,88,984,611,371,273,0,262,10181,1522,2785,979,5495,1262,1485,502,416,324,14076,1604,5676,1159,1196,631,1012,599,1998,619,1470,522,8400,1195,1168,442,807,428,2706,814,3719,896,287048,3382,199666,4286,154711,4499,2762,836,59190,3057,62304,2699,30455,1579,44955,3174,12604,1671,1257,590,5352,1247,4900,897,1095,481,32351,2605,2338,898,16520,2264,9268,1394,4225,899,87382,3550,39332,2535,2734,920,15565,1846,13218,1286,7815,831,48050,2466,2542,757,10666,1602,16699,1611,18143,1331,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,41528,3250,18159,2336,3086,890,0,286,938,494,1459,669,689,382,15073,2088,1535,704,0,286,874,549,376,361,285,236,13538,1969,878,289,8181,1632,2874,817,1605,755,23369,2352,9543,1507,1665,568,2863,1095,2763,810,2252,660,13826,1892,1808,585,3144,948,4736,1006,4138,935,206685,3682,90324,3841,51126,3254,294,178,20019,1803,20475,2032,10338,1505,39198,3171,8543,1591,508,362,3831,1028,3005,951,1199,453,30655,2617,631,262,14500,1892,9448,1405,6076,1049,116361,4197,53888,3310,1793,608,28511,2469,17135,1542,6449,894,62473,2968,3152,486,26491,2135,19069,1620,13761,1512,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,881201,18441,445037,12690,172052,8304,7278,1897,63294,5212,59771,4054,41709,3301,272985,8965,40462,4217,7951,1786,18209,3469,11059,1771,3243,957,232523,8451,33285,3219,129292,6482,55847,4420,14099,2325,436164,12868,160846,7198,28883,2980,38206,4537,55969,4278,37788,3138,275318,9987,34699,3046,36684,3868,84204,4727,119731,5365,6167599,22576,4149766,25646,3207221,23352,53954,4355,1077215,15252,1250901,15471,825151,10596,942545,16940,282490,10060,28311,3886,130619,6564,98224,5284,25336,2909,660055,13887,29489,3585,288252,9012,238360,8773,103954,4784,2017833,19537,976473,14083,68804,6344,375882,10480,332676,8955,199111,6136,1041360,15230,58210,4341,212024,8566,328459,7874,442667,8801,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3320278,14891,471704,11590,264016,8042,79343,4630,4505,1353,37518,3127,27477,3000,9843,1374,184673,6779,26840,3314,5917,1938,12631,2591,6668,1577,1624,579,157833,6562,28500,3384,90361,4854,30138,3018,8834,1712,207688,8719,79509,5518,17222,2576,24743,3138,24939,2965,12605,1498,128179,5743,21934,2403,18346,2283,39238,3447,48661,2944,2848574,16993,2021340,16632,1564564,16668,39219,3577,680931,12615,633873,9245,210541,5122,456776,10043,129764,6531,11311,2303,67230,4163,40285,3651,10938,1557,327012,8432,12590,2143,161245,6117,110290,4833,42887,3189,827234,14608,418183,10073,33255,3551,198636,7409,136276,6081,50016,2676,409051,9722,23621,2890,115653,5997,142992,5980,126785,4866,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
