GEO_ID,C08012_001E,C08012_001M,C08012_002E,C08012_002M,C08012_003E,C08012_003M,C08012_004E,C08012_004M,C08012_005E,C08012_005M,C08012_006E,C08012_006M,C08012_007E,C08012_007M,C08012_008E,C08012_008M,C08012_009E,C08012_009M,C08012_010E,C08012_010M,C08012_011E,C08012_011M,C08012_012E,C08012_012M,C08012_013E,C08012_013M,C08012_014E,C08012_014M,C08012_015E,C08012_015M,C08012_016E,C08012_016M,C08012_017E,C08012_017M,C08012_018E,C08012_018M,C08012_019E,C08012_019M,C08012_020E,C08012_020M,C08012_021E,C08012_021M,C08012_022E,C08012_022M,C08012_023E,C08012_023M,C08012_024E,C08012_024M,C08012_025E,C08012_025M,C08012_026E,C08012_026M,C08012_027E,C08012_027M,C08012_028E,C08012_028M,C08012_029E,C08012_029M,C08012_030E,C08012_030M,NAME,C08012_001EA,C08012_001MA,C08012_002EA,C08012_002MA,C08012_003EA,C08012_003MA,C08012_004MA,C08012_004EA,C08012_005MA,C08012_005EA,C08012_006EA,C08012_006MA,C08012_007MA,C08012_007EA,C08012_008EA,C08012_008MA,C08012_009MA,C08012_009EA,C08012_010MA,C08012_010EA,C08012_011EA,C08012_011MA,C08012_012EA,C08012_012MA,C08012_013EA,C08012_013MA,C08012_014EA,C08012_014MA,C08012_015MA,C08012_015EA,C08012_016MA,C08012_016EA,C08012_017EA,C08012_017MA,C08012_018EA,C08012_018MA,C08012_019EA,C08012_019MA,C08012_020MA,C08012_020EA,C08012_021EA,C08012_021MA,C08012_022EA,C08012_022MA,C08012_023EA,C08012_023MA,C08012_024EA,C08012_024MA,C08012_025EA,C08012_025MA,C08012_026MA,C08012_026EA,C08012_027MA,C08012_027EA,C08012_028EA,C08012_028MA,C08012_029EA,C08012_029MA,C08012_030EA,C08012_030MA,state
0400000US01,1897831,16764,285977,9075,289495,10767,317508,10174,288867,9871,119928,6134,258117,8645,110329,4900,122506,5781,105104,6232,1031894,9505,147902,7223,148444,6655,163368,6867,150729,6961,65441,4572,145899,6471,62459,3362,75534,4171,72118,4980,865937,11172,138075,5680,141051,6402,154140,6483,138138,5484,54487,3636,112218,5543,47870,3803,46972,3766,32986,3027,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,282623,5440,79015,3789,53909,3813,53130,3405,38488,2759,12076,1639,16544,2070,7508,1486,9134,1343,12819,1641,155910,3437,42223,2501,28885,2693,28057,2252,20088,2072,7155,1258,9618,1397,3981,976,6024,1049,9879,1340,126713,3208,36792,2695,25024,2430,25073,2299,18400,1751,4921,950,6926,1355,3527,899,3110,700,2940,663,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2471042,15266,331598,11218,337401,10222,377588,11310,375708,10173,154505,7159,379031,14161,171087,8570,188977,8960,155147,8174,1393123,10516,167545,7035,173807,6333,202776,8063,214931,7222,85502,4513,230307,10460,102249,7434,111332,5991,104674,6495,1077919,11343,164053,7198,163594,8444,174812,6677,160777,6798,69003,4650,148724,7490,68838,4077,77645,4967,50473,4133,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1169634,12336,234191,8246,210376,7148,200930,7612,163658,6540,60555,4168,129058,7026,51845,4002,64909,4157,54112,4133,626171,7524,118272,6214,108049,5394,102718,4308,89795,4822,33908,3293,71466,4686,27691,2585,37775,2753,36497,3333,543463,8621,115919,5347,102327,4769,98212,5560,73863,4159,26647,2272,57592,4293,24154,2794,27134,2622,17615,1896,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884821,38860,1801355,27175,2008243,27155,2260273,26584,2129292,22951,867801,20602,2158882,30676,978563,20442,1167265,23012,1513147,20663,8416297,30862,897506,19835,1068445,20899,1235339,20995,1179961,19142,491683,13492,1279181,22315,584204,15093,698690,16031,981288,14034,6468524,28736,903849,17859,939798,15137,1024934,19181,949331,17045,376118,13795,879701,19414,394359,12814,468575,13042,531859,13947,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2143230,11983,330954,9943,312332,9333,336317,8722,319555,9849,142891,6033,290304,10296,135996,6809,158431,6533,116450,6605,1186584,7613,163653,6256,163607,6963,181037,5865,174681,7580,80325,4213,169692,7831,79325,5155,96508,4836,77756,5109,956646,9982,167301,6887,148725,6240,155280,6160,144874,6523,62566,4030,120612,6742,56671,3836,61923,4220,38694,3375,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1603159,13826,217240,7826,247634,8230,265252,9348,241034,8009,108815,6035,196193,7487,100239,5771,103992,5538,122760,5547,846135,8666,101254,4713,117247,5051,132047,6267,123719,5279,59512,4060,106424,5223,59430,4616,64172,4379,82330,4323,757024,9393,115986,5372,130387,6311,133205,6318,117315,5721,49303,3914,89769,4792,40809,3183,39820,3235,40430,3344,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,382481,5850,51099,3772,56434,3871,68828,3903,67164,4392,25898,2414,42655,3429,22510,2311,23036,2382,24857,2690,201939,3287,27505,2497,28099,2639,35593,2904,35671,3146,12904,1627,21926,2387,11091,1610,12718,1844,16432,2154,180542,4519,23594,2300,28335,2676,33235,2654,31493,2696,12994,1786,20729,2311,11419,1563,10318,1538,8425,1434,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238755,4380,13382,2068,19961,2347,30686,2959,36618,2748,17476,2121,51515,4162,22171,2479,27229,2749,19717,2665,120929,2769,7242,1628,11013,1759,14961,1927,19095,1866,8848,1530,25689,2963,11265,1856,13844,1865,8972,1730,117826,3618,6140,1321,8948,1470,15725,1893,17523,1973,8628,1445,25826,2681,10906,1844,13385,1732,10745,1682,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7421560,25655,851550,17087,948658,19871,1128136,22916,1116702,17596,457934,13788,1216318,23220,529381,14763,631760,13303,541121,15187,4029010,20671,429893,12951,476475,13275,591139,17043,596232,12585,244161,9244,679886,17139,301431,10981,367216,11702,342577,12769,3392550,20747,421657,11445,472183,11870,536997,12974,520470,11667,213773,9124,536432,12421,227950,8250,264544,7555,198544,8034,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3952567,19823,478585,15412,506562,11479,587332,12265,563879,15357,229503,10210,580838,15255,269228,8645,366450,11299,370190,12435,2164350,14180,247821,9527,255720,9335,294281,8370,302404,11200,126644,7302,334024,11517,157728,6579,212545,8076,233183,10129,1788217,15283,230764,9625,250842,7989,293051,9082,261475,8432,102859,5888,246814,9844,111500,6278,153905,6722,137007,6941,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,557339,6920,70607,4681,74332,4396,82249,3946,80433,4800,30594,2052,91588,4952,35802,3016,47584,4382,44150,3273,302654,4701,35356,3376,37742,2943,44306,2903,47278,4234,17125,1668,52149,3073,18260,2303,24594,2519,25844,2540,254685,4862,35251,3001,36590,2872,37943,2741,33155,2546,13469,1568,39439,3529,17542,1969,22990,2781,18306,1893,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
