GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,NAME,C08006_001EA,C08006_001MA,C08006_002EA,C08006_002MA,C08006_003EA,C08006_003MA,C08006_004MA,C08006_004EA,C08006_005EA,C08006_005MA,C08006_006MA,C08006_006EA,C08006_007EA,C08006_007MA,C08006_008MA,C08006_008EA,C08006_009EA,C08006_009MA,C08006_010MA,C08006_010EA,C08006_011MA,C08006_011EA,C08006_012MA,C08006_012EA,C08006_013EA,C08006_013MA,C08006_014EA,C08006_014MA,C08006_015EA,C08006_015MA,C08006_016MA,C08006_016EA,C08006_017MA,C08006_017EA,C08006_018MA,C08006_018EA,C08006_019MA,C08006_019EA,C08006_020EA,C08006_020MA,C08006_021MA,C08006_021EA,C08006_022MA,C08006_022EA,C08006_023MA,C08006_023EA,C08006_024EA,C08006_024MA,C08006_025EA,C08006_025MA,C08006_026EA,C08006_026MA,C08006_027MA,C08006_027EA,C08006_028MA,C08006_028EA,C08006_029EA,C08006_029MA,C08006_030MA,C08006_030EA,C08006_031EA,C08006_031MA,C08006_032MA,C08006_032EA,C08006_033MA,C08006_033EA,C08006_034EA,C08006_034MA,C08006_035EA,C08006_035MA,C08006_036EA,C08006_036MA,state
0400000US01,1941250,15984,1841189,17016,1629930,17410,211259,9675,164371,8553,28353,3493,18535,2482,8368,1974,1814,751,23230,3224,23230,2960,43419,3740,1055195,9461,995285,9716,878346,10602,116939,5794,88802,4990,14935,2095,13202,2194,3185,914,1519,714,14546,2213,17359,2539,23301,2345,886055,10946,845904,11097,751584,10635,94320,5929,75569,5378,13418,2114,5333,1266,5183,1820,295,219,8684,2038,5871,1180,20118,2421,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,245507,5976,200952,5850,44555,3263,35297,2969,6367,1494,2891,1085,3573,956,2629,688,19368,1892,11546,1431,12067,1657,160549,3279,132379,3918,109446,3735,22933,2284,17430,1982,3655,1062,1848,679,1920,730,1995,598,10778,1333,8838,1261,4639,951,134141,3142,113128,3117,91506,3259,21622,2174,17867,1987,2712,882,1043,588,1653,553,634,309,8590,1024,2708,654,7428,1111,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,2311322,16048,1945061,18773,366261,11954,279972,10021,50515,4562,35774,5826,48964,5040,20014,2323,54084,4378,36658,4503,104022,5974,1446763,10128,1296352,11223,1077154,13062,219198,9224,159975,7607,33327,3766,25896,3830,23004,2838,15673,2044,32017,3523,26077,3612,53640,4154,1128301,11257,1014970,11384,867907,12282,147063,6845,119997,6313,17188,2198,9878,2783,25960,3612,4341,983,22067,2634,10581,2700,50382,3458,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,1129122,12312,981220,13090,147902,7532,115700,6692,18284,2274,13918,2665,4007,1402,2040,779,19301,2403,15164,1859,31252,3349,643018,7202,602701,7738,518686,8496,84015,5183,64066,4538,10538,1698,9411,2086,1295,691,1603,754,11690,1637,8882,1440,16847,2140,557868,8708,526421,8391,462534,8259,63887,4161,51634,3746,7746,1384,4507,1139,2712,1196,437,337,7611,1438,6282,1311,14405,1957,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,13449923,38627,11503746,41684,1946177,25740,1456000,24948,297663,11595,192514,11881,734704,18065,109912,6026,384989,11849,205293,11288,662513,13426,8744873,29320,7620246,27837,6508201,29211,1112045,19099,816996,16760,175917,9485,119132,8519,367509,11926,89855,5672,203358,8864,135329,7756,328576,10665,6802461,27369,5829677,28334,4995545,30037,834132,17366,639004,15938,121746,6960,73382,6267,367195,11939,20057,2516,181631,8029,69964,6120,333937,9270,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,1970613,13191,1741595,15152,229018,10071,182508,8757,29208,3289,17302,2907,61884,4755,21344,2576,66273,3958,23116,2143,137031,6572,1256826,8335,1081095,8924,944352,9318,136743,7027,107439,6233,18042,2625,11262,2632,35522,3927,16017,2245,36420,3420,17530,1830,70242,4483,1023435,9723,889518,10939,797243,12209,92275,5052,75069,4198,11166,1650,6040,1486,26362,2891,5327,1178,29853,2691,5586,1137,66789,3781,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,1479848,15198,1343489,15545,136359,7808,110158,7063,13665,1707,12536,2712,70427,5133,4398,1081,33775,3949,14711,2226,54183,3413,871769,8446,777127,10263,704638,10302,72489,4825,57359,4096,7293,1364,7837,2339,36841,3099,3747,960,18325,3188,10095,1959,25634,2389,785573,9261,702721,9529,638851,9374,63870,5004,52799,4561,6372,1268,4699,1186,33586,3423,651,393,15450,1930,4616,1041,28549,2286,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,360792,5985,318734,5922,42058,3003,33539,2827,5432,1160,3087,1199,8588,1576,1186,620,7159,1598,4756,1371,14552,2167,208428,3111,190215,3678,166939,3696,23276,2229,18135,1992,3017,961,2124,1069,3367,887,1037,597,4236,1255,3084,1183,6489,1606,188605,4256,170577,4534,151795,4443,18782,1846,15404,1783,2415,660,963,530,5221,1194,149,145,2923,759,1672,781,8063,1315,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,113049,4494,93803,3992,19246,2459,15833,2221,1918,839,1495,927,94260,4338,4336,1245,24905,2353,2205,692,11110,1973,126559,2736,60601,3243,51446,2785,9155,1687,7432,1454,931,660,792,853,43089,3055,3388,996,12884,1597,967,450,5630,1404,123306,3603,52448,3058,42357,2983,10091,1550,8401,1445,987,498,703,342,51171,3216,948,449,12021,1712,1238,586,5480,1246,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,7010483,28637,6158873,32660,851610,19203,646689,18704,119566,7511,85355,8586,138505,8946,33705,3738,121370,8867,117497,6580,279325,9541,4177320,20968,3783656,23753,3291506,26785,492150,14744,354887,13198,74074,6492,63189,7284,63819,6868,27632,3635,68335,6585,85568,5566,148310,6750,3523565,20350,3226827,20610,2867367,20788,359460,9806,291802,9292,45492,3514,22166,3221,74686,5140,6073,1245,53035,4403,31929,3289,131015,5362,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4098555,20586,3741805,20950,3279567,22738,462238,14992,342508,12570,71516,5467,48214,6078,91625,6242,6543,1418,54467,5007,58127,4570,145988,6413,2238551,13218,2037855,15008,1769571,16782,268284,10981,188866,9622,44161,4252,35257,5704,46342,4254,5265,1356,35423,3920,39465,3754,74201,5430,1860004,15789,1703950,15100,1509996,14563,193954,7777,153642,6310,27355,2830,12957,1990,45283,4650,1278,615,19044,2684,18662,2557,71787,4078,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,584015,6971,490897,6905,399526,7578,91371,4321,70886,4120,11725,1972,8760,1655,33337,3078,4057,1066,19369,2407,9679,1650,26676,2873,315322,4637,270704,4980,226614,5274,44090,3254,34839,3245,4925,1186,4326,1308,13191,1825,2983,929,9239,1623,6537,1101,12668,1609,268693,4599,220193,4175,172912,4705,47281,2392,36047,2158,6800,1249,4434,962,20146,2296,1074,541,10130,1641,3142,974,14008,2035,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,655732,8026,579835,9157,499659,8665,80176,4206,59511,3840,13226,2116,7439,1863,6172,1376,6589,1706,21841,2991,8956,1687,32339,2911,360509,4557,315458,5646,268167,5379,47291,2864,33876,2644,8410,1650,5005,1558,3736,974,5145,1589,12605,2391,6847,1448,16718,2184,295223,5964,264377,6021,231492,5750,32885,2626,25635,2350,4816,1113,2434,824,2436,950,1444,633,9236,1620,2109,681,15621,1975,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
