GEO_ID,B18032_001E,B18032_001M,B18032_002E,B18032_002M,B18032_003E,B18032_003M,B18032_004E,B18032_004M,B18032_005E,B18032_005M,B18032_006E,B18032_006M,B18032_007E,B18032_007M,B18032_008E,B18032_008M,B18032_009E,B18032_009M,B18032_010E,B18032_010M,B18032_011E,B18032_011M,B18032_012E,B18032_012M,B18032_013E,B18032_013M,B18032_014E,B18032_014M,B18032_015E,B18032_015M,B18032_016E,B18032_016M,B18032_017E,B18032_017M,B18032_018E,B18032_018M,B18032_019E,B18032_019M,B18032_020E,B18032_020M,B18032_021E,B18032_021M,B18032_022E,B18032_022M,B18032_023E,B18032_023M,B18032_024E,B18032_024M,B18032_025E,B18032_025M,B18032_026E,B18032_026M,B18032_027E,B18032_027M,B18032_028E,B18032_028M,B18032_029E,B18032_029M,B18032_030E,B18032_030M,B18032_031E,B18032_031M,B18032_032E,B18032_032M,B18032_033E,B18032_033M,B18032_034E,B18032_034M,B18032_035E,B18032_035M,B18032_036E,B18032_036M,B18032_037E,B18032_037M,B18032_038E,B18032_038M,B18032_039E,B18032_039M,B18032_040E,B18032_040M,B18032_041E,B18032_041M,B18032_042E,B18032_042M,B18032_043E,B18032_043M,B18032_044E,B18032_044M,B18032_045E,B18032_045M,B18032_046E,B18032_046M,B18032_047E,B18032_047M,B18032_048E,B18032_048M,B18032_049E,B18032_049M,B18032_050E,B18032_050M,B18032_051E,B18032_051M,B18032_052E,B18032_052M,B18032_053E,B18032_053M,B18032_054E,B18032_054M,B18032_055E,B18032_055M,NAME,B18032_001MA,B18032_001EA,B18032_002EA,B18032_002MA,B18032_003EA,B18032_003MA,B18032_004EA,B18032_004MA,B18032_005EA,B18032_005MA,B18032_006EA,B18032_006MA,B18032_007MA,B18032_007EA,B18032_008EA,B18032_008MA,B18032_009EA,B18032_009MA,B18032_010EA,B18032_010MA,B18032_011EA,B18032_011MA,B18032_012MA,B18032_012EA,B18032_013EA,B18032_013MA,B18032_014EA,B18032_014MA,B18032_015EA,B18032_015MA,B18032_016EA,B18032_016MA,B18032_017EA,B18032_017MA,B18032_018MA,B18032_018EA,B18032_019EA,B18032_019MA,B18032_020EA,B18032_020MA,B18032_021EA,B18032_021MA,B18032_022EA,B18032_022MA,B18032_023MA,B18032_023EA,B18032_024EA,B18032_024MA,B18032_025EA,B18032_025MA,B18032_026EA,B18032_026MA,B18032_027EA,B18032_027MA,B18032_028MA,B18032_028EA,B18032_029MA,B18032_029EA,B18032_030EA,B18032_030MA,B18032_031EA,B18032_031MA,B18032_032EA,B18032_032MA,B18032_033MA,B18032_033EA,B18032_034MA,B18032_034EA,B18032_035EA,B18032_035MA,B18032_036EA,B18032_036MA,B18032_037EA,B18032_037MA,B18032_038EA,B18032_038MA,B18032_039EA,B18032_039MA,B18032_040MA,B18032_040EA,B18032_041EA,B18032_041MA,B18032_042EA,B18032_042MA,B18032_043EA,B18032_043MA,B18032_044EA,B18032_044MA,B18032_045MA,B18032_045EA,B18032_046EA,B18032_046MA,B18032_047EA,B18032_047MA,B18032_048EA,B18032_048MA,B18032_049EA,B18032_049MA,B18032_050EA,B18032_050MA,B18032_051MA,B18032_051EA,B18032_052EA,B18032_052MA,B18032_053EA,B18032_053MA,B18032_054EA,B18032_054MA,B18032_055EA,B18032_055MA,state
0400000US01,4128322,3736,543357,11225,239028,7941,6226,1673,2124,757,4102,1437,3634,1087,1176,587,2458,992,147507,7058,35618,3757,111889,6297,81661,2885,9482,1450,72179,2799,304329,7041,5398,1309,2259,764,3139,1080,4280,1275,2244,900,2036,904,157142,6027,48215,3471,108927,4914,137509,3930,29097,2380,108412,3871,3584965,11270,1741745,7827,333754,4540,77510,5776,256244,5921,150817,4910,30934,3317,119883,5860,1098772,7850,96142,6311,1002630,9492,158402,2959,11133,1829,147269,2939,1843220,7116,316084,4398,74760,5241,241324,5660,140947,4955,37750,3261,103197,4141,1191077,6682,182846,7095,1008231,8516,195112,4170,25777,1971,169335,4362,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582471,1870,50446,3190,23491,2363,1015,705,78,107,937,691,521,383,27,46,494,382,15571,1757,2623,805,12948,1584,6384,933,528,247,5856,964,26955,2258,365,314,0,233,365,314,639,325,189,229,450,297,16857,1861,3671,923,13186,1559,9094,990,776,317,8318,970,532025,3456,269252,2964,56575,1505,8663,1601,47912,1965,26601,1704,3843,1324,22758,1890,172385,2626,14833,1981,157552,2898,13691,1048,863,385,12828,1061,262773,2427,55370,1390,8675,1581,46695,1799,24980,1521,3476,866,21504,1560,169436,2409,15618,1932,153818,2738,12987,1034,788,294,12199,1036,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5332488,5579,462108,10632,204994,7218,6197,1355,1584,731,4613,1214,3086,1071,727,412,2359,977,112790,6532,21834,2083,90956,6563,82921,3478,7693,1281,75228,3421,257114,7102,4535,1337,1618,1034,2917,889,2927,751,587,363,2340,750,130661,5455,31766,2778,98895,5067,118991,4464,17370,2055,101621,4402,4870380,11456,2438689,7423,473437,4331,89811,6224,383626,7858,190138,4621,36966,3127,153172,5084,1527377,7636,143166,6833,1384211,9006,247737,3636,12921,1513,234816,3852,2431691,8165,445095,4801,85389,5950,359706,6339,185082,4920,43461,4433,141621,5082,1515766,6812,197793,8770,1317973,10330,285748,4532,22534,2848,263214,4808,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2501447,3200,349867,8902,156140,5692,5050,1665,1959,1131,3091,1144,1995,752,632,460,1363,605,92860,4682,23779,2615,69081,3740,56235,2770,7264,1136,48971,2549,193727,6211,3967,1196,2003,1178,1964,699,2563,757,1138,572,1425,518,100785,4839,29856,2483,70929,3816,86412,3134,18715,1928,67697,2996,2151580,9337,1056615,6308,199654,3088,47427,3398,152227,3665,98151,4005,21224,3288,76927,4160,658741,5921,65675,4412,593066,6060,100069,2936,6519,1031,93550,2818,1094965,7184,190911,3393,45132,3540,145779,3892,87286,3709,22868,2213,64418,3241,695843,6368,100292,4809,595551,7112,120925,3177,16060,1812,104865,3053,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32405596,10568,2558085,27472,1088202,17924,30286,2949,7951,1557,22335,2411,18537,2610,4567,1539,13970,2098,618970,14660,127719,8057,491251,12345,420409,10991,34448,3686,385961,10275,1469883,18669,25455,2500,7384,1489,18071,2189,17192,2594,4380,1207,12812,2178,728878,13630,168674,8665,560204,12516,698358,11683,79048,5522,619310,10508,29847511,26666,14902497,19252,2932222,11873,532129,19604,2400093,20339,1234411,14336,226390,10426,1008021,15091,9561193,18178,853369,19706,8707824,25313,1174671,11348,73387,5934,1101284,10533,14945014,19421,2810222,10437,516706,18725,2293516,21404,1188697,13241,241717,10403,946980,14093,9538429,15971,1163403,23378,8375026,27232,1407666,11901,113345,6574,1294321,11009,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4201306,3189,295411,7266,131343,5981,2540,939,596,313,1944,865,2108,743,528,374,1580,576,82289,4984,17083,2170,65206,4526,44406,2818,3860,834,40546,2654,164068,5027,3385,889,266,242,3119,847,1378,514,222,250,1156,453,84549,3695,19030,2016,65519,3326,74756,2819,11529,1732,63227,2965,3905895,7907,1964960,7088,355483,3617,47273,3990,308210,5188,149198,4208,26776,3310,122422,3863,1310363,6742,96696,5938,1213667,7794,149916,3014,8017,1450,141899,3102,1940935,6137,343497,3668,44696,4155,298801,5691,135959,4601,23301,2599,112658,4454,1287660,5142,131751,6884,1155909,7678,173819,3026,14676,2053,159143,2887,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3171028,2325,236109,7721,97451,4735,2896,822,904,463,1992,695,1331,588,340,245,991,518,51992,4393,10181,2129,41811,3618,41232,2036,3569,780,37663,1969,138658,5475,1931,758,673,531,1258,574,1798,861,596,655,1202,552,62968,4146,14879,2167,48089,3651,71961,3114,9568,1587,62393,3206,2934919,8186,1431992,5447,258697,2983,25555,3640,233142,4299,107609,3551,11792,2194,95817,3362,922968,5148,45902,5373,877066,7530,142718,2238,5618,1186,137100,2507,1502927,5545,249487,2705,27426,3722,222061,3786,96763,3087,11246,1773,85517,3283,970009,4633,70169,5361,899840,7003,186668,3171,14659,2087,172009,3507,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,758376,1366,70475,3657,29625,2308,624,247,75,95,549,239,359,268,0,262,359,268,17224,1777,3815,1044,13409,1550,11418,1237,799,373,10619,1206,40850,2825,391,441,0,262,391,441,692,438,299,330,393,302,22215,2194,4447,1200,17768,1896,17552,1540,2135,646,15417,1412,687901,4114,336288,2566,58741,1132,6654,1394,52087,1650,25331,1844,4131,1203,21200,1797,216652,2187,13398,2286,203254,3072,35564,1312,1778,579,33786,1452,351613,3220,56559,1412,8197,1713,48362,1960,24833,2384,6788,2328,18045,1946,227964,3006,19709,2156,208255,3565,42257,1618,2994,752,39263,1645,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,475387,808,40439,3551,14735,2101,355,290,105,126,250,295,399,392,33,56,366,385,8973,1724,2828,1016,6145,1283,5008,993,1511,598,3497,883,25704,2449,116,133,74,116,42,68,108,136,0,286,108,136,13531,1961,4574,1107,8957,1739,11949,1338,3946,1020,8003,1198,434948,3649,207361,2254,31078,736,9270,1786,21808,1966,9846,1319,3319,824,6527,1084,146781,1819,15114,2199,131667,2831,19656,1052,2141,694,17515,1026,227587,2562,31676,1025,10787,1740,20889,1790,7626,808,1992,554,5634,880,162404,1971,26104,2223,136300,2767,25881,1422,3283,1106,22598,1699,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16172060,7467,1673599,17591,730504,11088,14950,2375,5083,1468,9867,1977,8733,1898,2472,1003,6261,1471,377487,10329,80035,6258,297452,9386,329334,6734,34151,3450,295183,5856,943095,15219,14255,2385,5896,1587,8359,1717,10512,1891,3961,1514,6551,1297,437861,11292,115221,6847,322640,9898,480467,8528,73475,4710,406992,7906,14498461,19126,7102175,14666,1217360,7534,203789,9178,1013571,11729,549560,9025,96654,6826,452906,8378,4389886,13874,341868,13855,4048018,20047,945369,7059,64009,4061,881360,7084,7396286,17403,1165237,6453,194447,9884,970790,10159,516913,8504,105729,7126,411184,8636,4588093,14215,545013,14413,4043080,17074,1126043,8642,117978,5855,1008065,7974,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
