GEO_ID,C08113_001E,C08113_001M,C08113_002E,C08113_002M,C08113_003E,C08113_003M,C08113_004E,C08113_004M,C08113_005E,C08113_005M,C08113_006E,C08113_006M,C08113_007E,C08113_007M,C08113_008E,C08113_008M,C08113_009E,C08113_009M,C08113_010E,C08113_010M,C08113_011E,C08113_011M,C08113_012E,C08113_012M,C08113_013E,C08113_013M,C08113_014E,C08113_014M,C08113_015E,C08113_015M,C08113_016E,C08113_016M,C08113_017E,C08113_017M,C08113_018E,C08113_018M,C08113_019E,C08113_019M,C08113_020E,C08113_020M,C08113_021E,C08113_021M,C08113_022E,C08113_022M,C08113_023E,C08113_023M,C08113_024E,C08113_024M,C08113_025E,C08113_025M,C08113_026E,C08113_026M,C08113_027E,C08113_027M,C08113_028E,C08113_028M,C08113_029E,C08113_029M,C08113_030E,C08113_030M,NAME,C08113_001MA,C08113_001EA,C08113_002EA,C08113_002MA,C08113_003EA,C08113_003MA,C08113_004EA,C08113_004MA,C08113_005MA,C08113_005EA,C08113_006MA,C08113_006EA,C08113_007MA,C08113_007EA,C08113_008EA,C08113_008MA,C08113_009EA,C08113_009MA,C08113_010MA,C08113_010EA,C08113_011MA,C08113_011EA,C08113_012MA,C08113_012EA,C08113_013EA,C08113_013MA,C08113_014EA,C08113_014MA,C08113_015MA,C08113_015EA,C08113_016MA,C08113_016EA,C08113_017MA,C08113_017EA,C08113_018EA,C08113_018MA,C08113_019EA,C08113_019MA,C08113_020EA,C08113_020MA,C08113_021MA,C08113_021EA,C08113_022MA,C08113_022EA,C08113_023EA,C08113_023MA,C08113_024EA,C08113_024MA,C08113_025EA,C08113_025MA,C08113_026EA,C08113_026MA,C08113_027MA,C08113_027EA,C08113_028MA,C08113_028EA,C08113_029MA,C08113_029EA,C08113_030EA,C08113_030MA,state
0400000US01,1941250,15984,1849016,16540,92234,5260,49570,4232,42664,3002,1629930,17410,1568379,16853,61551,4652,38224,3759,23327,2579,211259,9675,187262,9282,23997,3240,7861,2237,16136,2370,8368,1974,8175,1987,193,140,56,98,137,135,48274,3893,43066,3403,5208,1661,2368,1068,2840,949,43419,3740,42134,3679,1285,682,1061,586,224,281,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,258175,5458,36515,2382,25477,2297,11038,1469,200952,5850,182194,5840,18758,1885,13066,1764,5692,1031,44555,3263,35849,2892,8706,1591,5891,1416,2815,777,3573,956,2728,829,845,483,244,191,601,442,33543,2467,26824,2255,6719,968,5210,783,1509,456,12067,1657,10580,1441,1487,480,1066,388,421,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,1870966,15680,704098,12133,380923,11428,323175,10983,1945061,18773,1469522,16096,475539,11034,285674,10802,189865,8006,366261,11954,206435,9328,159826,9605,61989,6066,97837,7925,48964,5040,26205,3365,22759,3816,7708,1614,15051,3519,110756,6118,79454,5223,31302,3906,15726,2733,15576,3202,104022,5974,89350,5389,14672,2317,9826,1647,4846,1450,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,1124208,12238,76678,4127,37283,3806,39395,2758,981220,13090,931816,13276,49404,3631,27686,3309,21718,2158,147902,7532,126500,6637,21402,2804,7607,1701,13795,1990,4007,1402,3675,1330,332,331,7,13,325,330,36505,3253,32589,3098,3916,1328,1056,524,2860,1190,31252,3349,29628,3210,1624,746,927,514,697,461,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,9117306,47518,6430028,42392,3246351,40397,3183677,37384,11503746,41684,7110087,42788,4393659,34606,2460665,29125,1932994,26718,1946177,25740,836580,17968,1109597,20589,430694,15190,678903,18958,734704,18065,314190,10666,420514,14012,137359,7104,283155,13903,700194,18129,374994,13096,325200,12629,120019,8580,205181,9961,662513,13426,481455,10746,181058,9784,97614,6492,83444,6195,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,1914830,14754,365431,12023,193993,11230,171438,8747,1741595,15152,1484761,14188,256834,10997,143418,9800,113416,7920,229018,10071,166123,8028,62895,5157,23391,2926,39504,4142,61884,4755,48221,4163,13663,2219,6594,1525,7069,1882,110733,4874,90459,4423,20274,2941,11147,2026,9127,2186,137031,6572,125266,5990,11765,1945,9443,1862,2322,660,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,1345822,14295,311520,8914,185514,6955,126006,8104,1343489,15545,1122773,15266,220716,8851,141602,7257,79114,5910,136359,7808,91362,5909,44997,4652,21450,3048,23547,3505,70427,5133,48783,3734,21644,3242,9993,1644,11651,2558,52884,4729,36098,3519,16786,3162,7199,1337,9587,2861,54183,3413,46806,2907,7377,1693,5270,1515,2107,775,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,348938,5912,48095,3632,27859,3168,20236,2124,318734,5922,286260,6494,32474,3326,21011,3038,11463,1683,42058,3003,32207,2557,9851,1814,3793,1194,6058,1274,8588,1576,7085,1343,1503,626,838,463,665,397,13101,2349,10158,1938,2943,1062,1391,631,1552,846,14552,2167,13228,2078,1324,604,826,474,498,286,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,204908,3915,44957,2638,28586,2517,16371,2152,93803,3992,81426,3781,12377,1507,9240,1523,3137,951,19246,2459,15700,1782,3546,1390,1731,760,1815,1104,94260,4338,74774,3770,19486,2354,10089,1952,9397,1668,31446,2664,24346,2368,7100,1367,5246,1238,1854,703,11110,1973,8662,1593,2448,739,2280,704,168,154,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,5640011,26841,2060874,21870,1125416,19818,935458,19617,6158873,32660,4621043,30075,1537830,23118,911592,17492,626238,15569,851610,19203,536420,15722,315190,13816,120027,7174,195163,11582,138505,8946,71354,5508,67151,6970,23820,4118,43331,5140,272572,11036,180016,7934,92556,8087,37852,4678,54704,6745,279325,9541,231178,9081,48147,4819,32125,3753,16022,2696,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
