GEO_ID,C08517_001E,C08517_001M,C08517_002E,C08517_002M,C08517_003E,C08517_003M,C08517_004E,C08517_004M,C08517_005E,C08517_005M,C08517_006E,C08517_006M,C08517_007E,C08517_007M,C08517_008E,C08517_008M,C08517_009E,C08517_009M,C08517_010E,C08517_010M,C08517_011E,C08517_011M,C08517_012E,C08517_012M,C08517_013E,C08517_013M,C08517_014E,C08517_014M,C08517_015E,C08517_015M,C08517_016E,C08517_016M,C08517_017E,C08517_017M,C08517_018E,C08517_018M,C08517_019E,C08517_019M,C08517_020E,C08517_020M,C08517_021E,C08517_021M,C08517_022E,C08517_022M,C08517_023E,C08517_023M,C08517_024E,C08517_024M,C08517_025E,C08517_025M,C08517_026E,C08517_026M,C08517_027E,C08517_027M,C08517_028E,C08517_028M,C08517_029E,C08517_029M,C08517_030E,C08517_030M,C08517_031E,C08517_031M,C08517_032E,C08517_032M,C08517_033E,C08517_033M,C08517_034E,C08517_034M,C08517_035E,C08517_035M,C08517_036E,C08517_036M,NAME,C08517_001EA,C08517_001MA,C08517_002EA,C08517_002MA,C08517_003MA,C08517_003EA,C08517_004EA,C08517_004MA,C08517_005EA,C08517_005MA,C08517_006EA,C08517_006MA,C08517_007EA,C08517_007MA,C08517_008EA,C08517_008MA,C08517_009EA,C08517_009MA,C08517_010EA,C08517_010MA,C08517_011EA,C08517_011MA,C08517_012EA,C08517_012MA,C08517_013EA,C08517_013MA,C08517_014MA,C08517_014EA,C08517_015EA,C08517_015MA,C08517_016EA,C08517_016MA,C08517_017EA,C08517_017MA,C08517_018EA,C08517_018MA,C08517_019EA,C08517_019MA,C08517_020EA,C08517_020MA,C08517_021EA,C08517_021MA,C08517_022EA,C08517_022MA,C08517_023EA,C08517_023MA,C08517_024EA,C08517_024MA,C08517_025MA,C08517_025EA,C08517_026MA,C08517_026EA,C08517_027MA,C08517_027EA,C08517_028EA,C08517_028MA,C08517_029EA,C08517_029MA,C08517_030EA,C08517_030MA,C08517_031MA,C08517_031EA,C08517_032MA,C08517_032EA,C08517_033MA,C08517_033EA,C08517_034EA,C08517_034MA,C08517_035EA,C08517_035MA,C08517_036MA,C08517_036EA,state
0400000US01,1638586,14693,187288,8742,502893,12663,500655,10468,282815,9772,164935,7132,1389460,16255,139900,7647,418318,11753,439092,9576,248152,8922,143998,6802,165563,8332,34620,3536,55604,4725,41647,3225,19721,2606,13971,1672,6715,1818,1916,1274,2860,877,1367,828,289,200,283,232,35511,3249,7295,1512,14241,2712,7909,1493,3241,882,2825,794,41337,3575,3557,959,11870,1628,10640,1708,11412,1704,3858,1043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,253141,5128,14995,1970,66258,4106,91851,4261,49913,3079,30124,2409,173465,5045,8106,1529,44216,3466,64821,4058,35280,2789,21042,2155,35018,2576,3049,821,9447,1645,12967,1512,5971,1371,3584,796,2672,754,459,338,841,417,799,396,114,125,459,317,30356,2490,2595,658,9293,1115,9225,1335,5490,1029,3753,1072,11630,1644,786,481,2461,697,4039,881,3058,1043,1286,448,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2155576,13780,270801,8695,509076,14152,742393,15597,404431,11330,228875,7031,1655294,16771,170735,7611,385503,12511,595584,13341,321151,10253,182321,6122,280043,9761,67664,5748,76403,6040,79858,5411,35549,3361,20569,2447,38008,4088,11042,2086,9936,2004,8816,1757,5130,2230,3084,1012,83288,5060,16033,3384,21293,2692,23254,2592,13626,2086,9082,1474,98943,5564,5327,1521,15941,2523,34881,3379,28975,2692,13819,1731,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1023043,11361,120383,5606,356462,10008,306544,9378,160650,6493,79004,4520,842418,11423,84661,4769,292859,9079,260107,8735,136438,6054,68353,4021,120085,6322,23335,2797,43878,4099,30313,3196,14953,2307,7606,1472,3257,1247,622,387,1895,1061,720,506,20,33,0,268,27842,2712,7397,1666,8849,1349,7159,1386,3104,933,1333,481,29441,3272,4368,947,8981,1947,8245,1407,6135,1119,1712,550,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13413972,34877,2058809,26283,2692303,34981,4011791,33339,2933485,29549,1717584,20542,10059790,35921,1275832,23562,2040220,34190,3171460,30636,2240255,24655,1332023,20283,1575936,22854,426360,13136,339104,12318,403575,11039,266260,9333,140637,6848,601700,15890,169362,8892,110489,6024,120361,6486,129738,6937,71750,4905,539593,14700,124090,7292,109323,6358,131384,7645,106588,6409,68208,4397,636953,12964,63165,5348,93167,5651,185011,7964,190644,8306,104966,5168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1964047,10837,160253,8109,429236,12785,596971,11829,506253,10483,271334,5784,1517534,14287,108770,7371,334087,11859,473851,10396,390950,9998,209876,5746,179993,8628,32864,4064,43500,4706,52301,3659,34191,2846,17137,2210,50105,3829,6463,1590,11575,1976,13370,2623,12129,1901,6568,1152,84933,4602,8357,1611,17826,2523,20414,2044,25369,2349,12967,1892,131482,6393,3799,1008,22248,2596,37035,3808,43614,3860,24786,2250,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1453645,13348,106577,6836,399348,11955,374376,9559,327564,9689,245780,7223,1215430,14967,75567,6140,331539,10158,324961,9324,278168,9229,205195,6358,111495,6761,17950,2633,36106,3710,24475,2886,17278,2168,15686,2298,37068,3725,5195,1290,11515,2450,7684,1546,6961,1143,5713,1594,36724,3665,5683,1898,10156,1802,7157,1747,6576,1365,7152,1364,52928,3493,2182,752,10032,1731,10099,1526,18581,2046,12034,1788,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352265,5866,31765,3408,110572,5409,93012,4673,69600,3472,47316,3589,289760,6118,21774,2607,91838,4961,78894,4177,57713,3402,39541,3155,32933,3167,6412,1609,9387,1699,7816,1400,5560,1306,3758,866,5520,1149,1162,500,1566,617,1089,536,1011,516,692,354,10090,1817,1780,642,4009,1245,1737,581,1260,531,1304,460,13962,2115,637,465,3772,976,3476,841,4056,1140,2021,588,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621785,12096,36377,3702,86062,5237,126722,6787,168279,6907,204345,6199,277222,8967,12263,1993,41203,3600,60885,4704,71879,4489,90992,4696,80591,6556,7252,2153,13548,2652,17115,2523,20651,2337,22025,2478,219141,6330,13453,2412,28028,2922,43851,4139,61110,3750,72699,3033,34573,2492,2482,864,2948,898,3822,1035,11569,1893,13752,1438,10258,1739,927,520,335,250,1049,458,3070,896,4877,1202,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6636867,25633,714210,16635,1898551,29184,2107404,26558,1257943,19236,658759,14080,5399758,29495,477206,12862,1542987,26288,1774322,26703,1059063,17811,546180,13555,668712,17309,139065,9122,203135,9159,180492,7541,92841,5225,53179,3986,106598,7132,33066,4197,37808,4104,20801,2504,9655,1706,5268,1342,195412,9815,49651,5612,58166,5465,46454,4132,25341,2569,15800,2245,266387,9365,15222,2978,56455,5234,85335,5125,71043,4499,38332,3060,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
