GEO_ID,C13002_001E,C13002_001M,C13002_002E,C13002_002M,C13002_003E,C13002_003M,C13002_004E,C13002_004M,C13002_005E,C13002_005M,C13002_006E,C13002_006M,NAME,C13002_001EA,C13002_001MA,C13002_002EA,C13002_002MA,C13002_003MA,C13002_003EA,C13002_004MA,C13002_004EA,C13002_005EA,C13002_005MA,C13002_006EA,C13002_006MA,state
0400000US01,1137910,3989,67199,4840,6624,1213,51364,4593,9211,1612,1070711,6148,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,169280,1528,9541,1571,1280,680,6765,1258,1496,502,159739,2101,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1432827,3485,99993,5097,7176,1803,77451,4162,15366,2212,1332834,6161,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,673963,3299,41858,2964,4518,1130,32957,2797,4383,989,632105,4591,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9133497,9205,533931,12081,32072,3234,379914,10886,121945,6362,8599566,16848,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1194777,3533,72113,5480,4415,969,54528,4705,13170,1843,1122664,6042,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,860004,2570,40981,3388,874,448,29310,2976,10797,1555,819023,4590,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,211400,1481,10223,1579,528,322,7214,1259,2481,672,201177,2061,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,142319,1090,8824,1469,404,256,5763,1172,2657,891,133495,1752,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4181753,7873,228040,7684,17684,2321,164319,6798,46037,3694,3953713,9405,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2391789,5378,145284,7508,12439,2119,109577,6381,23268,2727,2246505,8456,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297897,1924,16618,2143,693,349,11858,1916,4067,914,281279,2700,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,355431,2411,21079,2132,1067,472,17355,1926,2657,744,334352,3218,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3218142,5401,191336,7912,15329,2746,138591,6440,37416,2999,3026806,9153,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1536785,4140,85240,4639,6966,1481,67010,3802,11264,1614,1451545,6616,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,710015,2587,42816,3285,2425,858,34800,2835,5591,967,667199,4167,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678457,3095,40210,3319,2275,712,31795,3140,6140,1202,638247,4411,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1042979,3703,58889,3873,4847,1023,46546,3739,7496,1285,984090,5143,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1164192,3869,65174,4305,5295,1108,51222,4101,8657,1332,1099018,6045,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,323324,1634,15089,1878,1376,622,10974,1589,2739,682,308235,2644,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1444933,3765,79046,5028,4893,1521,54165,3996,19988,2202,1365887,6219,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1615623,3892,81264,5736,1927,743,55745,4547,23592,2658,1534359,6130,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2526593,4566,144404,6206,9839,2115,106202,4874,28363,2942,2382189,8019,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1298146,3475,75641,4874,2621,748,56986,4100,16034,1676,1222505,6142,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,736744,3499,43321,4027,3081,1104,34748,3516,5492,1364,693423,5566,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1445964,3902,79016,4585,5851,1225,61350,4193,11815,1437,1366948,6100,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,226052,1881,12561,1718,383,273,10692,1607,1486,476,213491,2133,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,427564,2172,29564,2234,1658,463,24035,1952,3871,754,398000,3074,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,595503,2599,34430,3181,2843,857,26654,2838,4933,1145,561073,4396,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,328256,2042,14535,1667,643,400,10423,1465,3469,706,313721,2687,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2170753,3935,119608,6822,5740,1388,80861,5124,33007,2997,2051145,8064,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477390,2662,27246,2705,3972,1082,19125,2500,4149,1150,450144,3979,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4847881,6499,247124,8123,12655,1924,169679,6439,64790,4349,4600757,11003,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2166134,5382,116804,5996,10093,1853,87988,4998,18723,2423,2049330,7212,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,151961,1296,8689,1328,528,293,6456,1219,1705,526,143272,1829,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2832421,5353,156574,6313,10613,2015,119833,5960,26128,2639,2675847,8218,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,872183,3823,55123,3545,4108,1241,44019,3153,6996,1222,817060,5235,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,896416,2821,51176,3804,2120,840,39539,3633,9517,1613,845240,4664,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2974503,4925,152013,6117,9310,1706,111190,5079,31513,2911,2822490,8227,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,266589,2063,14342,2250,455,333,10265,1924,3622,1205,252247,3054,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1058086,3699,58762,4066,4949,1374,44426,3180,9387,1690,999324,5583,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,185823,1441,12344,1597,1422,592,9044,1362,1878,636,173479,2042,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1508041,3852,89825,5919,8201,1575,66836,5084,14788,2297,1418216,6072,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5858687,8096,393363,10259,36392,3870,298052,9361,58919,4179,5465324,13535,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,649720,2428,56659,3729,2135,574,48266,3624,6258,940,593061,4150,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152964,1234,6572,1017,546,407,4899,893,1127,361,146392,1691,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1910819,4716,104388,6067,5588,1297,75160,5106,23640,2451,1806431,7546,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1603514,4503,88105,4927,4711,1202,64587,4033,18807,2203,1515409,6884,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,430518,2119,17143,1935,1496,656,13200,1617,2447,725,413375,3115,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1376240,3000,75853,4334,3483,775,59623,3696,12747,1242,1300387,4894,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,125353,1308,7466,1229,946,458,6168,1182,352,191,117887,1824,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1007603,2323,51900,3438,7533,1442,39806,3136,4561,1227,955703,4272,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
