GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001MA,B15002_001EA,B15002_002EA,B15002_002MA,B15002_003EA,B15002_003MA,B15002_004MA,B15002_004EA,B15002_005MA,B15002_005EA,B15002_006MA,B15002_006EA,B15002_007EA,B15002_007MA,B15002_008EA,B15002_008MA,B15002_009MA,B15002_009EA,B15002_010MA,B15002_010EA,B15002_011MA,B15002_011EA,B15002_012EA,B15002_012MA,B15002_013EA,B15002_013MA,B15002_014MA,B15002_014EA,B15002_015MA,B15002_015EA,B15002_016MA,B15002_016EA,B15002_017MA,B15002_017EA,B15002_018EA,B15002_018MA,B15002_019EA,B15002_019MA,B15002_020MA,B15002_020EA,B15002_021EA,B15002_021MA,B15002_022MA,B15002_022EA,B15002_023MA,B15002_023EA,B15002_024EA,B15002_024MA,B15002_025EA,B15002_025MA,B15002_026MA,B15002_026EA,B15002_027MA,B15002_027EA,B15002_028MA,B15002_028EA,B15002_029EA,B15002_029MA,B15002_030EA,B15002_030MA,B15002_031MA,B15002_031EA,B15002_032MA,B15002_032EA,B15002_033MA,B15002_033EA,B15002_034EA,B15002_034MA,B15002_035EA,B15002_035MA,state
0400000US01,2944634,4653,1380297,3808,9237,1497,11056,1957,26268,2690,48784,3414,39893,3205,51669,4084,57207,4587,38035,3182,428894,9216,76798,4025,199576,6701,83196,4276,193192,6994,71259,4677,29167,2588,16066,1962,1564337,3635,9142,1377,8699,1566,24988,2141,49299,3648,45651,3014,62228,3838,64139,4028,34611,3092,513089,11321,99149,4876,218758,7778,113660,5312,205715,7457,93638,5017,14182,1477,7389,1441,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,387609,1667,195318,1098,958,533,1290,397,1020,384,3925,949,1833,688,2209,537,4201,937,1859,672,61078,3254,13904,1763,38943,2899,14331,1579,30725,2549,12733,1313,3861,846,2448,771,192291,1414,873,432,1191,359,1425,460,2654,672,2162,780,3258,845,3625,795,2251,627,51024,2429,15025,1693,37409,2496,15420,1942,35949,2445,15990,1701,2514,609,1521,631,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3703355,2933,1814939,2583,19256,2800,19176,2581,48344,4299,45850,4378,44079,4664,42493,3876,41997,3828,45651,3682,437800,12050,126021,6485,302126,8562,141218,8095,315196,9744,119635,5511,42673,3473,23424,2545,1888416,2065,16885,2295,17419,2659,43302,4018,44186,3533,38753,4129,43696,3796,46211,4102,41234,3299,511096,10685,164418,7165,316617,8244,158815,6635,286351,9001,121624,4456,25827,2921,11982,1557,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777242,3820,845333,3114,7073,1461,8520,1585,14635,1761,32220,2613,25008,2012,26744,2243,29249,3061,21453,2053,299643,6431,52528,3110,125841,5213,39107,2951,105710,4557,34953,2428,13990,1852,8659,1283,931909,2764,5391,946,6575,1224,12663,1792,37817,3090,22342,2330,32000,2477,34040,2709,21804,1963,332210,6861,67263,4307,128553,4772,59246,3328,117359,5262,43527,3150,7839,1166,3280,663,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22299041,5730,10862709,4994,187409,9175,212872,9127,467699,15526,257574,11486,246537,10188,208898,8280,251278,9424,341945,10245,2322061,25485,628914,13237,1573915,21555,782617,16158,2084972,23378,797187,16294,304850,8679,193981,6927,11436332,3514,232054,9423,220099,10115,469211,12578,290815,10388,253932,9796,214834,8395,253552,9695,333489,11835,2546369,30858,807060,15666,1682985,22265,926962,16675,2130236,22834,772677,12648,200794,7104,101263,4750,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2964773,3383,1469279,3028,5831,1279,8168,2004,27063,3137,25867,3009,23634,3637,24680,2263,27784,3440,28757,2660,341881,10189,85611,4682,220412,6921,110274,4593,343367,8571,128312,4936,41568,3407,26070,2280,1495494,3122,6870,1790,6568,1353,24414,2731,22846,2782,19041,2296,25369,3083,30601,3378,28307,2944,364792,9126,104946,4227,228774,6898,121106,5797,342114,7282,131489,4774,23108,2396,15149,2522,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2300565,1447,1087014,1407,6384,1490,6242,1636,12554,2515,23583,2621,18813,2431,22793,2884,21557,2769,20611,2181,324801,8144,56840,3900,118224,5467,60269,3200,225777,7710,111364,4568,35438,2531,21764,2999,1213551,1262,6821,1406,9380,2080,14132,2329,26853,2386,18845,2245,26019,3260,22379,2642,21507,2266,350900,8977,72513,5040,131695,4751,103635,4921,233322,6686,134041,5139,29263,2372,12246,1854,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,551079,992,260523,814,1414,657,1816,885,2773,769,6639,1307,7506,1545,8441,1418,6995,1153,5925,1328,83091,3717,14662,1938,32458,2555,14244,1726,42968,2655,20056,2361,6174,1057,5361,1023,290556,606,1467,618,1233,616,2256,715,5176,965,4493,1082,6759,1441,9565,1653,6869,1152,98740,4167,18590,1935,34156,2937,23932,2321,47606,2775,22753,2048,3965,877,2996,714,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,371932,726,170565,518,2368,1015,2798,910,4078,956,3403,978,3782,1457,3435,771,4638,1253,4651,1266,32950,2478,6521,1184,14773,2066,4879,1282,35465,2999,24098,2239,15788,1881,6938,843,201367,554,2183,755,1121,581,3339,888,5031,1413,3512,1013,3925,890,7423,1363,5392,957,45214,3159,8360,1312,22389,1894,7459,1312,39100,2759,29396,2522,11924,1369,5599,1059,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11850782,6636,5643202,5380,39894,3766,48585,5945,103347,6579,131051,6090,117316,6932,140250,6571,142683,7423,172698,8075,1646812,22304,383893,11876,756686,15439,426030,12462,964263,15613,340353,10417,156114,6110,73227,4425,6207580,5300,42351,3501,45290,4139,99574,6184,140555,6590,119342,6350,156719,6993,157413,6937,168761,7765,1972811,20528,472749,12457,815543,14579,571841,13039,972471,14090,342212,8253,92025,4175,37923,2888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5632169,7719,2698075,5619,26529,3235,26465,2858,47204,4315,74435,5955,73702,4960,96728,6229,78534,5387,62478,4497,789844,14228,154210,6609,358240,11451,154292,6423,492200,11513,169424,5893,60569,4120,33221,2901,2934094,5023,22385,2749,17990,2538,39616,3341,82821,5161,73059,4593,94457,5657,92275,5765,61774,4550,879841,13504,192094,7457,401566,10453,202768,7499,500629,13469,205726,8575,46654,3502,20439,2470,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,828917,1805,399825,1598,3018,920,2126,753,5563,1387,6598,1257,5813,1004,6912,1523,5470,1088,6380,1098,125710,4484,23604,2657,60943,3490,34703,2974,74019,3616,22204,2360,10764,1310,5998,1078,429092,1186,4997,1118,4671,946,8446,1352,10566,1277,6756,1399,5794,1143,7437,1541,8412,1509,127406,4939,22374,2196,61413,2780,42164,3227,81839,4114,26865,2250,5909,1119,4043,929,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,877031,1805,431115,1614,3747,1023,4013,1039,5600,1241,9395,1645,7482,1243,10292,1480,10064,1486,9437,1618,124086,5400,32245,2328,73907,3937,32680,2464,70124,3516,25405,2251,6878,1262,5760,944,445916,1725,2576,809,1874,644,4111,839,8544,1481,7274,1300,11727,1938,11849,1719,8441,1329,135907,4458,38778,2702,81639,3997,36990,2739,69472,3764,20508,2243,4093,796,2133,758,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8079881,3333,3866410,2945,28615,3131,30158,3666,84294,6598,108530,5064,58741,3943,76190,6292,83158,5825,90838,4950,1085676,14471,256369,8109,524531,11462,256723,9472,722818,13287,299424,8465,104128,5506,56217,3576,4213471,2805,28007,3120,29194,2943,72733,5733,122735,5245,65803,4447,87286,4871,96644,5110,90856,5031,1197355,13235,322176,8528,583576,11718,337756,9372,757293,12159,322880,9464,66862,3710,32315,3471,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
