GEO_ID,B19019_001E,B19019_001M,B19019_002E,B19019_002M,B19019_003E,B19019_003M,B19019_004E,B19019_004M,B19019_005E,B19019_005M,B19019_006E,B19019_006M,B19019_007E,B19019_007M,B19019_008E,B19019_008M,NAME,B19019_001EA,B19019_001MA,B19019_002EA,B19019_002MA,B19019_003MA,B19019_003EA,B19019_004MA,B19019_004EA,B19019_005EA,B19019_005MA,B19019_006EA,B19019_006MA,B19019_007EA,B19019_007MA,B19019_008MA,B19019_008EA,state
0400000US28,32938,615,15932,591,37120,1041,42162,1675,47417,1697,42296,3240,40283,5651,36967,9853,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,41974,360,22633,446,45736,616,55028,1305,63120,1067,60321,2843,56076,2754,52203,4499,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,39301,965,20373,1083,44515,1427,50331,2795,55188,3643,52096,4648,44770,7058,59018,20829,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,43849,762,22405,674,48844,952,57207,1760,64202,2420,62770,3425,58121,5566,57952,7116,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49169,890,27372,1010,56020,1403,59414,3400,63523,4022,62731,3697,69146,4641,68081,6670,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,56768,999,27599,1277,57574,1612,70376,2794,81284,2371,80437,4554,75650,10881,91398,26116,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,61672,526,30489,628,64619,1104,78014,1496,89593,1960,88850,3228,91055,4695,81393,6225,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37492,749,21480,763,43470,1223,47026,2286,46948,2807,46155,2756,41026,6731,46527,8080,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,49480,422,25906,437,53192,600,62440,1015,71903,909,70833,1558,71123,3583,69454,3155,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,40729,321,22168,382,45404,685,50645,1015,58869,1153,52429,1498,47532,3619,49402,5280,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,41030,705,21605,651,47000,1598,54894,2939,59823,2764,62038,3730,58414,10852,56366,6714,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,43493,340,22787,383,47086,451,56665,1097,66276,866,65799,1350,61306,2276,57504,2772,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,37063,566,20151,544,41679,688,47316,1922,53064,1745,50029,1988,50488,3974,39900,6600,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42944,582,22525,585,48688,839,54720,1360,61095,2084,57847,2420,55634,3784,54829,5230,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,44537,392,21997,299,48482,566,60157,926,67929,971,67416,1831,62605,3098,60074,5094,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,51458,1374,24328,1157,57310,2097,64813,4074,78314,4060,73857,5909,72324,11831,74375,39655,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,39316,614,21063,555,44431,747,48700,1659,58169,1625,56495,2459,50545,3579,43328,4692,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,40310,890,20663,917,45334,1067,54179,3263,61233,1983,62549,3096,46507,6377,41223,10980,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38874,481,20332,421,42805,712,50983,1048,56517,1656,54594,1816,50605,3917,57676,6557,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,42139,247,24667,495,48296,500,50603,711,57264,988,48648,1206,43309,2218,45371,1967,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,47934,946,25106,1004,48014,1154,54521,2484,56991,1792,62928,3151,62234,2673,68520,3444,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45686,1196,22745,1512,51002,1242,63163,2486,70641,2306,64141,6015,63709,12296,64350,32361,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,54240,540,29862,689,58732,841,67801,1222,76051,1531,77967,3208,81145,4058,84368,5931,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,49262,644,26860,653,55587,936,60652,1620,71387,1329,65439,2838,63356,4415,58874,4773,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33452,801,16829,671,37884,958,45624,2000,50948,2311,50381,4757,46522,9556,54987,6348,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,47105,394,24606,443,52279,574,61278,1084,70157,1118,69353,1761,60394,3028,54238,5328,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,46202,1518,24182,1518,50328,1829,57521,4136,63479,2986,64909,6249,61455,7413,55835,9431,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17184,309,8238,320,16628,421,21582,749,26479,1248,25706,1348,23027,2175,23228,3291,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
