GEO_ID,B24080_001E,B24080_001M,B24080_002E,B24080_002M,B24080_003E,B24080_003M,B24080_004E,B24080_004M,B24080_005E,B24080_005M,B24080_006E,B24080_006M,B24080_007E,B24080_007M,B24080_008E,B24080_008M,B24080_009E,B24080_009M,B24080_010E,B24080_010M,B24080_011E,B24080_011M,B24080_012E,B24080_012M,B24080_013E,B24080_013M,B24080_014E,B24080_014M,B24080_015E,B24080_015M,B24080_016E,B24080_016M,B24080_017E,B24080_017M,B24080_018E,B24080_018M,B24080_019E,B24080_019M,B24080_020E,B24080_020M,B24080_021E,B24080_021M,NAME,B24080_001EA,B24080_001MA,B24080_002EA,B24080_002MA,B24080_003EA,B24080_003MA,B24080_004MA,B24080_004EA,B24080_005MA,B24080_005EA,B24080_006EA,B24080_006MA,B24080_007EA,B24080_007MA,B24080_008EA,B24080_008MA,B24080_009MA,B24080_009EA,B24080_010MA,B24080_010EA,B24080_011EA,B24080_011MA,B24080_012EA,B24080_012MA,B24080_013EA,B24080_013MA,B24080_014MA,B24080_014EA,B24080_015MA,B24080_015EA,B24080_016EA,B24080_016MA,B24080_017EA,B24080_017MA,B24080_018EA,B24080_018MA,B24080_019MA,B24080_019EA,B24080_020MA,B24080_020EA,B24080_021EA,B24080_021MA,state
0400000US01,1984267,15275,1068947,9287,809019,10151,760852,10497,48167,2956,40328,4047,58424,4377,38121,3112,37105,3259,84521,4407,1429,599,915320,10582,620177,10142,604742,10372,15435,2099,78482,4606,87029,4445,58560,3762,25404,2517,42241,3168,3427,808,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,302307,5308,161389,3342,95946,3381,88967,3401,6979,1439,11668,1507,11568,1347,11364,1486,15772,2043,14767,1816,304,231,140918,3433,70479,3499,67278,3447,3201,801,18963,1812,17316,1823,14959,1300,7993,1090,10694,1475,514,299,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2629872,15924,1466622,10006,1132399,11193,1057370,11197,75029,4963,54506,4793,92054,5169,49853,3956,37106,2909,98220,5524,2484,880,1163250,11032,790508,12067,761811,12336,28697,2669,87757,4969,125778,6306,60809,4166,26646,2878,68813,5196,2939,899,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1232278,11901,655029,6944,485389,7294,453717,7317,31672,2574,28672,2824,32153,3008,29278,2331,17349,2370,60565,3412,1623,523,577249,9140,368081,8699,355872,8554,12209,2057,55358,3585,50917,3226,56135,3392,13375,1675,31198,2474,2185,699,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16008544,36742,8908997,27413,6648651,30627,6264641,29243,384010,11278,368119,10594,542514,13109,247314,9286,199839,7305,888859,18983,13701,1869,7099547,26078,4662148,30375,4511691,30745,150457,7021,583725,15916,819078,15520,322417,9164,131283,6634,561196,13302,19700,2464,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2333593,13197,1276200,8518,965689,11124,876448,11036,89241,4445,51999,4033,71701,4518,36762,3444,40546,3272,107090,5261,2413,689,1057393,9775,699426,11593,660938,11630,38488,3487,104081,5153,107765,4936,40170,3006,27816,2964,74119,4321,4016,1080,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1703428,11632,889670,7800,666156,9506,618196,9125,47960,3054,49857,3853,46971,3561,30823,2726,18203,1992,76384,5281,1276,583,813758,8095,538262,9429,522185,9615,16077,1975,100090,4731,80150,4805,34382,3131,10134,1975,49510,3310,1230,422,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405078,5381,210840,3051,162871,3988,151760,4107,11111,1527,9916,1719,7270,1416,11046,1695,4560,1161,15058,2373,119,129,194238,4193,132755,4186,128479,4149,4276,996,21924,2729,11303,1526,17090,1932,2962,843,7721,1383,483,343,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255385,4277,128391,2796,70350,3343,65719,3324,4631,970,18081,2620,6058,1323,2416,777,21702,2735,9667,1808,117,196,126994,3708,56715,3403,54937,3373,1778,568,26855,2319,10509,1495,4298,1244,22740,2098,5776,1081,101,119,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7896650,27718,4247578,21728,3322462,24625,2951814,25376,370648,9418,149891,6739,251600,9042,107261,6634,98879,5236,309979,9939,7506,1431,3649072,20009,2592987,19557,2458565,20217,134422,7558,292557,8923,353290,9747,131938,5667,70808,4941,197602,7664,9890,1589,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4185729,18960,2261429,13124,1750298,18765,1613569,17839,136729,7147,75734,5373,120794,6147,64831,5899,73128,4533,172782,8175,3862,1032,1924300,14272,1309298,16246,1262755,15820,46543,3240,139418,6849,201494,8048,116390,6475,55386,4713,97167,4754,5147,1434,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,582731,6807,306167,4431,202759,5468,188856,5526,13903,1711,15133,2075,14348,2007,20459,2074,25364,2703,27333,2380,771,454,276564,4662,166866,5519,159829,5643,7037,1244,24088,2256,6764,1259,40082,3437,14851,1815,22483,2591,1430,685,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,671516,8168,366375,4309,264297,4614,243284,4638,21013,2044,15816,2365,18187,1787,14682,1602,12297,1405,39595,2974,1501,530,305141,6008,193983,5025,185571,4895,8412,1178,26348,2622,33050,2568,18457,2283,7999,1241,23604,2162,1700,461,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
