GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,C08526_085E,C08526_085M,C08526_086E,C08526_086M,C08526_087E,C08526_087M,C08526_088E,C08526_088M,C08526_089E,C08526_089M,C08526_090E,C08526_090M,NAME,C08526_001MA,C08526_001EA,C08526_002EA,C08526_002MA,C08526_003EA,C08526_003MA,C08526_004EA,C08526_004MA,C08526_005EA,C08526_005MA,C08526_006MA,C08526_006EA,C08526_007EA,C08526_007MA,C08526_008EA,C08526_008MA,C08526_009EA,C08526_009MA,C08526_010EA,C08526_010MA,C08526_011EA,C08526_011MA,C08526_012MA,C08526_012EA,C08526_013MA,C08526_013EA,C08526_014MA,C08526_014EA,C08526_015EA,C08526_015MA,C08526_016EA,C08526_016MA,C08526_017MA,C08526_017EA,C08526_018MA,C08526_018EA,C08526_019MA,C08526_019EA,C08526_020EA,C08526_020MA,C08526_021EA,C08526_021MA,C08526_022EA,C08526_022MA,C08526_023MA,C08526_023EA,C08526_024MA,C08526_024EA,C08526_025MA,C08526_025EA,C08526_026EA,C08526_026MA,C08526_027EA,C08526_027MA,C08526_028MA,C08526_028EA,C08526_029MA,C08526_029EA,C08526_030MA,C08526_030EA,C08526_031EA,C08526_031MA,C08526_032EA,C08526_032MA,C08526_033EA,C08526_033MA,C08526_034MA,C08526_034EA,C08526_035MA,C08526_035EA,C08526_036MA,C08526_036EA,C08526_037EA,C08526_037MA,C08526_038EA,C08526_038MA,C08526_039MA,C08526_039EA,C08526_040MA,C08526_040EA,C08526_041MA,C08526_041EA,C08526_042EA,C08526_042MA,C08526_043EA,C08526_043MA,C08526_044MA,C08526_044EA,C08526_045MA,C08526_045EA,C08526_046MA,C08526_046EA,C08526_047EA,C08526_047MA,C08526_048EA,C08526_048MA,C08526_049MA,C08526_049EA,C08526_050MA,C08526_050EA,C08526_051MA,C08526_051EA,C08526_052EA,C08526_052MA,C08526_053EA,C08526_053MA,C08526_054EA,C08526_054MA,C08526_055EA,C08526_055MA,C08526_056MA,C08526_056EA,C08526_057EA,C08526_057MA,C08526_058EA,C08526_058MA,C08526_059EA,C08526_059MA,C08526_060EA,C08526_060MA,C08526_061MA,C08526_061EA,C08526_062EA,C08526_062MA,C08526_063EA,C08526_063MA,C08526_064EA,C08526_064MA,C08526_065EA,C08526_065MA,C08526_066EA,C08526_066MA,C08526_067EA,C08526_067MA,C08526_068EA,C08526_068MA,C08526_069EA,C08526_069MA,C08526_070EA,C08526_070MA,C08526_071EA,C08526_071MA,C08526_072MA,C08526_072EA,C08526_073EA,C08526_073MA,C08526_074EA,C08526_074MA,C08526_075EA,C08526_075MA,C08526_076EA,C08526_076MA,C08526_077EA,C08526_077MA,C08526_078EA,C08526_078MA,C08526_079EA,C08526_079MA,C08526_080EA,C08526_080MA,C08526_081EA,C08526_081MA,C08526_082EA,C08526_082MA,C08526_083MA,C08526_083EA,C08526_084EA,C08526_084MA,C08526_085EA,C08526_085MA,C08526_086EA,C08526_086MA,C08526_087EA,C08526_087MA,C08526_088EA,C08526_088MA,C08526_089EA,C08526_089MA,C08526_090EA,C08526_090MA,state
0400000US01,1902128,16556,33602,3959,144644,7179,298320,8903,73477,4993,242151,8873,99274,5823,33164,2857,116076,5320,144042,5615,376574,10442,138831,7076,92670,5203,98020,4782,11283,1771,1599861,17665,23661,3259,104680,6079,251752,8224,62900,4935,207914,8130,86558,5450,30400,2695,103371,4822,117572,5612,324208,9551,108898,6492,77316,4763,90679,4713,9952,1715,205436,9440,4690,1009,32137,3467,36074,4078,5754,1225,23115,2702,6987,1795,1792,829,7101,1328,14936,2209,37681,2988,20081,3008,8303,1519,5869,1114,916,383,7827,1923,66,113,347,308,602,344,308,279,463,314,312,224,0,268,107,127,178,174,3773,1533,1009,596,553,384,109,139,0,268,45585,3770,2164,909,2812,829,5935,1443,1422,681,7305,1726,3365,964,150,162,1488,538,2835,1026,6780,1982,7087,1931,3261,949,722,360,259,165,43419,3740,3021,886,4668,1203,3957,955,3093,998,3354,813,2052,808,822,404,4009,1160,8521,1632,4132,943,1756,621,3237,1031,641,410,156,209,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,11674,1633,27962,2727,6706,1314,6506,1369,35853,3446,25569,2540,7983,1439,14047,1909,21386,2072,61518,3214,24414,2133,15286,1910,33093,3239,6926,1191,201624,5975,4712,1080,19078,2312,3360,951,4618,1064,26988,3155,17454,2006,6292,1305,10526,1610,14465,1623,40028,2466,14656,1825,9521,1526,23919,2512,6007,1114,44617,3248,1297,502,5582,1390,1379,631,1228,541,4152,1185,3627,1270,874,470,1580,658,3370,952,9109,1385,4364,1350,2202,783,5306,1453,547,279,3701,987,230,249,181,214,0,268,50,86,436,312,482,420,23,41,103,164,176,208,846,433,872,501,206,189,96,118,0,268,36914,2837,4883,983,2383,749,1528,682,443,290,3639,927,3484,650,468,231,805,425,1090,442,8720,1274,3257,849,2238,655,3604,656,372,289,12067,1657,552,361,738,371,439,307,167,177,638,315,522,288,326,248,1033,766,2285,727,2815,840,1265,555,1119,634,168,106,0,268,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,30008,3710,268276,9120,210128,8019,86464,6561,311062,10794,119006,5651,47819,3893,221687,9065,273013,10235,470132,11732,249130,10653,114357,6780,139948,6350,15514,2173,1932189,18646,17916,2535,180832,6462,167498,7030,67015,4811,250429,9349,95471,5024,37520,3159,173846,7394,183013,7883,370995,11773,179238,8166,80795,5319,114080,5690,13541,2167,363623,11781,7622,2608,68896,6437,26833,3455,11273,4853,32915,3990,14479,2126,5216,1524,20498,2638,44573,5603,56044,4431,37764,5250,18999,3351,17238,2579,1273,519,48737,5031,1301,713,2519,1709,3408,1037,796,421,6178,1486,1327,703,815,580,2021,807,6854,1878,8873,2089,8118,2107,2856,898,3671,1181,0,268,107973,6340,1988,892,8987,2255,6040,1391,2493,777,14377,2906,4882,1121,1554,693,8688,2244,11096,2112,20272,2564,17803,2585,5101,1469,3992,807,700,421,104022,5974,1181,425,7042,1536,6349,1798,4887,1025,7163,1465,2847,1109,2714,745,16634,2525,27477,3068,13948,2334,6207,1303,6606,1706,967,494,0,268,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,38510,2793,95878,5041,198045,7023,43034,3992,150697,6417,70963,4394,21640,2914,63064,3630,74975,4422,247570,7644,81726,5627,57667,3823,52457,3684,4632,1058,980236,12802,24725,2134,66924,4134,160099,6308,36659,3581,129916,5611,59987,3762,18584,2786,55943,3599,59345,3506,207633,7764,63686,4840,44639,3200,47803,3533,4293,1006,150065,7767,5295,1131,23022,2941,30805,3563,4864,1406,14233,2037,4742,1077,1795,660,4072,1109,9142,1545,31006,2734,10952,2192,6624,1664,3218,941,295,210,3750,1331,48,64,292,327,229,203,24,45,636,429,149,153,274,400,59,96,204,330,480,283,442,378,764,964,149,181,0,268,35555,3406,2998,983,2211,783,5048,1325,706,342,3439,949,3416,1129,449,344,879,473,2045,710,4908,1229,5478,1318,2966,961,968,558,44,69,31252,3349,5444,1300,3429,1175,1864,579,781,345,2473,668,2669,1797,538,403,2111,635,4239,1052,3543,849,1168,487,2674,667,319,216,0,268,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,284936,11310,1221669,21125,1742372,29656,616403,18356,1738930,27798,700961,16428,462681,13624,1182908,19119,1839083,24581,2832395,26957,1349684,24743,797687,19600,701660,18074,75986,4656,11508503,41760,161677,7043,843475,17560,1316868,24647,478387,15237,1333167,26595,572042,13833,358572,11245,885727,16646,1276422,23700,2195633,25358,913817,20412,555569,17115,557794,14672,59353,4503,1949509,26101,76521,6611,267338,11950,249720,10910,71108,5441,192929,8319,70062,4932,43652,4343,101059,6643,225676,10944,298677,10818,166990,8919,100631,6754,74678,4361,10468,2326,733206,18253,5336,2141,32543,4321,74736,6683,20993,2854,82047,5414,23722,2765,19571,2538,56848,4852,109477,5577,107000,6733,110032,7440,54767,4634,35040,2375,1094,515,693624,17713,23160,3152,40869,4908,60591,5309,18365,3146,83372,5886,23180,3016,14538,2262,50774,4860,74997,5762,117783,5735,115909,6882,46864,5064,18307,2179,4915,1217,662513,13426,18242,2903,37444,4209,40457,3567,27550,2661,47415,4212,11955,2123,26348,2948,88500,5980,152511,7203,113302,5811,42936,3899,39856,4414,15841,3012,156,123,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,47331,4130,210867,7161,174141,6606,78359,4618,262060,8327,105040,6098,80271,4872,180378,6876,287800,9178,399092,10993,225146,10175,112387,6340,99852,5522,13441,1716,1740733,15175,27745,2870,149577,6430,141620,6009,62784,4301,214097,7706,87151,5389,61868,4085,139574,6087,203746,7638,319344,9376,156057,8870,84107,5494,81967,5349,11096,1585,228894,10199,7625,1795,41855,4021,18319,3029,5777,1390,20190,2585,8155,1487,6544,1219,11887,1538,24364,3556,36038,3733,25962,3231,11641,1796,9388,1740,1149,607,61559,4764,1086,519,2768,945,2737,829,1043,567,5949,1452,2282,894,4082,1500,5953,1207,9701,1747,7941,1662,11886,2417,2111,690,3880,932,140,141,107948,5047,4457,1336,5941,1607,4281,1046,1878,584,11690,1886,4481,979,3000,975,6479,1561,13539,2262,19223,2604,22877,3690,6331,1191,2844,836,927,446,137031,6572,6418,1001,10726,1827,7184,1257,6877,1714,10134,1542,2971,908,4777,1264,16485,2312,36450,3513,16546,2512,8364,2451,8197,1434,1773,771,129,210,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,7441,1866,110774,6764,210786,7622,54065,4237,180297,7119,62819,4114,46020,3361,167623,7335,167886,6735,370599,7852,125861,5557,73785,4135,66005,4329,4322,1187,1357015,16525,4461,1199,84607,5912,177948,7167,46452,3618,146951,6146,54713,4010,38610,2960,141980,7060,129494,6425,316404,7988,94722,4846,57710,3677,59591,4741,3372,1053,137578,7316,1422,1121,15735,2477,21584,2481,2989,1411,14787,2090,4004,1162,2294,675,10186,1628,13433,1885,25643,3008,14472,2857,6315,1767,4209,1320,505,272,48737,4664,0,268,1580,895,4173,1111,966,441,7795,2008,1475,673,1101,520,6228,1253,5852,1756,8920,1991,6655,1729,2788,846,1053,549,151,190,50770,4593,889,522,4453,1688,3840,909,923,528,7088,1526,1722,921,1214,582,2418,903,6029,1527,10624,1793,6739,1698,3675,1315,862,627,294,280,54183,3413,669,368,4399,1494,3241,768,2735,640,3676,766,905,390,2801,1130,6811,1305,13078,1741,9008,1362,3273,822,3297,935,290,204,0,268,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,5019,1449,33747,3223,45958,3149,12763,1652,45987,3614,16179,2173,6177,1021,48917,3630,40809,3503,82333,4564,27851,3129,18159,2202,19614,2204,2255,821,328212,6410,2094,700,26368,2676,39123,2933,10586,1570,37642,2886,13400,1834,5106,923,40987,3491,30943,2893,68055,4091,20390,2553,13929,2009,17765,2144,1824,688,42603,3539,1074,701,5486,1177,4393,974,1127,626,4327,1115,1806,773,437,363,4281,909,4539,1256,7855,1572,3937,1196,1637,590,1554,596,150,178,7511,1408,178,293,347,359,664,310,97,115,1129,505,106,156,43,71,770,414,1451,575,1002,469,1290,612,379,243,55,91,0,268,12890,2269,782,531,920,514,1060,767,252,172,1457,609,240,229,181,199,749,337,1258,488,2914,1058,1873,952,812,474,111,132,281,372,14552,2167,891,594,626,460,718,395,701,603,1432,656,627,526,410,244,2130,871,2618,730,2507,658,361,245,1402,607,129,141,0,268,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,668,322,27031,3427,9536,1614,4474,1125,17446,2214,24355,2782,30694,2851,41993,3618,127930,5399,101672,6780,47066,4209,52573,3752,175225,7292,8405,1757,290822,9233,208,244,14615,2320,4749,1074,2430,735,9230,1772,13946,2120,12814,1837,19251,2504,51796,3407,55375,4567,16143,2221,18485,1928,66841,4584,4939,990,86128,6647,172,143,8605,2340,627,515,711,659,1911,865,3285,1034,3131,1158,5150,1380,11808,1892,10267,1718,5833,1714,5778,1220,27292,3425,1558,918,243180,7521,209,219,3355,1222,3444,835,983,458,4680,1317,5643,1119,11712,1798,13191,2009,52198,3898,28616,3313,19972,3036,23119,2684,74192,4635,1866,649,37828,2597,34,55,353,356,539,461,212,214,1275,532,1282,646,2311,854,3234,864,8185,1441,5831,1323,3996,961,4029,905,6505,1186,42,69,11110,1973,45,74,103,122,177,174,138,138,350,219,199,242,726,505,1167,538,3943,1060,1583,663,1122,415,1162,507,395,260,0,268,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,77536,6871,787512,19269,469355,12361,292786,12042,980138,19677,382643,11282,187698,8250,666036,12435,872105,14988,1370591,18041,797994,21604,383536,13218,364554,11481,42341,3632,6145295,33344,45491,4300,558173,15903,386133,11046,235718,10904,809726,18773,328561,10386,155046,7001,555717,11775,652694,14320,1160534,16882,595742,15448,301048,11991,324816,9805,35896,3295,853275,18966,18311,3621,166553,9178,51122,4269,30141,3961,90408,5850,28249,2655,14783,2843,44538,3796,99782,6549,134029,5581,102760,7093,40173,4329,28097,3000,4329,1365,136085,8558,1922,843,8806,1948,5353,1357,3702,1276,19357,2644,3682,1006,1957,903,4035,986,13742,3447,25053,3409,34443,3971,9142,2074,4774,1682,117,147,260845,11012,7455,4321,28523,4026,11352,2149,7646,1974,35520,3411,14215,2130,4621,1367,19840,3199,28695,3898,29381,2989,50585,4964,15800,3118,5260,1769,1952,683,279325,9541,4357,1174,25457,3543,15395,2281,15579,2812,25127,2804,7936,1861,11291,1655,41906,3332,77192,4718,21594,2245,14464,2814,17373,2372,1607,602,47,79,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
