GEO_ID,C08117_001E,C08117_001M,C08117_002E,C08117_002M,C08117_003E,C08117_003M,C08117_004E,C08117_004M,C08117_005E,C08117_005M,C08117_006E,C08117_006M,C08117_007E,C08117_007M,C08117_008E,C08117_008M,C08117_009E,C08117_009M,C08117_010E,C08117_010M,C08117_011E,C08117_011M,C08117_012E,C08117_012M,C08117_013E,C08117_013M,C08117_014E,C08117_014M,C08117_015E,C08117_015M,C08117_016E,C08117_016M,C08117_017E,C08117_017M,C08117_018E,C08117_018M,C08117_019E,C08117_019M,C08117_020E,C08117_020M,C08117_021E,C08117_021M,C08117_022E,C08117_022M,C08117_023E,C08117_023M,C08117_024E,C08117_024M,C08117_025E,C08117_025M,C08117_026E,C08117_026M,C08117_027E,C08117_027M,C08117_028E,C08117_028M,C08117_029E,C08117_029M,C08117_030E,C08117_030M,C08117_031E,C08117_031M,C08117_032E,C08117_032M,C08117_033E,C08117_033M,C08117_034E,C08117_034M,C08117_035E,C08117_035M,C08117_036E,C08117_036M,NAME,C08117_001MA,C08117_001EA,C08117_002MA,C08117_002EA,C08117_003MA,C08117_003EA,C08117_004MA,C08117_004EA,C08117_005EA,C08117_005MA,C08117_006MA,C08117_006EA,C08117_007MA,C08117_007EA,C08117_008EA,C08117_008MA,C08117_009EA,C08117_009MA,C08117_010EA,C08117_010MA,C08117_011EA,C08117_011MA,C08117_012MA,C08117_012EA,C08117_013MA,C08117_013EA,C08117_014MA,C08117_014EA,C08117_015EA,C08117_015MA,C08117_016EA,C08117_016MA,C08117_017MA,C08117_017EA,C08117_018EA,C08117_018MA,C08117_019EA,C08117_019MA,C08117_020EA,C08117_020MA,C08117_021EA,C08117_021MA,C08117_022EA,C08117_022MA,C08117_023MA,C08117_023EA,C08117_024MA,C08117_024EA,C08117_025EA,C08117_025MA,C08117_026EA,C08117_026MA,C08117_027EA,C08117_027MA,C08117_028MA,C08117_028EA,C08117_029EA,C08117_029MA,C08117_030EA,C08117_030MA,C08117_031EA,C08117_031MA,C08117_032EA,C08117_032MA,C08117_033MA,C08117_033EA,C08117_034MA,C08117_034EA,C08117_035EA,C08117_035MA,C08117_036EA,C08117_036MA,state
0400000US01,1671917,14302,191808,9323,515384,12281,512515,10423,284192,9566,168018,7202,1414985,16145,143789,8184,427119,11231,449107,9698,248743,8556,146227,6950,170962,8471,34924,3408,58043,4795,42976,3296,20435,2677,14584,1707,7236,1863,1981,1261,3144,850,1367,828,461,293,283,232,37397,3324,7557,1565,15208,2745,8425,1603,3141,878,3066,824,41337,3575,3557,959,11870,1628,10640,1708,11412,1704,3858,1043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249316,4810,14499,1926,65214,4097,91390,4147,49122,2985,29091,2297,172965,4979,8083,1548,43959,3423,64665,4061,35442,2705,20816,2135,35038,2629,3049,821,9354,1634,13317,1495,5734,1358,3584,796,2544,722,459,338,768,371,799,396,114,125,404,302,27139,2025,2122,496,8672,1071,8570,1212,4774,918,3001,734,11630,1644,786,481,2461,697,4039,881,3058,1043,1286,448,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2172851,13387,271832,8609,514209,14278,748693,15407,407887,11338,230230,6904,1667505,16782,172178,7608,388878,12612,600372,13269,322963,10104,183114,6047,282165,9859,67497,5897,77512,5984,80692,5463,35830,3457,20634,2414,38272,4081,10839,2058,10037,2001,8732,1695,5392,2276,3272,1019,85966,4897,15991,3437,21841,2595,24016,2637,14727,2096,9391,1649,98943,5564,5327,1521,15941,2523,34881,3379,28975,2692,13819,1731,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1022402,10296,119119,5473,355153,10083,307322,9406,161831,6483,78977,4481,843451,11263,82519,4544,293038,8890,261984,8827,137712,6106,68198,3992,117745,6135,24056,2820,42255,3915,29000,3021,14967,2308,7467,1461,3514,1301,642,412,2132,1122,720,506,20,33,0,260,28251,2618,7534,1645,8747,1359,7373,1410,2997,967,1600,528,29441,3272,4368,947,8981,1947,8245,1407,6135,1119,1712,550,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13415274,34164,2061525,26446,2690524,34842,4010952,33044,2933889,29095,1718384,21133,10055626,35629,1277382,23567,2038497,34170,3169552,30558,2238888,24636,1331307,20457,1574005,22706,426697,13081,337911,12397,402968,11169,266364,9473,140065,6727,602509,15657,169490,8893,110449,5978,121152,6433,129341,6867,72077,4858,546181,14910,124791,7435,110500,6420,132269,7365,108652,5994,69969,4757,636953,12964,63165,5348,93167,5651,185011,7964,190644,8306,104966,5168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1969088,10597,159576,8233,428989,12922,598107,11964,511084,10297,271332,5706,1518857,14173,108367,7514,333405,11954,473911,10650,393691,10013,209483,5725,180951,8534,32685,3981,43950,4620,52422,3612,34347,2956,17547,2253,50371,3803,6402,1575,11715,1981,13430,2625,12025,1915,6799,1149,87427,4553,8323,1595,17671,2559,21309,2147,27407,2209,12717,1771,131482,6393,3799,1008,22248,2596,37035,3808,43614,3860,24786,2250,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1466144,11930,105511,6716,396549,11167,371057,8914,335884,10610,257143,7682,1205714,13825,75518,6089,328209,9705,319152,8487,276088,9802,206747,6766,111127,7101,17011,2538,35613,3690,24478,2901,17955,2485,16070,2200,58425,4471,5200,1348,12374,2425,9937,1691,16720,1976,14194,2014,37950,3798,5600,1877,10321,1798,7391,1767,6540,1453,8098,1495,52928,3493,2182,752,10032,1731,10099,1526,18581,2046,12034,1788,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,344985,4278,32358,3128,109635,5362,92195,4529,65104,3339,45693,3300,281678,5143,22532,2372,90152,4859,77596,4118,53750,3089,37648,2840,32750,2925,6307,1433,9804,1617,7948,1410,5143,1248,3548,881,6490,1361,1114,492,1767,605,1478,620,1128,560,1003,451,10105,1853,1768,646,4140,1277,1697,534,1027,437,1473,423,13962,2115,637,465,3772,976,3476,841,4056,1140,2021,588,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,230832,3914,21288,2203,37203,3019,40555,3105,57678,3566,74108,3645,89927,3965,5158,1142,15866,1916,18482,2260,20965,2540,29456,2182,18171,2455,2773,1015,3567,970,3089,855,3881,944,4861,1194,83884,4158,9996,1763,14947,2164,14839,2004,20156,2242,23946,2405,28592,2549,2434,843,2488,875,3096,932,9606,1819,10968,1294,10258,1739,927,520,335,250,1049,458,3070,896,4877,1202,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6665220,23985,712474,16651,1899965,29491,2114881,26462,1270599,18786,667301,14369,5415475,28813,476417,12525,1544756,26846,1777084,26784,1065108,17351,552110,13554,667647,17590,138321,9138,200969,8963,180701,7873,93895,5175,53761,4071,109359,7639,33200,4220,37898,4182,21443,2572,10485,1679,6333,1640,206352,9870,49314,5460,59887,5420,50318,4290,30068,3103,16765,2187,266387,9365,15222,2978,56455,5234,85335,5125,71043,4499,38332,3060,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
