GEO_ID,B18020A_001E,B18020A_001M,B18020A_002E,B18020A_002M,B18020A_003E,B18020A_003M,B18020A_004E,B18020A_004M,B18020A_005E,B18020A_005M,B18020A_006E,B18020A_006M,B18020A_007E,B18020A_007M,B18020A_008E,B18020A_008M,B18020A_009E,B18020A_009M,B18020A_010E,B18020A_010M,B18020A_011E,B18020A_011M,B18020A_012E,B18020A_012M,B18020A_013E,B18020A_013M,B18020A_014E,B18020A_014M,B18020A_015E,B18020A_015M,B18020A_016E,B18020A_016M,B18020A_017E,B18020A_017M,B18020A_018E,B18020A_018M,B18020A_019E,B18020A_019M,B18020A_020E,B18020A_020M,B18020A_021E,B18020A_021M,B18020A_022E,B18020A_022M,B18020A_023E,B18020A_023M,B18020A_024E,B18020A_024M,B18020A_025E,B18020A_025M,B18020A_026E,B18020A_026M,B18020A_027E,B18020A_027M,B18020A_028E,B18020A_028M,B18020A_029E,B18020A_029M,B18020A_030E,B18020A_030M,B18020A_031E,B18020A_031M,NAME,B18020A_001EA,B18020A_001MA,B18020A_002EA,B18020A_002MA,B18020A_003MA,B18020A_003EA,B18020A_004MA,B18020A_004EA,B18020A_005EA,B18020A_005MA,B18020A_006EA,B18020A_006MA,B18020A_007EA,B18020A_007MA,B18020A_008MA,B18020A_008EA,B18020A_009MA,B18020A_009EA,B18020A_010MA,B18020A_010EA,B18020A_011EA,B18020A_011MA,B18020A_012EA,B18020A_012MA,B18020A_013EA,B18020A_013MA,B18020A_014EA,B18020A_014MA,B18020A_015MA,B18020A_015EA,B18020A_016EA,B18020A_016MA,B18020A_017EA,B18020A_017MA,B18020A_018EA,B18020A_018MA,B18020A_019EA,B18020A_019MA,B18020A_020EA,B18020A_020MA,B18020A_021MA,B18020A_021EA,B18020A_022EA,B18020A_022MA,B18020A_023EA,B18020A_023MA,B18020A_024EA,B18020A_024MA,B18020A_025EA,B18020A_025MA,B18020A_026MA,B18020A_026EA,B18020A_027EA,B18020A_027MA,B18020A_028EA,B18020A_028MA,B18020A_029EA,B18020A_029MA,B18020A_030EA,B18020A_030MA,B18020A_031EA,B18020A_031MA,state
0400000US01,2064557,4446,321418,9523,167116,7037,35990,2966,17606,2190,18384,2220,131126,5672,49813,3527,81313,4168,154302,5524,28231,2689,11605,1773,16626,2425,126071,4887,32795,2565,93276,4556,1743139,9780,856931,7666,341615,4240,261741,5212,79874,4364,515316,6005,459159,6133,56157,3691,886208,6086,344502,3728,206382,5519,138120,5983,541706,5321,373780,6874,167926,6108,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,308656,2043,38509,2626,20952,2140,3658,822,2457,745,1201,504,17294,1908,9486,1434,7808,1253,17557,1728,4080,931,1667,702,2413,633,13477,1498,5711,1119,7766,1221,270147,2795,136493,2241,49239,1301,34877,1500,14362,1405,87254,1924,74057,2374,13197,1541,133654,2042,48955,1364,32813,1876,16142,1608,84699,1628,63610,2081,21089,1793,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2804824,13496,320050,11006,159706,7568,38089,4029,18709,3038,19380,2508,121617,6261,51106,3833,70511,4727,160344,7139,34206,3734,13972,2567,20234,2691,126138,5786,42555,3837,83583,4323,2484774,16756,1241008,10417,519905,7521,412595,7408,107310,5593,721103,7070,618887,7509,102216,4748,1243766,10408,504055,7113,315233,7036,188822,7042,739711,7101,517570,7358,222141,6292,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1381653,5021,241045,8215,122930,4951,25513,2657,12068,1853,13445,1955,97417,4634,37074,3121,60343,3417,118115,5346,23656,2685,7844,1439,15812,2132,94459,4561,27323,2385,67136,4109,1140608,10127,562855,5544,231944,3969,181217,4953,50727,3788,330911,5084,290978,5178,39933,3003,577753,6362,229029,3699,149756,4305,79273,3881,348724,4712,259449,5340,89275,4254,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13931244,54914,1489861,25179,734419,17440,166705,8176,76649,5102,90056,5717,567714,15316,235963,8455,331751,11192,755442,15066,141861,7174,56368,3944,85493,5688,613581,12268,201011,6843,412570,10806,12441383,56047,6277386,33237,2496964,21031,1818632,20324,678332,16691,3780422,21038,3272703,20661,507719,12379,6163997,31308,2407887,18909,1423916,18904,983971,19424,3756110,19467,2596790,17767,1159320,18348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2567070,10092,239536,7505,125880,5709,34692,3269,19558,2430,15134,2186,91188,4453,44182,3190,47006,3340,113656,4771,21341,2467,9360,1705,11981,1753,92315,3877,38083,3073,54232,3372,2327534,12920,1173595,9649,487052,6531,386024,6672,101028,5594,686543,5876,602922,6135,83621,3675,1153939,7370,466449,4997,313978,6578,152471,6445,687490,4698,516032,6507,171458,5473,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1796409,6757,170019,6599,84127,5150,20347,2701,10184,1997,10163,2029,63780,4221,29111,2638,34669,3268,85892,4080,17264,2225,8613,1536,8651,1727,68628,3745,27247,2541,41381,2992,1626390,9768,801665,6869,262235,4828,194585,5026,67650,3689,539430,4709,474516,5847,64914,4206,824725,5408,260291,3637,174616,4524,85675,4661,564434,4438,428427,5784,136007,5050,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,394193,2436,46291,3005,21998,1938,5831,1323,3065,971,2766,973,16167,1522,6571,1092,9596,1271,24293,2204,5578,1258,2930,876,2648,955,18715,1854,6701,1324,12014,1624,347902,3487,172455,2505,63473,1628,50283,1827,13190,1418,108982,1888,95453,2276,13529,1406,175447,2404,63642,1576,44443,2394,19199,2396,111805,1923,82941,2520,28864,2009,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,130056,2164,6033,1156,2523,760,706,423,335,324,371,289,1817,575,1430,529,387,187,3510,854,1067,445,520,256,547,364,2443,689,1166,512,1277,556,124023,2192,61855,1543,27506,1086,23609,1345,3897,947,34349,986,30664,1192,3685,782,62168,1323,31625,978,25464,1204,6161,970,30543,784,23359,1184,7184,1059,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8288627,17911,1004547,16725,495211,10954,95318,5594,45445,3239,49873,4964,399893,10847,158468,6649,241425,8073,509336,12102,84095,5182,39746,3853,44349,3575,425241,10568,141167,6984,284074,8134,7284080,22390,3601659,17479,1329832,11392,1010587,13723,319245,8849,2271827,13833,1960809,15705,311018,10137,3682421,13481,1314723,8535,827665,9911,487058,10316,2367698,10804,1651628,14922,716070,12064,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
