GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,C08524_043E,C08524_043M,C08524_044E,C08524_044M,C08524_045E,C08524_045M,C08524_046E,C08524_046M,C08524_047E,C08524_047M,C08524_048E,C08524_048M,NAME,C08524_001EA,C08524_001MA,C08524_002EA,C08524_002MA,C08524_003EA,C08524_003MA,C08524_004EA,C08524_004MA,C08524_005EA,C08524_005MA,C08524_006EA,C08524_006MA,C08524_007EA,C08524_007MA,C08524_008EA,C08524_008MA,C08524_009EA,C08524_009MA,C08524_010MA,C08524_010EA,C08524_011MA,C08524_011EA,C08524_012MA,C08524_012EA,C08524_013EA,C08524_013MA,C08524_014EA,C08524_014MA,C08524_015EA,C08524_015MA,C08524_016MA,C08524_016EA,C08524_017MA,C08524_017EA,C08524_018MA,C08524_018EA,C08524_019EA,C08524_019MA,C08524_020EA,C08524_020MA,C08524_021MA,C08524_021EA,C08524_022MA,C08524_022EA,C08524_023MA,C08524_023EA,C08524_024EA,C08524_024MA,C08524_025EA,C08524_025MA,C08524_026EA,C08524_026MA,C08524_027MA,C08524_027EA,C08524_028MA,C08524_028EA,C08524_029MA,C08524_029EA,C08524_030EA,C08524_030MA,C08524_031EA,C08524_031MA,C08524_032MA,C08524_032EA,C08524_033MA,C08524_033EA,C08524_034MA,C08524_034EA,C08524_035EA,C08524_035MA,C08524_036EA,C08524_036MA,C08524_037MA,C08524_037EA,C08524_038MA,C08524_038EA,C08524_039MA,C08524_039EA,C08524_040EA,C08524_040MA,C08524_041EA,C08524_041MA,C08524_042MA,C08524_042EA,C08524_043MA,C08524_043EA,C08524_044MA,C08524_044EA,C08524_045EA,C08524_045MA,C08524_046EA,C08524_046MA,C08524_047MA,C08524_047EA,C08524_048MA,C08524_048EA,state
0400000US01,1902128,16556,576589,14882,282206,10491,492120,11513,12491,2329,210622,7540,323184,9891,4916,1182,1599861,17665,502396,13559,226496,9591,428777,10964,6820,1341,164249,7079,266861,10046,4262,1105,205436,9440,46253,3512,35433,3928,41494,3721,3843,1399,37659,3565,40368,3954,386,297,7827,1923,1607,858,3107,1515,844,503,16,31,513,339,1740,616,0,268,45585,3770,8821,1416,11126,2356,9057,1565,1133,781,4945,1124,10391,1874,112,93,43419,3740,17512,2101,6044,1524,11948,1696,679,414,3256,1058,3824,1031,156,209,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,103189,4447,45597,3188,73515,3689,3650,858,39264,3120,29780,2254,3928,999,201624,5975,70784,3959,27495,2416,53695,3580,1467,608,26268,2826,18535,1611,3380,927,44617,3248,13433,1674,8476,1637,10218,1528,530,338,6427,1483,5312,1262,221,158,3701,987,853,430,914,424,1002,509,0,268,252,240,680,468,0,268,36914,2837,12755,1542,5744,1059,6271,1092,1515,629,5408,977,4894,1057,327,285,12067,1657,5364,1131,2968,857,2329,658,138,154,909,557,359,230,0,268,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,834023,13191,436840,13416,693042,13489,13725,2614,306254,9393,265693,10274,6967,1468,1932189,18646,659409,12777,301515,10054,546898,13413,6972,1400,210865,7736,200498,9264,6032,1412,363623,11781,85905,6666,76924,6564,79932,6349,4112,2419,73098,6525,43052,5067,600,366,48737,5031,10334,2727,16113,2954,12457,2182,1070,657,3280,1719,5483,1497,0,268,107973,6340,29899,3449,27755,3558,23343,3696,1175,740,13212,2491,12254,1966,335,274,104022,5974,48476,3958,14533,2278,30412,3199,396,263,5799,1582,4406,1165,0,268,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,343234,9477,189915,7523,297711,9105,17150,1888,129385,5213,221974,7552,1489,534,980236,12802,292258,8739,148545,6319,257713,8021,11075,1595,95163,4582,174110,6335,1372,522,150065,7767,33041,3507,25144,2750,25858,3253,3556,987,26942,3213,35451,4038,73,107,3750,1331,350,365,927,586,944,516,48,64,338,334,1143,986,0,268,35555,3406,6924,1304,9196,1879,5624,1187,1326,625,3850,905,8591,1752,44,69,31252,3349,10661,1780,6103,1136,7572,1735,1145,594,3092,1062,2679,966,0,268,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,5490199,37680,2504571,26810,4000043,35080,194032,9924,1503489,23459,1814472,27445,40549,3897,11508503,41760,4250195,31919,1672020,22309,3079456,32095,95492,5236,1061454,19443,1317903,23346,31983,3694,1949509,26101,499877,14557,339001,13242,429312,13076,71698,6939,313436,12845,291449,12033,4736,1376,733206,18253,207155,8090,196720,9287,186849,7393,4397,1830,40760,5036,96491,6831,834,452,693624,17713,209838,9359,174762,8039,146555,7700,17281,2900,57120,5356,85182,5782,2886,956,662513,13426,323134,9700,122068,6818,157871,5873,5164,1768,30719,4312,23447,3043,110,127,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,859630,13432,353154,10209,587252,11549,12357,1952,243217,8403,212986,8429,7569,1294,1740733,15175,665792,11854,252464,8322,468288,10073,7124,1319,174760,7326,166339,7216,5966,1115,228894,10199,66202,4993,42770,4525,45357,3537,2296,900,47502,4170,23930,2842,837,564,61559,4764,20380,2922,15003,2412,16217,2187,184,242,3258,1055,6473,1776,44,74,107948,5047,39832,3531,25420,3120,19974,2295,1781,1043,9895,2212,10453,1799,593,350,137031,6572,67424,4238,17497,2449,37416,3771,972,536,7802,1569,5791,1557,129,210,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,635726,10995,261787,9589,425516,9254,3320,828,146672,8695,173320,7484,1942,794,1357015,16525,539275,10862,201205,8521,354137,9027,1950,729,117752,7354,141033,6256,1663,746,137578,7316,39951,3470,28018,3798,30171,3159,726,417,19098,2740,19381,2840,233,191,48737,4664,12909,2147,13752,2235,15169,2725,0,268,1693,884,5214,1607,0,268,50770,4593,14767,2105,11499,1689,12409,2145,308,254,6087,2140,5654,1185,46,81,54183,3413,28824,2833,7313,1467,13630,1648,336,241,2042,802,2038,591,0,268,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,151427,5446,59110,4836,105459,4836,2889,1077,43240,3111,42949,3642,694,378,328212,6410,127810,5085,41481,3745,87564,4803,1611,685,35028,2740,34024,3386,694,378,42603,3539,11479,1561,9042,1872,9824,1296,684,541,6135,1110,5439,1397,0,268,7511,1408,1903,682,2541,737,1610,543,0,268,714,462,743,411,0,268,12890,2269,3827,887,3085,1052,2353,903,540,435,1097,574,1988,913,0,268,14552,2167,6408,1286,2961,845,4108,1301,54,90,266,201,755,387,0,268,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,394610,9231,89153,5913,124150,5659,515,381,32984,3620,23961,3183,3695,1392,290822,9233,168568,6498,37401,3730,51524,3577,235,270,18414,2824,12798,2099,1882,629,86128,6647,46225,3254,9878,2383,17314,2775,280,281,9645,2360,1921,827,865,856,243180,7521,147568,5704,35355,3840,47721,3687,0,268,4346,1404,7242,1822,948,433,37828,2597,24653,2134,5203,1104,6006,1127,0,268,287,244,1679,765,0,268,11110,1973,7596,1636,1316,587,1585,611,0,268,292,263,321,319,0,268,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,2417446,23502,1366397,27520,2190062,26642,50994,6691,897447,20288,732735,17500,19744,2410,6145295,33344,2022844,22531,1023948,21160,1821198,23920,24299,3460,652357,16977,584587,15534,16062,2152,853275,18966,199920,7532,179186,9012,189395,8346,16900,3330,178798,9417,86512,5982,2564,1052,136085,8558,18680,2713,55609,5409,35399,4053,1732,790,10421,2104,14197,2216,47,76,260845,11012,52664,4483,75376,6573,51307,3621,7152,4425,36220,3866,37102,4786,1024,428,279325,9541,123338,6512,32278,3610,92763,5042,911,559,19651,3339,10337,2172,47,79,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
