GEO_ID,B08129_001E,B08129_001M,B08129_002E,B08129_002M,B08129_003E,B08129_003M,B08129_004E,B08129_004M,B08129_005E,B08129_005M,B08129_006E,B08129_006M,B08129_007E,B08129_007M,B08129_008E,B08129_008M,B08129_009E,B08129_009M,B08129_010E,B08129_010M,NAME,B08129_001EA,B08129_001MA,B08129_002EA,B08129_002MA,B08129_003MA,B08129_003EA,B08129_004MA,B08129_004EA,B08129_005EA,B08129_005MA,B08129_006EA,B08129_006MA,B08129_007EA,B08129_007MA,B08129_008MA,B08129_008EA,B08129_009MA,B08129_009EA,B08129_010EA,B08129_010MA,state
0400000US01,44419105,652629,32919865,655972,31795060,641473,1124805,101417,2354830,175747,2816340,233521,2083200,133713,1849300,151399,2323190,158804,72380,25188,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5162820,195997,3004340,156330,2880045,155725,124295,33328,506510,62559,389765,46003,426030,60053,518245,52230,302455,49446,15470,11525,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,61371165,700682,46228745,650115,44359985,641142,1868765,169909,3289470,262127,4471955,207156,2576615,205934,1868520,141242,2867310,229813,68545,21463,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24524820,438859,17350425,376498,16708840,365348,641585,72197,1618980,116555,1395240,95102,1836080,157084,834590,102136,1452075,109386,37425,13195,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,401283395,1656564,292488155,1603339,281979360,1589631,10508795,335364,22395375,656279,30930265,616914,14743210,501042,11705685,418199,28538440,692823,482265,74748,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50335150,530139,37580820,580173,35461005,544951,2119820,155062,3209060,183936,3220135,178250,1719025,109406,2001280,144115,2527270,163506,77555,27345,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39679895,535917,29510875,506905,28237140,480148,1273735,141737,3261800,187375,2276720,141421,1592990,138188,770050,90295,2230760,125129,36700,17183,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,9073205,243867,6748850,214604,6474535,219011,274310,48204,705175,101066,374425,66942,595185,69623,285195,89143,359995,68403,4375,3307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,6985030,205364,3669670,203579,3592610,206409,77060,19593,1136190,104492,401795,58256,222175,58858,1303070,135283,250900,49092,1230,1866,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,192589770,1324887,146758335,1269829,136400400,1312124,10357935,424112,10337010,374912,13507005,405246,5969695,276279,5810570,280157,9956605,392825,250550,49191,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,107703750,1149334,81310280,1210754,77528175,1146992,3782100,286293,4978425,241930,6731295,313924,4329030,262610,4258980,241814,5899460,355237,196285,89604,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14323135,313527,9339285,293905,8985270,296658,354015,56716,941005,100834,478440,65547,1372750,112284,1488640,123994,673165,80024,29850,16523,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12350715,312247,8738400,261732,8296745,247934,441650,83553,755575,94198,810205,86857,623750,88209,550850,61497,839780,89226,32160,15273,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,157222075,1465369,120154035,1292894,115486550,1324324,4667485,247780,11939310,407472,10187130,516620,4896370,373547,4046590,272441,5851085,342257,147555,30875,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61789500,671128,48137270,653155,46599090,625210,1538180,123059,4734505,224343,3097575,169973,2125830,125980,1265165,120390,2340460,155223,88700,44148,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25889715,383903,19147425,339599,18591645,346210,555780,63363,1906245,108575,1600025,108151,1295055,89676,606535,67046,1264825,117814,69600,22645,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23546400,312893,17093015,338456,16456025,340082,636990,70624,1616260,99289,1603050,98262,1156330,94471,857615,70432,1173505,90147,46620,20234,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38653290,566872,28900460,534783,27850935,549343,1049525,118524,2255000,121711,2140820,131915,2265940,152350,1153830,109952,1856690,150665,80550,39515,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45121045,716613,33763570,702606,32581880,705397,1181690,88263,2332615,190499,2800380,188099,2661215,200103,1518255,183700,1969395,184222,75615,30940,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14243430,323062,9736185,286521,9317825,285308,418365,76184,1444115,117170,809550,62758,625630,66826,561375,85462,1046795,123991,19780,9046,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,80326930,907202,50421480,782123,48271980,787301,2149500,147886,7028490,341285,5283090,282203,3217725,197108,11336460,521387,2973440,202503,66250,17946,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,79140450,839222,56587290,814547,54744205,801711,1843085,126946,8866640,324808,4337955,184135,3253425,217296,2006525,166900,3969190,283795,119430,37851,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,100192670,710171,77360225,669556,74183760,681871,3176465,154403,7691120,239589,5778940,215317,3228525,173952,1741595,125665,4248110,209241,144165,33753,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54902940,539051,40897350,476926,39340265,463256,1557085,116436,5074320,195735,3416320,138990,1870625,102927,930810,81743,2637815,129153,75700,19493,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27214335,539502,19346415,468465,18704880,472375,641535,94967,1320970,124771,1653215,123886,1919700,153184,1181930,138855,1756690,271996,35420,13914,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,59367495,689856,44496415,664131,42811100,681416,1685315,152123,4719190,197143,3142040,146332,2476380,144224,1694260,142747,2747785,173881,91425,27840,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7388730,208210,4894800,161270,4566175,154804,328625,59402,502855,64546,558860,53349,447115,40669,343605,58184,614740,75479,26755,11019,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15082995,259786,10881695,250463,10452995,238512,428695,69090,1173745,69547,985810,64202,734700,68108,514920,57795,766975,67544,25155,10130,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,25753310,403560,21126390,441186,20530325,441308,596065,82375,738120,77971,1509280,109051,661410,89595,684980,83759,1007945,105552,25190,10538,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16025855,318524,11668170,288981,11287095,276521,381075,55149,1306730,118912,910285,81308,650380,76923,491970,73461,988685,114370,9635,6279,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,113810360,1074053,86987030,1069141,82974955,1080705,4012075,231597,7436630,329945,7189465,233435,4639260,286572,2938550,226087,4500630,299359,118795,49415,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16799500,397154,10655720,356788,10176380,351299,479335,71701,1046645,121063,1407580,140293,1285005,115507,1421955,118191,962650,98120,19950,9760,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,253416970,1816277,177353750,1494943,169504740,1532452,7849010,332653,22062675,623168,26193675,645026,10374875,339981,5841440,353766,11319770,435576,270785,82530,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,88036695,861437,65390085,767352,62870460,807427,2519625,173744,4918015,232669,5406950,209870,4783980,229740,2897780,157597,4536365,280862,103525,25246,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5091305,189824,3403125,168568,3294205,166781,108920,22502,459375,41122,398100,40534,236240,32230,287310,37647,300000,38795,7155,5164,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,112246740,832686,84447250,641024,81828645,682342,2618605,180451,8493835,259155,7490510,232060,3596055,197401,2731985,163187,5325675,469158,161430,42778,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
