GEO_ID,B08129_001E,B08129_001M,B08129_002E,B08129_002M,B08129_003E,B08129_003M,B08129_004E,B08129_004M,B08129_005E,B08129_005M,B08129_006E,B08129_006M,B08129_007E,B08129_007M,B08129_008E,B08129_008M,B08129_009E,B08129_009M,B08129_010E,B08129_010M,NAME,B08129_001EA,B08129_001MA,B08129_002EA,B08129_002MA,B08129_003MA,B08129_003EA,B08129_004MA,B08129_004EA,B08129_005EA,B08129_005MA,B08129_006EA,B08129_006MA,B08129_007EA,B08129_007MA,B08129_008MA,B08129_008EA,B08129_009MA,B08129_009EA,B08129_010EA,B08129_010MA,state
0400000US40,30552605,445487,21599770,412268,20793635,409026,806130,81015,1758135,103728,1919905,104381,1800090,107743,1482430,108980,1948700,131321,43575,13769,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34726235,429459,25122370,400514,24020835,416606,1101535,120111,2644495,148621,2379215,170222,1525795,111122,854630,86653,2147360,157034,52365,18828,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,134468955,1062048,98455095,951220,95393810,963354,3061285,196590,13096990,400104,8220525,348786,4496470,234255,4005045,236211,6055115,228886,139720,59880,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11059340,255112,8106360,235183,7797575,238044,308785,44970,1112825,107843,564720,53193,484085,71518,340620,57696,442145,83637,8590,6380,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42728780,551176,31515695,487947,30266820,505863,1248875,135816,1939795,144301,2839085,169039,2572175,174938,1539890,146657,2265780,178395,56355,18321,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5954460,172138,3902605,145483,3760920,145823,141685,25123,547045,53790,477790,50727,295925,52300,270505,38477,449300,66280,11290,5076,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,61027530,704516,44909770,543235,43725945,533339,1183825,127949,3667915,160142,3881060,230321,2379365,163857,2183685,154333,3888960,252569,116780,56860,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,237178050,1329720,178617570,1348141,172671980,1357287,5945590,281386,11637975,361015,15400920,357568,9303630,282361,7122890,284473,14716905,562445,378160,75327,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22551165,303547,16602150,302887,15777450,304608,824700,92373,1536245,118114,1158675,83897,1261530,112033,1041000,98827,930245,116783,21325,11437,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6335075,183965,4151990,160959,3970870,158491,181120,26834,752930,64167,381850,45660,344380,41367,160880,28781,533350,62262,9700,6326,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,93915735,805434,61841865,829704,59443905,837827,2397960,178722,6427110,301021,6473715,253352,3413675,155971,11871580,309332,3839435,265555,48350,17209,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68714660,718509,49778465,716149,47665185,713859,2113275,167892,4336420,181721,4593480,208722,3558735,202503,3295190,218725,3082940,171971,69430,21604,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17520520,378612,12722765,350583,12382615,344237,340150,66962,1063465,85372,1015605,87520,1299215,136100,708745,88369,694925,93019,15795,6955,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54392475,518178,41378540,435340,40000150,427706,1378390,88234,4261525,166214,3330425,114867,2153210,119819,1027205,105490,2166600,119701,74970,24427,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4220465,199345,3022925,195269,2899105,196988,123820,29604,273970,46301,313695,42780,207765,30563,150900,43168,244410,48303,6805,6486,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,34733425,695415,22289435,532635,21499960,528203,789475,100808,1168305,103559,1791290,137525,6280515,266359,977995,123152,2157145,180914,68740,42806,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
