GEO_ID,B22005A_001E,B22005A_001M,B22005A_002E,B22005A_002M,B22005A_003E,B22005A_003M,NAME,B22005A_001EA,B22005A_001MA,B22005A_002EA,B22005A_002MA,B22005A_003EA,B22005A_003MA,state
0400000US01,1291280,8686,79981,4520,1211299,8888,Alabama,null,null,null,null,null,null,01
0400000US02,175622,2739,7441,1114,168181,2840,Alaska,null,null,null,null,null,null,02
0400000US04,1793084,10722,95085,6241,1697999,12086,Arizona,null,null,null,null,null,null,04
0400000US05,881282,7445,73785,3877,807497,7393,Arkansas,null,null,null,null,null,null,05
0400000US06,8083976,26836,276076,11983,7807900,28769,California,null,null,null,null,null,null,06
0400000US08,1567507,9017,62368,3598,1505139,8711,Colorado,null,null,null,null,null,null,08
0400000US09,1111113,8202,37286,3150,1073827,8422,Connecticut,null,null,null,null,null,null,09
0400000US10,244107,3359,10683,1636,233424,3379,Delaware,null,null,null,null,null,null,10
0400000US11,93997,2617,1471,688,92526,2448,District of Columbia,null,null,null,null,null,null,11
0400000US12,5677510,19793,321691,10634,5355819,22289,Florida,null,null,null,null,null,null,12
0400000US13,2167974,11402,99247,5408,2068727,12804,Georgia,null,null,null,null,null,null,13
0400000US15,141724,3294,5873,1084,135851,3544,Hawaii,null,null,null,null,null,null,15
0400000US16,496311,3827,33237,3158,463074,4630,Idaho,null,null,null,null,null,null,16
0400000US17,3585624,12091,160602,6748,3425022,14584,Illinois,null,null,null,null,null,null,17
0400000US18,2136189,10969,149831,6329,1986358,12674,Indiana,null,null,null,null,null,null,18
0400000US19,1139101,6799,74561,4251,1064540,8238,Iowa,null,null,null,null,null,null,19
0400000US20,937878,7090,48608,2861,889270,7270,Kansas,null,null,null,null,null,null,20
0400000US21,1495911,8552,175116,5479,1320795,10318,Kentucky,null,null,null,null,null,null,21
0400000US22,1118932,8527,125368,5500,993564,9267,Louisiana,null,null,null,null,null,null,22
0400000US23,526815,4567,57375,3549,469440,4902,Maine,null,null,null,null,null,null,23
0400000US24,1348512,7527,33510,2991,1315002,7981,Maryland,null,null,null,null,null,null,24
0400000US25,2106324,11015,82988,5282,2023336,11728,Massachusetts,null,null,null,null,null,null,25
0400000US26,3183474,11251,210541,6377,2972933,13039,Michigan,null,null,null,null,null,null,26
0400000US27,1840463,7834,65395,3955,1775068,8450,Minnesota,null,null,null,null,null,null,27
0400000US28,688530,6393,57042,4161,631488,7294,Mississippi,null,null,null,null,null,null,28
0400000US29,1958121,10057,165831,7217,1792290,11432,Missouri,null,null,null,null,null,null,29
0400000US30,341181,3183,23376,2628,317805,3750,Montana,null,null,null,null,null,null,30
0400000US31,636024,4361,33310,2364,602714,4820,Nebraska,null,null,null,null,null,null,31
0400000US32,720420,7237,22600,2368,697820,6884,Nevada,null,null,null,null,null,null,32
0400000US33,478866,4673,21878,2205,456988,4956,New Hampshire,null,null,null,null,null,null,33
0400000US34,2312468,10351,49540,4325,2262928,11121,New Jersey,null,null,null,null,null,null,34
0400000US35,545106,6091,44054,3132,501052,5797,New Mexico,null,null,null,null,null,null,35
0400000US36,5059473,18173,297556,8229,4761917,20485,New York,null,null,null,null,null,null,36
0400000US37,2515463,14207,131798,6269,2383665,15364,North Carolina,null,null,null,null,null,null,37
0400000US38,254427,2201,13564,1563,240863,2833,North Dakota,null,null,null,null,null,null,38
0400000US39,3832220,13940,254872,7644,3577348,15369,Ohio,null,null,null,null,null,null,39
0400000US40,1074495,9098,97667,5227,976828,10366,Oklahoma,null,null,null,null,null,null,40
0400000US41,1281808,7240,139112,5895,1142696,8556,Oregon,null,null,null,null,null,null,41
0400000US42,4196800,13630,237769,7122,3959031,14974,Pennsylvania,null,null,null,null,null,null,42
0400000US44,350890,3722,15024,1698,335866,4031,Rhode Island,null,null,null,null,null,null,44
0400000US45,1146934,9050,57118,4595,1089816,10137,South Carolina,null,null,null,null,null,null,45
0400000US46,285683,2890,15194,1991,270489,3190,South Dakota,null,null,null,null,null,null,46
0400000US47,1911568,11327,194506,7822,1717062,12965,Tennessee,null,null,null,null,null,null,47
0400000US48,5939927,18826,467915,12039,5472012,19104,Texas,null,null,null,null,null,null,48
0400000US49,723504,5369,39195,3501,684309,6402,Utah,null,null,null,null,null,null,49
0400000US50,241958,2199,19892,1992,222066,2405,Vermont,null,null,null,null,null,null,50
0400000US51,2140877,10636,88239,5466,2052638,12606,Virginia,null,null,null,null,null,null,51
0400000US53,2076271,8764,155310,7198,1920961,11906,Washington,null,null,null,null,null,null,53
0400000US54,705993,6114,82600,4800,623393,7186,West Virginia,null,null,null,null,null,null,54
0400000US55,2007867,7416,77791,4003,1930076,8014,Wisconsin,null,null,null,null,null,null,55
0400000US56,192916,2524,10053,1508,182863,2735,Wyoming,null,null,null,null,null,null,56
0400000US72,956273,9667,263795,6449,692478,9199,Puerto Rico,null,null,null,null,null,null,72
