GEO_ID,C14004_001E,C14004_001M,C14004_002E,C14004_002M,C14004_003E,C14004_003M,C14004_004E,C14004_004M,C14004_005E,C14004_005M,C14004_006E,C14004_006M,C14004_007E,C14004_007M,C14004_008E,C14004_008M,C14004_009E,C14004_009M,C14004_010E,C14004_010M,C14004_011E,C14004_011M,C14004_012E,C14004_012M,C14004_013E,C14004_013M,C14004_014E,C14004_014M,C14004_015E,C14004_015M,C14004_016E,C14004_016M,NAME,C14004_001MA,C14004_001EA,C14004_002MA,C14004_002EA,C14004_003EA,C14004_003MA,C14004_004EA,C14004_004MA,C14004_005EA,C14004_005MA,C14004_006MA,C14004_006EA,C14004_007MA,C14004_007EA,C14004_008MA,C14004_008EA,C14004_009EA,C14004_009MA,C14004_010EA,C14004_010MA,C14004_011EA,C14004_011MA,C14004_012MA,C14004_012EA,C14004_013MA,C14004_013EA,C14004_014EA,C14004_014MA,C14004_015EA,C14004_015MA,C14004_016EA,C14004_016MA,state
0400000US01,3541734,2600,214570,6828,501,323,120060,4866,55053,3605,38956,3401,33677,3292,234,262,13862,1941,11539,2197,8042,1388,3293487,7653,184149,2110,278294,5916,517099,6878,2313945,5699,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487292,676,31715,2597,115,116,12221,1539,7588,1297,11791,1705,4927,1266,47,79,1537,576,1304,641,2039,753,450650,3041,32904,636,52859,2192,67386,2737,297501,2433,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4506643,1491,301551,10624,2777,911,150276,6624,80308,5715,68190,3726,65807,5233,682,539,19526,3117,20463,2629,25136,2682,4139285,11467,247233,1420,382794,7435,734057,6444,2775201,5158,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145130,2171,124918,6111,738,378,65955,3967,32499,3116,25726,2463,18999,2600,0,260,7933,1544,4964,1311,6102,1481,2001213,7431,115295,1782,177967,5321,315112,4901,1392839,5359,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27234841,3105,2099879,27775,16899,2130,1116099,18807,504795,16906,462086,12662,498064,15271,2234,1131,175947,9832,153583,7171,166300,6436,24636898,28233,1592082,3594,2032539,18569,4352125,17447,16660152,15101,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3576694,1805,238700,7269,502,294,121358,6272,65635,4081,51205,3579,61220,4176,159,154,22338,3042,20084,2457,18639,2068,3276774,7946,189952,1480,277612,7554,621471,5652,2187739,5543,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713793,1092,123900,5485,498,414,62026,3910,28702,2754,32674,2826,75984,5576,252,215,37879,3352,17467,2508,20386,2881,2513909,6674,149182,1008,163391,4161,343953,3844,1857383,3873,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,656669,732,33817,3194,329,309,17444,2153,8831,1555,7213,1320,12403,1814,145,225,5092,1250,3283,841,3883,826,610449,3644,33071,801,49509,2599,95429,2020,432440,1712,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419087,564,11174,1967,174,217,3680,1133,4496,1174,2824,770,25051,2713,0,286,7813,1509,11289,1747,5949,1205,382862,3096,15334,637,20154,1372,89821,1991,257553,1505,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14040729,4027,759175,15503,3680,1018,411667,11179,175288,7020,168540,6547,240000,10322,1305,672,89266,5773,65451,4737,83978,5564,13041554,16644,700083,3634,983946,11940,1843636,9131,9513889,10810,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6853654,3604,412639,12436,1701,720,212123,7942,107046,6070,91769,5559,118203,6929,502,367,46372,4311,37739,4781,33590,2844,6322812,14252,382984,3080,577803,10657,1178797,11677,4183228,7825,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,989280,756,59093,3131,1071,554,30835,2405,13636,1701,13551,1725,21163,2384,174,226,9198,1674,5816,1281,5975,1321,909024,3810,48448,897,70637,2853,133141,2736,656798,2514,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1087412,1357,64923,3273,101,170,32720,2578,16586,1755,15516,1731,19629,2212,0,256,11796,1503,3084,863,4749,1105,1002860,3986,64613,1017,101151,3172,166462,2701,670634,2785,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9754093,2702,585516,12090,3017,1889,312946,8444,140861,6694,128692,5983,256914,8443,510,349,119733,5844,74958,4569,61713,3595,8911663,15893,541801,2881,696205,9997,1529498,9032,6144159,8434,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4770011,2206,277423,7979,610,450,149175,5267,72205,5249,55433,4428,67991,4254,219,187,32605,3278,15678,1941,19489,1859,4424597,8164,268826,2050,361853,6830,726980,6548,3066938,5843,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
