GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001EA,B17015_001MA,B17015_002EA,B17015_002MA,B17015_003EA,B17015_003MA,B17015_004MA,B17015_004EA,B17015_005MA,B17015_005EA,B17015_006EA,B17015_006MA,B17015_007EA,B17015_007MA,B17015_008EA,B17015_008MA,B17015_009MA,B17015_009EA,B17015_010MA,B17015_010EA,B17015_011EA,B17015_011MA,B17015_012EA,B17015_012MA,B17015_013EA,B17015_013MA,B17015_014MA,B17015_014EA,B17015_015MA,B17015_015EA,B17015_016MA,B17015_016EA,B17015_017EA,B17015_017MA,B17015_018EA,B17015_018MA,B17015_019EA,B17015_019MA,B17015_020MA,B17015_020EA,B17015_021MA,B17015_021EA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024EA,B17015_024MA,B17015_025MA,B17015_025EA,B17015_026MA,B17015_026EA,B17015_027MA,B17015_027EA,B17015_028EA,B17015_028MA,B17015_029EA,B17015_029MA,B17015_030EA,B17015_030MA,B17015_031MA,B17015_031EA,B17015_032MA,B17015_032EA,B17015_033EA,B17015_033MA,B17015_034EA,B17015_034MA,B17015_035EA,B17015_035MA,B17015_036MA,B17015_036EA,B17015_037MA,B17015_037EA,B17015_038MA,B17015_038EA,B17015_039EA,B17015_039MA,B17015_040EA,B17015_040MA,B17015_041EA,B17015_041MA,B17015_042MA,B17015_042EA,B17015_043MA,B17015_043EA,B17015_044MA,B17015_044EA,B17015_045MA,B17015_045EA,B17015_046EA,B17015_046MA,B17015_047MA,B17015_047EA,state
0400000US01,1223725,12107,167857,7451,51803,4304,15169,2025,2866,731,12303,1971,36634,3909,4424,1397,32210,3596,116054,6123,14187,2348,2994,840,749,501,2245,751,11193,2175,802,364,10391,2160,101867,5836,17124,2312,6108,1536,11016,1784,84743,5491,14058,2458,70685,4564,1055868,11879,839354,12087,229813,5379,14335,1449,215478,5132,609541,10915,17391,2101,592150,10690,216514,8572,56839,4071,13280,1704,1447,595,11833,1651,43559,3682,2354,852,41205,3321,159675,7718,52122,3266,9475,1265,42647,3249,107553,6899,7460,1381,100093,6727,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12968,1619,4110,1011,344,253,13,21,331,252,3766,988,605,263,3161,842,8858,1340,1869,755,183,112,43,57,140,103,1686,737,497,292,1189,645,6989,1213,1179,544,706,442,473,317,5810,1188,1692,634,4118,949,144219,3896,112243,3721,19036,1693,1671,600,17365,1554,93207,3392,2359,673,90848,3249,31976,2732,11304,1432,1785,555,726,398,1059,386,9519,1269,377,250,9142,1258,20672,2356,4485,1088,931,357,3554,1047,16187,2007,953,406,15234,1925,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,158604,7054,65939,4404,13320,1738,1986,819,11334,1604,52619,3949,4822,1270,47797,3591,92665,5147,15767,2345,1650,697,330,244,1320,676,14117,2315,1878,632,12239,2115,76898,4846,7685,1299,2108,637,5577,1123,69213,4819,15730,2357,53483,4314,1300856,13424,1012514,13510,297730,6542,13899,2223,283831,6605,714784,11883,19125,2169,695659,11849,288342,9478,94466,6107,15846,2044,1824,648,14022,1882,78620,5502,1029,441,77591,5515,193876,6957,44208,3540,6657,1111,37551,3497,149668,6277,8781,2066,140887,6138,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,99721,4887,38842,3070,12141,1685,2046,567,10095,1497,26701,2574,3010,858,23691,2339,60879,4015,8869,1678,2605,979,763,497,1842,818,6264,1402,1000,427,5264,1348,52010,3848,9460,1458,3563,957,5897,1081,42550,3516,6979,1307,35571,3376,642723,8963,516703,9085,152551,5438,8775,1426,143776,5272,364152,8346,9869,1383,354283,8274,126020,6721,37448,2959,9460,1463,1509,572,7951,1281,27988,2991,1197,524,26791,2956,88572,5383,23952,2375,4377,964,19575,2216,64620,4744,3595,836,61025,4726,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,850405,19044,372605,12436,54097,5043,9520,1659,44577,4728,318508,11233,52344,5483,266164,9526,477800,13770,91101,5874,11552,2406,2608,1108,8944,2206,79549,5700,14812,2594,64737,4846,386699,12438,36516,4306,12275,2339,24241,3103,350183,12317,123178,6945,227005,9615,7430714,33196,5638516,35492,1230412,16407,96082,4913,1134330,15533,4408104,33738,160385,7252,4247719,32449,1792198,22028,622772,15068,103451,5665,18464,2536,84987,5160,519321,14600,29235,3582,490086,14329,1169426,17304,281760,7352,50643,3604,231117,7677,887666,16902,87740,4840,799926,16980,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,96785,5476,39241,3411,6399,1351,561,287,5838,1321,32842,3072,3026,964,29816,3027,57544,4424,9334,2240,1201,486,452,293,749,392,8133,2197,1070,529,7063,2144,48210,3748,4314,1180,1262,615,3052,1061,43896,3720,9383,1595,34513,3380,1067436,11611,868592,11797,170651,4647,7498,1243,163153,4485,697941,11448,13885,1753,684056,11746,198844,7621,70643,4738,9047,1356,1108,512,7939,1341,61596,4707,1682,791,59914,4716,128201,5541,25291,2323,3961,784,21330,2197,102910,5130,5321,1278,97589,4785,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,55456,4438,16864,2562,3377,882,474,358,2903,831,13487,2326,1993,875,11494,2041,38592,3755,3952,1391,558,343,48,79,510,337,3394,1335,501,398,2893,1283,34640,3505,4730,1137,1464,663,3266,962,29910,3351,10025,2236,19885,2861,837832,10251,658280,9529,160490,5217,5985,971,154505,5125,497790,8378,7804,1235,489986,8386,179552,6452,52443,4114,12559,1761,740,416,11819,1808,39884,3849,1468,489,38416,3857,127109,5391,28858,2908,3740,988,25118,2583,98251,4770,8446,2000,89805,4415,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,16516,1825,4927,1231,1225,588,109,114,1116,571,3702,1044,349,361,3353,914,11589,1553,1408,646,256,231,56,96,200,203,1152,646,0,262,1152,646,10181,1522,1045,546,220,189,825,519,9136,1343,1991,610,7145,1391,199666,4286,154711,4499,42990,2178,1478,411,41512,2189,111721,3915,3333,733,108388,3884,44955,3174,12604,1671,2883,866,415,244,2468,830,9721,1547,501,338,9220,1470,32351,2605,6710,1205,552,282,6158,1148,25641,2389,1157,506,24484,2390,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,18159,2336,3086,890,899,593,100,119,799,583,2187,747,358,256,1829,712,15073,2088,1535,704,181,203,0,286,181,203,1354,704,723,507,631,478,13538,1969,2258,841,630,443,1628,689,11280,1865,5511,1265,5769,1239,90324,3841,51126,3254,11110,1436,269,209,10841,1403,40016,2828,796,378,39220,2756,39198,3171,8543,1591,2332,789,596,425,1736,673,6211,1289,360,328,5851,1276,30655,2617,7235,1232,1279,469,5956,1170,23420,2491,2833,863,20587,2445,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,445037,12690,172052,8304,52432,4186,6353,1718,46079,3852,119620,7574,10389,1615,109231,6971,272985,8965,40462,4217,7728,1512,1047,540,6681,1518,32734,3932,3295,1156,29439,3779,232523,8451,32839,3673,7541,1626,25298,3259,199684,8070,31587,3236,168097,8661,4149766,25646,3207221,23352,1084511,13333,44957,2995,1039554,12952,2122710,18246,53478,4477,2069232,17906,942545,16940,282490,10060,58981,4234,8108,1526,50873,3850,223509,9488,7077,1357,216432,9576,660055,13887,174445,6695,28848,2788,145597,6316,485610,12221,23615,3001,461995,11766,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
