GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001EA,B17015_001MA,B17015_002EA,B17015_002MA,B17015_003EA,B17015_003MA,B17015_004MA,B17015_004EA,B17015_005MA,B17015_005EA,B17015_006EA,B17015_006MA,B17015_007EA,B17015_007MA,B17015_008EA,B17015_008MA,B17015_009MA,B17015_009EA,B17015_010MA,B17015_010EA,B17015_011EA,B17015_011MA,B17015_012EA,B17015_012MA,B17015_013EA,B17015_013MA,B17015_014MA,B17015_014EA,B17015_015MA,B17015_015EA,B17015_016MA,B17015_016EA,B17015_017EA,B17015_017MA,B17015_018EA,B17015_018MA,B17015_019EA,B17015_019MA,B17015_020MA,B17015_020EA,B17015_021MA,B17015_021EA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024EA,B17015_024MA,B17015_025MA,B17015_025EA,B17015_026MA,B17015_026EA,B17015_027MA,B17015_027EA,B17015_028EA,B17015_028MA,B17015_029EA,B17015_029MA,B17015_030EA,B17015_030MA,B17015_031MA,B17015_031EA,B17015_032MA,B17015_032EA,B17015_033EA,B17015_033MA,B17015_034EA,B17015_034MA,B17015_035EA,B17015_035MA,B17015_036MA,B17015_036EA,B17015_037MA,B17015_037EA,B17015_038MA,B17015_038EA,B17015_039EA,B17015_039MA,B17015_040EA,B17015_040MA,B17015_041EA,B17015_041MA,B17015_042MA,B17015_042EA,B17015_043MA,B17015_043EA,B17015_044MA,B17015_044EA,B17015_045MA,B17015_045EA,B17015_046EA,B17015_046MA,B17015_047MA,B17015_047EA,state
0400000US13,2285356,15485,264016,8042,79343,4630,19711,1910,3787,1221,15924,1722,59632,4351,5866,1157,53766,4317,184673,6779,26840,3314,5839,1493,1188,579,4651,1451,21001,3126,1907,626,19094,3186,157833,6562,22034,2815,5851,1939,16183,1998,135799,6291,26123,3033,109676,5572,2021340,16632,1564564,16668,327356,8574,17361,2090,309995,8486,1237208,13917,24437,2269,1212771,13655,456776,10043,129764,6531,25236,3269,4298,1138,20938,2948,104528,5784,2819,827,101709,5683,327012,8432,72833,4414,12509,1797,60324,4069,254179,8134,14977,2270,239202,8259,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305789,4989,23445,2364,9595,1321,2721,759,612,292,2109,726,6874,1272,1303,611,5571,1149,13850,2069,2573,784,761,465,241,246,520,365,1812,684,46,76,1766,687,11277,1994,1313,534,317,336,996,359,9964,1888,3566,1138,6398,1369,282344,5042,220071,4940,66446,3185,2754,739,63692,3283,153625,4160,5117,1115,148508,4300,62273,3233,19703,1913,6095,1248,697,471,5398,1146,13608,1953,564,337,13044,1978,42570,2817,15974,1645,1561,607,14413,1551,26596,2232,1677,567,24919,2129,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372230,5271,38217,2566,18154,1799,2446,610,289,174,2157,592,15708,1691,1162,389,14546,1669,20063,2392,2637,771,210,196,0,256,210,196,2427,771,65,117,2362,770,17426,2273,1907,718,602,390,1305,642,15519,2146,1568,699,13951,2078,334013,5371,281313,6461,70379,2934,2738,631,67641,2870,210934,5893,6093,1209,204841,5630,52700,4228,18533,2297,3413,854,388,252,3025,808,15120,2047,591,365,14529,1997,34167,3368,8439,1337,1374,690,7065,1117,25728,3153,1586,581,24142,3118,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3126131,16885,286603,8945,96041,5509,19172,2226,2697,751,16475,2116,76869,5025,8381,1522,68488,4652,190562,8102,22471,2679,4036,1131,704,397,3332,1012,18435,2698,2418,997,16017,2572,168091,8036,22748,2709,6090,1275,16658,2387,145343,7349,28342,3690,117001,6448,2839528,17258,2234077,17344,506584,9050,21910,2346,484674,8836,1727493,15052,37274,3198,1690219,14645,605451,11519,180441,7263,38701,3021,4961,903,33740,2961,141740,6570,6027,1471,135713,6513,425010,9561,105751,4532,13395,1898,92356,4293,319259,8252,20815,2242,298444,8153,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1639949,14074,148206,6424,49853,3763,11019,1414,2320,715,8699,1197,38834,3518,6898,1666,31936,3161,98353,6005,14102,1646,2427,790,458,357,1969,716,11675,1642,2726,994,8949,1481,84251,5740,10587,1801,2751,760,7836,1604,73664,5222,23197,3017,50467,3962,1491743,15106,1211924,16458,290614,6254,13354,1754,277260,5767,921310,14593,19921,1699,901389,14528,279819,8313,86306,4741,15643,1667,1954,635,13689,1474,70663,4450,2189,587,68474,4396,193513,6592,49909,3387,6808,1492,43101,2863,143604,5658,8395,1657,135209,5636,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,790132,7973,59201,3204,22913,2000,5101,821,892,404,4209,784,17812,1811,2715,721,15097,1741,36288,2907,5506,1164,503,271,80,128,423,249,5003,1143,1408,871,3595,796,30782,2620,2828,775,1016,568,1812,603,27954,2484,10028,1674,17926,2042,730931,8525,615887,9205,160229,4200,5911,998,154318,4165,455658,8361,10356,1451,445302,8283,115044,4419,32525,2939,5482,1054,649,296,4833,1014,27043,2670,1271,617,25772,2550,82519,3567,17860,1639,2799,753,15061,1486,64659,3247,4122,944,60537,3314,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,715841,7568,60394,3618,22420,1974,4360,860,642,297,3718,759,18060,1941,2416,711,15644,1843,37974,3240,5893,1476,785,435,61,52,724,435,5108,1421,640,492,4468,1371,32081,2801,3348,921,887,580,2461,681,28733,2589,9579,1659,19154,2130,655447,8112,542284,9566,129030,3789,5026,1188,124004,3528,413254,7803,8323,1470,404931,7755,113163,4831,34751,2636,5790,1127,515,307,5275,1098,28961,2706,706,428,28255,2697,78412,4360,17885,1919,2702,675,15183,1784,60527,4031,3899,1117,56628,3874,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119243,11078,149521,6061,65750,4404,19276,2246,5055,1112,14221,1741,46474,3750,8977,1622,37497,3626,83771,4697,10271,1524,2876,811,349,267,2527,743,7395,1368,1977,724,5418,1180,73500,4491,12023,1755,3941,977,8082,1655,61477,3888,15558,2685,45919,3549,969722,11907,786101,11747,215902,6542,14889,1841,201013,6401,570199,9693,16663,2056,553536,9556,183621,6660,54843,4191,14732,2155,2955,896,11777,1817,40111,3478,1345,521,38766,3452,128778,5720,36537,2728,6590,1085,29947,2697,92241,5181,7875,1464,84366,5050,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,183193,7692,50281,3401,12422,1712,2150,705,10272,1511,37859,2948,5018,1244,32841,2655,132912,6927,13362,2021,2531,903,1158,640,1373,658,10831,1907,988,587,9843,1866,119550,6524,18112,2161,4606,998,13506,1938,101438,6139,13843,2420,87595,5954,953812,13268,718470,13862,181244,6487,12115,1761,169129,6483,537226,11623,17644,2019,519582,11443,235342,8418,62015,5057,15769,2074,2877,897,12892,1703,46246,4425,2195,627,44051,4415,173327,6723,45281,3266,8383,1314,36898,3103,128046,6056,9348,1440,118698,5947,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,32066,2640,12331,1823,4103,935,782,375,3321,881,8228,1571,3136,1047,5092,1070,19735,2367,4338,1013,651,385,261,306,390,222,3687,960,914,502,2773,822,15397,2052,1104,459,272,212,832,398,14293,1960,6357,1498,7936,1421,323403,5989,265744,6294,75070,3251,4323,868,70747,3203,190674,5591,6973,1201,183701,5521,57659,3754,21250,2030,4407,833,680,404,3727,727,16843,1878,881,608,15962,1686,36409,3275,9052,1268,1336,423,7716,1188,27357,3111,3126,797,24231,2961,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,83703,5927,24255,2771,6250,1621,500,299,5750,1625,18005,2267,2404,862,15601,2123,59448,5119,6316,1483,1123,435,124,148,999,413,5193,1439,1139,621,4054,1308,53132,4665,5396,1165,1520,569,3876,1057,47736,4448,11779,2544,35957,3662,1314268,13510,997594,12424,218857,5275,9102,1721,209755,5392,778737,12077,14271,1935,764466,11714,316674,8666,83589,4439,15938,1949,1930,820,14008,1724,67651,4564,2454,786,65197,4617,233085,8064,47527,3589,6153,1338,41374,3241,185558,7301,10362,2217,175196,7353,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,118636,5983,34123,3214,8620,1795,2344,1185,6276,1261,25503,2842,3308,887,22195,2806,84513,5593,10558,2477,2520,1151,139,160,2381,1141,8038,1848,1074,547,6964,1726,73955,5063,8055,1404,2421,819,5634,1194,65900,4846,24585,3260,41315,4101,1451036,12071,1132086,14616,264736,8018,12926,1831,251810,7675,867350,12141,19310,2233,848040,11831,318950,8350,91473,5707,22662,2314,2950,890,19712,2283,68811,4886,3450,840,65361,4819,227477,7787,58531,3568,7610,1536,50921,3225,168946,6880,16188,2805,152758,6265,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2594228,16786,257314,7987,81653,3799,18239,1793,2847,808,15392,1621,63414,3559,12147,2082,51267,3231,175661,7155,27460,2968,3932,866,771,351,3161,775,23528,2853,5241,1388,18287,2629,148201,6859,17831,2148,7072,1398,10759,1730,130370,6195,40397,3370,89973,5238,2336914,16419,1865119,17496,472683,7824,23489,2126,449194,7462,1392436,14161,33745,2725,1358691,13839,471795,9373,141366,6082,29582,2392,4333,905,25249,2116,111784,5951,4405,867,107379,6003,330429,8196,87026,4079,13882,1705,73144,3721,243403,7528,19909,2107,223494,7258,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
