GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001EA,B22003_001MA,B22003_002EA,B22003_002MA,B22003_003MA,B22003_003EA,B22003_004MA,B22003_004EA,B22003_005EA,B22003_005MA,B22003_006EA,B22003_006MA,B22003_007EA,B22003_007MA,state
0400000US01,1788692,9253,195884,7349,118250,6432,77634,4263,1592808,10516,192142,6848,1400666,12165,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,17123,1561,8281,1184,8842,1140,216129,2404,15729,1851,200400,2858,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,161128,7300,88992,5948,72136,4760,2042885,10805,189238,8152,1853647,12000,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,124855,4861,79709,3968,45146,3329,962687,7760,107535,5297,855152,8159,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,550043,14987,317301,11856,232742,8111,11547851,25485,1115576,19897,10432275,28559,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,90000,4386,50801,3209,39199,3443,1729037,8010,148540,6184,1580497,9015,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,71343,4209,40990,3749,30353,2938,1252495,7214,77210,4612,1175285,8565,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,20636,1946,11374,1488,9262,1181,297004,3273,19218,1794,277786,3565,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,24542,2158,15055,2002,9487,1447,223671,3521,26473,2866,197198,3969,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,554593,11916,262818,9775,291775,8334,6494207,23943,618383,16093,5875824,23391,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3320278,14891,281724,8863,171723,6732,110001,6772,3038554,15586,299981,9663,2738573,17081,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,28485,2668,14563,2205,13922,1540,401522,4150,30529,2297,370993,4508,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,39699,3700,24580,2789,15119,2203,492436,5077,48689,3335,443747,5307,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,358607,9765,204714,7298,153893,6668,4332413,17501,349540,10390,3982873,18473,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,213201,8534,124051,6452,89150,5834,2229809,13237,169649,6669,2060160,15200,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,86574,4615,48574,3278,38000,3301,1114259,8557,83542,3623,1030717,8640,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,67309,3642,40939,3084,26370,2532,1004629,7299,89523,3828,915106,7766,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,208720,6235,139978,5106,68742,4204,1445178,11054,148710,6710,1296468,11958,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,294669,9224,156337,7406,138332,6211,1381930,11425,174062,7102,1207868,12389,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,62142,3417,33561,2828,28581,2565,480016,5048,37083,2867,442933,5755,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,98598,5694,50810,4881,47788,4888,1987049,9063,122580,6956,1864469,11983,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,130036,6922,80564,5695,49472,3599,2317996,12703,196923,7318,2121073,12256,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,354306,9749,203798,7346,150508,6442,3533688,15734,294379,8315,3239309,17535,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,103848,5406,60972,4223,42876,3327,1916296,7938,129470,4902,1786826,8511,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,163851,6256,98485,5334,65366,4985,920183,8531,129752,6022,790431,8896,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,234902,7611,139467,6722,95435,4866,2050378,11629,168396,5850,1881982,12983,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,30032,2736,17582,2166,12450,1785,338236,3850,34382,2577,303854,4407,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
