GEO_ID,B14003_001E,B14003_001M,B14003_002E,B14003_002M,B14003_003E,B14003_003M,B14003_004E,B14003_004M,B14003_005E,B14003_005M,B14003_006E,B14003_006M,B14003_007E,B14003_007M,B14003_008E,B14003_008M,B14003_009E,B14003_009M,B14003_010E,B14003_010M,B14003_011E,B14003_011M,B14003_012E,B14003_012M,B14003_013E,B14003_013M,B14003_014E,B14003_014M,B14003_015E,B14003_015M,B14003_016E,B14003_016M,B14003_017E,B14003_017M,B14003_018E,B14003_018M,B14003_019E,B14003_019M,B14003_020E,B14003_020M,B14003_021E,B14003_021M,B14003_022E,B14003_022M,B14003_023E,B14003_023M,B14003_024E,B14003_024M,B14003_025E,B14003_025M,B14003_026E,B14003_026M,B14003_027E,B14003_027M,B14003_028E,B14003_028M,B14003_029E,B14003_029M,B14003_030E,B14003_030M,B14003_031E,B14003_031M,B14003_032E,B14003_032M,B14003_033E,B14003_033M,B14003_034E,B14003_034M,B14003_035E,B14003_035M,B14003_036E,B14003_036M,B14003_037E,B14003_037M,B14003_038E,B14003_038M,B14003_039E,B14003_039M,B14003_040E,B14003_040M,B14003_041E,B14003_041M,B14003_042E,B14003_042M,B14003_043E,B14003_043M,B14003_044E,B14003_044M,B14003_045E,B14003_045M,B14003_046E,B14003_046M,B14003_047E,B14003_047M,B14003_048E,B14003_048M,B14003_049E,B14003_049M,B14003_050E,B14003_050M,B14003_051E,B14003_051M,B14003_052E,B14003_052M,B14003_053E,B14003_053M,B14003_054E,B14003_054M,B14003_055E,B14003_055M,B14003_056E,B14003_056M,B14003_057E,B14003_057M,NAME,B14003_001EA,B14003_001MA,B14003_002MA,B14003_002EA,B14003_003MA,B14003_003EA,B14003_004EA,B14003_004MA,B14003_005EA,B14003_005MA,B14003_006MA,B14003_006EA,B14003_007EA,B14003_007MA,B14003_008MA,B14003_008EA,B14003_009EA,B14003_009MA,B14003_010EA,B14003_010MA,B14003_011MA,B14003_011EA,B14003_012EA,B14003_012MA,B14003_013MA,B14003_013EA,B14003_014MA,B14003_014EA,B14003_015EA,B14003_015MA,B14003_016EA,B14003_016MA,B14003_017MA,B14003_017EA,B14003_018MA,B14003_018EA,B14003_019MA,B14003_019EA,B14003_020EA,B14003_020MA,B14003_021EA,B14003_021MA,B14003_022MA,B14003_022EA,B14003_023MA,B14003_023EA,B14003_024MA,B14003_024EA,B14003_025EA,B14003_025MA,B14003_026EA,B14003_026MA,B14003_027EA,B14003_027MA,B14003_028MA,B14003_028EA,B14003_029MA,B14003_029EA,B14003_030EA,B14003_030MA,B14003_031EA,B14003_031MA,B14003_032EA,B14003_032MA,B14003_033MA,B14003_033EA,B14003_034MA,B14003_034EA,B14003_035MA,B14003_035EA,B14003_036MA,B14003_036EA,B14003_037EA,B14003_037MA,B14003_038EA,B14003_038MA,B14003_039EA,B14003_039MA,B14003_040MA,B14003_040EA,B14003_041MA,B14003_041EA,B14003_042EA,B14003_042MA,B14003_043EA,B14003_043MA,B14003_044EA,B14003_044MA,B14003_045EA,B14003_045MA,B14003_046MA,B14003_046EA,B14003_047EA,B14003_047MA,B14003_048EA,B14003_048MA,B14003_049EA,B14003_049MA,B14003_050MA,B14003_050EA,B14003_051EA,B14003_051MA,B14003_052MA,B14003_052EA,B14003_053EA,B14003_053MA,B14003_054EA,B14003_054MA,B14003_055MA,B14003_055EA,B14003_056EA,B14003_056MA,B14003_057MA,B14003_057EA,state
0400000US01,4272024,4428,2056488,5013,465572,8135,13160,1580,118172,4557,142958,5265,77404,3004,31614,2191,42066,3581,23523,2439,16675,2123,78835,4908,13321,1607,19889,2115,17385,2183,10562,1929,3498,821,4811,1212,4511,1403,4858,1109,1512081,7115,34265,3351,8628,1829,4055,1103,6629,1495,22279,2350,105495,4287,253224,4069,1077506,3792,2215536,4324,482874,7630,13581,2024,111846,4504,134839,5369,76301,2473,33865,2365,49277,3558,35098,3054,28067,2574,80169,4894,11748,1575,22549,2821,15609,2146,9558,1388,3675,1126,5738,1249,7353,1847,3939,787,1652493,6927,35766,2954,9322,1853,3197,995,4430,1022,15313,2023,94585,4059,259982,5743,1229898,4532,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,612449,1478,311157,1855,83494,2314,2243,546,21213,1824,25631,1798,14626,1089,6886,932,4266,977,3784,879,4845,1054,9304,1540,1882,659,2611,860,1776,647,867,616,441,299,648,361,217,251,862,450,218359,2053,6247,999,1977,574,557,253,1044,474,3592,805,19332,1170,33453,1823,152157,1737,301292,1829,81968,3010,2406,610,20320,1707,22940,1794,14279,905,4719,895,5658,1089,4174,791,7472,1297,12077,2155,1812,622,3436,1122,1857,569,1525,544,523,370,660,402,1087,568,1177,636,207247,2901,5339,945,2059,751,851,293,725,354,4735,1099,15157,1353,33563,1587,144818,1821,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5556247,6475,2764656,4451,687759,10657,19192,2722,186707,6467,205685,6513,113181,2533,41520,3139,53193,4275,37606,3448,30675,3347,83908,6174,13865,1775,16535,2394,13469,2785,6235,1431,3267,1047,8411,2080,10288,1860,11838,2068,1992989,9835,64681,4424,13513,1822,6076,1782,8985,2112,30912,2791,144290,4585,383861,4029,1340671,4432,2791591,5613,697608,9164,17235,2514,180258,7179,190474,7439,108933,2107,45359,3058,63742,4205,46567,4228,45040,3086,85643,5388,13433,1829,19292,2501,11811,2009,6593,1285,3138,834,6982,1713,10652,1760,13742,1930,2008340,8880,57774,4806,15506,2582,4098,1211,6765,1848,22281,2927,129501,4861,345854,4969,1426561,4070,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2591202,3905,1259192,3902,295385,5518,10139,1621,79399,3254,85866,2964,53120,1782,24421,2103,19891,2382,13433,1882,9116,1378,34896,3102,6665,1206,9824,1564,6270,1111,3414,815,1295,502,2880,1014,2097,798,2451,736,928911,5123,21912,2569,5138,932,1894,626,3481,999,14084,1902,64166,3320,158550,2982,659686,3594,1332010,3580,307723,6001,9666,1606,74569,3144,84971,3953,50467,1900,19795,1918,27266,2565,20663,2280,20326,2004,35549,2945,6059,1073,8328,1346,6110,987,2743,653,1079,448,3884,1016,3126,907,4220,1328,988738,5800,21695,2150,5631,1298,1936,816,2808,852,11665,1400,61429,3469,154706,3639,728868,3316,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33703118,14529,16695780,11354,4391651,24188,149631,7345,1094090,15778,1293010,17034,729904,6505,283504,6974,389553,10563,241818,8186,210141,9023,695996,15311,115264,5986,153239,7957,126293,6080,60711,4122,27474,3228,64168,5729,73414,4751,75433,4736,11608133,24369,308789,8590,58368,4538,21101,2492,30785,3351,155380,6093,771807,10878,2239239,9306,8022664,11693,17007338,9404,4471392,23675,138763,7277,1066476,15982,1209901,17941,700788,6360,286044,6337,435209,10224,306410,12624,327801,9913,722562,16289,110944,6037,147728,7617,119420,6346,59856,4361,32312,2973,72585,5124,83356,4999,96361,5078,11813384,20417,280270,8150,52346,4703,22644,3060,29171,4578,128704,6407,677845,10405,2066266,14380,8556138,10715,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4363063,5065,2183428,4660,517080,8011,15640,2184,127893,4057,153138,5225,84761,2248,33675,2454,48101,3969,30843,3057,23029,2433,84990,5147,14224,1771,19101,2247,13645,1946,6510,1189,3460,1002,8340,1990,10144,1749,9566,1565,1581358,8597,41363,3286,11953,2215,3855,1230,5028,1232,20180,2116,103282,4389,326621,4054,1069076,4174,2179635,4225,519956,7871,14901,2347,126291,4720,145916,5539,84289,2394,32078,2273,46331,3418,37466,2796,32684,2946,81089,4276,12363,1660,17943,2259,10855,1450,5062,988,4266,1133,10000,1884,10458,1731,10142,1485,1578590,7281,40913,3070,12523,2813,3852,1187,4963,1137,14695,2171,96900,3711,291658,4135,1113086,4188,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3273182,3596,1583436,2556,356942,6337,14202,1852,94514,3560,114280,4219,66785,1608,19943,1838,20762,2240,12907,2021,13549,1447,80128,4962,12732,1628,12519,1513,11833,2200,7461,1090,5449,1049,12753,1693,8714,1712,8667,1806,1146366,5716,18832,2615,4683,1101,2378,715,2601,795,12482,1860,62213,2716,171016,2701,872161,2753,1689746,2864,364838,5969,11758,1785,94870,3924,105910,3486,64765,1704,20368,1799,26561,2497,17591,2131,23015,2280,86934,5404,15320,1755,11203,1335,11255,1585,6471,1241,7834,1512,14118,2309,8901,1771,11832,2048,1237974,6112,16563,1676,4041,1142,2496,871,1849,776,7670,1468,53143,2720,170993,2402,981219,3191,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,786350,1406,381133,1743,77041,2975,3293,1035,18370,1829,23609,2247,14460,769,5120,812,5909,1225,3438,898,2842,984,20517,2607,2931,738,5973,1430,3935,951,1792,509,885,359,2447,860,1010,385,1544,549,283575,2736,5759,1170,1226,532,899,435,1321,597,3497,933,19184,1639,47179,1155,204510,1160,405217,1452,77934,3617,2108,670,17191,2015,21464,1508,13241,887,4843,826,7569,1527,6253,1244,5265,975,24090,2165,2716,676,7638,1219,3924,935,2198,678,926,340,1816,643,2378,793,2494,627,303193,3135,6354,1141,1688,608,603,451,533,263,2158,714,17691,1623,47285,1641,226881,1365,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,492453,1362,231570,1511,39043,2009,2710,925,11376,1332,12368,1440,5899,648,2017,607,1941,1007,1390,724,1342,551,17738,2298,1323,538,1896,666,2195,697,1464,400,547,347,3509,1268,4497,866,2307,840,174789,2496,4135,1183,980,593,222,197,229,233,1486,584,6708,944,42799,1023,118230,1107,260883,1338,40856,1736,2319,821,11237,1381,12134,1340,6246,811,568,270,1268,430,3887,1083,3197,781,22702,2272,1357,468,1763,580,3356,767,1393,539,270,187,3997,774,6792,1454,3774,1073,197325,2579,3214,1039,494,311,287,239,277,215,861,355,8475,1117,46241,1797,137476,1265,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16726000,10362,8128937,10918,1712112,18485,50195,4742,432825,9897,508496,10951,305089,5312,115707,5248,142446,7065,80523,4851,76831,4382,360203,11206,63261,4887,81505,5334,71472,4922,32870,3268,15261,2140,35002,4172,26782,2722,34050,2759,6056622,15761,115831,6937,36416,4463,11476,2544,21781,3414,78728,5348,367374,7699,926541,7728,4498475,7497,8597063,10418,1766123,14563,44909,4735,413950,9982,487226,10148,297309,5457,122423,4953,170166,5448,107882,5951,122258,5950,389613,12380,65371,5630,81322,5579,65657,4123,30334,3076,15692,2120,37209,3561,40371,3867,53657,4570,6441327,16133,116272,6518,28127,4042,10960,2057,17685,2515,62386,4357,322485,6830,902276,7269,4981136,7764,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
