GEO_ID,B18023_001E,B18023_001M,B18023_002E,B18023_002M,B18023_003E,B18023_003M,B18023_004E,B18023_004M,B18023_005E,B18023_005M,B18023_006E,B18023_006M,B18023_007E,B18023_007M,B18023_008E,B18023_008M,B18023_009E,B18023_009M,B18023_010E,B18023_010M,B18023_011E,B18023_011M,B18023_012E,B18023_012M,B18023_013E,B18023_013M,B18023_014E,B18023_014M,B18023_015E,B18023_015M,B18023_016E,B18023_016M,B18023_017E,B18023_017M,B18023_018E,B18023_018M,B18023_019E,B18023_019M,B18023_020E,B18023_020M,B18023_021E,B18023_021M,B18023_022E,B18023_022M,B18023_023E,B18023_023M,B18023_024E,B18023_024M,B18023_025E,B18023_025M,B18023_026E,B18023_026M,B18023_027E,B18023_027M,B18023_028E,B18023_028M,B18023_029E,B18023_029M,B18023_030E,B18023_030M,B18023_031E,B18023_031M,NAME,B18023_001MA,B18023_001EA,B18023_002MA,B18023_002EA,B18023_003EA,B18023_003MA,B18023_004EA,B18023_004MA,B18023_005EA,B18023_005MA,B18023_006MA,B18023_006EA,B18023_007MA,B18023_007EA,B18023_008EA,B18023_008MA,B18023_009EA,B18023_009MA,B18023_010EA,B18023_010MA,B18023_011MA,B18023_011EA,B18023_012MA,B18023_012EA,B18023_013EA,B18023_013MA,B18023_014EA,B18023_014MA,B18023_015EA,B18023_015MA,B18023_016MA,B18023_016EA,B18023_017MA,B18023_017EA,B18023_018EA,B18023_018MA,B18023_019EA,B18023_019MA,B18023_020EA,B18023_020MA,B18023_021MA,B18023_021EA,B18023_022MA,B18023_022EA,B18023_023MA,B18023_023EA,B18023_024EA,B18023_024MA,B18023_025EA,B18023_025MA,B18023_026MA,B18023_026EA,B18023_027MA,B18023_027EA,B18023_028MA,B18023_028EA,B18023_029EA,B18023_029MA,B18023_030EA,B18023_030MA,B18023_031MA,B18023_031EA,state
0400000US01,2894176,5043,180929,7740,95971,5626,31865,3008,11485,1945,20380,2348,64106,4249,14496,1832,49610,3564,84958,4401,19267,2160,6023,1232,13244,1826,65691,3865,11601,1519,54090,3227,2713247,8123,1304759,5849,514995,5062,369760,7042,145235,5846,789764,5217,632669,7010,157095,5251,1408488,5298,545935,5069,315059,7485,230876,8406,862553,5226,553651,7702,308902,7530,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426990,1889,21926,2391,10804,1509,3819,807,2133,673,1686,546,6985,1324,2635,837,4350,1026,11122,1649,3858,932,1493,598,2365,708,7264,1303,2444,723,4820,1152,405064,3134,204274,2268,76075,1781,51483,1916,24592,1841,128199,1951,101481,2946,26718,2293,200790,2105,76846,1491,46418,2269,30428,2304,123944,1729,87644,2377,36300,2309,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3667827,4564,153580,6158,75936,4584,25164,2819,10737,1723,14427,2240,50772,3723,13996,1842,36776,3564,77644,4876,22698,2782,6922,1399,15776,2288,54946,3786,12623,1905,42323,3196,3514247,8232,1757455,5752,760840,5067,580870,6615,179970,6799,996615,3976,810002,7517,186613,6264,1756792,6770,731776,4608,433800,7326,297976,7717,1025016,4242,671598,6720,353418,7178,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1738224,3831,117684,6962,58438,4279,17416,2400,5501,1352,11915,2003,41022,3591,8552,1364,32470,3259,59246,3901,15856,2220,3915,1045,11941,1999,43390,3026,7743,1583,35647,3045,1620540,8219,793309,5490,321310,4788,237292,5536,84018,4636,471999,4265,375705,5207,96294,3846,827231,5000,324920,4070,201012,5405,123908,5141,502311,4025,342817,5938,159494,5462,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22906307,11669,843458,19340,399856,14249,137249,8330,46779,4805,90470,6379,262607,9804,71921,5900,190686,6996,443602,11069,105717,6778,34134,3215,71583,5183,337885,9192,78457,5050,259428,8000,22062849,24002,11033255,18670,4605101,13513,3230152,18384,1374949,21642,6428154,10963,5258287,18236,1169867,16337,11029594,14073,4496007,11601,2546491,18860,1949516,20469,6533587,9903,4224499,20037,2309088,21604,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3053504,4420,109304,6271,54820,4454,22314,2540,10171,1462,12143,1951,32506,3201,11299,1857,21207,2341,54484,3547,15016,2042,5341,1216,9675,1644,39468,3141,12005,1623,27463,3119,2944200,8095,1489138,5668,619459,4215,480866,5858,138593,5771,869679,4451,731174,5845,138505,5348,1455062,5653,588362,3956,385402,7691,202960,7603,866700,4617,624481,6091,242219,7768,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2215438,3697,76936,4119,39196,2874,13450,1926,6074,1377,7376,1224,25746,2860,6844,1330,18902,2599,37740,2913,10634,1603,4303,1184,6331,1092,27106,2432,8608,1376,18498,2129,2138502,6065,1044704,3642,362118,3272,257431,4664,104687,4964,682586,3459,578988,5298,103598,4747,1093798,4615,363643,3183,234520,5183,129123,5131,730155,3065,534074,5924,196081,5985,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,535270,1881,20296,2613,10007,1652,4392,1207,1575,647,2817,969,5615,1170,1554,615,4061,964,10289,1665,2495,796,834,316,1661,727,7794,1367,2481,865,5313,1127,514974,3372,249559,2269,94223,1745,70324,2156,23899,1876,155336,1361,128503,2328,26833,2012,265415,2201,98378,1574,66625,2797,31753,2883,167037,1641,117291,3091,49746,2539,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,349668,1304,14174,1873,6428,1299,2500,872,346,269,2154,873,3928,992,1161,545,2767,889,7746,1425,2391,951,650,366,1741,923,5355,1302,1130,452,4225,1087,335494,2287,159571,1754,66806,1319,47646,1696,19160,1764,92765,1138,72550,2279,20215,2206,175923,1613,74833,1110,52560,1957,22273,1829,101090,1391,67839,2766,33251,2516,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10879045,9146,485659,11459,239792,8406,75322,4811,28400,2854,46922,3719,164470,7195,40868,3076,123602,6833,245867,7476,60240,4200,23307,2817,36933,3339,185627,7041,41182,3587,144445,5910,10393386,14783,5085874,11765,1930996,7939,1406801,12009,524195,10424,3154878,8391,2569756,14965,585122,12448,5307512,10523,1944881,7722,1194429,11822,750452,11642,3362631,8262,2241681,14903,1120950,14368,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
