GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,NAME,B25011_001MA,B25011_001EA,B25011_002MA,B25011_002EA,B25011_003EA,B25011_003MA,B25011_004EA,B25011_004MA,B25011_005MA,B25011_005EA,B25011_006MA,B25011_006EA,B25011_007MA,B25011_007EA,B25011_008EA,B25011_008MA,B25011_009MA,B25011_009EA,B25011_010MA,B25011_010EA,B25011_011MA,B25011_011EA,B25011_012MA,B25011_012EA,B25011_013MA,B25011_013EA,B25011_014EA,B25011_014MA,B25011_015EA,B25011_015MA,B25011_016MA,B25011_016EA,B25011_017MA,B25011_017EA,B25011_018MA,B25011_018EA,B25011_019EA,B25011_019MA,B25011_020EA,B25011_020MA,B25011_021MA,B25011_021EA,B25011_022MA,B25011_022EA,B25011_023EA,B25011_023MA,B25011_024MA,B25011_024EA,B25011_025EA,B25011_025MA,B25011_026EA,B25011_026MA,B25011_027EA,B25011_027MA,B25011_028EA,B25011_028MA,B25011_029EA,B25011_029MA,B25011_030EA,B25011_030MA,B25011_031MA,B25011_031EA,B25011_032EA,B25011_032MA,B25011_033MA,B25011_033EA,B25011_034EA,B25011_034MA,B25011_035MA,B25011_035EA,B25011_036MA,B25011_036EA,B25011_037EA,B25011_037MA,B25011_038EA,B25011_038MA,B25011_039MA,B25011_039EA,B25011_040MA,B25011_040EA,B25011_041MA,B25011_041EA,B25011_042MA,B25011_042EA,B25011_043EA,B25011_043MA,B25011_044MA,B25011_044EA,B25011_045MA,B25011_045EA,B25011_046MA,B25011_046EA,B25011_047MA,B25011_047EA,B25011_048EA,B25011_048MA,B25011_049EA,B25011_049MA,state
0400000US01,1788692,9253,1261475,13183,935425,11861,762955,11400,102110,4848,509788,8433,151057,4063,172470,6330,42745,3192,8804,1600,28536,2652,5405,1011,129725,5913,17175,2519,83865,4627,28685,2404,326050,9149,296604,8759,26341,2901,140205,6205,130058,4579,29446,2675,8913,1436,17119,2297,3414,700,527217,11869,288300,8889,128202,6213,54914,4241,62484,3633,10804,1414,160098,7819,28281,3545,13911,2483,13042,2352,1328,560,131817,7469,65291,4716,59600,4978,6926,1213,238917,8499,199124,8110,64848,4900,89115,5421,45161,3147,39793,3553,30269,3247,8893,1709,631,312,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,112217,3811,90505,3483,12092,1464,68129,3304,10284,1064,21712,2008,7176,1233,1400,563,5175,984,601,239,14536,1772,1832,649,10677,1574,2027,565,34802,2624,26542,2156,1593,539,18708,1870,6241,968,8260,1401,1328,487,6486,1271,446,252,86233,3244,44970,2647,25848,1795,11888,1457,12794,1376,1166,470,19122,2131,5997,1219,2468,905,3263,764,266,197,13125,1841,5511,1087,7054,1213,560,327,41263,2893,30870,2736,9919,1606,17061,1923,3890,768,10393,1518,6432,1372,3884,793,77,71,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,1090229,13802,890559,12078,126455,5831,547165,9108,216939,5242,199670,7319,60462,3916,13744,2288,39098,3387,7620,1557,139208,6503,24673,2876,88886,4775,25649,2206,412228,11958,337948,10651,34250,4350,167179,7084,136519,5126,74280,4709,21371,2780,40602,3158,12307,1856,701556,12519,369231,11817,187894,8861,90337,5664,82714,5676,14843,1690,181337,9460,49771,5103,26816,3489,21947,3096,1008,391,131566,6675,66288,5428,60744,4952,4534,1176,332325,10825,243110,9472,86500,5426,110213,7237,46397,3163,89215,5812,64552,4189,23354,3634,1309,496,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,550416,10718,458677,9925,66931,3526,289403,7305,102343,3904,91739,5882,25185,2478,3574,947,17420,2006,4191,827,66554,4627,9480,1787,43083,3801,13991,1645,186409,5253,166241,5539,11569,2188,79085,3991,75587,3854,20168,2074,4756,1274,12151,1542,3261,792,350717,8790,192028,6676,96868,4793,46694,3399,41783,3581,8391,1253,95160,5497,21132,2553,8833,1808,11876,1979,423,239,74028,4816,34542,2874,36500,3372,2986,673,158689,6154,129544,5649,37380,3643,62263,4653,29901,2071,29145,3438,20154,2567,8484,1866,507,263,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,5377358,30786,4382300,29497,504798,12813,3047975,27848,829527,12211,995058,15163,335066,10679,71386,5981,221552,8541,42128,3089,659992,12337,72751,4808,433760,10636,153481,6292,1692780,20242,1391072,18964,94295,5906,706002,14869,590775,10178,301708,8380,55251,4353,192461,7594,53996,3399,5027756,31936,2903761,27747,1628821,24685,596865,14393,902104,18158,129852,6121,1274940,19749,378807,12471,172861,9879,193794,9667,12152,1606,896133,15986,321215,11445,526689,12524,48229,4509,2123995,24852,1568242,19762,419857,13757,790042,16946,358343,9360,555753,15721,354181,11790,183424,8115,18148,1870,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,898755,10832,768198,10719,119452,4682,527737,9217,121009,3295,130557,5645,43111,2895,10150,1865,28747,2581,4214,930,87446,4528,16079,2543,57634,3486,13733,1590,334940,9539,276017,8658,35337,3276,155902,6238,84778,3623,58923,3512,20365,2408,33301,2498,5257,1011,585342,11059,265466,8624,139635,6663,65831,4966,64833,4374,8971,1611,125831,6844,36866,4096,18094,2994,18005,2645,767,387,88965,5135,43612,3586,42555,4544,2798,742,319876,9294,237424,8263,88545,5962,105178,5725,43701,2787,82452,5722,62604,4875,19263,3307,585,279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,696220,10233,583697,9219,55479,3553,418354,7243,109864,4172,112523,5946,32416,2809,5921,1608,22008,2023,4487,935,80107,4831,7664,1710,56429,3968,16014,1892,223723,6812,190652,6062,14780,2078,92139,4346,83733,3500,33071,2733,8785,1491,20131,2435,4155,862,403895,8863,197068,7694,91447,5700,31841,2984,48292,4130,11314,1485,105621,5288,23979,3351,9748,2268,12998,2464,1233,468,81642,4970,32273,3400,45405,3596,3964,1174,206827,7473,168686,6735,36306,3592,80425,4660,51955,3586,38141,4208,23664,2978,12727,2578,1750,626,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,168018,4429,137742,4299,17586,1607,91082,3588,29074,1720,30276,2688,8668,1509,1628,593,5945,1263,1095,481,21608,2375,4567,1360,13030,1521,4011,855,61842,2834,51055,2820,4154,1009,25978,2207,20923,1623,10787,1331,2406,719,6305,1141,2076,530,87780,3942,48164,3372,21896,2639,9682,1705,10131,1766,2083,730,26268,2575,5344,1148,2150,784,3194,897,0,262,20924,2162,10683,1540,9611,1579,630,364,39616,2922,30309,2759,9377,1661,13115,1909,7817,1113,9307,1425,6548,1249,2428,803,331,275,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,54290,2663,36674,2584,5932,1147,21701,2145,9041,1322,17616,1665,4012,924,647,373,2559,853,806,393,13604,1386,1437,572,7464,1040,4703,897,51228,3118,43222,2773,6675,1181,24725,1906,11822,1452,8006,1289,2220,656,4878,912,908,462,142695,3688,54193,3328,17538,2009,4864,1107,10688,1627,1986,664,36655,2892,6066,1434,1423,684,3965,1132,678,387,30589,2361,11923,1393,15688,1754,2978,931,88502,3711,73822,3793,24413,2697,35731,2738,13678,1515,14680,1684,11252,1365,3236,879,192,168,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,3456206,26151,2809464,23184,287636,9825,1724286,17308,797542,10535,646742,12653,174923,7478,33580,3653,118152,6174,23191,2490,471819,10551,59597,3885,315055,8840,97167,4907,1447743,18928,1211626,18482,89853,5534,559584,14924,562189,8578,236117,7661,46611,4011,140169,5283,49337,3359,2144851,23516,1138597,19864,569809,13515,208594,8765,291897,9405,69318,4185,568788,15287,148029,7980,73666,5659,68975,5388,5388,1358,420759,12522,181338,8847,218535,9414,20886,2614,1006254,19695,751052,16001,219150,8742,352676,11572,179226,7584,255202,9530,166971,7229,79686,4876,8545,1604,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
