GEO_ID,B01001D_001E,B01001D_001M,B01001D_002E,B01001D_002M,B01001D_003E,B01001D_003M,B01001D_004E,B01001D_004M,B01001D_005E,B01001D_005M,B01001D_006E,B01001D_006M,B01001D_007E,B01001D_007M,B01001D_008E,B01001D_008M,B01001D_009E,B01001D_009M,B01001D_010E,B01001D_010M,B01001D_011E,B01001D_011M,B01001D_012E,B01001D_012M,B01001D_013E,B01001D_013M,B01001D_014E,B01001D_014M,B01001D_015E,B01001D_015M,B01001D_016E,B01001D_016M,B01001D_017E,B01001D_017M,B01001D_018E,B01001D_018M,B01001D_019E,B01001D_019M,B01001D_020E,B01001D_020M,B01001D_021E,B01001D_021M,B01001D_022E,B01001D_022M,B01001D_023E,B01001D_023M,B01001D_024E,B01001D_024M,B01001D_025E,B01001D_025M,B01001D_026E,B01001D_026M,B01001D_027E,B01001D_027M,B01001D_028E,B01001D_028M,B01001D_029E,B01001D_029M,B01001D_030E,B01001D_030M,B01001D_031E,B01001D_031M,NAME,B01001D_001MA,B01001D_001EA,B01001D_002MA,B01001D_002EA,B01001D_003EA,B01001D_003MA,B01001D_004MA,B01001D_004EA,B01001D_005EA,B01001D_005MA,B01001D_006MA,B01001D_006EA,B01001D_007MA,B01001D_007EA,B01001D_008EA,B01001D_008MA,B01001D_009EA,B01001D_009MA,B01001D_010EA,B01001D_010MA,B01001D_011EA,B01001D_011MA,B01001D_012MA,B01001D_012EA,B01001D_013MA,B01001D_013EA,B01001D_014EA,B01001D_014MA,B01001D_015EA,B01001D_015MA,B01001D_016EA,B01001D_016MA,B01001D_017EA,B01001D_017MA,B01001D_018EA,B01001D_018MA,B01001D_019EA,B01001D_019MA,B01001D_020EA,B01001D_020MA,B01001D_021EA,B01001D_021MA,B01001D_022EA,B01001D_022MA,B01001D_023EA,B01001D_023MA,B01001D_024EA,B01001D_024MA,B01001D_025EA,B01001D_025MA,B01001D_026EA,B01001D_026MA,B01001D_027EA,B01001D_027MA,B01001D_028MA,B01001D_028EA,B01001D_029EA,B01001D_029MA,B01001D_030EA,B01001D_030MA,B01001D_031EA,B01001D_031MA,state
0400000US01,38444,2253,18529,1494,881,350,1561,497,1751,558,557,266,813,367,1807,703,1370,574,1425,504,3126,533,3323,846,1141,518,513,284,261,230,0,270,19915,1389,539,276,1909,609,1102,386,786,444,323,224,882,432,1853,592,2309,694,3837,796,2641,699,2513,543,884,456,337,217,0,270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,28838,1908,13457,1340,1414,621,677,365,1441,404,471,192,718,412,1309,633,634,247,527,364,2155,577,2382,698,747,421,703,449,279,261,0,233,15381,1185,873,383,567,307,1647,643,633,261,581,643,1077,578,278,252,1268,345,2710,487,2981,483,1431,188,848,353,295,170,192,197,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,129197,2470,60816,1495,4435,713,4318,758,4311,807,2381,535,1239,255,5097,698,5970,490,6477,558,11221,642,7293,640,4033,58,3099,483,861,385,81,133,68381,1562,4350,583,4235,774,3856,918,1886,343,1102,162,4349,661,5609,563,7943,435,12932,618,10208,727,6513,375,3784,438,1487,327,127,162,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,25249,2206,12374,1424,846,345,317,292,439,258,550,412,347,308,852,563,2316,934,928,418,2515,767,1575,548,1072,429,367,280,250,286,0,260,12875,1565,1560,647,581,347,691,321,519,291,232,225,1080,613,1104,451,1785,626,1582,634,1764,634,1545,475,194,177,0,260,238,259,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4365548,14931,2096654,9733,132787,3727,132913,5660,142561,5664,90104,1914,50667,1408,148140,2387,162313,2359,186048,2855,349684,2752,303676,2606,197518,1329,116962,1368,65942,2157,17339,2081,2268894,8468,124232,3332,127635,5549,133115,5001,83905,1907,44837,1306,147107,2165,172490,2231,201291,2229,386055,3024,350349,2246,230331,1573,148396,1416,94542,2208,24609,2445,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,117506,3181,53537,2030,3205,607,3488,914,3475,814,2298,558,1717,733,3419,811,4772,888,6393,732,10599,1023,6630,756,4291,752,2342,578,612,289,296,263,63969,2261,4845,697,4215,988,3250,757,1875,569,1750,710,4431,928,5005,789,6677,1281,13820,1343,7255,825,5316,833,2782,551,2240,600,508,343,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,108644,2036,54179,1162,3538,645,3670,630,3242,668,2183,558,1355,526,3502,629,4383,454,6771,496,10719,474,7794,575,4103,489,2091,529,578,309,250,227,54465,1516,3531,672,3941,863,3541,782,1765,659,1547,619,2884,751,4686,560,6549,563,10711,609,7656,635,4754,518,1804,466,968,408,128,202,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22376,744,11112,606,961,142,656,284,627,284,458,162,179,195,635,213,943,150,1588,231,2225,385,1168,423,803,301,650,346,133,167,86,107,11264,437,725,96,777,253,572,187,191,153,159,164,693,262,1163,116,1461,143,2157,478,1596,522,1232,283,416,248,122,116,0,262,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15566,1303,6699,797,89,170,99,161,385,526,0,286,0,286,282,339,1505,491,866,441,1281,561,1057,570,453,276,305,333,377,242,0,286,8867,732,363,373,132,210,0,286,385,526,0,286,1026,524,1452,541,1479,102,1562,503,800,483,1002,506,214,193,392,308,60,95,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,371385,5489,169825,3638,11179,1437,11064,1649,12194,1613,6813,1121,3945,993,12864,1391,13258,1258,15527,1334,32401,1833,23272,1424,15825,816,8221,966,2959,839,303,195,201560,3935,13312,1196,13280,1808,11519,1383,6843,953,3437,1062,12868,1628,16676,1730,19523,1321,36948,2141,30288,1530,20548,1069,10525,1074,4635,821,1158,394,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,240832,4500,119986,3013,10187,1213,9498,1487,7584,1372,3169,605,1845,829,8888,1526,10387,1208,15330,1134,23972,1562,14140,1196,9169,1100,4500,1054,1168,634,149,211,120846,2595,8358,818,7664,1370,7583,1371,4162,752,1773,623,7812,1136,11001,827,16037,1587,23782,1301,15864,1134,10775,1094,3911,839,1949,836,175,167,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
