GEO_ID,B18006_001E,B18006_001M,B18006_002E,B18006_002M,B18006_003E,B18006_003M,B18006_004E,B18006_004M,B18006_005E,B18006_005M,B18006_006E,B18006_006M,B18006_007E,B18006_007M,B18006_008E,B18006_008M,B18006_009E,B18006_009M,B18006_010E,B18006_010M,B18006_011E,B18006_011M,B18006_012E,B18006_012M,B18006_013E,B18006_013M,B18006_014E,B18006_014M,B18006_015E,B18006_015M,B18006_016E,B18006_016M,B18006_017E,B18006_017M,B18006_018E,B18006_018M,B18006_019E,B18006_019M,B18006_020E,B18006_020M,B18006_021E,B18006_021M,B18006_022E,B18006_022M,B18006_023E,B18006_023M,B18006_024E,B18006_024M,B18006_025E,B18006_025M,B18006_026E,B18006_026M,B18006_027E,B18006_027M,B18006_028E,B18006_028M,B18006_029E,B18006_029M,B18006_030E,B18006_030M,B18006_031E,B18006_031M,B18006_032E,B18006_032M,B18006_033E,B18006_033M,NAME,B18006_001EA,B18006_001MA,B18006_002EA,B18006_002MA,B18006_003EA,B18006_003MA,B18006_004MA,B18006_004EA,B18006_005MA,B18006_005EA,B18006_006EA,B18006_006MA,B18006_007EA,B18006_007MA,B18006_008EA,B18006_008MA,B18006_009MA,B18006_009EA,B18006_010MA,B18006_010EA,B18006_011EA,B18006_011MA,B18006_012EA,B18006_012MA,B18006_013EA,B18006_013MA,B18006_014MA,B18006_014EA,B18006_015MA,B18006_015EA,B18006_016EA,B18006_016MA,B18006_017EA,B18006_017MA,B18006_018EA,B18006_018MA,B18006_019MA,B18006_019EA,B18006_020MA,B18006_020EA,B18006_021MA,B18006_021EA,B18006_022EA,B18006_022MA,B18006_023EA,B18006_023MA,B18006_024MA,B18006_024EA,B18006_025MA,B18006_025EA,B18006_026MA,B18006_026EA,B18006_027EA,B18006_027MA,B18006_028EA,B18006_028MA,B18006_029MA,B18006_029EA,B18006_030MA,B18006_030EA,B18006_031MA,B18006_031EA,B18006_032MA,B18006_032EA,B18006_033EA,B18006_033MA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,5187,1229,339397,3572,154451,4947,1444,667,153007,4838,1246279,4903,36592,2868,1209687,5401,146565,1667,8637,1201,137928,2052,93498,1411,14966,1633,78532,1828,2152631,3095,326564,4140,3246,966,323318,4029,145227,4698,1379,585,143848,4769,1348219,3736,41837,2651,1306382,4614,178667,1398,14288,2044,164379,2242,153954,1160,33404,2703,120550,2846,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,215,170,58870,1343,27122,1748,333,282,26789,1729,187956,2081,3549,740,184407,2177,13670,705,744,348,12926,711,6405,489,938,367,5467,574,291025,1333,57032,1004,311,354,56721,1098,25619,1545,136,160,25483,1571,186293,1536,4766,942,181527,1637,12732,630,1210,422,11522,764,9349,651,2215,516,7134,678,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,5858,1152,482466,3779,193224,4655,1246,604,191978,4627,1640167,4257,29039,3022,1611128,5113,192897,1246,8669,1415,184228,1900,137761,1100,12405,1627,125356,1784,2700739,2374,461564,3483,3302,998,458262,3691,188009,4855,1471,561,186538,4940,1646427,3297,35502,3333,1610925,5084,214327,1346,9491,1483,204836,1808,190412,1145,23878,1990,166534,2178,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,3496,1466,204837,3252,100146,3917,541,337,99605,3901,751601,3397,25151,2809,726450,4488,95103,1317,6084,1013,89019,1441,61201,1053,10119,1222,51082,1478,1293365,2646,199551,2571,2238,1038,197313,2851,89849,3787,763,384,89086,3760,796628,3182,29488,2540,767140,4006,111721,1186,10293,1280,101428,1618,95616,792,17750,1639,77866,1864,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,29646,2948,2993620,8982,1252948,14043,9927,1909,1243021,14132,10180163,10416,162187,7263,10017976,12281,894914,2596,44869,3590,850045,4327,700166,1690,82970,4383,617196,4361,16467821,4123,2888601,8950,19380,2999,2869221,9420,1205889,13406,7506,1761,1198383,13207,10267307,10518,204830,8493,10062477,13270,1047029,2656,73805,5043,973224,5700,1058995,1916,189026,7313,869969,7788,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,1967,698,359963,3246,151306,4137,897,470,150409,4141,1392652,4168,19512,2489,1373140,4693,116234,1465,3445,905,112789,1790,78088,1097,8131,1097,69957,1487,2109310,2739,351189,3375,1830,702,349359,3296,137337,4594,752,413,136585,4535,1372209,3657,24281,2325,1347928,4423,128662,1472,6838,1451,121824,2241,119913,1345,15927,1525,103986,1886,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,2201,702,263526,2478,108940,3511,410,263,108530,3564,974960,2898,13979,2081,960981,3392,94525,892,3444,695,91081,1036,89425,552,8672,1207,80753,1382,1645714,1325,255547,2278,2018,750,253529,2503,98561,3249,516,396,98045,3266,1032977,2639,18953,2433,1014024,3706,116756,760,5242,1122,111514,1386,141873,716,19013,2018,122860,2040,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,929,361,59499,942,25690,1789,122,114,25568,1800,233876,1507,3761,864,230115,1730,27357,551,1066,437,26291,616,19625,527,2320,671,17305,684,393868,752,58355,1170,146,140,58209,1160,25525,2370,0,262,25525,2370,250179,2076,6466,1261,243713,2386,31199,518,1879,619,29320,759,28610,368,3405,668,25205,764,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,192,162,31559,625,10245,1286,81,94,10164,1289,155754,982,3186,1152,152568,1288,13869,379,688,448,13181,565,10795,383,1338,447,9457,510,253821,578,32322,851,0,286,32322,851,7734,781,0,286,7734,781,175935,674,3718,953,172217,935,18040,353,1398,438,16642,542,19790,448,3181,1036,16609,1140,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,12477,2383,1246844,6504,558293,8504,4342,1406,553951,8902,4767373,8306,106386,5716,4660987,10586,693610,2342,28916,3108,664694,3774,581093,2510,56856,4009,524237,4579,8363840,6175,1203951,6010,8657,1459,1195294,6153,527425,8299,2253,799,525172,8385,5025954,7712,124702,5554,4901252,9936,795650,2205,37163,2906,758487,3269,810860,2114,108998,5183,701862,5197,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
