GEO_ID,B06008_001E,B06008_001M,B06008_002E,B06008_002M,B06008_003E,B06008_003M,B06008_004E,B06008_004M,B06008_005E,B06008_005M,B06008_006E,B06008_006M,B06008_007E,B06008_007M,B06008_008E,B06008_008M,B06008_009E,B06008_009M,B06008_010E,B06008_010M,B06008_011E,B06008_011M,B06008_012E,B06008_012M,B06008_013E,B06008_013M,B06008_014E,B06008_014M,B06008_015E,B06008_015M,B06008_016E,B06008_016M,B06008_017E,B06008_017M,B06008_018E,B06008_018M,B06008_019E,B06008_019M,B06008_020E,B06008_020M,B06008_021E,B06008_021M,B06008_022E,B06008_022M,B06008_023E,B06008_023M,B06008_024E,B06008_024M,B06008_025E,B06008_025M,B06008_026E,B06008_026M,B06008_027E,B06008_027M,B06008_028E,B06008_028M,B06008_029E,B06008_029M,B06008_030E,B06008_030M,NAME,B06008_001MA,B06008_001EA,B06008_002EA,B06008_002MA,B06008_003EA,B06008_003MA,B06008_004EA,B06008_004MA,B06008_005MA,B06008_005EA,B06008_006MA,B06008_006EA,B06008_007EA,B06008_007MA,B06008_008EA,B06008_008MA,B06008_009EA,B06008_009MA,B06008_010MA,B06008_010EA,B06008_011MA,B06008_011EA,B06008_012MA,B06008_012EA,B06008_013EA,B06008_013MA,B06008_014EA,B06008_014MA,B06008_015MA,B06008_015EA,B06008_016EA,B06008_016MA,B06008_017MA,B06008_017EA,B06008_018EA,B06008_018MA,B06008_019EA,B06008_019MA,B06008_020MA,B06008_020EA,B06008_021MA,B06008_021EA,B06008_022MA,B06008_022EA,B06008_023MA,B06008_023EA,B06008_024EA,B06008_024MA,B06008_025EA,B06008_025MA,B06008_026MA,B06008_026EA,B06008_027EA,B06008_027MA,B06008_028MA,B06008_028EA,B06008_029EA,B06008_029MA,B06008_030MA,B06008_030EA,state
0400000US01,3541734,2600,882167,12206,1920454,16733,399440,10817,86285,5711,253388,5946,2419949,15378,646200,12059,1240231,15122,278246,8696,61803,4705,193469,5648,989719,15537,198601,7731,600583,12902,112999,5824,21523,3390,56013,3400,25542,2472,7400,1362,14152,1481,3051,994,226,174,713,477,106524,5221,29966,3166,65488,4390,5144,1207,2733,1301,3193,1017,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487292,676,143097,4246,257914,5932,58793,3583,10021,1732,17467,1743,145436,3781,76131,3179,48025,2496,13410,1495,3011,799,4859,778,299068,4419,59626,3389,180138,5521,42311,3262,5961,1279,11032,1569,9885,1231,2260,613,6449,1176,982,370,0,233,194,141,32903,2211,5080,1378,23302,2147,2090,634,1049,456,1382,517,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4506643,1491,1254390,17690,2402718,22971,521877,14059,84543,5582,243115,6236,1082167,16044,508763,12577,413722,12536,110885,6289,18513,2785,30284,2731,2597974,17243,544046,15741,1477192,20125,353591,12232,40306,4191,182839,5982,58626,4851,18572,2867,30108,3217,6988,1792,1061,586,1897,732,767876,17345,183009,10010,481696,14777,50413,4171,24663,2899,28095,3003,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145130,2171,486723,8887,1195165,13020,259669,9072,54342,4406,149231,5525,1233888,11844,315735,7277,646681,11874,148643,6641,31990,3411,90839,4256,805126,11769,143796,6693,483330,9846,104382,5940,19497,2578,54121,2983,14543,2209,4118,1161,7992,1587,1998,715,253,281,182,172,91573,4130,23074,2692,57162,3940,4646,1629,2602,924,4089,1242,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27234841,3105,8551445,49201,14080279,59920,2568178,29731,638424,17057,1396515,17068,11215235,52875,4921716,36675,4663796,38792,1077851,19930,220733,7827,331139,9264,6586716,36109,1363632,19989,3559426,33119,910646,15615,133248,6853,619764,11065,311635,10250,93738,5851,162590,7448,34011,3918,8389,1842,12907,2497,9121255,49470,2172359,37164,5694467,43474,545670,15213,276054,11642,432705,10773,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3576694,1805,996011,13824,1967638,19067,395585,12206,59762,4827,157698,4958,1190764,16736,443860,11149,553648,11503,124996,6822,19586,2603,48674,3071,1916444,18144,436529,12276,1125125,14458,233507,8942,27207,2462,94076,3998,47270,3633,14833,2148,24060,2420,6714,1521,989,546,674,487,422216,11027,100789,6878,264805,9272,30368,3758,11980,2804,14274,2058,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713793,1092,763857,9020,1471045,14623,266630,8697,42115,4164,170146,6156,1375502,16224,478651,10033,665885,11797,135212,5185,14569,2079,81185,4406,848225,13975,176906,8036,512248,10712,85028,4512,12972,2383,61071,3336,90756,5525,26187,3826,42572,4124,12831,2183,5254,1395,3912,1034,399310,14300,82113,6312,250340,9951,33559,3259,9320,1844,23978,2608,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,656669,732,178915,5104,355425,6757,67155,3528,14966,1774,40208,2225,255586,7028,92947,4419,118851,5808,25946,2357,5281,1327,12561,1365,331555,7546,70169,4059,193108,6011,36789,2797,7009,1327,24480,2176,9781,1639,2969,1038,4905,1281,658,382,634,386,615,377,59747,3368,12830,1897,38561,2996,3762,1049,2042,971,2552,739,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419087,564,204641,5392,129797,6366,40934,3359,14851,1922,28864,2111,130670,3977,78338,3996,27258,3036,11058,1759,6047,1106,7969,1484,218945,4748,97264,4227,73038,3989,23623,2567,6439,1478,18581,1823,5049,1053,3108,869,1111,373,544,317,42,71,244,310,64423,3458,25931,3894,28390,3588,5709,1220,2323,778,2070,606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14040729,4027,3633058,24626,7406298,33978,1691539,20584,332780,13481,977054,14305,3277174,29344,1505431,24297,1225271,22374,346392,12292,83850,6487,116230,6013,7306609,33099,1371695,22026,4168234,30688,974539,17714,132293,7857,659848,11856,425064,11150,108514,6510,230954,8360,50647,3932,12961,2021,21988,2294,3031882,26612,647418,15769,1781839,21547,319961,10399,103676,8254,178988,5973,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
