C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,C08528_031E,C08528_031M,C08528_032E,C08528_032M,C08528_033E,C08528_033M,C08528_034E,C08528_034M,C08528_035E,C08528_035M,C08528_036E,C08528_036M,C08528_037E,C08528_037M,C08528_038E,C08528_038M,C08528_039E,C08528_039M,C08528_040E,C08528_040M,C08528_041E,C08528_041M,C08528_042E,C08528_042M,C08528_043E,C08528_043M,C08528_044E,C08528_044M,C08528_045E,C08528_045M,C08528_046E,C08528_046M,C08528_047E,C08528_047M,C08528_048E,C08528_048M,GEO_ID,C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005EA,C08528_005MA,C08528_006EA,C08528_006MA,C08528_007EA,C08528_007MA,C08528_008EA,C08528_008MA,C08528_009MA,C08528_009EA,C08528_010EA,C08528_010MA,C08528_011EA,C08528_011MA,C08528_012EA,C08528_012MA,C08528_013EA,C08528_013MA,C08528_014EA,C08528_014MA,C08528_015MA,C08528_015EA,C08528_016EA,C08528_016MA,C08528_017MA,C08528_017EA,C08528_018MA,C08528_018EA,C08528_019EA,C08528_019MA,C08528_020EA,C08528_020MA,C08528_021EA,C08528_021MA,C08528_022EA,C08528_022MA,C08528_023EA,C08528_023MA,C08528_024EA,C08528_024MA,C08528_025EA,C08528_025MA,C08528_026MA,C08528_026EA,C08528_027EA,C08528_027MA,C08528_028EA,C08528_028MA,C08528_029EA,C08528_029MA,C08528_030EA,C08528_030MA,C08528_031EA,C08528_031MA,C08528_032EA,C08528_032MA,C08528_033EA,C08528_033MA,C08528_034EA,C08528_034MA,C08528_035EA,C08528_035MA,C08528_036EA,C08528_036MA,C08528_037MA,C08528_037EA,C08528_038EA,C08528_038MA,C08528_039EA,C08528_039MA,C08528_040EA,C08528_040MA,C08528_041EA,C08528_041MA,C08528_042EA,C08528_042MA,C08528_043EA,C08528_043MA,C08528_044EA,C08528_044MA,C08528_045EA,C08528_045MA,C08528_046EA,C08528_046MA,C08528_047EA,C08528_047MA,C08528_048MA,C08528_048EA,NAME,C08528_001EA,C08528_001MA,C08528_002EA,C08528_002MA,C08528_003EA,C08528_003MA,C08528_004MA,C08528_004EA,state
86787,4124,40162,2966,181161,5287,6571,962,2068695,13705,1512451,14454,198612,6196,158593,5609,67724,3674,34667,2612,93453,3649,3195,748,250687,7999,179097,6938,26768,2883,17590,1566,9443,1505,3373,1019,13727,1678,689,269,72965,5510,53325,4558,8505,1488,4865,1190,3771,862,1444,813,1035,418,20,32,104787,4825,68507,4152,11842,1598,7025,1045,4479,1100,534,242,11650,1027,750,391,121278,4397,50474,3021,4498,777,1579,521,1370,511,144,143,61296,3228,1917,409,0400000US27,2618412,12539,1863854,14721,250225,6921,189652,6112,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,27
85011,5459,45090,3651,76811,4902,3650,1281,943957,11774,654600,11516,52852,3918,74601,4990,72710,4968,37826,3202,49363,3916,2005,888,139268,6946,94578,5132,8105,1768,10334,1774,9855,2066,4556,1248,11386,2184,454,351,5074,1476,2921,1076,242,306,1081,515,615,410,46,87,169,198,0,268,32974,3572,19760,2901,1929,723,1833,694,1624,771,2473,712,5090,1576,265,269,22042,2747,8849,1468,919,550,149,189,207,225,189,189,10803,1955,926,817,0400000US28,1143315,11454,780708,11528,64047,4449,87998,5364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,28
114403,5329,74175,3906,181247,6203,7005,1256,2232849,17295,1624336,17125,196292,6881,147629,5564,92805,4828,63031,3927,105421,4900,3335,914,281936,9963,201617,8201,24878,2411,16551,2036,13324,1993,6119,1027,18648,2667,799,339,38062,3357,27545,2862,4323,1371,1428,620,1594,583,2400,738,720,458,52,87,81027,4951,50731,3978,7471,1590,3232,1145,5445,1257,2070,744,11403,1825,675,307,97176,4559,43966,2919,3403,877,818,352,1235,443,555,291,45055,2934,2144,818,0400000US29,2731050,15826,1948195,17007,236367,7355,169658,6074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,29
26570,2231,17682,1978,48015,2720,2786,757,341194,5940,222612,5408,25893,2220,30994,2341,19222,1884,13951,1760,27232,2047,1290,561,50994,4263,32458,3167,2725,766,5358,1319,3751,955,2246,814,4231,975,225,177,2879,838,1865,704,180,230,320,283,386,241,64,87,64,85,0,268,32285,2607,19021,2091,3120,1094,2419,612,3031,677,1145,384,3219,716,330,199,27148,2156,11355,1586,818,551,309,266,180,133,276,199,13269,1583,941,392,0400000US30,454500,5423,287311,5476,32736,2540,39400,2462,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,30
39079,2551,25418,2309,71189,3648,2965,771,733581,7612,523335,8781,60317,3348,56808,3043,32039,2153,22330,2152,37634,2593,1118,367,90595,4373,64956,3901,6739,1129,6033,1425,4115,951,2221,666,5673,1058,858,552,5547,1170,3444,883,642,385,557,564,653,507,110,122,141,168,0,268,35713,2568,21511,2068,3168,669,3238,669,1836,580,562,273,5187,834,211,178,39489,2643,13734,1508,1527,484,265,136,436,246,195,167,22554,2200,778,341,0400000US31,904925,7809,626980,8905,72393,3606,66901,3575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,31
30513,3425,28532,3198,59572,4565,2480,1048,901547,14257,722111,15723,27455,2728,63719,4282,26087,2991,25306,2747,35949,3288,920,425,134519,7817,112303,7205,4330,1719,7241,1253,2642,925,1682,679,6064,1529,257,195,34905,3637,32774,3661,1146,556,160,166,176,165,257,332,392,330,0,268,48156,4235,39556,3832,1299,523,1174,550,1472,701,992,506,3210,1128,453,500,33901,3831,17562,2426,795,421,306,235,136,159,295,309,13957,2161,850,894,0400000US32,1153028,11712,924306,14103,35025,3448,72600,4385,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,32
21025,2258,9802,1456,50822,3379,857,351,511555,9474,366943,8389,44473,3178,43553,2958,17282,2107,8725,1448,30108,2599,471,258,57461,4437,40355,3894,5096,1140,4082,959,2449,697,556,352,4789,1030,134,149,2549,809,2061,797,124,134,0,268,364,361,0,268,0,268,0,268,24793,2947,16482,2317,3193,977,1383,709,597,343,165,276,2875,789,98,111,28213,2657,12445,1773,1404,653,471,337,333,245,356,350,13050,1898,154,178,0400000US33,624571,8310,438286,8160,54290,3147,49489,3307,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,33
152277,7604,84219,5656,198471,8610,6397,1068,2897729,24824,2117789,21162,183773,6688,279070,7483,124676,6489,69556,5319,119872,5975,2993,724,364530,13155,279152,11692,23512,2335,22731,2915,11896,1920,6960,1481,19294,3379,985,484,218483,10176,177503,8368,13418,2626,6875,1334,11282,2024,4156,1165,5249,1723,0,268,182484,9609,139538,8836,12302,1822,12205,2235,3716,903,2818,905,11176,1971,729,444,120790,5343,69482,4199,4470,1143,832,461,707,334,729,478,42880,3449,1690,491,0400000US34,3784016,26690,2783464,23679,237475,7497,321713,8543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,34
58432,4556,58977,3992,63448,4091,2751,918,630180,10715,401972,9711,40289,3095,59333,3913,47494,4081,47085,3439,32821,2859,1186,518,111687,7526,73742,5624,4769,1208,9846,1647,6364,1421,9016,2299,7604,2237,346,240,6977,1574,4146,1284,870,438,555,381,765,469,441,272,200,283,0,268,34626,3637,21587,3223,2043,776,1911,677,2916,1296,1905,654,4054,1061,210,247,39637,3274,16703,2463,1180,603,553,428,893,436,530,379,18769,2204,1009,478,0400000US35,823107,10986,518150,10936,49151,3694,72198,4521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,35
343467,9213,181244,8526,545127,12932,15090,2126,4708597,28252,3073176,25854,448676,12511,601108,13814,237664,7450,112760,7086,229907,8264,5306,1240,667134,17304,451758,14856,62926,4002,72094,4507,28022,3339,11911,2238,37150,4186,3273,1449,2389375,26000,1784686,24798,205750,8203,202618,8549,61563,4332,44875,4064,89221,6399,662,387,636832,18584,442445,16475,69675,4255,45015,4159,13480,1947,10365,2281,53417,4236,2435,898,291801,11018,130629,6789,12752,2422,5503,1161,2738,829,1333,527,135432,6259,3414,655,0400000US36,8693739,33267,5882694,32759,799779,16322,926338,16672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,36
209439,7847,116724,5612,253172,8545,8162,1366,3179452,22238,2298858,22905,201324,6726,239861,8203,177251,7280,104741,5425,153202,6069,4215,1019,463425,13363,347782,12737,26679,3248,24437,2499,21577,2729,8086,1546,33315,3846,1549,689,32672,3220,23128,2966,2294,950,1562,723,4959,1244,166,147,563,469,0,268,108322,6144,77086,5226,7426,1509,2824,846,3600,983,3151,986,13591,2018,644,367,124086,6185,61730,4151,4529,909,940,401,2052,565,580,342,52501,3903,1754,720,0400000US37,3907957,20742,2808584,21578,242252,7453,269624,8806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,37
17085,1833,16488,1560,33414,2272,1140,349,271136,4435,175804,4460,28781,2322,22527,1797,14209,1574,13304,1291,16261,1550,250,154,38142,2762,23798,2340,3958,1004,3082,706,1756,514,2485,806,3001,793,62,81,1324,418,750,276,0,268,354,209,101,123,109,127,10,20,0,268,17872,1694,9241,1306,2248,551,1868,536,865,348,505,240,2986,583,159,111,17244,1533,4204,900,842,484,134,77,154,163,85,111,11156,1133,669,273,0400000US38,345718,4469,213797,4819,35829,2654,27965,2028,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,38
154932,5922,106295,4971,305252,9218,10473,1465,4364679,25231,3236822,20945,354833,9197,364800,9148,127288,5571,92314,4610,183325,5957,5297,1193,435316,11798,321342,10811,32038,2987,27857,3017,11568,1814,7746,1431,32623,3371,2142,713,90851,6288,65489,5780,8594,1559,6349,1309,5316,1322,4183,908,809,390,111,130,149300,7268,102723,6591,11941,2057,8091,1142,9223,1933,1259,467,15484,1974,579,379,155538,5349,69057,4166,6407,1125,2389,563,1537,625,793,528,73011,4205,2344,648,0400000US39,5195684,24512,3795433,23349,413813,9556,409486,10450,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,39
93136,4579,70333,4473,123785,5834,5623,1336,1261622,15036,865321,13749,83186,5045,94689,4325,78855,4582,61545,4413,75746,4381,2280,585,167271,7691,113413,6217,11431,1910,12208,1827,8715,1697,6846,1135,14084,1765,574,328,8698,1822,5610,1370,1028,599,635,339,988,633,203,203,234,142,0,268,50691,4174,31073,3303,3883,1060,1738,649,3566,1221,1338,481,8114,2262,979,934,50613,3562,19511,2251,1541,582,751,377,1012,593,401,279,25607,2706,1790,552,0400000US40,1538895,13673,1034928,13733,101069,5095,110021,4849,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,40
75636,4384,39479,2928,144654,6206,5416,1221,1266194,14640,911356,14489,97560,4992,96573,5015,53088,3963,28659,2485,77165,4568,1793,688,197459,8288,144581,6768,14235,1987,11129,2192,7204,1436,5310,1061,13809,2020,1191,549,70387,4402,49509,4599,7550,1547,4850,882,4956,1100,2354,706,1094,665,74,121,97083,5321,63740,4188,8108,1574,5393,1111,8190,1446,2241,598,8905,1267,506,408,85768,4724,33437,2912,2577,1158,1108,475,2198,745,915,606,43681,3169,1852,662,0400000US41,1716891,12393,1202623,13280,130030,5656,119053,6119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,41
163070,6201,128617,5565,339486,8655,12519,1911,4212524,24848,3068952,21394,426932,10691,291705,8429,126580,5450,101790,5035,192458,7174,4107,739,526194,12736,375382,10949,50892,3609,32164,3420,18597,2119,9709,1521,37117,3695,2333,1176,284815,9914,190402,8138,43132,3638,24339,2780,9338,2228,13149,2257,3945,912,510,470,260301,9711,172317,7803,35297,4020,11854,1899,7613,1179,2919,750,29085,2893,1216,465,171801,6570,74998,4679,10827,1531,2750,604,942,386,1050,586,76881,4189,4353,1032,0400000US42,5455635,25275,3882051,24542,567080,12347,362812,10485,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,42
17497,2047,15029,2172,28612,2696,436,290,387778,8468,270814,7241,39012,2727,29455,2631,15301,2039,13415,2057,19465,2217,316,255,41174,4465,30472,3882,3626,1133,2506,834,1206,448,1020,522,2344,882,0,268,10139,2075,7893,1888,1623,634,164,155,223,182,91,150,68,115,77,127,18598,3510,13018,3260,2196,757,902,525,562,387,503,342,1417,766,0,268,13924,1815,7541,1437,674,499,143,167,205,171,0,268,5318,1170,43,72,0400000US44,471613,8269,329738,8495,47131,3114,33170,2644,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,44
107639,5740,58558,3927,116258,6149,4336,1142,1497530,17501,1076303,15685,79790,4843,122156,5874,93180,4951,51010,3820,72078,4966,3013,959,213695,9135,156056,7412,11264,2404,12105,1770,10330,1941,4420,1054,19158,2912,362,292,12164,2225,8264,1817,526,348,1412,670,1680,1144,118,140,164,174,0,268,54537,4641,39176,4156,3648,1021,1669,614,2049,598,2625,854,4965,1334,405,257,44577,3365,21080,2694,1727,535,536,274,400,221,385,231,19893,2253,556,318,0400000US45,1822503,17056,1300879,15725,96955,5598,137878,6234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,45
17266,1982,15687,1812,41953,2641,2152,609,299377,4990,198413,5060,29568,2466,23364,1711,13914,1704,12676,1467,20362,1941,1080,546,41955,3114,26801,2475,3823,742,4006,833,1346,464,1995,687,3892,919,92,94,1178,494,677,345,170,208,243,256,14,24,0,268,74,115,0,268,19446,2014,9146,1215,1895,510,1942,629,1767,717,819,300,3709,1060,168,128,23233,2286,7002,1436,638,313,443,287,225,172,197,171,13916,1285,812,337,0400000US46,385189,5237,242039,5158,36094,2611,29998,1775,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,46
95346,5265,70697,4047,208710,7685,8054,1772,2263836,18807,1663450,17366,147641,6100,164394,6466,82490,4891,63473,3714,138481,6751,3907,1201,283311,10659,202393,9021,19116,2108,21164,2319,9491,1533,5899,1120,24227,2275,1021,483,17390,2654,11682,2072,1478,604,2404,765,1286,673,201,198,339,332,0,268,66270,4889,45956,4390,5362,1255,3053,1015,1680,600,925,456,8260,1418,1034,803,73541,4999,29029,2883,3540,906,879,372,399,284,199,194,37403,3439,2092,649,0400000US47,2704348,15751,1952510,15650,177137,6686,191894,7316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,47
420668,9450,289182,10057,746916,16329,22042,2774,7889896,34901,5740375,36441,434526,9906,645147,13712,348076,8456,253169,9312,458251,11970,10352,1584,1240857,21185,908756,21572,70523,4941,87594,5218,47617,4246,24393,2848,97985,5724,3989,1027,164999,9561,128017,8430,11302,2461,8190,1370,7383,1590,3630,996,5939,1841,538,547,316191,13131,227149,10571,16855,2299,13843,2187,12581,2012,6426,1139,37496,3779,1841,849,331556,10230,158246,7297,9890,1580,4278,1187,5011,1294,1564,529,147245,7051,5322,1098,0400000US48,9943499,32950,7162543,38716,543096,12348,759052,15032,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,48
60271,4030,44198,3435,66849,4180,2295,611,880457,10611,643255,10464,58027,3809,64408,3875,46196,3434,34801,3143,32866,2504,904,351,146607,7122,109500,6031,8791,1186,7614,1473,7249,1453,7011,1246,6273,1175,169,154,26895,2850,16668,2546,4250,1338,1095,378,3042,940,1553,764,287,324,0,268,42668,3562,29623,2813,4035,930,2805,740,3171,829,535,280,2362,667,137,149,54103,3911,24759,2625,1610,536,677,313,613,350,298,266,25061,2774,1085,456,0400000US49,1150730,8983,823805,9693,76713,4544,76599,4322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,49
14774,1706,6670,938,33676,2346,814,328,235329,5294,153412,4450,28046,2383,17825,1977,11969,1460,5335,876,18442,2077,300,180,35670,2656,23605,2236,2921,755,3236,727,1508,676,1049,446,3140,653,211,187,2606,952,1805,784,363,271,164,171,195,195,0,268,79,90,0,268,21289,2483,13437,2156,3224,788,968,466,735,401,286,200,2562,656,77,75,17384,1626,6398,1091,690,278,250,163,367,323,0,268,9453,1169,226,195,0400000US50,312278,4427,198657,4731,35244,2580,22443,2005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,50
142348,5340,288477,9080,199612,7936,4678,1005,2818333,19041,1918647,17525,183744,6680,256520,8447,119458,4868,225478,8295,112687,6280,1799,557,391566,10983,276006,9472,24839,2977,26541,2642,12117,2048,30088,2816,21267,2653,708,495,88912,5308,50617,3740,6793,1610,4866,1286,3863,1025,21994,2470,779,298,0,268,108458,6427,69764,4654,7604,1484,4951,1237,5700,1366,8953,1585,11158,2007,328,297,126001,6623,60210,4581,5667,1247,1386,580,1210,454,1964,758,53721,3909,1843,680,0400000US51,3533270,19125,2375244,19197,228647,7472,294264,8887,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,51
150655,6876,122578,6080,189970,7089,6114,1118,2125637,17510,1501315,17876,141830,6569,176968,7223,107042,5697,92776,4521,103096,4289,2610,696,338928,11573,243708,9585,21754,2798,20387,2147,19328,2479,16086,3097,16845,2196,820,461,134034,6736,90763,6222,12507,1901,9411,1544,11198,1834,7426,1430,2729,857,0,268,129443,5709,84753,5268,11655,1796,7609,1564,9128,1643,5798,1413,9925,1458,575,330,132979,6674,62449,3758,5004,1340,1591,600,3959,872,492,259,57375,4744,2109,635,0400000US53,2861021,18188,1982988,19113,192750,7371,215966,7960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,53
51934,4154,24072,2548,41299,3840,2593,885,571792,9658,395402,8080,44288,2856,42972,3365,44069,3985,21482,2264,22337,2702,1242,638,69374,5007,48352,3812,4278,1042,4217,1059,5226,1058,2047,909,5155,1366,99,146,4085,1050,2520,796,624,342,413,304,273,277,82,125,173,204,0,268,26157,2293,15513,1722,1733,618,1662,525,2109,718,314,166,4445,1131,381,279,20722,2853,8311,1715,1463,935,484,585,257,252,147,146,9189,1696,871,509,0400000US54,692130,9528,470098,8984,52386,3112,49748,3588,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,54
