GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001MA,B22007_001EA,B22007_002MA,B22007_002EA,B22007_003EA,B22007_003MA,B22007_004EA,B22007_004MA,B22007_005EA,B22007_005MA,B22007_006MA,B22007_006EA,B22007_007MA,B22007_007EA,B22007_008EA,B22007_008MA,B22007_009EA,B22007_009MA,B22007_010EA,B22007_010MA,B22007_011MA,B22007_011EA,B22007_012MA,B22007_012EA,B22007_013EA,B22007_013MA,B22007_014EA,B22007_014MA,B22007_015EA,B22007_015MA,B22007_016EA,B22007_016MA,B22007_017MA,B22007_017EA,B22007_018MA,B22007_018EA,B22007_019EA,B22007_019MA,B22007_020EA,B22007_020MA,B22007_021EA,B22007_021MA,B22007_022EA,B22007_022MA,B22007_023EA,B22007_023MA,B22007_024EA,B22007_024MA,B22007_025EA,B22007_025MA,B22007_026EA,B22007_026MA,B22007_027EA,B22007_027MA,B22007_028EA,B22007_028MA,B22007_029EA,B22007_029MA,B22007_030MA,B22007_030EA,B22007_031MA,B22007_031EA,B22007_032EA,B22007_032MA,B22007_033EA,B22007_033MA,B22007_034EA,B22007_034MA,B22007_035MA,B22007_035EA,B22007_036MA,B22007_036EA,B22007_037MA,B22007_037EA,B22007_038EA,B22007_038MA,B22007_039EA,B22007_039MA,B22007_040MA,B22007_040EA,B22007_041MA,B22007_041EA,B22007_042MA,B22007_042EA,B22007_043EA,B22007_043MA,state
0400000US01,1223725,12107,151646,6207,49360,3512,9029,1786,17618,2110,18605,1849,15026,1501,3579,1021,4108,877,3484,924,624,315,102286,5183,10156,1808,1863,627,5379,1286,2648,1041,266,235,92130,5437,26984,3461,50108,3744,12503,1979,2535,804,1072079,12304,841797,11898,127655,4400,215454,6326,405242,8664,374280,8789,30962,3037,93446,4824,86425,4654,7021,1327,230282,9392,60870,4547,7307,1412,31627,3243,18876,2523,3060,716,169412,8280,25390,3027,89910,6215,44120,3818,9992,1743,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12642,1371,5245,893,636,304,1407,436,2046,504,1776,470,270,207,1156,414,885,410,271,145,7397,1151,1736,514,166,115,1180,479,290,141,100,80,5661,1096,1385,636,3077,701,932,405,267,183,144545,3439,111108,3609,7994,1034,24134,1967,63221,3223,60146,3168,3075,689,15759,1506,14425,1456,1334,476,33437,2699,11437,1483,615,350,6549,1151,3429,922,844,400,22000,2413,1766,549,12223,1815,6625,1173,1386,466,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,128387,5927,49610,4029,5567,1306,21971,2620,15650,2118,12707,1984,2943,835,6422,1257,5279,1184,1143,460,78777,5456,14172,2288,2481,898,8322,1631,2587,978,782,513,64605,4581,19691,3198,34618,2661,8940,1618,1356,524,1331073,13864,1028843,13554,187420,5480,255858,8413,469829,9040,435535,9136,34294,3129,115736,5202,101546,4306,14190,2352,302230,9399,96061,5841,5393,1425,54063,3850,28897,3376,7708,1924,206169,7422,20185,2550,113891,5482,58097,4796,13996,1840,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,92046,4405,35107,3138,6644,1207,10390,1511,15830,2403,13361,2120,2469,1029,2243,672,1908,633,335,231,56939,3160,9627,1573,1554,599,6477,1517,1215,582,381,350,47312,3058,11838,1928,28835,2345,5896,1133,743,376,650398,9099,520438,9414,80264,3722,122269,4112,261778,7116,246239,7014,15539,1944,56127,3011,52723,3020,3404,872,129960,6816,36690,3179,4320,968,17871,2308,12087,1817,2412,851,93270,5524,10825,2024,49410,3979,27081,3128,5954,1264,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,494371,14538,186349,9111,22925,2653,77122,6535,61476,4746,41766,4158,19710,2971,24826,2671,17477,2239,7349,1553,308022,11952,52967,4297,13430,2287,27240,3511,7849,1658,4448,1109,255055,10775,85945,5637,126829,7275,30981,3506,11300,2244,7786748,33699,5824772,34177,666228,11613,1498390,16995,2811088,27744,2524420,25755,286668,8161,849066,14694,719021,12641,130045,7473,1961976,25507,660906,16411,40535,3262,325244,10990,211367,10495,83760,6012,1301070,20135,139976,6776,682070,15836,351381,11183,127643,6698,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,63954,4163,21373,2549,2662,838,6242,1160,9793,2049,8923,2047,870,415,2676,946,2255,804,421,397,42581,4098,6703,2200,522,318,4055,1490,1910,1647,216,208,35878,3169,8081,1761,22078,2661,4242,1138,1477,830,1100267,11685,886460,12316,89218,3281,196188,5481,500811,10050,477048,10197,23763,2165,100243,4624,94569,4592,5674,1235,213807,7477,73274,4286,3680,934,39700,3547,25633,2633,4261,1176,140533,5477,12091,1917,82045,4906,39510,3265,6887,1229,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,46823,3379,10233,1664,3045,883,2350,773,3575,930,2719,831,856,357,1263,478,898,396,365,355,36590,2950,4068,1252,944,477,1652,757,972,562,500,521,32522,3269,9755,1798,17576,2348,3866,1412,1325,993,846465,9759,664911,9527,74787,3421,142857,4981,349768,7781,327517,7464,22251,2161,97499,4250,91227,3929,6272,1164,181554,6325,52327,3950,3342,1176,25289,2884,17418,2771,6278,1462,129227,5436,8845,1301,71129,4780,40744,3542,8509,1200,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,14851,1611,4141,1129,488,451,1406,581,1618,558,1106,514,512,283,629,363,581,357,48,78,10710,1364,1441,550,142,143,1025,490,222,228,52,79,9269,1204,1349,539,6596,1253,908,370,416,321,201331,4481,155497,4557,21048,1544,33428,2770,80639,3634,75471,3618,5168,1031,20382,2117,18666,2127,1716,581,45834,3469,12571,1827,633,301,6753,1441,4234,962,951,431,33263,2727,2796,812,18311,2461,10059,1357,2097,770,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,17173,1878,2515,762,911,535,663,322,574,393,507,372,67,113,367,299,321,274,46,75,14658,1806,1354,592,97,113,951,584,265,223,41,67,13304,1738,5179,1102,6466,1297,1338,525,321,274,91310,3771,51697,3243,5509,1129,11273,1655,30870,2246,29159,2161,1711,629,4045,988,3227,833,818,484,39613,2903,8724,1541,871,375,4676,1259,2697,837,480,386,30889,2475,4347,1090,17475,2208,7766,1498,1301,546,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,403837,10769,155839,7133,26973,2883,42044,4298,64314,4398,52693,4458,11621,1891,22508,2584,18140,2155,4368,1131,247998,8935,41759,4372,7332,1564,25365,3865,7001,1565,2061,735,206239,8292,47858,4510,115298,6543,34711,3715,8372,1465,4190966,25096,3223434,22793,675131,11419,755912,14224,1469661,16727,1368517,15037,101144,5503,322730,9289,296844,8895,25886,2766,967532,15934,281193,9642,19282,2163,146690,7584,87310,5818,27911,3813,686339,14149,72225,4387,391969,12036,177110,6983,45035,3883,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
