GEO_ID,B18010_001E,B18010_001M,B18010_002E,B18010_002M,B18010_003E,B18010_003M,B18010_004E,B18010_004M,B18010_005E,B18010_005M,B18010_006E,B18010_006M,B18010_007E,B18010_007M,B18010_008E,B18010_008M,B18010_009E,B18010_009M,B18010_010E,B18010_010M,B18010_011E,B18010_011M,B18010_012E,B18010_012M,B18010_013E,B18010_013M,B18010_014E,B18010_014M,B18010_015E,B18010_015M,B18010_016E,B18010_016M,B18010_017E,B18010_017M,B18010_018E,B18010_018M,B18010_019E,B18010_019M,B18010_020E,B18010_020M,B18010_021E,B18010_021M,B18010_022E,B18010_022M,B18010_023E,B18010_023M,B18010_024E,B18010_024M,B18010_025E,B18010_025M,B18010_026E,B18010_026M,B18010_027E,B18010_027M,B18010_028E,B18010_028M,B18010_029E,B18010_029M,B18010_030E,B18010_030M,B18010_031E,B18010_031M,B18010_032E,B18010_032M,B18010_033E,B18010_033M,B18010_034E,B18010_034M,B18010_035E,B18010_035M,B18010_036E,B18010_036M,B18010_037E,B18010_037M,B18010_038E,B18010_038M,B18010_039E,B18010_039M,NAME,B18010_001MA,B18010_001EA,B18010_002EA,B18010_002MA,B18010_003EA,B18010_003MA,B18010_004MA,B18010_004EA,B18010_005MA,B18010_005EA,B18010_006MA,B18010_006EA,B18010_007EA,B18010_007MA,B18010_008EA,B18010_008MA,B18010_009MA,B18010_009EA,B18010_010MA,B18010_010EA,B18010_011MA,B18010_011EA,B18010_012MA,B18010_012EA,B18010_013MA,B18010_013EA,B18010_014EA,B18010_014MA,B18010_015EA,B18010_015MA,B18010_016MA,B18010_016EA,B18010_017MA,B18010_017EA,B18010_018MA,B18010_018EA,B18010_019MA,B18010_019EA,B18010_020MA,B18010_020EA,B18010_021EA,B18010_021MA,B18010_022EA,B18010_022MA,B18010_023MA,B18010_023EA,B18010_024MA,B18010_024EA,B18010_025MA,B18010_025EA,B18010_026EA,B18010_026MA,B18010_027EA,B18010_027MA,B18010_028MA,B18010_028EA,B18010_029MA,B18010_029EA,B18010_030MA,B18010_030EA,B18010_031EA,B18010_031MA,B18010_032EA,B18010_032MA,B18010_033EA,B18010_033MA,B18010_034MA,B18010_034EA,B18010_035MA,B18010_035EA,B18010_036EA,B18010_036MA,B18010_037EA,B18010_037MA,B18010_038EA,B18010_038MA,B18010_039MA,B18010_039EA,state
0400000US24,1149278,3114,67796,5350,33529,4003,6391,1236,2329,845,4062,1069,27138,3707,7045,1909,13023,2358,5008,1701,2062,619,34267,3433,8953,1946,2697,1110,6256,1561,25314,2819,5950,1338,8100,1674,7558,1746,3706,1223,1081482,6516,529132,4835,132165,6720,19695,2625,112470,6245,396967,6762,66453,5855,138507,6829,92791,5179,99216,4946,552350,3950,166313,6510,17691,2607,148622,6943,386037,7085,42251,4305,110080,6505,98327,5718,135379,4727,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1329616,2639,83380,5647,42624,3827,8946,1745,4045,1072,4901,1249,33678,3167,8546,2185,16224,2318,7295,1513,1613,557,40756,3420,7998,1281,2297,770,5701,1160,32758,3074,7697,1649,11013,1784,8875,2141,5173,1328,1246236,5900,619794,4261,160885,6777,28276,2199,132609,6804,458909,7298,56488,4719,150184,7375,96697,5324,155540,5972,626442,3886,183412,6841,23429,2336,159983,6311,443030,8237,35153,4213,110048,6031,99281,5484,198548,6485,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2144191,3519,171029,6692,90824,4427,20941,3236,9574,2263,11367,1989,69883,3418,23494,2315,28991,2600,13953,1681,3445,1052,80205,4624,20015,2580,6066,1126,13949,2213,60190,3902,17032,2317,23680,2284,15767,2080,3711,889,1973162,7590,977760,5204,273996,7043,46102,2700,227894,6982,703764,7545,100214,5205,261634,7451,201885,6972,140031,5489,995402,5332,311949,6697,39132,2439,272817,6941,683453,8210,81719,5585,207078,7494,220195,6965,174461,5265,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1140135,2821,73834,4785,35588,2899,8272,1115,2924,674,5348,1007,27316,2399,5119,1050,11908,1504,8025,1580,2264,684,38246,3664,10118,2053,3317,825,6801,1753,28128,2940,6354,1615,10974,1930,8060,1018,2740,729,1066301,5835,541643,3869,132250,5111,30904,2287,101346,5018,409393,4892,42712,3249,125010,5264,133235,5383,108436,4209,524658,4536,151598,5329,23102,2140,128496,4676,373060,5306,28743,2717,83130,4088,132808,5069,128379,4806,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,643270,3903,63522,4541,31851,3338,5030,1219,2595,875,2435,851,26821,3116,9320,1874,11647,1873,5369,1385,485,367,31671,3229,5903,1456,1636,621,4267,1218,25768,3017,10050,1600,10122,2013,4685,1138,911,531,579748,5284,278806,3954,62490,4417,16472,2149,46018,4286,216316,5722,47283,4024,79236,5308,59806,4417,29991,3082,300942,3634,86810,4625,14168,1635,72642,4299,214132,4961,36660,3147,69324,4578,67698,4224,40450,3509,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1260195,3116,107612,5626,51874,3262,7915,1335,3632,979,4283,887,43959,3136,13724,1966,19382,2097,9121,1823,1732,711,55738,4431,9848,2075,3197,951,6651,1547,45890,3783,14467,2128,17239,2206,11617,1620,2567,875,1152583,6387,572739,3981,133132,4988,28553,2346,104579,4895,439607,6043,67892,4813,173767,6673,112059,5581,85889,4616,579844,4944,156302,5514,23682,2312,132620,5513,423542,6262,50487,3514,139979,5898,125405,4717,107671,4745,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,194224,1920,14778,2385,8293,1571,1565,891,380,259,1185,860,6728,1333,1243,685,2836,895,1782,669,867,548,6485,1455,1776,700,491,310,1285,603,4709,1099,802,378,2126,808,1259,591,522,351,179446,3051,90575,1900,22560,1882,5896,856,16664,1800,68015,2398,7181,1680,27178,2258,21922,2223,11734,1416,88871,2005,22284,2020,3510,837,18774,1973,66587,2519,5322,1049,23246,2130,21684,2107,16335,1637,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,391267,2056,27276,3024,14867,2268,3345,1412,1003,481,2342,1322,11522,1707,2623,836,5478,1068,3005,905,416,269,12409,1694,2173,738,668,354,1505,696,10236,1492,1677,627,4554,1083,2338,728,1667,633,363991,3576,184472,2772,46020,2793,8935,1306,37085,2891,138452,3476,19517,1679,44894,3113,45087,2841,28954,2452,179519,2080,52998,2823,7036,850,45962,2850,126521,3218,14174,2037,31160,2610,41931,3113,39256,2531,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,562943,2845,24484,3310,11498,2115,2018,680,372,273,1646,642,9480,1996,3750,1475,2831,907,2284,917,615,428,12986,2448,1353,562,406,384,947,395,11633,2278,3518,1417,4383,1306,3252,1087,480,322,538459,3953,275024,2684,48638,4327,8354,1898,40284,3626,226386,4927,54642,4272,91904,5540,50842,3772,28998,2445,263435,2869,52803,4232,7426,1640,45377,4056,210632,4917,50912,4278,72183,4870,53773,3549,33764,3424,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,245581,1824,21098,2612,10908,1586,1654,700,540,340,1114,633,9254,1407,2253,799,4928,1067,1142,456,931,423,10190,1711,2559,801,625,363,1934,697,7631,1449,1845,869,2258,667,2985,1022,543,332,224483,3180,111977,1987,23891,2082,5528,1207,18363,2117,88086,2846,10361,1758,32432,2661,22592,2214,22701,2325,112506,1988,32713,2660,5218,949,27495,2512,79793,3064,6673,1514,23356,2285,24478,2107,25286,2272,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1725790,2673,90486,5255,47922,3519,11705,1799,4525,962,7180,1552,36217,3181,9933,2004,16778,2298,6854,1268,2652,909,42564,3609,9791,1550,2377,743,7414,1299,32773,3118,7236,1720,14132,2053,7235,1324,4170,1026,1635304,5987,815751,4037,211031,6160,42359,3283,168672,6101,604720,6675,80498,5853,201905,7647,136163,6648,186154,6869,819553,3875,236494,7910,33440,3010,203054,8335,583059,7008,67587,5659,154037,6455,136214,5554,225221,5870,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,420344,3496,34703,3348,19689,2580,5295,1737,2396,1323,2899,939,14394,2247,4440,1140,5838,1345,3058,1116,1058,652,15014,2229,3074,1003,1310,641,1764,809,11940,2049,3813,1191,4260,1105,3267,912,600,426,385641,4925,189101,3587,50032,3786,11339,1965,38693,3351,139069,4542,32824,3354,57339,4047,32863,3051,16043,2018,196540,2894,60419,4220,8463,1523,51956,3938,136121,5152,28500,3654,47803,4070,38815,3732,21003,2051,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4092924,4411,248756,8916,129312,6266,27788,2790,11657,1760,16131,2001,101524,5732,31044,2756,42159,3787,17475,2229,10846,1515,119444,6038,28886,3057,8742,1538,20144,2755,90558,5063,22725,2366,33903,3000,23118,2613,10812,1920,3844168,9712,1898909,6964,490046,10553,81436,4672,408610,10400,1408863,11694,220819,8157,445981,11140,331669,9249,410394,9488,1945259,6528,558434,10490,72499,4289,485935,11273,1386825,11724,182779,8448,353785,11150,334033,9673,516228,9423,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1886976,7183,136276,7369,73014,4408,17026,2128,5913,1223,11113,1875,55988,3706,19488,2542,22079,2422,11241,1735,3180,1104,63262,4692,14569,2423,3768,1157,10801,2021,48693,4228,12767,2011,17173,2394,13232,2103,5521,1413,1750700,10387,869546,7528,186308,6276,37724,3308,148584,6228,683238,8826,145353,6790,240590,9179,160169,6164,137126,6584,881154,5805,232995,6718,34044,3289,198951,6530,648159,9071,99686,5661,187366,7645,185260,7031,175847,5636,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,137843,1410,7645,1298,4249,1098,575,294,196,127,379,242,3674,1051,787,571,1417,491,1196,680,274,203,3396,788,1339,552,374,237,965,485,2057,512,194,157,1152,400,583,297,128,134,130198,1753,65651,1410,15788,1499,3073,600,12715,1354,49863,2051,3854,949,17144,1551,18157,1858,10708,1604,64547,1152,19834,1264,2465,518,17369,1329,44713,1572,2587,610,11992,1268,16598,1525,13536,1283,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2409479,4691,204831,9050,106148,6000,20835,2556,9063,1765,11772,1732,85313,5209,27646,3161,38259,3372,14769,2174,4639,1229,98683,5656,18345,2419,5669,1308,12676,2155,80338,4691,23305,2838,34454,3472,17702,2068,4877,1086,2204648,10852,1089617,6056,269735,7749,53477,2892,216258,7891,819882,7712,107245,6031,331424,8571,209845,7466,171368,5838,1115031,7054,319345,7977,48424,2965,270921,7704,795686,8168,89907,4868,277613,8207,223545,6528,204621,6811,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,791268,3980,71499,4266,37006,2842,7659,1453,2929,845,4730,1220,29347,2602,8849,1428,13106,1899,5130,1185,2262,997,34493,2772,6868,1182,1307,479,5561,1080,27625,2684,7329,1312,12318,1947,6750,1740,1228,618,719769,5569,357797,3682,87603,4340,19049,2167,68554,4095,270194,5035,48772,3527,104007,5005,73952,4618,43463,3402,361972,3937,103426,4064,17540,1805,85886,3830,258546,5480,39238,3625,92675,4507,74127,3737,52506,3211,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,821815,3291,68746,4978,34969,3494,7227,1604,2721,868,4506,1237,27742,3075,6205,1215,13707,2028,6159,1577,1671,631,33777,3367,6734,1618,1533,754,5201,1337,27043,3248,5563,1252,11042,2078,8016,2176,2422,733,753069,6297,380200,3717,87070,5136,17086,2045,69984,4840,293130,5973,59634,5151,94991,4690,78497,4820,60008,3209,372869,4357,94477,4466,11323,1499,83154,4761,278392,5333,39210,2985,83144,4862,85498,4704,70540,3782,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2421119,3292,181230,8241,95894,5655,20635,2403,8012,1552,12623,1774,75259,5166,20422,2225,36609,3691,13368,2120,4860,1252,85336,5026,16641,1875,5141,1099,11500,1420,68695,4735,13034,1479,32279,3572,16122,1844,7260,1223,2239889,8846,1110233,5697,280210,8485,50596,3170,229614,7891,830023,10088,99437,5961,332023,7929,196770,7204,201793,7664,1129656,5581,322213,7125,41523,2884,280690,7430,807443,8243,77695,4202,277709,9319,202030,6303,250009,7153,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,218100,1461,17725,2600,9831,1791,1488,552,708,351,780,449,8343,1767,2156,785,3386,1170,2177,1080,624,415,7894,1620,1872,863,556,386,1316,685,6022,1303,1028,499,2549,871,1949,811,496,406,200375,3036,98382,2135,24462,2540,2695,603,21767,2473,73920,3115,13118,2478,24768,3070,17378,2145,18656,2402,101993,1800,31522,2156,3281,825,28241,2254,70471,2645,8162,1879,17770,2059,19982,2531,24557,2461,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,906398,4405,71709,5276,36951,3385,6415,1502,3351,1188,3064,962,30536,3175,11823,2375,10912,1996,5445,1291,2356,799,34758,3392,5776,1437,2281,675,3495,1152,28982,2883,10256,1944,9626,1674,7148,1419,1952,703,834689,6532,409818,4542,79276,4244,16305,1976,62971,4167,330542,6599,63708,4348,131771,6865,78609,5161,56454,3529,424871,4317,105591,4538,16647,1991,88944,4268,319280,5536,43951,4300,106582,5189,97665,5351,71082,4226,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,166384,1701,10181,1443,5135,1018,955,398,321,207,634,322,4180,923,1236,556,1990,733,697,304,257,211,5046,979,1065,565,88,131,977,553,3981,852,909,449,1476,598,1474,532,122,132,156203,2361,79078,1629,18128,2027,4137,1015,13991,1731,60950,2395,7456,1336,22710,1956,19181,1768,11603,1725,77125,1524,19800,1600,3815,861,15985,1559,57325,2284,5116,1111,16327,1436,19594,1940,16288,1652,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1311898,4685,121502,6630,63225,5162,9191,1708,3651,986,5540,1485,54034,4661,16692,2735,26425,2934,8315,2030,2602,812,58277,4357,10703,2435,2992,1149,7711,2214,47574,4107,13229,2147,21426,2878,9785,1645,3134,1011,1190396,7760,589045,6317,116310,4560,25012,2807,91298,4828,472735,7213,75065,5263,213449,7903,104018,5145,80203,4752,601351,4597,142559,5671,19827,2525,122732,5146,458792,6592,59240,4123,172870,7775,123282,5419,103400,5598,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5412190,7790,351601,11688,183376,8321,37031,3398,13235,2139,23796,2678,146345,7491,42173,4384,65261,4867,31121,3516,7790,1356,168225,8578,34701,3699,11882,1877,22819,3199,133524,7781,42642,4470,51776,4569,29147,2732,9959,1801,5060589,12016,2521777,9315,581076,11284,130276,6730,450800,10480,1940701,15438,501260,14077,652565,13549,464583,13455,322293,10125,2538812,8543,666797,11872,111478,5626,555319,12981,1872015,12929,413293,11701,572982,14909,481688,12151,404052,10007,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,718036,2463,52072,4546,28561,2977,7244,1669,1929,884,5315,1461,21317,2683,3824,1012,10634,2204,5171,1187,1688,827,23511,3145,4837,877,1514,583,3323,714,18674,2989,5031,1641,6313,1335,5752,1440,1578,730,665964,5013,331367,3358,102427,4540,12010,1352,90417,4343,228940,5298,36196,3315,83052,4359,67538,4044,42154,3246,334597,3378,84785,4019,9331,1767,75454,3953,249812,5498,26286,2410,74967,4789,90917,4856,57642,3756,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,119991,798,10772,1865,5135,1126,1641,618,595,329,1046,542,3494,991,910,586,1419,416,799,462,366,379,5637,1147,1626,586,311,298,1315,539,4011,1011,1307,762,1643,488,898,476,163,147,109219,1941,55422,1256,11736,1721,1815,524,9921,1721,43686,1755,4589,903,19886,1703,9165,1395,10046,1264,53797,1207,15557,1347,1835,552,13722,1324,38240,1425,2936,1125,12406,1370,9697,1244,13201,1373,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1576460,6574,98410,5571,51840,4221,11660,1833,5312,1374,6348,1267,40180,3820,12089,1875,19154,2968,6300,1697,2637,830,46570,3734,10511,1832,3323,1105,7188,1524,36059,2931,8313,1496,15363,2201,9240,1586,3143,874,1478050,7861,733676,6290,182585,6746,33671,3197,148914,6125,551091,9038,84000,6223,200383,7913,124164,5615,142544,5566,744374,4946,199283,6844,28239,2819,171044,6164,545091,8173,60603,4351,157749,6627,138406,5786,188333,5841,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1411556,4195,121263,6827,65305,4928,14039,2043,4110,978,9929,1773,51266,4466,13945,2340,21033,2872,12832,2031,3456,1271,55958,4471,9526,1593,2914,917,6612,1322,46432,4294,10772,1998,18220,3047,14730,2147,2710,837,1290293,7007,644322,5237,145292,5850,31924,2700,113368,5589,499030,7159,85265,5421,164776,6545,142700,7281,106289,4790,645971,4832,175287,5871,29180,2590,146107,5611,470684,6513,59336,4565,135971,6846,147758,5464,127619,5204,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,368208,2264,38907,3093,21128,2489,1668,667,712,380,956,455,19460,2496,7807,1514,8370,1507,2839,1030,444,291,17779,1983,2780,1066,1003,650,1777,728,14999,1770,4301,1226,7422,1420,2442,731,834,414,329301,3747,163069,2907,37741,2795,7241,1360,30500,2732,125328,3775,16046,1925,62509,3975,29012,2538,17761,1968,166232,2528,45534,2754,5550,1134,39984,2483,120698,3514,12315,2318,48253,3120,36117,3096,24013,2475,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1182549,3112,78728,4482,41989,2846,8328,1202,3363,695,4965,1004,33661,2636,7218,1312,16866,2060,7435,1187,2142,773,36739,3343,8244,1602,1865,618,6379,1524,28495,3092,4546,1007,13865,1721,7686,1821,2398,701,1103821,4957,555532,3084,138603,5334,28263,2565,110340,5342,416929,6027,50993,3230,156085,4640,120870,5123,88981,4248,548289,3789,164394,5159,25027,1714,139367,4868,383895,5967,34513,2622,116460,4838,122041,4858,110881,4248,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,108959,1733,9301,1747,4964,1186,944,523,410,270,534,465,4020,1009,679,515,1717,654,1624,814,0,258,4337,1206,1337,517,509,356,828,436,3000,1005,684,401,1207,657,1000,646,109,143,99658,2377,49719,1747,10809,1607,2208,843,8601,1371,38910,1730,5030,1283,16633,1787,11844,1379,5403,1289,49939,1656,13510,1582,2780,676,10730,1545,36429,2057,3716,1127,11220,1447,13322,1575,8171,1339,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,936354,1763,97645,5246,52515,3700,10103,1592,3334,832,6769,1282,42412,2925,19661,2112,13444,1852,7286,1546,2021,694,45130,3240,11819,1757,3104,824,8715,1638,33311,2576,11651,1591,8698,1562,7316,1479,5646,1240,838709,5606,401727,3971,110859,4928,16766,2015,94093,5012,290868,5851,65771,3927,100933,5530,81893,4723,42271,3066,436982,3234,148218,4724,15872,1835,132346,4624,288764,5366,50211,3344,73311,3819,93556,4785,71686,4049,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
