GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001MA,B25091_001EA,B25091_002MA,B25091_002EA,B25091_003MA,B25091_003EA,B25091_004EA,B25091_004MA,B25091_005MA,B25091_005EA,B25091_006EA,B25091_006MA,B25091_007MA,B25091_007EA,B25091_008MA,B25091_008EA,B25091_009EA,B25091_009MA,B25091_010EA,B25091_010MA,B25091_011MA,B25091_011EA,B25091_012MA,B25091_012EA,B25091_013MA,B25091_013EA,B25091_014EA,B25091_014MA,B25091_015EA,B25091_015MA,B25091_016MA,B25091_016EA,B25091_017MA,B25091_017EA,B25091_018MA,B25091_018EA,B25091_019MA,B25091_019EA,B25091_020EA,B25091_020MA,B25091_021EA,B25091_021MA,B25091_022MA,B25091_022EA,B25091_023MA,B25091_023EA,state
0400000US33,362854,5819,254938,5548,10926,1195,25583,2694,39947,2634,44265,2684,37496,2585,27962,2227,16514,1768,23135,2252,28731,2457,379,237,107916,3836,27342,2161,21757,1910,15735,1745,10797,1408,6824,1185,5904,1035,3331,777,3165,663,11890,1714,1171,552,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2114072,15341,1493048,14524,68483,3512,148860,7029,222725,6708,240847,7221,198894,6484,152172,6402,105473,5434,122841,4605,227779,8083,4974,1338,621024,8141,136150,4892,118518,4497,82191,4104,61483,3810,47139,3612,29911,2286,25094,2448,35711,2356,80323,4061,4504,864,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,504354,8037,304493,7059,22170,2032,43465,3072,57831,3524,52174,4036,34014,3241,22195,2264,14644,2121,20514,2346,35810,3001,1676,668,199861,5337,98788,4390,36597,2718,20263,1754,10336,1465,8692,1190,5913,1143,3777,884,2700,690,10739,1943,2056,674,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3936378,24667,2560299,22041,151996,5494,298047,7195,414861,10528,391329,10305,299052,8427,216631,7838,162069,6419,201030,7372,416428,12283,8856,1822,1376079,13806,400684,8730,269990,6971,183580,6014,125444,5170,86906,4656,63098,3577,46702,3654,58634,3760,130292,5459,10749,1383,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2325140,18958,1575633,17491,87467,4610,228740,8488,320436,7823,255900,8881,189277,6496,127265,5631,86733,4906,98876,5504,174193,6582,6746,1377,749507,10797,314587,8126,139504,5319,83971,4248,60906,4243,38763,3599,24153,2450,16779,2255,21611,1947,40907,2758,8326,1606,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,182490,3399,98142,3460,8327,1133,15514,1523,21675,1802,17923,1588,13518,1474,6391,1074,4232,813,4333,973,6168,1043,61,74,84348,2452,36007,1860,17015,1244,10051,1187,5422,684,3803,676,2780,570,2073,554,2042,510,4394,764,761,334,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3152610,19830,2173185,16367,120654,5398,302612,7784,432518,8726,387122,8576,274960,8320,184033,6643,112966,4735,131349,5252,220522,7256,6449,1310,979425,11658,339851,7603,206823,5700,134680,5073,85342,4227,55112,2945,38067,2641,24929,2398,31505,2350,55053,3487,8063,1170,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,937051,10825,566189,8703,38003,3009,103256,3946,120856,5089,92541,4900,62929,4002,36939,2514,28419,2215,30197,2434,51158,2859,1891,603,370862,7326,161251,4923,78145,3923,41854,2468,25490,2044,15488,1840,10239,1603,7885,1401,8733,1174,17761,1944,4016,989,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,909113,10907,643979,10117,26833,2346,69080,4205,112528,5098,113428,4081,88678,4346,60225,4040,40727,3114,45264,3210,84538,4354,2678,737,265134,6617,104914,4351,53083,3165,33569,2690,18389,1870,12735,1349,11141,1460,5843,859,8215,1143,15759,2113,1486,606,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3474048,20820,2167383,18698,117627,4804,296061,8172,419688,9470,380424,9864,274761,8279,183960,5939,116892,4830,133167,5361,237843,7972,6960,1626,1306665,12870,440280,9235,263555,6346,171741,5208,117578,5001,79749,4132,51241,2869,37426,3250,46403,2718,87979,4885,10713,1614,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,254639,4769,183882,4699,10317,1337,19772,2011,28102,2265,31377,2912,24511,2475,18777,2060,11706,1595,15661,1855,23284,2223,375,276,70757,3210,18708,1744,14837,1854,9823,1124,6732,1221,4747,775,3977,1135,2790,922,3061,711,5839,1156,243,164,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1146620,13840,733099,11390,42380,3230,109751,4970,148008,6252,122403,5075,82756,4080,54905,3368,37959,3209,43845,3617,87490,4481,3602,1118,413521,8209,182279,6611,78082,4127,49556,3227,28016,2633,16921,1689,12551,1894,7965,1499,10075,1611,23579,2381,4497,1045,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,214246,3793,124887,3665,7823,1142,19207,1892,27573,2157,23775,1862,14585,1559,10261,1292,6526,1157,6772,1334,8227,1373,138,88,89359,2663,37914,2030,17488,1682,10622,1261,6841,992,3880,798,2724,665,1942,627,2088,523,5242,840,618,262,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1638837,16782,1040985,13076,61177,3835,163395,6054,209848,7284,173603,6473,120654,5844,77692,4317,53103,3948,60814,4015,115365,5083,5334,1260,597852,10421,282488,6786,112329,4419,63598,3978,38512,3022,27381,2846,15449,1969,10684,1520,14663,1908,27263,2398,5485,1288,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5162604,28008,3237790,22075,150317,6477,440085,11286,627694,11908,561796,12028,392929,10269,274411,9647,178348,6672,215789,8815,380678,10453,15743,2095,1924814,16138,700525,10530,423594,11220,238925,6907,146805,5025,100234,4913,62221,3418,48949,3554,55887,4213,123965,5937,23709,3673,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,558769,7876,417906,6932,21361,1768,49836,3164,73240,3807,76801,4286,58848,3641,38116,2455,27207,2240,29611,2364,42076,3681,810,336,140863,4144,76629,3510,25182,2326,14096,1876,7343,1415,4858,1057,3364,823,2070,617,1945,570,4399,942,977,428,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,176860,3377,118472,3524,4529,843,13242,1232,21645,1649,22950,1966,16406,2048,11255,1383,5667,980,9183,1393,13288,1593,307,196,58388,2287,16006,1558,11435,1256,8507,979,6037,919,4290,697,1920,508,2050,542,3172,644,4877,830,94,85,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2012391,18661,1473937,15274,83282,3960,204605,6944,278273,8765,257633,8308,191850,6478,129288,5093,83304,4372,98005,4560,143953,7096,3744,1021,538454,10349,250122,6691,101504,4922,57520,3638,35722,2609,23773,2412,15646,2180,9736,1573,11859,1541,28456,2597,4116,1020,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1584549,14207,1145499,12668,50295,3566,118772,5070,196603,6960,200590,6586,162742,6492,108798,4967,72415,4821,91320,4631,140172,5596,3792,899,439050,8780,179412,6576,96233,3934,56318,3079,31879,2628,18627,1939,12172,1741,9841,1465,10343,1240,21314,1664,2911,793,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,558289,7108,282640,6199,24379,2070,56733,4105,59076,3613,43053,3700,25646,2425,17170,2024,12988,1850,15030,1861,26950,2911,1615,784,275649,5288,139423,4828,50260,2822,28683,2162,16613,1746,10450,1365,6120,1207,5074,1212,6293,1259,10191,1431,2542,816,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1556441,11920,1055747,11256,40198,2716,118116,4179,198390,4858,204038,5137,150914,5154,102013,4254,67654,3713,64642,3630,107344,4588,2438,570,500694,7387,159462,4873,107234,3954,69820,3128,47419,3063,29947,1937,19797,1539,13170,1429,17660,1828,32679,2205,3506,1225,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146504,3363,89462,3375,5671,1210,16368,1651,19325,1908,15015,1755,10074,1547,7075,1189,4566,809,4286,877,6923,1344,159,123,57042,2508,30782,2300,10595,1543,5435,1057,2474,558,2452,628,1060,473,990,525,1043,448,1792,677,419,305,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,934479,10320,362385,6377,12770,1296,34110,2466,51548,3614,50497,3353,42879,3292,32958,2087,26487,2532,33801,2791,71573,3427,5762,1353,572094,9093,272209,7864,94118,3780,53701,3682,31128,2372,19343,2015,14697,1617,11222,1562,12563,1469,36792,2458,26321,2276,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
