GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001MA,B25091_001EA,B25091_002MA,B25091_002EA,B25091_003MA,B25091_003EA,B25091_004EA,B25091_004MA,B25091_005MA,B25091_005EA,B25091_006EA,B25091_006MA,B25091_007MA,B25091_007EA,B25091_008MA,B25091_008EA,B25091_009EA,B25091_009MA,B25091_010EA,B25091_010MA,B25091_011MA,B25091_011EA,B25091_012MA,B25091_012EA,B25091_013MA,B25091_013EA,B25091_014EA,B25091_014MA,B25091_015EA,B25091_015MA,B25091_016MA,B25091_016EA,B25091_017MA,B25091_017EA,B25091_018MA,B25091_018EA,B25091_019MA,B25091_019EA,B25091_020EA,B25091_020MA,B25091_021EA,B25091_021MA,B25091_022MA,B25091_022EA,B25091_023MA,B25091_023EA,state
0400000US01,1261475,13183,763484,12694,57344,3080,138562,6603,157929,5028,122534,6237,77976,4693,51414,3473,34665,3257,39555,3611,79934,4864,3571,985,497991,8961,236708,5948,89307,3688,53754,3802,33305,2791,20022,2247,13871,1783,10043,2037,11003,1524,24121,2480,5857,1032,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,147019,3283,104525,3187,5614,834,15374,1576,21015,2080,18372,1865,11727,1627,8240,1340,5896,1056,6059,1014,11875,1518,353,328,42494,2205,21244,1596,7398,1045,3833,750,2241,587,1936,586,1226,533,538,260,765,295,3093,676,220,176,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1502457,13503,1065145,13204,62449,3429,136508,7145,190270,6195,179437,6448,132920,5906,89184,4646,63324,3614,77716,5526,128996,5798,4341,1498,437312,8419,204976,6291,84708,4084,48140,3228,25831,2631,15774,1715,13292,2439,8682,1822,9529,1568,20928,2215,5452,1317,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,736825,11065,432085,9252,35738,2495,80137,4092,94138,5090,66902,4032,42734,2951,29650,2597,17773,2265,22551,2210,40802,2873,1660,771,304740,6694,133803,5349,63938,3594,34012,2414,19370,1817,13879,1494,9431,1331,5820,1000,6553,1143,15655,1680,2279,614,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7070138,36338,5371404,34180,207978,8183,443790,10620,688579,15239,751155,13117,694687,12971,561406,11991,434703,11778,543543,13214,1020170,17457,25393,3330,1698734,14717,746094,13027,312557,8140,181129,6852,116255,5520,77415,4177,49440,3741,36285,3532,48545,4223,111779,6364,19235,2463,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233695,10904,944408,9968,43155,3652,102307,4986,151336,5864,163928,6527,132095,5661,91250,5331,62659,3921,67616,4097,126826,5707,3236,718,289287,6657,132859,4619,53448,3099,28762,2257,21349,2263,12377,1350,8446,1330,6990,1524,7292,1537,15121,1858,2643,669,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,919943,9808,659870,9679,34668,2617,76006,4034,114200,4757,111383,4214,92385,4759,64037,4568,41889,2611,43094,3419,80357,4610,1851,726,260073,5398,71405,3124,49044,3046,35309,2391,23987,1869,19025,1657,13206,1621,10360,1432,10855,1345,25314,2004,1568,593,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,229860,4042,159799,3920,13109,1750,23638,2120,32766,2752,26377,1932,17739,1678,12445,1533,9543,1430,8228,1210,15516,1667,438,315,70061,2788,34512,2306,11208,1316,8158,1261,3596,760,3381,776,2276,656,1243,698,1475,518,3799,832,413,277,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105518,3324,79491,2672,6581,1133,10127,1460,12690,1508,14182,1543,8847,1214,6448,1141,4297,1051,5601,1218,10128,1429,590,341,26027,2018,11790,1457,4217,1025,2847,880,1320,509,788,353,836,351,632,314,541,297,2707,753,349,229,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4903949,29804,3213520,24943,146653,6856,350692,10821,519189,12207,482285,11149,391274,10647,289286,8658,206358,8238,263859,9770,545854,10530,18070,2815,1690429,16973,600597,11951,335948,10676,213556,7282,135376,5398,88059,4455,63964,4383,44338,2859,58230,3846,124913,5479,25448,2758,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2218217,18944,1614736,16820,89404,4469,235645,8612,311272,8911,270042,8959,188363,7067,128143,5649,89780,5544,107705,5434,187621,7805,6761,1672,603481,9189,276907,7517,111395,4949,67603,3679,39959,2838,22984,2350,19305,2077,13034,1666,14595,1825,31580,2813,6119,1360,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,256578,4620,173911,4625,7988,1174,17465,1870,25923,2213,29374,2526,23303,2047,15141,1806,12574,1559,14460,1821,26878,2303,805,364,82667,3529,46726,3031,15688,1922,6058,1164,3084,696,2189,707,1980,743,787,334,2261,693,3133,717,761,384,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,379948,6577,264314,5961,14167,1660,35959,2824,51212,3424,43364,2708,33725,2467,22691,2291,17134,1911,17368,2169,27342,2209,1352,625,115634,3841,55266,3219,23401,2020,12301,1411,8229,993,4379,1030,3087,701,2340,564,1916,560,3882,787,833,318,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3277573,19759,2265586,18653,99774,4770,272604,7818,381735,9088,377716,9295,284807,7597,215123,6943,148196,6394,172769,5704,305790,9011,7072,1796,1011987,11984,335146,7634,219724,6568,139456,4431,84911,3938,55868,2562,33947,2688,30373,3077,34113,2377,68864,4326,9585,1756,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1759089,16467,1221232,14115,75464,3969,197680,5387,262200,7158,216260,7663,150166,5419,90539,4570,59592,3842,62501,3568,103221,4417,3609,800,537857,8635,221516,6629,114304,5459,65461,3294,40184,2630,24726,2320,18771,1990,10049,1196,12314,1695,26327,2244,4205,1036,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,877796,9351,544219,6900,31636,2550,90125,4054,120792,4669,103520,4050,64970,3399,40494,2981,23633,1907,26024,2578,41922,3235,1103,403,333577,5886,133646,4025,71417,3505,43980,2455,26124,2088,17081,1493,10179,1152,6310,960,9220,1115,13185,1416,2435,605,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,744580,9549,483960,6967,26499,1976,77119,4388,110073,5152,87503,4089,58647,3927,37464,2491,23822,2496,23280,1939,38537,2936,1016,426,260620,5996,107578,4557,57248,3132,30303,1962,19428,1844,11350,1328,8311,1158,5322,880,6675,1000,12909,1483,1496,612,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1167973,12668,738499,10563,50969,3756,126962,5033,153147,5855,122032,4731,81411,4427,52486,3779,34493,2465,38941,3620,74281,3929,3777,890,429474,8979,202486,5588,81053,4273,46970,3018,29356,2522,16289,1958,11878,1740,7122,1274,10188,1683,18994,2012,5138,1377,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1136873,14727,662139,11341,53990,4334,115519,5992,131474,5138,102304,4913,66695,4964,47523,4073,31523,2899,35140,3382,74350,4249,3621,1020,474734,9671,225694,7340,89653,4165,44823,3034,28899,2295,21345,2244,13204,1974,9758,1507,10398,1834,24613,2289,6347,1293,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,389203,6053,248269,5493,16593,1796,38745,2789,44722,3091,42263,2677,31362,2401,19956,1979,13136,1522,14202,1719,26632,2117,658,345,140934,3497,50376,2761,28386,2036,19456,1651,11622,1474,7101,1118,5369,830,3470,718,4605,942,8919,1368,1630,644,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1438614,13207,1100282,13463,64378,3928,151398,5119,198764,6273,196291,6848,141220,6247,100639,4717,59248,3960,69859,4409,114373,5124,4112,1135,338332,6751,152506,5496,60271,3083,38653,2793,24410,2196,14947,1662,10909,1909,7752,1470,8741,1640,17804,2060,2339,659,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1567885,15921,1128667,14519,54808,4018,115177,5718,182873,5692,191782,6692,157629,6541,109904,5173,75302,4688,86941,5747,149053,6260,5198,1537,439218,8983,128713,4737,88775,4224,55529,2962,39939,2570,29817,3109,20016,2197,14535,1747,17274,1773,39733,2920,4887,1501,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2903328,19112,2006152,16869,107562,5070,262640,6481,382173,8647,345748,8271,250289,7816,166592,6138,116748,5886,127090,4641,239248,7520,8062,1506,897176,11701,315781,7307,190975,5565,116557,4529,73987,3171,48418,3152,32196,2195,24903,2071,29273,2294,55909,3038,9177,1376,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1530659,9897,1092254,9864,58493,3485,131687,4709,205946,4486,194884,5602,156572,5593,101481,3940,64341,3363,71492,3736,105400,4106,1958,766,438405,6424,186090,4820,91662,3832,50387,2325,32165,2221,20416,1784,14701,1635,9384,1265,11159,1227,20097,1461,2344,494,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,757446,10943,434214,10380,25559,2675,68587,4037,83624,5002,70646,4501,45228,3287,29987,3353,23566,2680,28080,2658,55680,3893,3257,1029,323232,7693,136019,4722,61261,3447,34819,2498,24288,2208,16515,1944,10667,1621,8829,1350,9474,1480,18127,1955,3233,874,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1614217,14314,1070777,12718,68471,3865,176815,6155,230441,6627,188025,5478,122073,4959,77056,4784,51847,3607,59959,3848,92747,3711,3343,835,543440,9303,239826,6568,111997,4826,63977,3180,36561,2797,24674,1856,15149,1560,9694,1361,13488,1612,23936,2481,4138,939,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,254458,4764,150744,4470,9798,1192,20228,1864,25318,1804,26661,1961,16157,1726,14918,1812,9647,1398,9629,1334,17587,1769,801,469,103714,3688,41043,2637,21082,1681,14087,1295,8203,992,4844,978,4420,966,1962,572,2647,672,4897,783,529,228,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474682,6469,300240,4821,15434,1690,46861,2560,65531,3215,53882,2915,38429,2212,22592,1875,15605,1743,15781,1938,25433,2606,692,315,174442,4422,61126,2550,38834,2322,23813,1516,14693,1487,10314,1288,6101,920,4469,826,5273,821,8937,1286,882,354,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,550125,8469,427452,8369,15885,2117,39194,3098,63562,4305,67083,5113,56657,3886,40427,2976,33105,2734,37066,3009,70430,4687,4043,1348,122673,4548,54198,3227,22151,2101,13515,1989,7030,1202,5117,1232,4404,982,3124,761,4253,909,7901,1381,980,436,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
