GEO_ID,C19201_001E,C19201_001M,C19201_002E,C19201_002M,C19201_003E,C19201_003M,C19201_004E,C19201_004M,C19201_005E,C19201_005M,C19201_006E,C19201_006M,C19201_007E,C19201_007M,C19201_008E,C19201_008M,C19201_009E,C19201_009M,C19201_010E,C19201_010M,C19201_011E,C19201_011M,NAME,C19201_001MA,C19201_001EA,C19201_002MA,C19201_002EA,C19201_003EA,C19201_003MA,C19201_004EA,C19201_004MA,C19201_005MA,C19201_005EA,C19201_006MA,C19201_006EA,C19201_007MA,C19201_007EA,C19201_008EA,C19201_008MA,C19201_009EA,C19201_009MA,C19201_010EA,C19201_010MA,C19201_011MA,C19201_011EA,state
0400000US24,687676,12530,80500,4785,58854,3787,94112,5094,86131,5395,112945,5644,125281,6321,64225,4100,44816,3652,9819,1445,10993,1723,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,878360,14218,139021,7225,86700,4185,126677,6333,98163,5962,128790,6828,141039,6729,72840,4642,56940,4147,16393,2154,11797,1644,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1293766,14965,210808,7797,152559,5564,246215,8102,191894,6516,194905,7693,174986,6689,68534,3836,37972,3273,8272,1310,7621,1147,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,691098,11019,90022,4321,72872,3995,116968,4537,103281,4924,123069,5076,106281,4971,38702,2944,27832,2279,7446,1114,4625,994,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,324035,7701,94246,5078,48326,3347,60277,4293,46822,3923,35745,3496,25228,2348,8024,1685,3685,722,669,413,1013,567,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,764721,10445,138274,4944,92541,4142,150546,6364,117866,6164,113624,4451,91262,4509,32537,3389,19436,2557,3441,819,5194,1030,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,131475,4161,23219,2244,18413,1834,29004,2371,18308,1771,18066,1850,15771,2091,4573,1243,2976,821,474,351,671,400,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,240463,6122,38379,3042,30136,2183,50366,2770,42795,2622,34275,2698,29336,2911,8349,1359,4478,785,1007,434,1342,523,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,317428,8148,38725,3633,30848,2953,54201,3388,45615,4025,50223,4081,49879,4338,25864,2976,15452,1975,3444,930,3177,975,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,159439,5186,20424,2069,15174,2041,24223,2870,24715,2558,24262,2268,28718,2535,12572,1860,5791,1182,2179,830,1381,424,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,969677,15329,129541,7442,97203,4870,142458,5313,112588,5797,146721,6672,162372,7929,85312,4967,58853,3900,17157,2014,17472,2570,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,245061,6870,51807,3717,29373,2750,46017,4020,35259,2978,32138,2873,27608,2558,11669,1882,7046,1261,1885,666,2259,730,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2498628,23128,444235,8932,247258,8474,386327,10602,293429,9323,349358,10646,362880,9979,177168,6107,142059,7013,45090,3623,50824,4210,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1119641,14613,216468,7276,135600,5820,209813,8589,164986,5556,166000,7212,132913,5946,47077,3876,29201,3039,8083,2001,9500,1964,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,104631,3425,19847,1392,12115,1485,23160,1961,17222,1886,16275,1244,10905,1521,2203,592,2274,819,419,234,211,177,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1520915,16315,261502,8282,187537,6451,308066,8754,225793,7680,231598,8581,185633,6660,66245,4275,38390,2588,8150,1628,8001,1202,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,446471,9124,97922,4976,62552,3556,91299,4987,65819,3946,65036,4301,41348,3413,13736,2028,4969,1109,1631,524,2159,651,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,516505,8605,86787,4287,63541,3990,96002,4952,76419,4203,77337,4665,67340,3502,26326,2562,15606,2075,4151,990,2996,919,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1660542,17966,285849,7695,224646,6986,330057,8887,229155,7128,243484,7548,205001,7013,74325,5068,43348,3463,13112,1673,11565,1525,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,147041,5294,21788,2229,19369,1945,23298,2424,19989,2721,21630,2349,20312,2101,11056,1994,6591,1215,1388,524,1620,540,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,532580,9785,108818,5854,67575,4580,98701,4545,81410,4433,76034,5171,61661,4536,19518,2255,13063,2082,2161,626,3639,855,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,106440,3466,19713,1583,13173,1654,25030,2033,17195,1872,15110,1427,11208,1341,2778,723,1381,497,143,147,709,330,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,761820,12189,164287,5878,102754,6425,142862,6280,114294,5623,108099,4674,77403,5474,26597,2740,16502,2155,4402,1076,4620,1143,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2380210,26594,438923,12493,269276,8372,394045,10470,337062,10297,372585,11556,312078,9485,124622,5440,85632,5855,22004,2359,23983,2206,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,198826,6592,29702,2884,21901,2461,37090,3255,31483,3273,31570,2802,29157,3247,9635,1552,6022,1240,1137,517,1129,422,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,91993,3588,14438,1588,11644,1374,15689,1874,15083,1562,14327,1672,11426,1475,3855,691,4180,881,701,411,650,300,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,950722,15147,137492,5518,86164,4097,141499,6053,125125,4800,148375,6592,149196,4917,72098,3969,60234,4582,17509,2267,13030,1634,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,876042,12831,128618,6202,85200,4090,148201,6499,116958,5155,142795,6161,136200,6710,57620,3737,40959,3637,11308,1809,8183,1224,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,240555,6133,61328,3961,39286,2591,54384,3300,31383,2363,25143,2365,18301,2248,5558,938,2731,888,744,401,1697,723,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,778934,9889,107852,5008,94327,4185,147674,4941,126924,4858,129931,4645,106778,4526,38382,2548,17769,1875,4866,779,4431,984,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,71033,3670,9764,1582,9028,1360,13523,1814,9711,1781,10863,1439,10686,1747,5088,1364,1328,610,485,301,557,439,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,297348,7427,161358,5193,41230,3044,39092,3151,20275,1782,15148,1991,12037,1643,4350,1084,2112,678,812,468,934,407,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
