GEO_ID,B08007_001E,B08007_001M,B08007_002E,B08007_002M,B08007_003E,B08007_003M,B08007_004E,B08007_004M,B08007_005E,B08007_005M,B08007_006E,B08007_006M,B08007_007E,B08007_007M,B08007_008E,B08007_008M,B08007_009E,B08007_009M,B08007_010E,B08007_010M,B08007_011E,B08007_011M,B08007_012E,B08007_012M,B08007_013E,B08007_013M,B08007_014E,B08007_014M,B08007_015E,B08007_015M,NAME,B08007_001MA,B08007_001EA,B08007_002MA,B08007_002EA,B08007_003MA,B08007_003EA,B08007_004EA,B08007_004MA,B08007_005EA,B08007_005MA,B08007_006MA,B08007_006EA,B08007_007MA,B08007_007EA,B08007_008MA,B08007_008EA,B08007_009EA,B08007_009MA,B08007_010EA,B08007_010MA,B08007_011MA,B08007_011EA,B08007_012MA,B08007_012EA,B08007_013MA,B08007_013EA,B08007_014MA,B08007_014EA,B08007_015MA,B08007_015EA,state
0400000US01,1941250,15984,1857156,16454,1423716,15068,433440,9460,84094,5774,1055195,9461,998341,9939,742274,9764,256067,6775,56854,4713,886055,10946,858815,10747,681442,9888,177373,5377,27240,2471,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,292866,5254,274305,5173,18561,1425,1824,603,160549,3279,159027,3294,144825,3301,14202,1322,1522,605,134141,3142,133839,3137,129480,3136,4359,714,302,202,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,2531979,15439,2434618,15938,97361,6307,43085,4270,1446763,10128,1418031,9994,1354712,10943,63319,4652,28732,2732,1128301,11257,1113948,11586,1079906,11321,34042,3220,14353,2595,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,1155755,11995,906031,11585,249724,6710,45131,3551,643018,7202,616359,7235,470093,7166,146266,5120,26659,2398,557868,8708,539396,8796,435938,8598,103458,4270,18472,2177,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,15463336,39202,12825328,46766,2638008,26805,83998,5279,8744873,29320,8682895,29626,6997261,35210,1685634,22262,61978,3934,6802461,27369,6780441,27571,5828067,27140,952374,14101,22020,2532,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,2254542,12808,1487477,15749,767065,11808,25719,2197,1256826,8335,1237651,8345,783947,9993,453704,8531,19175,1934,1023435,9723,1016891,9787,703530,11087,313361,8122,6544,1065,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,1554650,14096,1208794,14709,345856,7956,102692,5219,871769,8446,804497,9431,604501,8161,199996,5902,67272,3612,785573,9261,750153,9064,604293,10470,145860,5443,35420,3246,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,343770,5634,320202,5775,23568,2336,53263,3499,208428,3111,176361,3866,163458,3993,12903,1611,32067,2295,188605,4256,167409,4157,156744,4161,10665,1925,21196,2289,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,182991,5487,182991,5487,0,286,66874,3566,126559,2736,87109,3871,87109,3871,0,286,39450,2790,123306,3603,95882,3516,95882,3516,0,286,27424,2164,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,7605247,26259,6233690,31161,1371557,19936,95638,5936,4177320,20968,4106476,21680,3282078,23969,824398,16759,70844,4557,3523565,20350,3498771,19708,2951612,21689,547159,12066,24794,2966,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4098555,20586,3979605,19919,2360017,22537,1619588,21071,118950,6347,2238551,13218,2158584,12740,1227582,16005,931002,15658,79967,4981,1860004,15789,1821021,16019,1132435,14802,688586,12204,38983,3320,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,584015,6971,580518,6861,576480,6827,4038,1123,3497,963,315322,4637,312954,4649,310222,4586,2732,967,2368,684,268693,4599,267564,4569,266258,4606,1306,516,1129,602,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,655732,8026,622858,8062,520029,8254,102829,4418,32874,3253,360509,4557,338781,4901,273645,5397,65136,3163,21728,2504,295223,5964,284077,6009,246384,5784,37693,2734,11146,1957,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5794059,21993,5587544,22821,4216135,22924,1371409,19334,206515,5849,3119749,14643,2991006,15033,2167949,15955,823057,13508,128743,4825,2674310,16346,2596538,16347,2048186,16589,548352,10896,77772,3720,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2835411,15789,2682904,15757,1941560,17372,741344,11537,152507,5824,1524236,10172,1425419,10366,985034,12085,440385,8333,98817,4957,1311175,13402,1257485,13078,956526,14084,300959,8041,53690,3222,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1471452,9812,1399924,9840,1120738,10908,279186,7580,71528,3330,776267,6861,733694,7079,575446,7346,158248,4766,42573,2194,695185,5796,666230,5653,545292,6465,120938,4566,28955,2224,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1329738,9734,1233730,10337,1016162,10622,217568,6114,96008,4798,716916,5987,657946,6728,529671,7461,128275,4527,58970,3172,612822,6769,575784,7013,486491,6468,89293,4185,37038,3304,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1766010,14030,1650643,14151,1203861,14227,446782,10770,115367,4745,944324,9325,872928,9390,605285,10688,267643,7498,71396,3574,821686,8742,777715,9031,598576,7896,179139,7126,43971,3021,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1857938,14169,1814278,13915,1295688,16533,518590,12972,43660,4083,979871,11318,944162,11076,636301,12189,307861,8236,35709,3372,878067,10255,870116,10243,659387,11477,210729,9037,7951,1588,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,640895,5899,614926,5844,497894,7075,117032,4982,25969,2215,333661,4476,317065,4629,248375,5204,68690,3610,16596,1592,307234,4755,297861,4764,249519,4941,48342,3067,9373,1505,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2706453,15958,2253262,16197,1455461,17633,797801,14691,453191,11068,1405572,9574,1150407,11160,707820,12679,442587,10481,255165,8719,1300881,12147,1102855,12713,747641,12973,355214,9275,198026,6561,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3030720,17055,2911921,17208,1983133,19433,928788,13194,118799,6270,1592333,12089,1515141,11668,990113,14120,525028,10400,77192,4420,1438387,12207,1396780,12253,993020,12642,403760,8267,41607,3518,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4398500,19331,4316141,18939,3059900,20187,1256241,16177,82359,4714,2337656,14077,2283611,13471,1536682,13565,746929,12042,54045,3577,2060844,13457,2032530,13797,1523218,14552,509312,10350,28314,2029,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2595966,11693,2534709,11685,1653189,14417,881520,11814,61257,2876,1370210,8084,1332409,8078,837242,10092,495167,8461,37801,2009,1225756,8380,1202300,8426,815947,9754,386353,7285,23456,1648,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1182086,11632,1091890,11536,758751,12006,333139,9138,90196,5683,622621,8050,563261,7236,379245,8381,184016,5932,59360,4342,559465,8082,528629,8060,379506,8755,149123,6510,30836,2591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2683452,13397,2532087,14537,1732571,15096,799516,12602,151365,6515,1420395,7630,1322349,8847,868184,9939,454165,10482,98046,4603,1263057,11495,1209738,12014,864387,11196,345351,7511,53319,3566,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,455268,4917,448670,5190,413190,5177,35480,2132,6598,1229,246079,3180,240984,3537,219209,3448,21775,1581,5095,1170,209189,4030,207686,4018,193981,4181,13705,1430,1503,462,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,884076,6866,859431,6998,687163,7870,172268,5493,24645,2332,473510,4100,458723,4041,360956,5493,97767,4144,14787,1461,410566,5326,400708,5434,326207,5354,74501,3341,9858,1499,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1137733,9126,1117358,10211,1077630,9812,39728,3808,20375,3281,642217,6730,627134,7555,600572,7340,26562,2988,15083,2844,495516,7769,490224,7604,477058,7727,13166,1633,5292,1433,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,667976,6648,557711,6771,432389,7731,125322,5758,110265,4568,357619,4353,284370,4736,214416,5453,69954,4021,73249,3605,310357,5174,273341,5443,217973,5479,55368,3446,37016,2874,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3984819,21855,3486603,23437,2170608,23886,1315995,19979,498216,12982,2152687,11610,1830272,14991,1065472,14645,764800,11988,322415,9286,1832132,15501,1656331,15072,1105136,14711,551195,12239,175801,7655,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,832406,10823,808665,10712,707463,10473,101202,4625,23741,2729,445640,7474,429011,7432,367182,7443,61829,3640,16629,2184,386766,7445,379654,7161,340281,7221,39373,3152,7112,1358,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8423129,30948,8188430,31027,5456591,32118,2731839,29048,234699,9012,4469588,21353,4313572,20531,2739644,22660,1573928,22504,156016,6553,3953541,24085,3874858,24347,2716947,22986,1157911,16855,78683,5047,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3908122,20225,3809634,19971,2805587,20926,1004047,14660,98488,5358,2115520,12826,2045835,13135,1454978,13858,590857,10968,69685,4660,1792602,15011,1763799,14229,1350609,14574,413190,9279,28803,3005,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,329220,3492,316744,3672,278615,3817,38129,2393,12476,1639,176409,2201,169651,2374,147272,2509,22379,1847,6758,1060,152811,2518,147093,2618,131343,2854,15750,1118,5718,1087,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5173442,24208,5042183,23888,3637598,22965,1404585,19263,131259,6157,2742639,16353,2656505,16150,1836462,15705,820043,11076,86134,4953,2430803,15427,2385678,15146,1801136,15017,584542,13090,45125,2905,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1567062,13300,1515733,13519,1162028,12642,353705,9058,51329,3368,858697,7534,821477,7629,612014,8688,209463,6603,37220,2918,708365,9624,694256,9661,550014,8534,144242,4822,14109,1679,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1670430,11327,1631998,12492,1287862,12725,344136,9128,38432,3364,911370,8997,883464,9918,675803,10298,207661,6639,27906,2576,759060,7861,748534,8277,612059,8312,136475,5750,10526,1793,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
