GEO_ID,C17003_001E,C17003_001M,C17003_002E,C17003_002M,C17003_003E,C17003_003M,C17003_004E,C17003_004M,C17003_005E,C17003_005M,C17003_006E,C17003_006M,C17003_007E,C17003_007M,C17003_008E,C17003_008M,C17003_009E,C17003_009M,C17003_010E,C17003_010M,C17003_011E,C17003_011M,NAME,C17003_001EA,C17003_001MA,C17003_002EA,C17003_002MA,C17003_003MA,C17003_003EA,C17003_004MA,C17003_004EA,C17003_005EA,C17003_005MA,C17003_006EA,C17003_006MA,C17003_007EA,C17003_007MA,C17003_008MA,C17003_008EA,C17003_009MA,C17003_009EA,C17003_010EA,C17003_010MA,C17003_011EA,C17003_011MA,state
0400000US30,619546,1414,66219,4571,14133,2145,23316,2613,21330,2298,7440,1256,553327,4695,43266,3025,174557,5704,179035,5301,156469,4996,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1109836,2394,89646,5340,23162,2582,29825,2591,26438,2556,10221,1442,1020190,5694,93371,4004,310313,6830,323899,7000,292607,6222,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1554923,1976,137307,8655,46071,5190,45121,5336,32160,2955,13955,2044,1417616,9033,221649,8119,433551,12308,455399,10925,307017,10201,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,867694,1967,52653,4512,13290,2332,18398,2256,13122,1564,7843,1853,815041,5195,74479,4415,247224,6469,225094,6747,268244,7218,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5666759,2515,401529,15612,138650,8557,143031,8484,71379,5754,48469,3848,5265230,15425,640342,14656,1527399,19791,1205764,15565,1891725,20190,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1208938,3361,168999,7975,69347,5915,51097,4368,33730,3420,14825,2301,1039939,8043,148438,7008,294452,8051,308351,8282,288698,7900,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12546501,4239,1380495,24705,516206,12625,438350,13710,256429,11558,169510,7629,11166006,25104,1450418,23117,3221603,32229,2739562,26290,3754423,28935,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5568889,6223,637982,13936,245714,9832,208504,6551,137713,6442,46051,3142,4930907,16453,739244,16040,1430351,20552,1407801,19801,1353511,16262,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,414015,1267,34650,2665,9762,1296,12699,1655,9867,1344,2322,679,379365,3057,39105,2605,107120,4059,129949,4150,103191,4330,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7405261,3700,715574,16119,237858,9039,280288,10230,140728,5891,56700,3674,6689687,17129,775465,14163,2434971,20533,1810379,18278,1668872,19618,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2244755,3742,279713,8967,91984,4698,97613,5543,72793,4756,17323,1831,1965042,9454,259536,8326,623775,11162,596600,11719,485131,10259,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2384818,3126,258295,9060,68655,5258,78232,5952,77570,5711,33838,3152,2126523,9080,230446,8619,549065,11747,719689,12152,627323,12558,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8180457,3596,739717,15354,225246,7695,318973,11566,128512,6479,66986,4846,7440740,16384,863839,17481,2841959,23145,1702064,16849,2032878,21447,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,705426,1197,61853,4498,24320,3126,20055,2549,11953,2057,5525,1405,643573,4719,92073,5601,185669,6854,164463,5846,201368,6957,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2723305,3932,318422,8682,129168,7171,110621,6156,57527,3843,21106,2501,2404883,9705,369282,10746,746188,12958,685262,13722,604151,11043,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,485733,1986,47205,3512,12882,1591,16356,1743,14292,2052,3675,945,438528,4136,42249,2051,142535,3635,137522,4936,116222,4593,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3907666,5084,479748,13860,206484,8365,168687,7696,81448,5684,23129,3096,3427918,15335,529919,11089,1180057,16700,890328,13901,827614,15560,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13771855,8235,1783159,30152,853744,19638,479620,13128,320916,11786,128879,6194,11988696,30890,2072717,26003,3132723,33452,3451323,29988,3331933,32206,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1387825,2211,109106,6054,23896,3296,33838,3375,35683,3553,15689,1998,1278719,6330,112900,6276,327891,7507,466687,8336,371241,7717,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,419246,759,35667,3072,10060,1851,12402,1661,7543,1192,5662,1013,383579,3011,34153,2512,121740,3696,97114,3933,130572,4941,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4866265,6232,365049,12605,143103,7860,115977,6549,65583,4439,40386,4157,4501216,14613,567967,12755,1181633,15862,1176998,19001,1574618,16785,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4074619,3453,376301,13157,102603,7460,111023,6451,114198,6548,48477,3608,3698318,13584,351744,10446,912891,15806,1255558,13596,1178125,15564,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1239234,2311,175280,8207,59200,4357,74475,5214,30834,3343,10771,1831,1063954,8784,173964,6480,444285,10475,246698,6992,199007,6600,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3579057,3117,257050,8135,74041,5148,96105,4980,62158,3882,24746,2618,3322007,8675,328116,8297,1136923,10924,988515,11071,868453,11474,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,332295,1758,23283,2388,5020,1161,7892,1402,9056,1711,1315,477,309012,3094,23748,2267,104078,3760,105557,3831,75629,3833,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2431653,1185,968483,17411,502275,12011,263477,9770,151760,5948,50971,3693,1463170,17466,313819,8064,324653,8497,370371,9485,454327,9649,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
