GEO_ID,B11004_001E,B11004_001M,B11004_002E,B11004_002M,B11004_003E,B11004_003M,B11004_004E,B11004_004M,B11004_005E,B11004_005M,B11004_006E,B11004_006M,B11004_007E,B11004_007M,B11004_008E,B11004_008M,B11004_009E,B11004_009M,B11004_010E,B11004_010M,B11004_011E,B11004_011M,B11004_012E,B11004_012M,B11004_013E,B11004_013M,B11004_014E,B11004_014M,B11004_015E,B11004_015M,B11004_016E,B11004_016M,B11004_017E,B11004_017M,B11004_018E,B11004_018M,B11004_019E,B11004_019M,B11004_020E,B11004_020M,NAME,B11004_001EA,B11004_001MA,B11004_002EA,B11004_002MA,B11004_003MA,B11004_003EA,B11004_004MA,B11004_004EA,B11004_005MA,B11004_005EA,B11004_006EA,B11004_006MA,B11004_007EA,B11004_007MA,B11004_008EA,B11004_008MA,B11004_009MA,B11004_009EA,B11004_010MA,B11004_010EA,B11004_011EA,B11004_011MA,B11004_012EA,B11004_012MA,B11004_013EA,B11004_013MA,B11004_014MA,B11004_014EA,B11004_015EA,B11004_015MA,B11004_016EA,B11004_016MA,B11004_017EA,B11004_017MA,B11004_018EA,B11004_018MA,B11004_019EA,B11004_019MA,B11004_020MA,B11004_020EA,state
0400000US01,1223725,12107,891157,11928,386572,8832,89054,4786,78176,4897,219342,7743,504585,8570,332568,9213,71026,5019,41530,3865,12235,2400,4374,1382,24921,2761,29496,3159,261542,8531,185219,7226,39558,3945,40055,3620,105606,5562,76323,4858,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,116353,3601,60090,2787,13746,1706,15599,1724,30745,2388,56263,2781,40834,2803,13173,1591,9210,1383,1712,568,1432,700,6066,1103,3963,914,27661,2535,21706,2311,4021,1149,4262,1024,13423,1654,5955,974,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,1078453,13654,492774,9760,123185,5794,128900,7131,240689,7337,585679,9716,381007,11082,110233,6522,70458,4646,17724,2586,12774,2248,39960,3694,39775,3515,270774,8204,191420,7048,40596,3735,39523,3889,111301,5257,79354,5377,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,555545,9778,237108,6937,55528,3430,49756,3940,131824,5532,318437,6642,186899,7250,46317,3305,27863,2759,7273,1765,3654,1102,16936,2122,18454,1991,140582,6270,99835,5007,20180,2506,20173,2593,59482,3491,40747,3369,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,6011121,34735,3151067,28447,701007,15063,802642,14476,1647418,19879,2860054,25193,2269998,24199,713873,16325,413133,12483,101298,5610,79365,4944,232470,9547,300740,11240,1556125,19970,1047696,17635,192852,8701,204744,9097,650100,15188,508429,11488,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,907833,12213,428734,8694,116111,5344,93892,4804,218731,7167,479099,9159,256388,8602,79977,5026,50225,4712,11696,2333,7283,2063,31246,3645,29752,2571,176411,6353,129251,6164,30741,3171,24503,2914,74007,4436,47160,3321,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,675144,9946,306759,6487,72951,4186,57612,3375,176196,5821,368385,8177,218144,6568,56395,4161,27714,3253,6560,1634,3659,1094,17495,2581,28681,2807,161749,6239,107536,5385,17465,2629,21565,2846,68506,4708,54213,4041,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,159638,4594,69827,3619,16853,1762,15698,1891,37276,2813,89811,3252,56544,3532,14012,1814,8381,1344,2347,804,1647,695,4387,1032,5631,1170,42532,2818,30702,2556,7391,1520,5506,1342,17805,1837,11830,1355,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,54212,3314,20342,1838,8071,1335,3689,967,8582,1140,33870,2819,54271,3265,10078,1683,5221,1225,1639,758,925,517,2657,823,4857,1146,44193,2723,29443,2337,4319,1187,8640,1652,16484,1836,14750,1750,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,3379273,23619,1337624,15897,317375,10706,276805,10377,743444,11961,2041649,17320,1215530,17751,322952,10052,174878,8454,51002,4884,26259,2913,97617,6237,148074,6901,892578,15323,605202,13747,119232,7024,113010,6714,372960,12392,287376,9786,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
