GEO_ID,B18021_001E,B18021_001M,B18021_002E,B18021_002M,B18021_003E,B18021_003M,B18021_004E,B18021_004M,B18021_005E,B18021_005M,B18021_006E,B18021_006M,B18021_007E,B18021_007M,B18021_008E,B18021_008M,B18021_009E,B18021_009M,B18021_010E,B18021_010M,B18021_011E,B18021_011M,B18021_012E,B18021_012M,B18021_013E,B18021_013M,B18021_014E,B18021_014M,B18021_015E,B18021_015M,B18021_016E,B18021_016M,B18021_017E,B18021_017M,B18021_018E,B18021_018M,B18021_019E,B18021_019M,B18021_020E,B18021_020M,B18021_021E,B18021_021M,B18021_022E,B18021_022M,B18021_023E,B18021_023M,B18021_024E,B18021_024M,B18021_025E,B18021_025M,B18021_026E,B18021_026M,B18021_027E,B18021_027M,B18021_028E,B18021_028M,B18021_029E,B18021_029M,B18021_030E,B18021_030M,B18021_031E,B18021_031M,NAME,B18021_001MA,B18021_001EA,B18021_002MA,B18021_002EA,B18021_003MA,B18021_003EA,B18021_004MA,B18021_004EA,B18021_005EA,B18021_005MA,B18021_006EA,B18021_006MA,B18021_007EA,B18021_007MA,B18021_008MA,B18021_008EA,B18021_009MA,B18021_009EA,B18021_010EA,B18021_010MA,B18021_011EA,B18021_011MA,B18021_012EA,B18021_012MA,B18021_013MA,B18021_013EA,B18021_014MA,B18021_014EA,B18021_015EA,B18021_015MA,B18021_016EA,B18021_016MA,B18021_017EA,B18021_017MA,B18021_018MA,B18021_018EA,B18021_019MA,B18021_019EA,B18021_020EA,B18021_020MA,B18021_021EA,B18021_021MA,B18021_022EA,B18021_022MA,B18021_023MA,B18021_023EA,B18021_024MA,B18021_024EA,B18021_025EA,B18021_025MA,B18021_026EA,B18021_026MA,B18021_027EA,B18021_027MA,B18021_028MA,B18021_028EA,B18021_029MA,B18021_029EA,B18021_030MA,B18021_030EA,B18021_031EA,B18021_031MA,state
0400000US01,2894176,5043,128853,5755,73654,4825,15257,2167,7449,1663,7808,1725,58397,4352,24792,2812,33605,2955,55199,3998,12104,1808,5423,1197,6681,1479,43095,3343,14672,2056,28423,2973,2765323,8193,1327076,6366,531603,4350,373796,6682,157807,5958,795473,5827,622373,7268,173100,5936,1438247,5349,553098,4957,315659,7309,237439,8307,885149,4767,550580,7547,334569,7299,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426990,1889,17971,1812,11566,1574,1308,532,807,462,501,278,10258,1420,5426,912,4832,998,6405,1083,1149,477,655,338,494,327,5256,928,2402,597,2854,744,409019,2762,203512,2429,78586,1703,52809,1957,25777,1811,124926,2027,98690,2851,26236,2114,205507,1598,79555,1157,47256,2259,32299,2313,125952,1529,87686,2420,38266,2137,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3667827,4564,105648,5978,63587,5052,12360,2372,6396,1819,5964,1348,51227,4556,25264,2860,25963,3502,42061,3476,10515,2220,5160,1611,5355,1375,31546,2963,12520,1957,19026,1961,3562179,7501,1769804,6099,773644,4790,585211,6838,188433,7165,996160,4616,798734,8073,197426,6664,1792375,5666,743959,4461,435562,7323,308397,7878,1048416,3473,671701,7004,376715,6889,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1738224,3831,80890,4366,47863,3335,9302,1536,5125,1269,4177,951,38561,3029,15909,2157,22652,2512,33027,3037,8225,1439,4026,1104,4199,1025,24802,2679,7752,1426,17050,2196,1657334,5791,803884,4183,329424,4204,237668,5663,91756,4771,474460,4361,368348,5548,106112,4165,853450,4362,332551,3816,200901,5446,131650,5534,520899,3759,342808,5921,178091,5832,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22906307,11669,518619,14484,294797,11494,70233,5988,38482,4528,31751,3929,224564,9373,112558,6965,112006,6515,223822,8798,51466,4384,20132,2692,31334,3756,172356,7398,65795,3904,106561,6264,22387688,18704,11138314,14290,4672117,11133,3238449,19631,1433668,20322,6466197,10589,5217650,19137,1248547,18687,11249374,11967,4550258,10348,2560493,18296,1989765,21027,6699116,7675,4237161,21152,2461955,20953,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3053504,4420,79536,5069,50682,3920,14810,2193,10491,2008,4319,1224,35872,3122,22227,2424,13645,1759,28854,2951,5720,1396,3101,963,2619,849,23134,2441,10915,1649,12219,1787,2973968,6909,1493276,4878,626963,4380,480546,6468,146417,5897,866313,4297,720246,5738,146067,5250,1480692,4525,597658,3711,387642,7454,210016,7837,883034,3659,625571,6203,257463,6796,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2215438,3697,50403,3701,26619,2860,6563,1384,3863,1114,2700,974,20056,2707,11073,1697,8983,1932,23784,2764,5541,1415,3279,767,2262,1152,18243,2186,7876,1374,10367,1533,2165035,4783,1057281,3772,369005,2959,259642,4417,109363,4818,688276,3380,574759,5531,113517,5456,1107754,3622,368736,2972,235544,5145,133192,5118,739018,2482,534806,5775,204212,5755,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,535270,1881,13218,1626,7305,1103,1916,721,988,596,928,537,5389,962,3115,806,2274,590,5913,1341,1984,870,837,539,1147,642,3929,1019,1847,741,2082,674,522052,2252,252261,1591,96699,1332,70911,2183,25788,1978,155562,1199,126942,2310,28620,2016,269791,1892,98889,1683,66622,2762,32267,2810,170902,1328,117925,3145,52977,2892,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,349668,1304,8237,1494,3920,1070,723,454,147,206,576,415,3197,993,1549,679,1648,766,4317,1048,1004,503,393,270,611,426,3313,868,1017,483,2296,729,341431,1703,162079,1539,68583,1040,47845,1627,20738,1724,93496,1155,72162,2443,21334,2347,179352,1025,76220,742,52817,1917,23403,1802,103132,888,67952,2633,35180,2611,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10879045,9146,295996,10432,167792,6630,28342,3152,15692,2209,12650,2489,139450,6290,67581,4167,71869,4220,128204,6493,22749,2844,12067,1952,10682,1940,105455,5861,41679,3253,63776,4695,10583049,14741,5157874,10460,1977976,6935,1419509,12063,558467,10611,3179898,8520,2543043,15529,636855,13354,5425175,9895,1982372,7358,1205669,11419,776703,11645,3442803,7030,2241184,14871,1201619,15182,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
