GEO_ID,C08014_001E,C08014_001M,C08014_002E,C08014_002M,C08014_003E,C08014_003M,C08014_004E,C08014_004M,C08014_005E,C08014_005M,C08014_006E,C08014_006M,C08014_007E,C08014_007M,C08014_008E,C08014_008M,C08014_009E,C08014_009M,C08014_010E,C08014_010M,C08014_011E,C08014_011M,C08014_012E,C08014_012M,C08014_013E,C08014_013M,C08014_014E,C08014_014M,C08014_015E,C08014_015M,NAME,C08014_001MA,C08014_001EA,C08014_002MA,C08014_002EA,C08014_003MA,C08014_003EA,C08014_004EA,C08014_004MA,C08014_005EA,C08014_005MA,C08014_006EA,C08014_006MA,C08014_007MA,C08014_007EA,C08014_008MA,C08014_008EA,C08014_009MA,C08014_009EA,C08014_010EA,C08014_010MA,C08014_011EA,C08014_011MA,C08014_012MA,C08014_012EA,C08014_013MA,C08014_013EA,C08014_014MA,C08014_014EA,C08014_015EA,C08014_015MA,state
0400000US01,1941250,15984,39747,4235,375581,11492,812714,15985,713208,15613,1055195,9461,21805,2880,169539,7308,455722,10710,408129,9087,886055,10946,17942,2674,206042,7752,356992,9266,305079,8746,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,15872,1657,72070,4117,126633,6278,80115,5218,160549,3279,7924,1048,37863,2977,70115,3566,44647,3374,134141,3142,7948,1052,34207,2422,56518,3344,35468,2501,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,76839,6597,611895,17766,1154532,21845,731798,17825,1446763,10128,43841,4529,317495,13201,662906,14256,422521,11660,1128301,11257,32998,4055,294400,9383,491626,10938,309277,8687,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,25348,2923,244935,9235,546174,11238,384429,11023,643018,7202,12991,2178,117419,5799,298683,6692,213925,6814,557868,8708,12357,1821,127516,5910,247491,6855,170504,5992,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,545357,17605,3130117,35116,6413986,59999,5457874,55903,8744873,29320,316268,12765,1605045,24412,3691482,36987,3132078,35704,6802461,27369,229089,9466,1525072,22399,2722504,30810,2325796,28016,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,53861,4733,459907,12821,1008060,17046,758433,16097,1256826,8335,32413,3703,228808,8727,568619,12118,426986,10780,1023435,9723,21448,2349,231099,7688,439441,9458,331447,8500,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,43648,4152,309139,9427,745470,14791,559085,16094,871769,8446,19027,2617,137481,6128,410764,9109,304497,9803,785573,9261,24621,3069,171658,6605,334706,8465,254588,9080,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,11935,2262,84593,4333,183522,6550,116983,6706,208428,3111,6307,1900,37327,2998,100756,4163,64038,3919,188605,4256,5628,1054,47266,2832,82766,3780,52945,3528,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,66320,4391,103252,4981,59852,3602,20441,2754,126559,2736,32087,3259,48949,3339,34109,2884,11414,2000,123306,3603,34233,2846,54303,3075,25743,2124,9027,1435,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,215322,11150,1842494,27374,3658322,35798,1984747,31339,4177320,20968,121094,8041,905663,18079,2041846,23922,1108717,19707,3523565,20350,94228,6223,936831,16066,1616476,20348,876030,17347,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4098555,20586,130897,9539,851916,21510,1789573,31418,1326169,25873,2238551,13218,73812,7631,403038,14714,1014736,19133,746965,17181,1860004,15789,57085,5320,448878,12814,774837,15469,579204,12341,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,584015,6971,20438,2836,127089,6632,218622,9453,217866,9881,315322,4637,10393,1732,64404,3987,120861,5506,119664,5838,268693,4599,10045,1936,62685,4060,97761,4981,98202,5013,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
