GEO_ID,C08114_001E,C08114_001M,C08114_002E,C08114_002M,C08114_003E,C08114_003M,C08114_004E,C08114_004M,C08114_005E,C08114_005M,NAME,C08114_001EA,C08114_001MA,C08114_002MA,C08114_002EA,C08114_003MA,C08114_003EA,C08114_004MA,C08114_004EA,C08114_005EA,C08114_005MA,state
0400000US01,44419105,652629,42193145,611849,2225955,193452,1170020,130532,1055935,146487,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5162820,195997,4680820,179285,482000,58281,320690,46078,161310,38130,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,61371165,700682,43195045,626923,18176115,482092,9199725,337627,8976390,411325,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24524820,438859,23132455,431070,1392360,99115,653885,77370,738475,66968,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,401283395,1656564,229632835,1712374,171650555,1573797,84932675,1314196,86717880,1226999,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50335150,530139,41662845,539343,8672305,358779,4282310,292524,4389995,289175,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39679895,535917,32279250,558979,7400640,341165,4418765,229210,2981875,260850,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,9073205,243867,7869780,231889,1203425,127294,697970,106477,505455,75198,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,6985030,205364,5685960,178882,1299070,118404,756845,111807,542225,82638,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,192589770,1324887,135065535,1197172,57524235,879785,30611040,750777,26913195,694259,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,107703750,1149334,93532485,1102887,14171265,523121,6440060,349053,7731205,414214,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14323135,313527,10918615,330301,3404520,223358,1832285,170762,1572235,150465,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12350715,312247,11126365,298370,1224345,116994,615385,71463,608960,83859,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,157222075,1465369,120329360,1233775,36892720,738724,19854635,579062,17038085,642780,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61789500,671128,57460950,646507,4328550,215747,2370505,151995,1958045,157839,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25889715,383903,24405225,377970,1484490,101529,745775,68541,738715,75102,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23546400,312893,21429035,311029,2117365,125339,1108740,105208,1008625,96710,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38653290,566872,37005130,564977,1648160,103840,933485,89165,714675,77882,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45121045,716613,41359465,748269,3761580,237096,2660745,185810,1100835,146588,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14243430,323062,13359965,320232,883465,86297,649475,76476,233990,43295,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,80326930,907202,67442970,836765,12883965,505779,7509230,354142,5374735,352134,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,79140450,839222,63634625,788127,15505825,489411,8738975,342189,6766845,397251,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,100192670,710171,91687990,762947,8504680,309500,5330330,239296,3174350,176139,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54902940,539051,50350700,554957,4552240,172056,2541685,142323,2010555,129182,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27214335,539502,26300505,536895,913830,75844,503880,60064,409955,66024,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,59367495,689856,56220760,672536,3146735,190519,1946115,150391,1200620,117469,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7388730,208210,7118165,208816,270565,38900,236365,38432,34200,10221,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15082995,259786,13782380,247697,1300620,99425,541290,63144,759330,78592,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,25753310,403560,18564235,375871,7189080,256287,3200850,199792,3988225,237134,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16025855,318524,14600965,285533,1424890,132135,1100120,127929,324770,80124,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,113810360,1074053,80538405,968532,33271955,702428,19921685,621214,13350275,478127,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16799500,397154,10694810,364532,6104690,243001,4237935,200402,1866750,160788,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,253416970,1816277,172815800,1433343,80601170,1328267,43788080,1066989,36813090,853476,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,88036695,861437,78535340,868669,9501355,350695,4133935,249965,5367420,285247,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5091305,189824,4849145,190315,242160,54276,155935,24640,86225,42060,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,112246740,832686,105389905,748446,6856830,441923,4632240,288885,2224590,207670,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30552605,445487,28155355,464966,2397250,126560,1225925,109028,1171325,96174,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34726235,429459,29472655,409415,5253580,286946,2338860,186775,2914720,213310,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,134468955,1062048,122387900,961887,12081055,427728,7536160,292081,4544900,323126,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11059340,255112,9088590,240244,1970750,140781,1021715,106030,949035,92533,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42728780,551176,40007970,544625,2720810,189611,1248085,121231,1472725,157230,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5954460,172138,5659315,158782,295145,53805,201730,50800,93415,21583,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,61027530,704516,57378855,734877,3648675,215947,1914795,179406,1733880,162606,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,237178050,1329720,159603870,1242549,77574180,1001480,40909715,856182,36664465,773328,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22551165,303547,19092095,282777,3459070,175952,1804235,128266,1654835,157668,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6335075,183965,6030160,179788,304915,68299,237435,55907,67480,20563,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,93915735,805434,79881620,861168,14034115,478214,7863430,396553,6170685,362290,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68714660,718509,57829700,726921,10884960,402659,5570245,316017,5314710,298625,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17520520,378612,17163050,378152,357470,54802,237615,43147,119850,36875,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54392475,518178,50553030,481026,3839445,161528,2348960,156280,1490480,94557,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4220465,199345,4019970,196565,200495,38941,141905,35941,58590,19096,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,34733425,695415,1038820,110770,33694605,683107,7665280,366651,26029325,622962,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
