GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001MA,B01001A_001EA,B01001A_002MA,B01001A_002EA,B01001A_003MA,B01001A_003EA,B01001A_004EA,B01001A_004MA,B01001A_005EA,B01001A_005MA,B01001A_006MA,B01001A_006EA,B01001A_007MA,B01001A_007EA,B01001A_008MA,B01001A_008EA,B01001A_009MA,B01001A_009EA,B01001A_010EA,B01001A_010MA,B01001A_011EA,B01001A_011MA,B01001A_012EA,B01001A_012MA,B01001A_013EA,B01001A_013MA,B01001A_014MA,B01001A_014EA,B01001A_015MA,B01001A_015EA,B01001A_016EA,B01001A_016MA,B01001A_017EA,B01001A_017MA,B01001A_018EA,B01001A_018MA,B01001A_019MA,B01001A_019EA,B01001A_020MA,B01001A_020EA,B01001A_021EA,B01001A_021MA,B01001A_022EA,B01001A_022MA,B01001A_023EA,B01001A_023MA,B01001A_024MA,B01001A_024EA,B01001A_025MA,B01001A_025EA,B01001A_026EA,B01001A_026MA,B01001A_027EA,B01001A_027MA,B01001A_028EA,B01001A_028MA,B01001A_029MA,B01001A_029EA,B01001A_030MA,B01001A_030EA,B01001A_031EA,B01001A_031MA,state
0400000US01,3153627,4971,1551349,3133,96400,1219,93685,4102,107068,4223,62846,1301,37445,1430,103173,1964,100102,1701,101628,1459,230751,1892,233368,1706,186837,693,120588,785,62474,1607,14984,1657,1602278,3406,91833,1398,92626,3896,95215,3717,59234,1151,33279,1506,97756,1911,100626,1578,101081,1378,230605,1681,238696,1114,199214,436,140218,464,91241,2225,30654,2239,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,443874,2450,227507,1629,14042,692,16011,1257,15755,1411,10435,343,6210,416,16585,673,12299,577,13826,443,36228,592,42311,645,28359,364,10390,417,4040,367,1016,335,216367,1832,14300,682,15795,1715,15427,1619,9820,406,6565,570,13687,953,12538,666,14170,487,34246,543,40483,717,23558,425,9128,219,4793,537,1857,592,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4440804,21839,2200285,11523,157054,3788,146333,5901,152452,5067,88324,1903,53191,2208,145371,3655,155072,3798,154640,2625,311108,3402,298104,2634,237561,1686,172854,1378,105306,1936,22915,1769,2240519,12370,151430,3670,146493,6197,141009,6267,87042,1814,46378,2172,144035,2863,147677,3255,143208,2613,299272,3110,305921,2252,261142,1719,189980,1352,137294,2686,39638,2519,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2135069,7370,1051121,3699,68501,1417,70525,2341,67387,2653,44189,1096,28253,1956,67267,2245,68911,1815,65719,1407,152163,1902,152370,1366,125400,452,85009,757,44812,1258,10615,1126,1083948,4782,63473,1415,61522,3022,67768,2933,40848,1007,23480,1713,68099,2210,68230,1562,65924,1121,153391,1469,155551,780,134560,519,97276,359,63935,1897,19891,1839,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21491336,78683,10686600,43690,745281,10435,726748,12781,806069,15749,467337,6841,265392,5184,686916,10859,703058,9455,729850,8042,1646525,12395,1578342,8543,1139087,5935,649738,3568,423788,5459,118469,4912,10804736,41190,715705,8938,699347,14215,762246,15844,444830,7041,253450,4882,665770,7957,639208,7541,704814,8174,1583784,11870,1591292,8052,1196300,6373,733996,4095,600667,7405,213327,5959,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3809054,16119,1912119,10163,135028,2818,125877,4549,136972,4731,78265,1965,43892,1616,132151,2400,150115,3104,149603,2794,296213,2586,290500,1695,195325,1605,105523,1388,59227,1780,13428,1536,1896935,8446,129150,2381,119630,4987,126429,4665,74841,1914,41350,1667,123246,2600,136003,2483,139272,2342,286523,2852,294629,1752,199438,1317,115895,1299,81442,1773,29087,1843,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2756081,10383,1341364,5550,79830,1378,85863,3770,98213,3878,58503,978,29474,756,73517,1892,67945,1632,74336,1449,214903,1673,227369,1322,162926,950,84289,565,65000,1455,19196,1466,1414717,5967,74989,1279,81779,3228,92148,3138,55864,896,26506,767,70258,1409,67462,1449,77105,1367,224621,1723,234634,1309,173934,929,102167,879,96338,2621,36912,2549,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,602213,3285,294859,1859,17779,372,16387,1664,19625,1657,12040,449,6170,331,19393,535,19108,565,17935,322,45179,854,45566,708,35253,335,22772,175,14419,724,3233,631,307354,1781,17090,693,16680,1219,18146,1405,10848,381,5157,439,19102,538,20092,384,18186,345,45666,625,46652,490,38202,318,26236,286,20480,807,4817,870,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,166813,2891,81778,1695,4051,715,2366,476,2155,530,1086,114,498,233,5868,637,10634,373,10682,553,16113,491,10740,586,9732,301,4609,127,2408,325,836,309,85035,1700,4171,360,2153,537,2356,642,1027,209,365,183,6798,289,13834,619,10991,609,13258,535,9501,408,10269,409,4881,298,4543,480,888,361,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13341532,25125,6521007,17285,372890,4336,382712,9235,400427,9965,250652,3690,145348,2938,384315,4732,358646,4900,387906,4923,947514,5346,952133,3467,784369,1971,614435,2348,428513,5391,111147,5488,6820525,12163,359820,4087,353588,7962,391301,7603,237252,3113,138479,3269,366101,4577,355525,4449,384421,3577,943927,4517,985937,3505,864718,2525,696304,2417,557873,6108,185279,6041,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
