GEO_ID,B20005_001E,B20005_001M,B20005_002E,B20005_002M,B20005_003E,B20005_003M,B20005_004E,B20005_004M,B20005_005E,B20005_005M,B20005_006E,B20005_006M,B20005_007E,B20005_007M,B20005_008E,B20005_008M,B20005_009E,B20005_009M,B20005_010E,B20005_010M,B20005_011E,B20005_011M,B20005_012E,B20005_012M,B20005_013E,B20005_013M,B20005_014E,B20005_014M,B20005_015E,B20005_015M,B20005_016E,B20005_016M,B20005_017E,B20005_017M,B20005_018E,B20005_018M,B20005_019E,B20005_019M,B20005_020E,B20005_020M,B20005_021E,B20005_021M,B20005_022E,B20005_022M,B20005_023E,B20005_023M,B20005_024E,B20005_024M,B20005_025E,B20005_025M,B20005_026E,B20005_026M,B20005_027E,B20005_027M,B20005_028E,B20005_028M,B20005_029E,B20005_029M,B20005_030E,B20005_030M,B20005_031E,B20005_031M,B20005_032E,B20005_032M,B20005_033E,B20005_033M,B20005_034E,B20005_034M,B20005_035E,B20005_035M,B20005_036E,B20005_036M,B20005_037E,B20005_037M,B20005_038E,B20005_038M,B20005_039E,B20005_039M,B20005_040E,B20005_040M,B20005_041E,B20005_041M,B20005_042E,B20005_042M,B20005_043E,B20005_043M,B20005_044E,B20005_044M,B20005_045E,B20005_045M,B20005_046E,B20005_046M,B20005_047E,B20005_047M,B20005_048E,B20005_048M,B20005_049E,B20005_049M,B20005_050E,B20005_050M,B20005_051E,B20005_051M,B20005_052E,B20005_052M,B20005_053E,B20005_053M,B20005_054E,B20005_054M,B20005_055E,B20005_055M,B20005_056E,B20005_056M,B20005_057E,B20005_057M,B20005_058E,B20005_058M,B20005_059E,B20005_059M,B20005_060E,B20005_060M,B20005_061E,B20005_061M,B20005_062E,B20005_062M,B20005_063E,B20005_063M,B20005_064E,B20005_064M,B20005_065E,B20005_065M,B20005_066E,B20005_066M,B20005_067E,B20005_067M,B20005_068E,B20005_068M,B20005_069E,B20005_069M,B20005_070E,B20005_070M,B20005_071E,B20005_071M,B20005_072E,B20005_072M,B20005_073E,B20005_073M,B20005_074E,B20005_074M,B20005_075E,B20005_075M,B20005_076E,B20005_076M,B20005_077E,B20005_077M,B20005_078E,B20005_078M,B20005_079E,B20005_079M,B20005_080E,B20005_080M,B20005_081E,B20005_081M,B20005_082E,B20005_082M,B20005_083E,B20005_083M,B20005_084E,B20005_084M,B20005_085E,B20005_085M,B20005_086E,B20005_086M,B20005_087E,B20005_087M,B20005_088E,B20005_088M,B20005_089E,B20005_089M,B20005_090E,B20005_090M,B20005_091E,B20005_091M,B20005_092E,B20005_092M,B20005_093E,B20005_093M,B20005_094E,B20005_094M,B20005_095E,B20005_095M,NAME,B20005_001EA,B20005_001MA,B20005_002EA,B20005_002MA,B20005_003EA,B20005_003MA,B20005_004MA,B20005_004EA,B20005_005MA,B20005_005EA,B20005_006MA,B20005_006EA,B20005_007EA,B20005_007MA,B20005_008EA,B20005_008MA,B20005_009MA,B20005_009EA,B20005_010MA,B20005_010EA,B20005_011MA,B20005_011EA,B20005_012EA,B20005_012MA,B20005_013EA,B20005_013MA,B20005_014MA,B20005_014EA,B20005_015MA,B20005_015EA,B20005_016MA,B20005_016EA,B20005_017MA,B20005_017EA,B20005_018MA,B20005_018EA,B20005_019EA,B20005_019MA,B20005_020EA,B20005_020MA,B20005_021MA,B20005_021EA,B20005_022MA,B20005_022EA,B20005_023MA,B20005_023EA,B20005_024EA,B20005_024MA,B20005_025EA,B20005_025MA,B20005_026MA,B20005_026EA,B20005_027EA,B20005_027MA,B20005_028MA,B20005_028EA,B20005_029MA,B20005_029EA,B20005_030EA,B20005_030MA,B20005_031EA,B20005_031MA,B20005_032MA,B20005_032EA,B20005_033EA,B20005_033MA,B20005_034MA,B20005_034EA,B20005_035EA,B20005_035MA,B20005_036EA,B20005_036MA,B20005_037MA,B20005_037EA,B20005_038EA,B20005_038MA,B20005_039MA,B20005_039EA,B20005_040MA,B20005_040EA,B20005_041EA,B20005_041MA,B20005_042EA,B20005_042MA,B20005_043MA,B20005_043EA,B20005_044MA,B20005_044EA,B20005_045MA,B20005_045EA,B20005_046EA,B20005_046MA,B20005_047EA,B20005_047MA,B20005_048MA,B20005_048EA,B20005_049MA,B20005_049EA,B20005_050MA,B20005_050EA,B20005_051EA,B20005_051MA,B20005_052EA,B20005_052MA,B20005_053EA,B20005_053MA,B20005_054MA,B20005_054EA,B20005_055MA,B20005_055EA,B20005_056EA,B20005_056MA,B20005_057EA,B20005_057MA,B20005_058EA,B20005_058MA,B20005_059MA,B20005_059EA,B20005_060MA,B20005_060EA,B20005_061MA,B20005_061EA,B20005_062EA,B20005_062MA,B20005_063EA,B20005_063MA,B20005_064MA,B20005_064EA,B20005_065MA,B20005_065EA,B20005_066MA,B20005_066EA,B20005_067MA,B20005_067EA,B20005_068EA,B20005_068MA,B20005_069EA,B20005_069MA,B20005_070EA,B20005_070MA,B20005_071MA,B20005_071EA,B20005_072MA,B20005_072EA,B20005_073MA,B20005_073EA,B20005_074EA,B20005_074MA,B20005_075EA,B20005_075MA,B20005_076MA,B20005_076EA,B20005_077MA,B20005_077EA,B20005_078MA,B20005_078EA,B20005_079EA,B20005_079MA,B20005_080EA,B20005_080MA,B20005_081MA,B20005_081EA,B20005_082MA,B20005_082EA,B20005_083MA,B20005_083EA,B20005_084EA,B20005_084MA,B20005_085EA,B20005_085MA,B20005_086MA,B20005_086EA,B20005_087MA,B20005_087EA,B20005_088MA,B20005_088EA,B20005_089EA,B20005_089MA,B20005_090EA,B20005_090MA,B20005_091MA,B20005_091EA,B20005_092MA,B20005_092EA,B20005_093MA,B20005_093EA,B20005_094EA,B20005_094MA,B20005_095EA,B20005_095MA,state
0400000US01,3479035,4246,1651158,3287,829841,10590,264,187,829577,10587,1905,653,1839,608,6324,1403,6944,1614,24127,3171,19541,2882,37200,3933,27758,3446,49698,4004,35522,3683,80698,4988,78760,4992,70094,4536,63825,4149,44485,3600,50927,3348,59776,3682,43006,3233,58963,4145,68185,3911,821317,10834,437243,8257,384074,9883,76678,5533,43541,3531,38002,3079,28312,3457,31601,2898,14759,2008,17966,2453,13876,2337,16958,2237,8323,1532,17185,2039,16362,2384,9328,1723,11558,1440,7445,1418,6341,1093,6289,1106,4954,1226,7445,1406,7151,1099,1827877,3486,574649,10739,11,19,574638,10736,1124,454,1491,584,9033,2084,14214,2728,38950,3457,30695,3327,47864,3871,38224,4030,46881,3788,34433,3370,66154,4073,54851,4213,41649,3576,39457,3522,24441,2564,22580,2797,22321,2120,12832,1542,17200,2120,10244,1523,1253228,10485,741800,9642,511428,8985,109086,5066,68123,4063,61848,3877,43286,3808,54089,4515,20501,2181,27899,3034,15645,1803,16883,1903,10922,1575,22257,2436,16255,1795,11342,1617,12955,1631,5984,1295,5039,1189,3767,915,1950,683,2224,821,1373,518,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,476403,1190,241700,1404,105760,3618,0,233,105760,3618,417,286,368,347,561,305,409,248,1051,507,453,239,1701,616,1828,740,4218,795,3192,871,6904,1409,7732,1382,6795,1182,8081,1231,8211,1405,8699,1727,11798,1438,10386,1359,11280,1415,11676,1719,135940,3858,43379,2659,92561,3765,11113,1570,8866,1253,8835,1591,4627,820,7031,1310,2639,785,3470,788,2717,755,3594,830,2854,722,5240,1108,4387,957,2823,894,4581,933,2362,558,2994,776,2616,642,3070,760,5191,1261,3551,799,234703,1158,73667,2999,0,233,73667,2999,666,333,317,265,538,321,292,309,1310,441,957,427,1668,649,1230,481,5334,1070,3758,964,5946,1292,9805,1435,7509,1254,6712,1187,5449,1029,4215,768,6676,1105,3788,869,4800,884,2697,824,161036,3363,63869,3149,97167,3370,17800,1815,8960,1264,8753,1374,6801,1061,9502,1552,4789,970,5833,1098,4645,1132,4435,967,2321,799,3937,853,4261,1038,3490,913,2580,582,1753,485,1905,597,2528,637,1300,506,792,336,782,376,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4420179,4360,2178594,3601,1090989,13238,0,291,1090989,13238,2887,822,668,342,7626,1713,7647,1580,35389,3895,23005,3831,48497,3634,36626,3923,56872,4179,49648,4268,98275,6352,99311,6171,81879,5811,90986,5152,58942,4524,66269,4592,79966,4192,59615,3844,82265,4987,104616,4984,1087605,13784,522390,8192,565215,12386,87355,4504,55985,4008,51698,3629,35843,3384,50594,5110,25259,3992,35645,3734,19401,3450,24350,3207,15266,2381,31007,2915,22738,2486,20051,2565,16835,2030,11267,1612,10330,1668,12679,1668,8020,1387,12007,1706,18885,1840,2241585,4131,690371,11248,0,291,690371,11248,2291,830,665,320,7160,1553,12211,2724,26030,2924,23763,2855,32721,3292,27694,3458,43306,4297,40384,3749,84072,4822,79039,4486,63222,4388,56125,4073,38135,3987,35062,3242,40283,3294,25264,2713,28951,2584,23993,2766,1551214,11601,883749,11653,667465,13194,117946,5840,76566,4652,69703,4453,48447,3789,67955,5433,27937,2392,39607,3731,21660,3048,30886,2630,17138,2027,29096,2392,30416,2647,21244,1852,19695,2116,11233,1737,10325,1894,10151,1267,6694,1339,5289,1331,5477,1007,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2107182,3122,1012143,3136,485771,7156,12,20,485759,7159,1825,643,1650,616,4056,1056,4631,1019,15250,2022,16801,2164,23554,3169,24055,2694,33700,2894,27520,2899,48953,3610,51447,3738,37637,3446,39153,3052,26929,2705,28077,2318,28948,2343,18316,1948,27756,2274,25501,2026,526372,6990,265320,6166,261052,7282,47164,2820,33857,2522,27212,2778,19009,2102,24779,3370,11197,1718,11511,1667,7888,1512,10761,1439,8419,1583,14557,1869,10586,1723,5161,1108,5983,1251,3319,902,3981,1000,3914,937,2881,964,4087,1270,4786,958,1095039,2632,348329,7616,80,99,348249,7617,625,383,1199,552,5688,1307,7131,1430,22802,2529,19182,2875,28544,2638,21981,2168,30088,2352,24710,2471,45060,3807,38434,3039,22962,2584,20364,2051,12133,1456,12021,1466,14144,1835,6932,1313,9062,1680,5187,1080,746710,7371,412864,8434,333846,7309,68380,3938,44459,2884,42360,3101,28631,2660,34028,2854,14339,1940,16643,1936,11071,1642,11391,1516,8046,1392,11272,2052,11883,1778,8050,1417,7939,1226,5132,1397,3024,710,3082,867,1202,493,1364,573,1550,472,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26687590,10833,13098830,8665,6475466,30259,660,381,6474806,30257,13939,2239,12550,2296,39730,3958,48842,4866,200155,10694,169329,8551,266265,10076,193366,8787,310477,9347,227847,9677,424085,13317,459205,12927,418513,11698,442727,13405,323789,10675,396705,12886,518610,12993,421185,14613,647493,13614,939994,16792,6623364,32083,3006392,24710,3616972,31396,459861,12124,306148,10285,311816,11289,219785,9131,303811,9264,145389,7432,190966,8002,113258,5828,164170,7562,101501,6661,178310,8603,173661,7649,123256,5993,123656,6918,81028,4916,97668,5696,128574,5495,86825,5324,130383,5457,176906,6683,13588760,9547,4015331,33296,408,269,4014923,33290,11828,2121,9915,1973,37763,3319,50421,4381,165724,8645,138459,8287,188121,9326,140929,8234,219376,8526,174307,8429,335399,12566,366642,12507,306458,10038,317572,12158,221055,8823,228522,7905,312560,9684,214335,7207,299227,8412,276310,9914,9573429,35215,5281967,28121,4291462,35625,652032,15126,449379,11575,469468,14387,305556,9175,412441,11006,182158,6784,220230,8246,134851,6722,189354,8668,112796,6920,191127,6160,178146,6425,125181,5994,116132,5579,88261,5434,90003,4963,128754,5549,85313,4418,90785,4940,69495,4247,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3510540,3741,1750271,3071,927967,10096,106,128,927861,10069,3890,1110,1620,531,8024,1659,6360,1532,24130,3611,12668,1700,28126,3976,20712,2881,43437,3909,32679,4067,63075,5186,82587,5997,68080,4051,72882,3960,60671,4223,62645,3904,84042,4824,59704,4035,88698,4598,103831,4597,822304,10429,301852,6119,520452,11394,73237,4064,47366,4115,45700,3508,31288,3054,42834,3517,16419,1973,28541,2909,16885,2609,26308,2788,14454,2272,29155,3069,26612,2556,20525,2637,19044,2837,11105,1892,12436,1500,14192,2063,9361,1475,13326,1520,21664,1858,1760269,3315,600501,10549,314,289,600187,10576,2562,857,1506,577,5663,1370,6833,1414,18563,2489,12428,1978,25565,2840,22946,2918,37844,3286,31318,3403,63075,4450,75958,4814,53225,3972,49973,3889,32996,2783,38735,3150,42198,3463,24973,2604,30398,2758,23428,2282,1159768,11115,533123,9380,626645,11226,104507,5415,67385,4099,64353,4323,42033,3155,60292,4128,29490,3361,35702,3435,22030,2700,33358,2615,17405,1939,31363,2985,30577,2581,16884,2105,16986,1854,10126,1604,10421,1576,11818,1788,6742,1226,8638,1420,6535,1233,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2662501,3336,1271943,2387,670820,10076,49,81,670771,10061,511,284,1020,496,2888,977,2754,730,8323,1645,4704,1457,11373,1875,8861,1390,21440,2753,14550,2183,38893,4169,46320,4081,43305,3466,56579,4764,36189,3335,52895,3773,69146,4083,51890,3498,76579,3872,122551,4684,601123,10281,268021,6810,333102,8230,49073,3621,33930,3001,26049,3084,17199,2038,24595,2721,10479,1568,14921,2235,8565,2103,16491,2202,8823,1701,17347,2369,17131,2152,12375,1803,13266,2210,7275,1240,9782,1664,10334,1651,8335,1128,10009,1294,17123,1825,1390558,2780,470861,8818,0,274,470861,8818,691,363,889,496,4333,1518,1781,708,7262,1487,6202,1307,14773,2582,13740,2152,23612,2451,15774,2111,43865,3241,49749,3657,46476,3903,42335,2747,31098,2654,33028,3540,38703,2988,28290,2430,36250,3353,32010,2584,919697,8674,460482,7423,459215,9164,63534,3652,42557,3678,40746,3413,29827,3013,44869,3297,19819,2044,27584,2854,16574,2116,20759,2217,12443,1942,27358,2601,20583,2210,14808,2021,15569,2282,8696,1384,11823,1617,12164,1602,14096,1739,7803,1390,7603,1540,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,644406,1460,308722,1003,164174,3828,55,94,164119,3845,183,184,135,133,1258,792,833,576,2635,687,1960,740,3652,1042,4043,987,7735,1325,5296,1447,11452,1929,13572,1955,12996,2153,14418,2186,10046,1487,12012,2044,15862,1998,10952,1682,16143,1776,18936,1869,144548,4086,69514,2807,75034,3837,11341,1666,9447,1437,6992,1225,5107,1217,4685,1164,2090,613,3772,1054,2318,671,3242,814,3103,942,4651,1011,3532,793,2267,857,1559,500,1422,519,2174,702,2411,679,1235,401,1612,510,2074,626,335684,1276,123251,4218,42,68,123209,4204,234,185,219,200,719,422,1338,801,2620,812,3146,754,4472,1113,5040,1256,8784,1649,6228,1094,14693,2041,13440,1751,10421,1544,12159,1908,6398,1292,7197,1342,10467,1727,5030,1124,6427,1186,4177,916,212433,4544,111350,3701,101083,3987,16830,2003,11324,1504,10540,1297,6427,1075,10670,1476,4248,1046,4356,1144,4334,1011,6284,1002,2621,773,4182,947,4584,852,2979,844,3465,969,1965,579,1444,599,1713,492,1503,552,1161,387,453,277,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,413322,983,191651,761,96456,3496,0,286,96456,3496,0,286,281,235,419,382,39,64,1170,572,999,752,1049,558,2809,942,5558,1998,1945,708,6860,1703,6247,1418,8055,1764,6490,1578,4056,1037,6133,1181,7544,1521,4810,985,10337,1504,21655,2215,95195,3610,42016,2758,53179,3506,8040,1458,3314,931,4500,1136,2972,962,3154,776,1567,728,3367,1088,1445,600,3034,973,1466,690,4630,1218,1760,647,1407,508,1815,806,1450,546,1718,791,1525,638,1523,793,1700,529,2792,762,221671,642,89992,3459,0,286,89992,3459,279,239,77,130,202,279,878,524,1653,713,1477,519,2496,871,2251,783,2908,944,2224,760,7017,1311,7941,1609,7035,1210,5722,1100,5592,1250,6060,958,10292,1676,5544,946,9537,1372,10807,1102,131679,3388,72775,2804,58904,3302,9932,1456,4640,1004,3978,1014,2513,689,4799,1191,2628,900,2148,595,1594,573,3061,911,2417,731,2834,881,2725,814,2958,780,2622,910,1501,621,1831,660,1426,519,1292,525,2514,722,1491,510,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13806889,7724,6640329,7176,3232846,21597,251,272,3232595,21541,5177,1231,4738,1132,24882,3164,31208,4266,100971,6510,76696,5407,148365,7800,123764,7451,192912,9537,140856,8175,310109,9752,327513,10444,240402,9009,237773,8646,166632,8024,201596,7813,218058,6578,155286,5901,221202,8129,304455,8802,3407483,22406,1837181,17342,1570302,19178,221174,8306,152508,8198,150836,7526,109271,6096,152970,6952,63948,5218,86705,5213,50431,3745,71736,4600,43814,4118,81836,5469,71053,4348,49578,3505,45824,3247,30523,3253,33028,2957,37906,3472,23321,2555,33418,2978,60422,4039,7166560,6200,2262178,17810,232,146,2261946,17800,4323,978,6182,1394,23607,2771,35521,3905,103701,5678,86304,5798,142625,6026,117323,5987,168476,7068,142159,7022,269965,10529,261794,9106,193702,7711,163604,6845,109709,5489,105763,6598,109273,6016,66866,4478,83404,5363,67645,3901,4904382,18120,2900080,22359,2004302,21411,324348,9000,223241,8613,218934,7581,157167,6982,219674,10226,104816,6020,121067,5977,67613,4703,91211,5309,48897,3842,85001,4874,89168,4664,58312,3951,48799,3588,30977,3181,35281,3223,31825,2864,14071,1752,18041,2244,15859,1991,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
