GEO_ID,B24042_001E,B24042_001M,B24042_002E,B24042_002M,B24042_003E,B24042_003M,B24042_004E,B24042_004M,B24042_005E,B24042_005M,B24042_006E,B24042_006M,B24042_007E,B24042_007M,B24042_008E,B24042_008M,B24042_009E,B24042_009M,B24042_010E,B24042_010M,B24042_011E,B24042_011M,B24042_012E,B24042_012M,B24042_013E,B24042_013M,B24042_014E,B24042_014M,B24042_015E,B24042_015M,B24042_016E,B24042_016M,B24042_017E,B24042_017M,B24042_018E,B24042_018M,B24042_019E,B24042_019M,B24042_020E,B24042_020M,B24042_021E,B24042_021M,B24042_022E,B24042_022M,B24042_023E,B24042_023M,B24042_024E,B24042_024M,B24042_025E,B24042_025M,B24042_026E,B24042_026M,B24042_027E,B24042_027M,B24042_028E,B24042_028M,B24042_029E,B24042_029M,B24042_030E,B24042_030M,B24042_031E,B24042_031M,B24042_032E,B24042_032M,B24042_033E,B24042_033M,B24042_034E,B24042_034M,B24042_035E,B24042_035M,B24042_036E,B24042_036M,B24042_037E,B24042_037M,B24042_038E,B24042_038M,B24042_039E,B24042_039M,B24042_040E,B24042_040M,B24042_041E,B24042_041M,B24042_042E,B24042_042M,B24042_043E,B24042_043M,B24042_044E,B24042_044M,B24042_045E,B24042_045M,B24042_046E,B24042_046M,B24042_047E,B24042_047M,B24042_048E,B24042_048M,B24042_049E,B24042_049M,B24042_050E,B24042_050M,B24042_051E,B24042_051M,B24042_052E,B24042_052M,B24042_053E,B24042_053M,B24042_054E,B24042_054M,NAME,B24042_001MA,B24042_001EA,B24042_002MA,B24042_002EA,B24042_003EA,B24042_003MA,B24042_004EA,B24042_004MA,B24042_005MA,B24042_005EA,B24042_006MA,B24042_006EA,B24042_007MA,B24042_007EA,B24042_008EA,B24042_008MA,B24042_009MA,B24042_009EA,B24042_010MA,B24042_010EA,B24042_011MA,B24042_011EA,B24042_012MA,B24042_012EA,B24042_013EA,B24042_013MA,B24042_014EA,B24042_014MA,B24042_015EA,B24042_015MA,B24042_016EA,B24042_016MA,B24042_017EA,B24042_017MA,B24042_018EA,B24042_018MA,B24042_019EA,B24042_019MA,B24042_020MA,B24042_020EA,B24042_021MA,B24042_021EA,B24042_022MA,B24042_022EA,B24042_023MA,B24042_023EA,B24042_024MA,B24042_024EA,B24042_025EA,B24042_025MA,B24042_026EA,B24042_026MA,B24042_027EA,B24042_027MA,B24042_028EA,B24042_028MA,B24042_029EA,B24042_029MA,B24042_030EA,B24042_030MA,B24042_031EA,B24042_031MA,B24042_032EA,B24042_032MA,B24042_033MA,B24042_033EA,B24042_034MA,B24042_034EA,B24042_035MA,B24042_035EA,B24042_036EA,B24042_036MA,B24042_037EA,B24042_037MA,B24042_038EA,B24042_038MA,B24042_039EA,B24042_039MA,B24042_040MA,B24042_040EA,B24042_041EA,B24042_041MA,B24042_042EA,B24042_042MA,B24042_043MA,B24042_043EA,B24042_044MA,B24042_044EA,B24042_045MA,B24042_045EA,B24042_046MA,B24042_046EA,B24042_047EA,B24042_047MA,B24042_048EA,B24042_048MA,B24042_049EA,B24042_049MA,B24042_050MA,B24042_050EA,B24042_051MA,B24042_051EA,B24042_052EA,B24042_052MA,B24042_053MA,B24042_053EA,B24042_054MA,B24042_054EA,state
0400000US01,37368,680,39072,5044,34235,5242,44341,8493,31068,813,37874,1389,36570,2376,30905,1100,44025,2398,40959,1346,54521,3595,50650,4676,45118,3734,56652,9676,37805,2657,47110,4783,61438,4099,71102,32451,29749,3143,44645,2713,42137,2722,47687,4664,24167,1296,28162,4342,23107,1581,31292,1590,45796,3152,26730,410,21017,4025,20507,5610,31765,17245,29267,3591,24292,1168,29571,2902,21265,740,32834,4222,28670,2360,41106,1761,33204,4063,29744,1614,29474,1701,30422,3752,32038,1573,36435,1983,75104,66103,21844,1393,28558,1202,33523,1386,25964,1015,15336,907,25031,5867,14661,861,20393,2139,38085,2106,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50625,959,67145,10394,46055,10125,90191,20882,51930,6294,46730,7788,44781,4938,40920,2257,51897,3183,50231,4348,65913,9154,50118,10059,51758,9032,68985,15199,45162,13000,62259,13305,79399,13376,-666666666,0,46572,3877,52623,5347,49587,4045,60681,13537,26749,3814,50556,30259,25910,3662,43009,8545,55519,4341,37683,1567,54300,5956,52659,24266,56038,5651,37882,9317,30764,18294,26250,13436,26758,2991,40576,7334,40645,12955,40534,15976,46082,2096,41271,4944,39145,7675,43925,11522,49950,5655,52145,3725,61250,0,29702,8564,39957,4190,42060,4089,37402,4637,25757,3092,31100,7578,24430,3187,36661,5137,44294,2681,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40084,462,32029,2222,26838,6115,45201,4418,32063,809,48214,2593,41005,2282,35643,1437,48891,3022,44200,2994,65370,3830,55317,4841,50883,2329,56351,5046,42445,5485,41664,1165,62104,3926,41203,322,24280,1089,42004,1534,40169,2585,44863,3691,25661,1479,31473,2221,22797,2106,31984,1645,45713,2204,32431,452,29844,5765,27303,6874,40880,19194,35847,2126,35048,3268,35724,2034,27328,1298,36058,2116,34624,3617,43743,7885,39890,5317,39144,2296,39978,2342,37246,3735,36097,1142,41301,1792,55870,45258,26534,2649,33475,1185,34482,1410,32737,1506,21846,1108,29945,3082,19420,2244,22639,1604,35852,1540,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,33436,890,27160,1957,25735,1807,43015,4260,28416,1575,32203,822,34511,2728,31218,1106,41414,1331,39754,2608,50766,2643,42874,2306,47787,4567,61997,11606,30981,3186,39788,3628,51090,5926,41385,545,23109,2618,41114,1996,41229,2686,40959,4590,20405,1479,30583,13372,18895,2137,30526,1539,38263,3282,26114,393,26923,10048,26992,10349,26161,35346,26652,3323,24857,972,22644,1976,22968,1264,30966,2242,31140,4534,30835,1653,33141,4642,27808,1860,28277,2275,26339,5090,27962,2015,30879,1754,38398,15812,24429,3901,27916,1506,31752,1169,26237,1132,17423,1951,28629,14877,16795,1530,21537,1785,27338,1324,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,45377,279,24820,1191,23004,1051,51577,2645,38974,1404,47393,1057,43851,1784,37864,1224,46436,722,43144,1405,67882,4049,60937,795,60565,1367,70425,2204,45666,3091,56193,1713,79556,1468,86982,32588,28941,1196,51313,652,50598,953,52146,1140,26356,684,38158,1748,22929,820,32429,961,65659,834,37267,244,21410,2273,20484,2446,54191,10913,40382,1644,35473,959,35778,1218,28557,841,42008,739,40361,865,56704,2725,50733,1198,43553,2053,44160,2114,42212,2071,45063,1399,51325,768,50273,11748,28769,2790,39212,700,44490,1191,36229,474,21804,643,32077,1311,19440,786,24086,937,47223,1213,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44724,896,35275,5231,23165,3198,53845,5757,37073,1168,51893,1211,48763,2973,36213,1248,47728,1445,45993,1168,55710,10265,57884,5334,50773,3706,60556,6069,41035,2030,53501,3879,72187,2748,100001,0,31979,3200,46081,1966,46024,3016,46164,3601,27047,3019,35377,3389,24188,3125,33991,1451,54565,3353,34745,558,30050,6186,25389,9035,49113,10280,34901,2978,36870,2054,39430,3517,28857,1890,40749,4371,35275,4607,51963,4160,42699,3356,40410,1336,40638,1214,38359,5338,39346,2517,44086,2846,41130,4406,30233,2108,34783,997,36168,1195,33613,1394,22466,1150,30201,3530,20683,1612,28089,1516,44831,1998,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,52795,1179,40525,5501,37883,5418,50574,24336,46503,2594,55751,1427,51140,2197,41692,1081,52443,2549,47709,2906,76623,3819,60301,3696,83049,4945,93488,6732,51919,3094,66934,3175,82608,4635,100001,0,41009,1287,55273,4108,51621,1393,60018,5659,31752,906,37231,3191,29958,2967,40569,3199,63059,3195,40760,422,20938,3859,20029,10466,56412,55107,41131,1163,37744,1808,40841,3706,30883,1528,42269,3646,40864,3350,50298,7393,44118,4859,49356,3223,50147,2587,42329,8395,45525,3117,51313,2915,74384,12563,34013,4433,41840,830,46952,1995,40282,1228,23966,2408,28294,4060,21509,1477,30855,1845,49622,2706,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45868,1092,22303,5705,22303,5705,-666666666,0,38891,3041,55181,6208,46368,4104,39882,4424,46958,4585,44668,4155,62211,22182,56516,11649,51333,3032,51004,3418,53035,14943,51208,10710,62137,8269,100001,0,34824,7789,50570,3125,47761,6418,51948,4099,31701,6057,36024,12186,30378,5152,38353,7918,50294,6705,35425,1126,30261,32537,30261,32537,-666666666,0,31929,5147,41319,7808,32581,5253,23466,1738,45670,9773,45558,14233,60154,38724,35482,4844,40414,2515,40504,2813,39832,10094,37490,4077,40322,3358,48026,2804,32037,6469,36834,1780,40609,2204,35940,1819,18802,2528,23899,3925,17632,3464,31105,5314,37371,6125,Delaware,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51728,1748,41250,0,41250,0,-666666666,0,33891,4409,68616,30969,37586,8558,32217,15449,50972,4331,49995,4448,100001,0,75810,9764,55181,8226,70323,17210,31218,12252,66994,17330,83408,16494,-666666666,0,35625,8440,40812,3309,39471,3455,47366,22263,28295,6366,41184,5814,24956,4667,53109,10103,80986,16037,47470,2105,100001,0,-666666666,0,100001,0,35375,24149,41575,25527,90166,24013,33750,8058,42904,14550,47917,18851,27461,24059,47197,5252,50154,8271,50299,12951,47428,12285,51616,3114,59184,4075,-666666666,0,29136,4858,37442,2770,38889,3329,36529,3565,26253,2689,38325,11837,23118,2657,52488,5665,57978,2370,District of Columbia,null,null,*,null,null,*,-,**,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,-,**,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37084,265,24409,4152,21203,2601,50850,3601,31363,415,39815,1226,40042,1764,33328,1277,42005,716,40837,751,51640,1372,50676,1434,47053,1395,55204,2550,36965,1787,41107,1066,61573,1228,100001,0,26791,978,41923,851,37949,1782,46696,1960,26982,769,31187,976,25649,900,31165,845,47058,1356,30605,197,16902,5257,16640,4735,31989,9650,31244,973,27801,1777,30647,1422,24127,510,34107,1675,32651,1512,42069,3113,36006,1269,34593,842,35115,861,32516,1543,33931,1137,38928,1679,30351,5741,27599,1271,32176,367,34730,734,31123,498,21075,641,26166,1339,19340,918,22473,915,35636,725,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
