GEO_ID,C25072_001E,C25072_001M,C25072_002E,C25072_002M,C25072_003E,C25072_003M,C25072_004E,C25072_004M,C25072_005E,C25072_005M,C25072_006E,C25072_006M,C25072_007E,C25072_007M,C25072_008E,C25072_008M,C25072_009E,C25072_009M,C25072_010E,C25072_010M,C25072_011E,C25072_011M,C25072_012E,C25072_012M,C25072_013E,C25072_013M,C25072_014E,C25072_014M,C25072_015E,C25072_015M,C25072_016E,C25072_016M,C25072_017E,C25072_017M,NAME,C25072_001EA,C25072_001MA,C25072_002MA,C25072_002EA,C25072_003MA,C25072_003EA,C25072_004MA,C25072_004EA,C25072_005MA,C25072_005EA,C25072_006MA,C25072_006EA,C25072_007MA,C25072_007EA,C25072_008MA,C25072_008EA,C25072_009MA,C25072_009EA,C25072_010EA,C25072_010MA,C25072_011EA,C25072_011MA,C25072_012MA,C25072_012EA,C25072_013MA,C25072_013EA,C25072_014MA,C25072_014EA,C25072_015MA,C25072_015EA,C25072_016MA,C25072_016EA,C25072_017MA,C25072_017EA,state
0400000US01,527217,11869,83439,4960,30533,3389,41579,3707,11327,1988,145794,6083,75595,4712,51251,4279,18948,2589,233134,8052,116666,5836,84525,4943,31943,3041,64850,3804,24265,2684,26984,2207,13601,1489,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,86233,3244,14148,1671,5128,1191,7201,1461,1819,691,22070,1959,11299,1680,7322,1258,3449,816,44056,2732,23027,2220,15598,1798,5431,1173,5959,871,2105,575,3268,687,586,229,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,701556,12519,120348,4412,44760,3800,67056,4557,8532,1820,214145,8136,112797,6694,90442,5583,10906,2039,298972,10364,154934,7869,116767,4981,27271,2907,68091,3689,20751,2531,38820,2736,8520,1356,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,350717,8790,54028,3358,20772,2648,28914,2610,4342,1105,93575,4561,50137,4021,34495,3069,8943,1453,160906,6923,81049,5077,59341,4191,20516,2535,42208,2477,13878,1531,17520,1658,10810,1466,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5027756,31936,513253,12934,171365,8147,312065,11801,29823,3360,1351726,18151,635103,15191,661148,14747,55475,4849,2596053,29538,1194912,20448,1273392,23150,127749,7038,566724,11312,168059,5540,351656,9800,47009,4188,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,585342,11059,98882,4832,36353,4232,57453,3686,5076,1265,179804,7398,95153,5956,73452,5246,11199,1849,249834,7286,123821,5722,110378,5510,15635,1890,56822,3211,20524,2176,30817,2391,5481,1073,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,403895,8863,38467,3192,15684,2032,20420,2711,2363,921,95365,5142,52138,4096,38956,3407,4271,1156,199847,7101,100644,5696,87485,5624,11718,2354,70216,3464,27248,2409,34216,2726,8752,1718,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,87780,3942,13753,1495,6086,1313,6885,1349,782,391,24687,2225,13306,1915,9816,1430,1565,616,38479,2986,20586,2228,14703,1935,3190,887,10861,1452,4032,927,5859,1150,970,403,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,142695,3688,10135,966,2575,712,7059,946,501,318,43740,2625,24060,2196,17939,2268,1741,730,69308,2679,36189,2590,29891,2466,3228,762,19512,1707,7501,1426,11134,1507,877,430,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2144851,23516,289369,9285,96303,6441,168768,7673,24298,3396,560350,11177,265028,9928,265908,8977,29414,3273,1011769,18648,458469,11543,490217,13747,63083,4949,283363,8273,84551,4826,166186,6877,32626,3009,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1102061,16638,161930,6798,57636,4916,92709,5965,11585,2027,326986,10487,172861,8043,128334,6746,25791,2955,516947,12061,256534,9010,217579,9939,42834,3938,96198,3862,31706,2124,48357,3281,16135,1890,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
