GEO_ID,B17021_001E,B17021_001M,B17021_002E,B17021_002M,B17021_003E,B17021_003M,B17021_004E,B17021_004M,B17021_005E,B17021_005M,B17021_006E,B17021_006M,B17021_007E,B17021_007M,B17021_008E,B17021_008M,B17021_009E,B17021_009M,B17021_010E,B17021_010M,B17021_011E,B17021_011M,B17021_012E,B17021_012M,B17021_013E,B17021_013M,B17021_014E,B17021_014M,B17021_015E,B17021_015M,B17021_016E,B17021_016M,B17021_017E,B17021_017M,B17021_018E,B17021_018M,B17021_019E,B17021_019M,B17021_020E,B17021_020M,B17021_021E,B17021_021M,B17021_022E,B17021_022M,B17021_023E,B17021_023M,B17021_024E,B17021_024M,B17021_025E,B17021_025M,B17021_026E,B17021_026M,B17021_027E,B17021_027M,B17021_028E,B17021_028M,B17021_029E,B17021_029M,B17021_030E,B17021_030M,B17021_031E,B17021_031M,B17021_032E,B17021_032M,B17021_033E,B17021_033M,B17021_034E,B17021_034M,B17021_035E,B17021_035M,NAME,B17021_001EA,B17021_001MA,B17021_002EA,B17021_002MA,B17021_003EA,B17021_003MA,B17021_004MA,B17021_004EA,B17021_005EA,B17021_005MA,B17021_006EA,B17021_006MA,B17021_007EA,B17021_007MA,B17021_008EA,B17021_008MA,B17021_009MA,B17021_009EA,B17021_010EA,B17021_010MA,B17021_011EA,B17021_011MA,B17021_012EA,B17021_012MA,B17021_013EA,B17021_013MA,B17021_014EA,B17021_014MA,B17021_015MA,B17021_015EA,B17021_016EA,B17021_016MA,B17021_017EA,B17021_017MA,B17021_018EA,B17021_018MA,B17021_019EA,B17021_019MA,B17021_020MA,B17021_020EA,B17021_021EA,B17021_021MA,B17021_022EA,B17021_022MA,B17021_023EA,B17021_023MA,B17021_024EA,B17021_024MA,B17021_025MA,B17021_025EA,B17021_026MA,B17021_026EA,B17021_027EA,B17021_027MA,B17021_028EA,B17021_028MA,B17021_029EA,B17021_029MA,B17021_030MA,B17021_030EA,B17021_031MA,B17021_031EA,B17021_032EA,B17021_032MA,B17021_033EA,B17021_033MA,B17021_034EA,B17021_034MA,B17021_035EA,B17021_035MA,state
0400000US01,4429774,2525,754258,23298,572278,21994,189986,14831,183281,14742,6705,1238,382292,16985,47924,7638,38768,6393,9156,2091,334368,17269,324715,17281,9653,1808,181980,7626,145721,5990,127232,5605,18489,2171,36259,3740,3675516,23494,3198178,24774,2575875,29821,2572694,29797,3181,933,622303,26523,155450,11589,146582,11358,8868,1710,466853,22900,450081,21899,16772,2849,477338,11642,431017,10777,379044,10270,51973,4351,46321,4058,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,637581,1207,71266,6418,53652,6095,19379,4566,17071,4505,2308,1024,34273,4630,7632,2245,5989,2072,1643,737,26641,4453,24238,4269,2403,1115,17614,2058,11261,1565,8945,1397,2316,820,6353,1359,566315,6680,484239,8642,385347,9909,383782,9926,1565,589,98892,7972,33276,4042,30590,3759,2686,839,65616,7081,60343,6788,5273,1051,82076,4936,66374,3881,49578,3321,16796,1958,15702,2056,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5802691,5462,824008,28218,640092,26948,281825,19227,270416,18844,11409,2001,358267,18424,68663,8539,48875,7319,19788,2804,289604,17548,274838,16944,14766,2810,183916,8728,122218,5617,93539,5104,28679,2601,61698,5694,4978683,28826,4201713,32426,3311958,37204,3302044,37240,9914,2248,889755,32577,286762,20867,264180,19510,22582,3341,602993,23931,561482,22395,41511,5123,776970,19413,639998,15558,501303,13861,138695,7499,136972,7397,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2690029,2483,461842,16207,349680,15124,143953,10857,140545,10866,3408,932,205727,13097,32179,5382,24578,4642,7601,1692,173548,12313,165100,12009,8448,1721,112162,5929,89441,4948,77243,4537,12198,2052,22721,2388,2228187,15989,1930532,18353,1561959,24273,1559150,24263,2809,915,368573,20509,107046,9471,100053,8812,6993,1691,261527,16655,247609,15921,13918,2316,297655,9074,264087,7408,226070,6856,38017,3589,33568,3921,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35121550,12411,4673274,85899,3733876,84254,1801776,61902,1714941,62114,86835,6743,1932100,55050,429054,23715,304570,20466,124484,7203,1503046,48094,1396099,45082,106947,8556,939398,23756,606744,16427,445127,12484,161617,8492,332654,12537,30448276,87199,26290212,101161,20386577,115644,20282417,114149,104160,8149,5903635,73654,2028915,57345,1876748,53437,152167,10060,3874720,62022,3640282,58244,234438,10777,4158064,45609,3366772,34643,2636789,30121,729983,16656,791292,19668,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4549942,2666,504106,18664,350543,17902,154400,13638,146993,13495,7407,1646,196143,14405,36337,7334,26954,7106,9383,1388,159806,12239,149658,11992,10148,2118,153563,6342,104049,4641,76571,4289,27478,2824,49514,4718,4045836,19514,3361033,23289,2772849,30292,2765902,30057,6947,1586,588184,23892,208498,16900,192914,15089,15584,3015,379686,17931,354977,16623,24709,3704,684803,14214,559904,11646,444134,11480,115770,5113,124899,7186,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3383920,2408,281408,16801,197664,15001,65642,10029,61619,10027,4023,1244,132022,11417,15692,4351,10668,3937,5024,1385,116330,11422,109718,11617,6612,1656,83744,5782,64632,4226,56879,3895,7753,1435,19112,3685,3102512,16564,2657779,21027,2122287,22497,2114540,21932,7747,1747,535492,19674,151961,12958,139371,11722,12590,2234,383531,17214,364482,16501,19049,2591,444733,12944,378308,10357,312761,9738,65547,5072,66425,5213,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,815074,1229,84811,6636,60759,6439,21038,4941,19266,4700,1772,666,39721,5034,6261,2745,4088,2667,2173,786,33460,5019,31059,4807,2401,889,24052,2719,14696,1714,11225,1556,3471,956,9356,2008,730263,6677,621500,8785,487466,11540,486459,11524,1007,473,134034,9484,37698,5334,35365,5154,2333,781,96336,7482,90427,7079,5909,1362,108763,5280,91263,4274,73746,4195,17517,1817,17500,2242,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,513137,1066,97617,7636,68846,7278,11060,3129,10778,3157,282,182,57786,6527,7663,2959,5063,2615,2600,1029,50123,6354,47698,6439,2425,788,28771,2726,23710,2447,20576,2293,3134,867,5061,1206,415520,7756,271133,9987,154653,9672,153564,9722,1089,570,116480,9186,24921,5127,23299,4942,1622,974,91559,7804,88143,7526,3416,1147,144387,6051,117995,5021,98124,4939,19871,2110,26392,2860,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17308881,8459,2214381,48347,1601837,45221,627554,33014,602452,32912,25102,3597,974283,29464,172311,15097,118191,13498,54120,4778,801972,29643,763175,29735,38797,4211,612544,15596,441846,12884,349862,11887,91984,5655,170698,8351,15094500,50210,12634844,56996,9793859,61624,9764663,61875,29196,3989,2840985,48823,819762,30473,755070,28398,64692,5078,2021223,43496,1903541,42261,117682,6622,2459656,28230,2044101,21860,1639488,21020,404613,11236,415555,13226,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
