GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001MA,B17006_001EA,B17006_002EA,B17006_002MA,B17006_003EA,B17006_003MA,B17006_004EA,B17006_004MA,B17006_005EA,B17006_005MA,B17006_006MA,B17006_006EA,B17006_007MA,B17006_007EA,B17006_008MA,B17006_008EA,B17006_009MA,B17006_009EA,B17006_010EA,B17006_010MA,B17006_011EA,B17006_011MA,B17006_012MA,B17006_012EA,B17006_013MA,B17006_013EA,B17006_014MA,B17006_014EA,B17006_015MA,B17006_015EA,B17006_016MA,B17006_016EA,B17006_017EA,B17006_017MA,B17006_018EA,B17006_018MA,B17006_019EA,B17006_019MA,B17006_020MA,B17006_020EA,B17006_021MA,B17006_021EA,B17006_022MA,B17006_022EA,B17006_023EA,B17006_023MA,B17006_024EA,B17006_024MA,B17006_025MA,B17006_025EA,B17006_026MA,B17006_026EA,B17006_027EA,B17006_027MA,B17006_028EA,B17006_028MA,B17006_029EA,B17006_029MA,state
0400000US13,2310108,5814,460545,18668,120419,9685,39239,4379,5001,1241,76179,7164,340126,14651,33544,6007,13896,3662,2395,1112,17253,3650,306582,14242,105863,7546,17042,2681,183677,10827,1849563,18680,1393652,19728,419010,8957,79297,5050,895345,14516,455911,16158,107027,8197,27456,3698,6269,1738,73302,5943,348884,15188,78301,6833,16548,2138,254035,11194,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,292546,1327,35758,5202,13790,3402,3319,1072,740,438,9731,2824,21968,3726,2578,1216,380,277,128,133,2070,1089,19390,3656,6795,1780,971,578,11624,2359,256788,5608,202089,6842,64827,2523,11508,1791,125754,5228,54699,4854,14960,3116,4449,1369,395,343,10116,2491,39739,4380,9098,1581,2189,761,28452,3598,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,363968,1972,63014,5615,29067,3931,9337,1653,2140,751,17590,2790,33947,4553,3706,1591,1688,997,8,16,2010,980,30241,4401,10957,2061,1926,717,17358,3194,300954,6021,251259,6786,70043,2621,13085,1240,168131,5360,49695,5218,17203,2822,4738,1306,361,261,12104,2090,32492,4258,6873,1557,1531,543,24088,3504,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3179829,5006,514389,20897,154086,13869,53732,6166,7778,1738,92576,8835,360303,16062,34746,5317,16116,3458,1537,649,17093,2869,325557,15696,104587,6936,18152,2609,202818,11257,2665440,20626,2077842,22790,586147,9788,116665,4462,1375030,16996,587598,16860,140494,8614,35743,3649,7888,1488,96863,6285,447104,16576,93185,6327,20475,2706,333444,13777,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1550695,5040,252680,13035,73153,7502,23012,3236,4156,1174,45985,4973,179527,12880,19425,2966,7022,1770,1116,496,11287,2051,160102,12361,54379,4779,10151,2351,95572,8488,1298015,13978,1021042,17123,272662,6555,56377,3711,692003,12885,276973,12422,82459,6801,22530,2849,5657,1410,54272,5328,194514,10958,40584,3862,9066,2065,144864,8917,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,655682,2268,89166,6524,26960,3694,9921,1645,1681,591,15358,2687,62206,6391,9984,3364,3896,1559,923,843,5165,1696,52222,5302,17788,1829,3270,747,31164,4442,566516,6719,460140,7709,124150,3474,23141,2155,312849,6116,106376,5809,29954,3575,7830,1544,1550,558,20574,2903,76422,4983,16711,1978,2673,767,57038,4139,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,655852,2640,96279,7772,35827,5685,13091,2645,2064,621,20672,3436,60452,5709,7242,1944,3240,1306,439,312,3563,1108,53210,5271,21754,2963,3329,996,28127,3805,559573,8111,445308,10330,121952,4411,24995,2097,298361,7502,114265,7278,32160,3662,6644,1202,1513,534,24003,2981,82105,6659,16999,2322,4443,1077,60663,5392,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,955129,3296,211334,10423,82592,7631,25754,3883,4324,1243,52514,5125,128742,7732,14978,2677,3997,1169,784,463,10197,1977,113764,7431,37880,3836,6491,1461,69393,5283,743795,10407,584845,10526,163094,5182,31900,2587,389851,7952,158950,7962,38910,4914,9604,1955,2073,784,27233,3821,120040,6794,27093,3312,5386,1246,87561,5368,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1117006,3699,312967,15038,71643,8753,22085,3726,4120,1204,45438,5686,241324,12638,17395,3802,4932,1527,807,383,11656,3057,223929,12649,71674,5137,13079,2210,139176,10779,804039,15395,586421,14396,161365,5535,31486,2978,393570,10964,217618,11887,43245,4357,14472,2719,1924,728,26849,3403,174373,11389,40600,4723,7743,1696,126030,8258,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,265058,2242,43844,3994,14771,3183,5522,1722,1155,489,8094,1949,29073,3317,5654,1681,2157,928,37,46,3460,1426,23419,3055,6460,1361,873,409,16086,2575,221214,4206,170282,5728,41784,2719,7780,1217,120718,4077,50932,4857,18269,2974,4483,1200,1312,575,12474,2308,32663,3852,5146,1085,1732,790,25785,3123,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1367672,4192,142382,12323,30778,4324,10399,2641,1452,695,18927,3145,111604,11408,7920,2616,3460,1607,357,389,4103,1479,103684,10898,30900,4249,4824,1265,67960,8118,1225290,12629,910347,15811,258260,7057,48795,3281,603292,12154,314943,15086,72768,7920,20576,3430,5165,1657,47027,6291,242175,12489,51340,5013,11571,2221,179264,9705,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1426602,3428,188695,10077,41707,5430,12735,2694,2713,907,26259,3946,146988,10126,11518,3034,2960,1210,1287,949,7271,2031,135470,10076,42479,5628,7465,1465,85526,7273,1237907,10019,973156,12961,278402,6457,52867,3463,641887,10999,264751,12159,65625,6286,16882,2821,3438,1209,45305,4732,199126,11264,37823,3954,7876,1801,153427,9350,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2463432,4501,445909,15596,127255,10497,35390,3508,7253,1209,84612,9978,318654,14962,38346,5250,14889,2779,2476,785,20981,3745,280308,14568,81861,5929,16104,2203,182343,10754,2017523,15157,1576391,18835,414818,8639,80204,4082,1081369,14081,441132,12965,120565,8080,31881,4195,4819,1037,83865,6666,320567,11476,63800,5371,12503,1785,244264,9862,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1201090,3214,133216,7943,46492,5493,16223,2604,3120,841,27149,3436,86724,6840,12867,2917,3908,1308,658,445,8301,1969,73857,6183,26065,3123,4293,1061,43499,4368,1067874,8500,856288,10757,239282,4299,43055,2364,573951,8913,211586,9954,62466,5076,17498,1997,2034,545,42934,4477,149120,8237,28895,2706,7427,1282,112798,7236,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,728443,2639,223165,9775,46589,5818,13226,2342,2987,965,30376,4488,176576,9381,15469,3650,4910,1711,844,480,9715,2591,161107,9050,52991,4281,8565,1439,99551,6315,505278,9755,351261,10210,99157,4167,19264,2103,232840,7778,154017,8367,35412,4882,10136,2422,1928,786,23348,3713,118605,7846,26821,3340,5593,1271,86191,5980,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1337669,3733,247427,12800,73153,6638,24356,2659,4275,946,44522,5079,174274,11036,20062,3574,6958,1797,1014,492,12090,2761,154212,10609,51478,4884,7619,1987,95115,6848,1090242,13016,836612,13425,228503,5724,43576,2866,564533,9435,253630,9952,71062,6343,19636,3203,3185,889,48241,4599,182568,9585,42499,4234,9013,1492,131056,7798,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,199098,1736,38821,4627,16943,3372,5017,1464,1226,670,10700,2031,21878,3433,3388,1244,854,626,138,165,2396,894,18490,3353,4862,1292,1055,556,12573,2388,160277,4601,127304,4638,34660,1961,6169,1194,86475,3434,32973,3294,9580,2144,2603,916,187,244,6790,1536,23393,2982,5253,1327,1110,587,17030,2316,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,421236,1688,60611,4404,19389,2426,6978,1201,1171,443,11240,1606,41222,4120,4127,1135,1598,545,61,76,2468,921,37095,4067,13454,1602,1825,611,21816,3123,360625,4515,298447,6047,85366,2684,16947,1665,196134,4586,62178,4257,16692,1815,3855,938,1244,409,11593,1471,45486,3958,9941,1524,1761,545,33784,3328,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,598272,4698,87038,9661,37530,7826,14325,4075,2290,1057,20915,4686,49508,6576,5281,1651,2024,835,540,382,2717,1195,44227,6366,12325,2459,2055,751,29847,5164,511234,10262,376577,11010,106879,5442,19159,2401,250539,7669,134657,9344,41669,5331,11665,2579,2016,792,27988,4015,92988,7333,18880,2938,4121,1164,69987,5838,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,296644,2051,26562,4130,6519,2193,1382,691,600,440,4537,1398,20043,3757,1905,828,518,405,102,144,1285,680,18138,3589,7290,1898,946,558,9902,2448,270082,4475,219921,5113,54598,2612,9529,1506,155794,3603,50161,3871,14908,2594,3090,944,938,460,10880,2055,35253,3417,5578,1181,871,443,28804,2965,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2124964,4287,244669,13960,68013,8776,20309,3905,5462,1396,42242,6268,176656,12510,16976,3503,6704,2083,516,386,9756,2295,159680,12541,52160,5505,8235,1994,99285,8759,1880295,15081,1467428,14509,404506,6819,83353,5223,979569,11870,412867,16479,104935,9983,27113,4152,5522,1795,72300,7158,307932,15182,65060,6452,14758,2543,228114,11074,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,474555,3278,121389,7690,41302,5184,13686,2447,2392,783,25224,3805,80087,7724,10449,2544,3606,1456,664,486,6179,1829,69638,6909,21705,2732,3357,958,44576,5050,353166,8209,260548,9960,69383,3654,12740,1993,178425,7831,92618,7290,27961,4598,6943,1938,2110,945,18908,3427,64657,6027,13208,2380,4033,1258,47416,4987,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4430162,6708,844322,25649,256720,16026,80802,7092,16694,2877,159224,9789,587602,21916,57532,6617,18741,3245,3851,1126,34940,4554,530070,20275,157809,9915,30298,3094,341963,14172,3585840,25193,2661961,25092,763866,11043,144542,6612,1753553,19579,923879,23010,218925,12145,64995,5077,12838,1871,141092,9738,704954,21065,140177,7702,31094,2906,533683,17592,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2089334,5667,438097,18297,126670,11345,39804,4094,7480,1700,79386,8534,311427,14694,29552,3996,10604,2019,2167,869,16781,3026,281875,14255,88588,5764,18490,2590,174797,10324,1651237,18870,1256192,20454,367690,7607,70872,4502,817630,14659,395045,14729,101675,7168,26352,3246,5522,1789,69801,5105,293370,13327,59280,4671,15078,2515,219012,10390,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,132035,844,17176,2558,4044,1169,1352,494,212,149,2480,824,13132,2315,1907,831,988,580,58,68,861,474,11225,2311,4012,998,575,283,6638,1700,114859,2676,98219,3109,25713,1436,5470,736,67036,2479,16640,2079,5522,939,1379,464,182,137,3961,809,11118,1960,2502,794,287,196,8329,1521,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2699895,6194,491049,17456,129151,10897,39688,5004,9334,1807,80129,6605,361898,15060,42776,6134,14381,2706,1927,841,26468,4761,319122,14262,111818,6745,18942,2388,188362,9798,2208846,17418,1714204,19651,450969,7541,98913,5137,1164322,15923,494642,15043,126939,9093,29302,3592,5778,1394,91859,7222,367703,13169,79948,6005,17925,2732,269830,9798,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,827994,2839,186038,9783,64821,5223,23868,2650,2906,681,38047,3514,121217,9389,14263,2638,5632,1358,961,480,7670,1699,106954,9331,36937,3948,7274,1971,62743,6144,641956,9988,503935,10929,144610,4813,27503,2716,331822,7491,138021,7593,37923,3840,10117,1844,1313,507,26493,2673,100098,6712,20752,2709,4206,1317,75140,5749,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,818157,4096,146377,8838,58908,7317,19338,3393,4221,1436,35349,4408,87469,7087,10432,2552,2933,1123,577,442,6922,1900,77037,6308,26085,2923,4263,1036,46689,5277,671780,9368,528157,11649,145922,5073,30475,3053,351760,9128,143623,8327,44085,5341,9897,2106,2168,729,32020,4364,99538,7345,15988,2914,5025,1451,78525,6252,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2741269,5424,446696,14833,122923,12349,34484,4458,8744,1636,79695,9097,323773,14004,35021,4939,11137,2486,2025,852,21859,3472,288752,12602,94112,5788,17025,2462,177615,9485,2294573,15939,1775438,18010,465142,7377,91262,4378,1219034,14030,519135,16931,130578,8360,35253,3581,5262,1311,90063,7403,388557,16324,75826,4809,17897,2305,294834,13679,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240157,1871,46175,5563,8350,2800,3093,1448,108,128,5149,2224,37825,5397,3639,1965,1042,678,172,215,2425,1867,34186,5045,9981,2041,1266,576,22939,3946,193982,5586,153637,5717,41677,2588,9008,1784,102952,4317,40345,4031,9273,2226,2926,971,872,680,5475,1452,31072,3909,5056,1310,1343,620,24673,3362,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
