GEO_ID,B08115_001E,B08115_001M,B08115_002E,B08115_002M,B08115_003E,B08115_003M,B08115_004E,B08115_004M,B08115_005E,B08115_005M,B08115_006E,B08115_006M,B08115_007E,B08115_007M,B08115_008E,B08115_008M,B08115_009E,B08115_009M,B08115_010E,B08115_010M,B08115_011E,B08115_011M,B08115_012E,B08115_012M,B08115_013E,B08115_013M,B08115_014E,B08115_014M,B08115_015E,B08115_015M,B08115_016E,B08115_016M,B08115_017E,B08115_017M,B08115_018E,B08115_018M,B08115_019E,B08115_019M,B08115_020E,B08115_020M,B08115_021E,B08115_021M,B08115_022E,B08115_022M,B08115_023E,B08115_023M,B08115_024E,B08115_024M,B08115_025E,B08115_025M,B08115_026E,B08115_026M,B08115_027E,B08115_027M,B08115_028E,B08115_028M,B08115_029E,B08115_029M,B08115_030E,B08115_030M,B08115_031E,B08115_031M,B08115_032E,B08115_032M,B08115_033E,B08115_033M,B08115_034E,B08115_034M,B08115_035E,B08115_035M,B08115_036E,B08115_036M,B08115_037E,B08115_037M,B08115_038E,B08115_038M,B08115_039E,B08115_039M,B08115_040E,B08115_040M,B08115_041E,B08115_041M,B08115_042E,B08115_042M,NAME,B08115_001MA,B08115_001EA,B08115_002EA,B08115_002MA,B08115_003EA,B08115_003MA,B08115_004MA,B08115_004EA,B08115_005MA,B08115_005EA,B08115_006MA,B08115_006EA,B08115_007EA,B08115_007MA,B08115_008EA,B08115_008MA,B08115_009EA,B08115_009MA,B08115_010MA,B08115_010EA,B08115_011MA,B08115_011EA,B08115_012MA,B08115_012EA,B08115_013EA,B08115_013MA,B08115_014EA,B08115_014MA,B08115_015MA,B08115_015EA,B08115_016MA,B08115_016EA,B08115_017MA,B08115_017EA,B08115_018EA,B08115_018MA,B08115_019EA,B08115_019MA,B08115_020EA,B08115_020MA,B08115_021MA,B08115_021EA,B08115_022MA,B08115_022EA,B08115_023MA,B08115_023EA,B08115_024EA,B08115_024MA,B08115_025EA,B08115_025MA,B08115_026MA,B08115_026EA,B08115_027MA,B08115_027EA,B08115_028MA,B08115_028EA,B08115_029EA,B08115_029MA,B08115_030EA,B08115_030MA,B08115_031MA,B08115_031EA,B08115_032MA,B08115_032EA,B08115_033MA,B08115_033EA,B08115_034EA,B08115_034MA,B08115_035EA,B08115_035MA,B08115_036MA,B08115_036EA,B08115_037MA,B08115_037EA,B08115_038MA,B08115_038EA,B08115_039MA,B08115_039EA,B08115_040EA,B08115_040MA,B08115_041EA,B08115_041MA,B08115_042EA,B08115_042MA,state
0400000US01,1941250,15984,451812,10725,1157420,17200,240132,10155,48964,5028,42922,3671,1629930,17410,363480,10457,984737,15989,206770,9514,38881,4669,36062,3395,211259,9675,61261,4785,117091,7003,22108,2552,6867,1736,3932,961,8368,1974,3422,1434,2265,734,1620,943,653,484,408,299,23230,3224,8486,1737,10636,2366,2086,778,1209,672,813,469,25044,3018,9682,1945,10783,2017,3530,987,692,383,357,371,43419,3740,5481,1378,31908,3112,4018,1002,662,517,1350,487,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,76226,4170,167626,5603,39897,2929,6469,1313,4472,892,200952,5850,47071,3400,117040,4508,29299,2296,4759,1083,2783,686,44555,3263,12646,2168,26151,2658,4295,1219,919,535,544,419,3573,956,1675,717,934,413,596,352,236,275,132,132,19368,1892,8230,1350,8091,1067,2480,689,294,151,273,123,14175,1633,5207,978,6764,1063,1795,631,144,124,265,187,12067,1657,1397,610,8646,1517,1432,587,117,138,475,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,739113,15023,1404032,18830,339631,11292,52568,4830,39720,3175,1945061,18773,531533,13222,1072577,16093,274711,10925,35028,4078,31212,2686,366261,11954,124577,7828,193498,9540,35596,4299,9028,2102,3562,1328,48964,5040,22013,3101,17068,2964,5707,1351,2629,1069,1547,1138,54084,4378,22678,3050,23653,2569,5103,1330,1992,828,658,312,56672,4726,24075,3301,25194,2617,5972,1364,1116,571,315,320,104022,5974,14237,2162,72042,4997,12542,2043,2775,1436,2426,717,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,250138,7278,731645,12510,161132,7997,30191,3595,27780,2768,981220,13090,193768,6702,604462,11949,136191,7654,23454,2988,23345,2649,147902,7532,37996,4116,87170,4836,15553,2498,4810,1228,2373,796,4007,1402,2625,1149,684,504,457,314,170,272,71,120,19301,2403,6988,1358,9357,1808,1558,579,919,625,479,302,17204,2074,5458,1199,7063,1224,3409,1223,687,445,587,386,31252,3349,3303,846,22909,2910,3964,1216,151,139,925,419,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,4710619,43878,8594790,48063,1604383,22273,388889,11748,248653,8461,11503746,41684,3341292,35560,6453419,44024,1258283,20328,270781,9901,179971,7206,1946177,25740,607038,17276,1130468,21576,137412,7291,49590,4598,21669,2663,734704,18065,335111,14006,292430,11255,64235,5394,27925,3066,15003,2190,384989,11849,167987,7799,161538,7470,36276,3698,11204,1960,7984,1728,315205,13778,129066,8507,144044,7735,26051,3271,11475,2598,4569,1652,662513,13426,130125,8063,412891,12536,82126,5261,17914,3265,19457,2006,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,615115,13149,1321873,17124,271487,10377,40011,4361,31775,2761,1741595,15152,452097,12775,1019499,15538,214888,8644,29595,3022,25516,2601,229018,10071,70012,5499,133509,7220,18111,2131,5753,2008,1633,691,61884,4755,26995,3365,22480,2502,10763,1960,720,431,926,485,66273,3958,27569,2701,28331,3341,7013,1471,2349,839,1011,494,44460,3360,18076,2236,20335,2208,5302,1304,526,444,221,357,137031,6572,20366,3346,97719,5819,15410,2205,1068,534,2468,814,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,436984,9931,980607,13510,180656,6964,26766,3076,32329,3229,1343489,15545,335776,10316,807029,12048,153513,6861,19526,2260,27645,3188,136359,7808,42324,3863,77436,5908,10614,2088,4048,1458,1937,648,70427,5133,26384,3507,34959,3139,6243,1361,1770,860,1071,461,33775,3949,16026,2689,14920,2446,1949,615,603,393,277,204,19109,2349,9354,1784,7947,1286,1195,546,319,230,294,253,54183,3413,7120,1239,38316,3098,7142,1513,500,398,1105,429,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,103784,4549,230066,5924,45355,2834,9718,1602,8110,1183,318734,5922,79091,4522,187400,5908,39001,2799,6498,1430,6744,1173,42058,3003,12450,1733,24469,2547,3101,903,1538,723,500,367,8588,1576,3774,980,2390,847,1516,818,542,408,366,266,7159,1598,3090,826,3019,1130,512,232,343,219,195,214,5942,1601,3477,1377,1655,605,279,191,475,418,56,91,14552,2167,1902,722,11133,2001,946,467,322,265,249,180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,127379,4818,83637,4187,24535,2486,8668,1662,5646,1031,93803,3992,41883,2823,35716,2825,10303,1531,3338,1047,2563,770,19246,2459,8313,1817,8446,1687,1341,572,413,249,733,529,94260,4338,54321,3982,25112,2905,9400,1603,3820,1122,1607,535,24905,2353,15852,2059,6047,1251,1894,629,827,460,285,312,6541,1395,2989,1002,2787,706,542,370,51,86,172,201,11110,1973,4021,1266,5529,1203,1055,514,219,197,286,288,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,2052225,25859,4194077,31162,1081467,16011,212475,9594,160641,6809,6158873,32660,1545503,25153,3409076,28257,903964,13858,167968,9236,132362,6491,851610,19203,280898,11699,453772,13435,85011,5273,21062,3128,10867,1865,138505,8946,69397,6193,38515,4696,19490,2612,7736,1531,3367,934,121370,8867,51366,5266,43694,5214,17532,3112,5483,1600,3295,1031,151202,7702,64937,5411,60322,4173,18946,2892,3643,1298,3354,1227,279325,9541,40124,3302,188698,7624,36524,4255,6583,1826,7396,1507,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
