GEO_ID,B08125_001E,B08125_001M,B08125_002E,B08125_002M,B08125_003E,B08125_003M,B08125_004E,B08125_004M,B08125_005E,B08125_005M,B08125_006E,B08125_006M,B08125_007E,B08125_007M,B08125_008E,B08125_008M,NAME,B08125_001MA,B08125_001EA,B08125_002MA,B08125_002EA,B08125_003EA,B08125_003MA,B08125_004EA,B08125_004MA,B08125_005EA,B08125_005MA,B08125_006MA,B08125_006EA,B08125_007MA,B08125_007EA,B08125_008EA,B08125_008MA,state
0400000US01,44419105,652629,12931230,447245,5612640,260144,10370395,314685,292780,62658,6259230,336120,8827260,437992,125565,36040,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5162820,195997,1677985,93608,689870,67200,1154700,97314,56510,32277,912655,88533,609910,92275,61185,16865,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,61371165,700682,19632655,469168,10002410,426398,15423065,484796,360495,106455,9329940,394069,6483275,315857,139330,35953,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24524820,438859,6841865,294616,3374770,186660,5548525,207354,414400,81054,3401915,233339,4879255,254389,64090,37621,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,401283395,1656564,143175705,1552380,59886890,1042037,95758110,1193787,4753200,316956,48522710,933972,48049665,984332,1137120,122393,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50335150,530139,19065060,398238,7014410,286786,12006865,353211,213645,41941,6632520,287421,5212590,321024,190060,41757,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39679895,535917,17251960,460190,4995365,234133,9480215,327948,45080,16507,3867670,229018,3995215,272530,44390,23243,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,9073205,243867,3507730,190126,1128830,121703,2174240,154015,82830,37737,1099475,111014,1060375,106641,19725,17815,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,6985030,205364,3699900,155769,1096010,109494,1412785,129739,2580,4362,409190,99271,354755,64874,9810,7446,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,192589770,1324887,61067395,840462,31901025,815757,51469940,818482,1302850,177515,27201305,735784,19103180,578712,544070,74228,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,107703750,1149334,35746655,745062,14128475,448145,27349135,732603,613970,116745,14760390,517136,14741350,492412,363780,58286,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14323135,313527,4347505,188567,3030520,180491,3810075,153117,78630,24307,1685170,176362,1139490,124935,231740,40422,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,12350715,312247,3856290,227946,1753840,118266,2866955,153363,285785,44089,1845360,142214,1703590,108740,38890,19661,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,157222075,1465369,56537575,825098,21696750,636395,40120160,743098,316405,58488,15731395,582410,22664855,696148,154940,35097,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61789500,671128,18322065,406870,8017755,274288,14088235,323557,239895,67459,7764070,297031,13277770,372955,79710,42120,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25889715,383903,7954910,236736,3247730,118797,6257175,200171,219915,36198,3181740,178749,4997985,202245,30260,14752,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23546400,312893,8095880,211696,3051335,123115,5559370,193449,206865,36436,2970155,173879,3560405,184484,102395,21151,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38653290,566872,10918520,343688,5225790,240462,8839230,265910,292760,57148,5525205,306072,7733655,286985,118125,37946,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45121045,716613,12749115,387739,6976880,303290,10815025,358495,317695,66694,7217110,338934,6852210,373368,193005,50280,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14243430,323062,4495275,188174,2140510,149905,3082700,130061,229525,75121,2168585,168816,2103475,130721,23355,9922,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,80326930,907202,35202175,635502,10832490,406855,19178250,517748,183245,81559,8294780,363003,6262780,331920,373215,78254,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,79140450,839222,35461410,664894,10022045,390761,18687515,531064,126050,56549,7375420,306766,7384340,301864,83660,41971,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,100192670,710171,33639220,527532,13488120,375393,23762780,453826,452075,92728,11465405,331589,17302145,410953,82915,29843,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54902940,539051,20268100,359410,6814140,210698,13426535,286962,272640,44676,6575090,217621,7500035,200178,46400,18304,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27214335,539502,7118625,273105,3863560,220299,5857305,235990,284590,61994,4258855,332948,5677810,378124,153585,57026,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,59367495,689856,18663215,441504,8323545,342674,14908710,421650,276665,46477,7597045,276206,9500580,323221,97735,35407,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7388730,208210,2084455,120259,1074165,62762,1775855,117762,138930,34333,1293770,144909,997670,86600,23880,16184,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15082995,259786,5037605,163591,2056125,130688,3660885,110060,187405,27636,1668150,94944,2414615,134109,58220,20165,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
