GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001EA,B21001H_001MA,B21001H_002EA,B21001H_002MA,B21001H_003MA,B21001H_003EA,B21001H_004MA,B21001H_004EA,B21001H_005EA,B21001H_005MA,B21001H_006MA,B21001H_006EA,B21001H_007EA,B21001H_007MA,B21001H_008EA,B21001H_008MA,B21001H_009MA,B21001H_009EA,B21001H_010EA,B21001H_010MA,B21001H_011MA,B21001H_011EA,B21001H_012EA,B21001H_012MA,B21001H_013EA,B21001H_013MA,B21001H_014MA,B21001H_014EA,B21001H_015MA,B21001H_015EA,B21001H_016EA,B21001H_016MA,B21001H_017MA,B21001H_017EA,B21001H_018EA,B21001H_018MA,B21001H_019EA,B21001H_019MA,B21001H_020MA,B21001H_020EA,B21001H_021MA,B21001H_021EA,B21001H_022MA,B21001H_022EA,B21001H_023EA,B21001H_023MA,B21001H_024EA,B21001H_024MA,B21001H_025MA,B21001H_025EA,B21001H_026MA,B21001H_026EA,B21001H_027MA,B21001H_027EA,B21001H_028MA,B21001H_028EA,B21001H_029MA,B21001H_029EA,B21001H_030EA,B21001H_030MA,B21001H_031EA,B21001H_031MA,B21001H_032MA,B21001H_032EA,B21001H_033MA,B21001H_033EA,state
0400000US13,4018268,3989,1950471,3232,575557,3170,41062,4426,534495,5130,806077,2716,127025,4832,679052,5204,299282,768,138721,4581,160561,4506,172035,1311,102093,3096,69942,3051,97520,1302,71959,2335,25561,1938,2067797,1849,578032,1999,5565,1408,572467,2358,822395,1723,17509,2318,804886,2805,312559,302,3426,669,309133,666,194287,650,3673,1020,190614,1222,160524,625,3123,708,157401,870,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,226167,1703,113763,1383,26185,1013,3296,1057,22889,1348,46437,741,9408,1284,37029,1426,23512,275,11128,1162,12384,1143,9496,264,6037,624,3459,624,8133,314,6161,520,1972,472,112404,826,26092,685,1719,581,24373,921,44465,526,1727,626,42738,821,21044,107,667,351,20377,387,8755,264,216,146,8539,146,12048,264,451,262,11597,262,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,904366,1163,441771,825,136588,807,8600,1467,127988,1795,170310,558,32055,2346,138255,2276,66656,185,32268,1771,34388,1756,39684,311,24981,1156,14703,1157,28533,311,21393,906,7140,883,462595,610,139110,639,1494,598,137616,887,174467,618,4139,969,170328,1057,67510,181,931,300,66579,383,41778,179,718,323,41060,368,39730,182,870,432,38860,419,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6329875,3362,3049567,2216,847221,1528,41805,3442,805416,3644,1257144,1177,133874,4793,1123270,5031,459194,537,189534,4830,269660,4727,262540,543,141483,3329,121057,3367,223468,445,162950,2690,60518,2664,3280308,1736,838642,1180,6725,1302,831917,1939,1279277,880,13051,1628,1266226,1733,485667,502,3945,957,481722,1070,319968,262,2313,609,317655,665,356754,105,6694,972,350060,963,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3862732,2276,1866685,1501,548647,1372,26198,2700,522449,3014,760617,1055,114988,4802,645629,4822,275786,458,118285,3688,157501,3790,158022,350,84483,2271,73539,2282,123613,146,87770,2122,35843,2122,1996047,1375,546160,812,3661,810,542499,1154,772548,695,10042,1505,762506,1576,292545,261,3328,826,289217,859,188232,394,2124,571,186108,743,196562,142,3480,879,193082,902,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2038170,1094,987369,772,281770,897,13104,1797,268666,2074,392282,811,55555,3162,336727,3085,147166,154,61790,2671,85376,2688,87159,102,46780,1849,40379,1854,78992,148,52419,1635,26573,1633,1050801,535,277098,420,1632,597,275466,686,397084,445,5656,890,391428,952,152262,176,1146,384,151116,430,105080,116,1116,361,103964,384,119277,150,2424,606,116853,622,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1662594,1424,804039,1186,237243,962,15980,2327,221263,2302,316797,1146,47750,2812,269047,2922,117751,415,52373,2289,65378,2325,70075,601,38313,1878,31762,1972,62173,493,44906,1383,17267,1387,858555,723,235828,1044,3655,951,232173,1282,328742,918,5745,1090,322997,1465,121811,252,2246,752,119565,813,81914,216,1098,402,80816,466,90260,239,1948,517,88312,535,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2770007,1528,1330572,1382,396885,1416,21144,2330,375741,2648,532570,1322,77384,4202,455186,4156,202593,241,83403,3805,119190,3771,121378,606,59612,2524,61766,2507,77146,605,52010,1670,25136,1604,1439435,621,398858,1172,3167,955,395691,1485,558864,1290,8314,1298,550550,1818,216599,167,2475,716,214124,734,141165,408,1303,575,139862,725,123949,337,1911,464,122038,531,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2094352,2103,1011357,1752,299975,1690,21053,2466,278922,3085,400014,1101,49380,3756,350634,3823,153888,485,65760,2938,88128,2985,91743,516,49568,2605,42175,2568,65737,520,50374,1614,15363,1522,1082995,796,302406,698,2997,950,299409,1270,409193,699,4883,1003,404310,1249,162374,170,1661,456,160713,504,106776,333,1790,600,104986,745,102246,282,2248,814,99998,875,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,969672,1010,464891,903,115194,883,8048,1431,107146,1635,193919,402,35664,2454,158255,2469,77950,2,36347,1643,41603,1643,43982,4,25877,1370,18105,1370,33846,4,25197,1140,8649,1140,504781,433,118328,192,1922,785,116406,797,205898,389,3720,889,202178,962,79899,45,1588,761,78311,765,48563,2,936,337,47627,337,52093,2,1724,503,50369,503,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2476385,2617,1186412,1933,300241,1287,18477,2321,281764,2590,498490,1162,77817,4033,420673,3947,195101,367,85638,3149,109463,3171,104872,70,57653,2206,47219,2202,87708,79,67788,1913,19920,1906,1289973,1448,305228,1108,4541,1172,300687,1582,523053,567,13065,1825,509988,1865,204160,469,2931,665,201229,774,121076,126,1910,577,119166,603,136456,69,2814,754,133642,758,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3864581,6179,1837382,4028,479290,3235,19727,2640,459563,4204,774218,1910,77026,4401,697192,4726,280779,535,105166,3454,175613,3515,154047,512,87068,2840,66979,2714,149048,309,109424,3078,39624,3070,2027199,2790,485274,1650,2684,817,482590,1888,813147,2154,8159,1338,804988,2600,305961,505,3496,817,302465,939,186341,378,2012,521,184329,658,236476,406,6819,1006,229657,1037,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5898055,1865,2867107,1360,807123,1092,35321,2766,771802,2946,1185281,861,152977,5318,1032304,5225,432284,219,185067,3837,247217,3863,235930,253,123509,2673,112421,2693,206489,141,145468,3078,61021,3067,3030948,930,789297,729,5017,1002,784280,1260,1196851,445,16694,1705,1180157,1811,448137,247,4272,782,443865,821,280016,410,2788,644,277228,768,316647,84,5808,987,310839,987,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3328240,3504,1627408,2338,471625,1951,17146,2129,454479,2528,681679,1170,88569,4345,593110,4304,233319,151,106916,3174,126403,3188,132722,33,76434,2336,56288,2334,108063,29,77464,1822,30599,1817,1700832,1565,460232,1393,3561,801,456671,1616,686710,414,8819,1408,677891,1514,240807,105,2737,646,238070,654,149910,148,1572,488,148338,491,163173,29,3926,673,159247,671,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1306934,1464,631201,1326,180778,2076,11651,2318,169127,2729,243011,1943,37067,3183,205944,3298,100524,423,40945,2713,59579,2660,66017,944,40758,1714,25259,1735,40871,913,30112,1181,10759,1117,675733,461,179140,1393,2271,893,176869,1682,249462,1290,3846,961,245616,1517,105446,216,1316,455,104130,500,77200,548,1374,608,75826,730,64485,543,1486,545,62999,748,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3603844,1330,1739779,1076,507705,798,30519,3034,477186,3018,690403,681,112402,4691,578001,4798,259231,375,124712,4200,134519,4247,161382,369,93706,2366,67676,2381,121058,377,91023,2005,30035,1941,1864065,688,508069,448,4832,982,503237,1028,709949,561,10321,1625,699628,1771,277793,166,3170,789,274623,784,186395,24,2219,636,184176,635,181859,81,3622,840,178237,838,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,640681,706,315790,596,85891,680,6018,1444,79873,1541,123653,560,21621,1960,102032,2081,53317,115,25789,1524,27528,1511,30528,10,18898,985,11630,984,22401,13,15473,858,6928,856,324891,353,82600,314,1681,786,80919,871,127495,403,1797,648,125698,806,51998,108,810,317,51188,351,32250,10,980,430,31270,432,30548,11,763,335,29785,335,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1114194,1462,539939,1094,161618,749,10536,1625,151082,1760,211024,744,30564,2100,180460,2305,79277,108,35383,1784,43894,1773,46585,253,26463,1097,20122,1118,41435,243,28854,1106,12581,1058,574255,732,159016,675,1616,620,157400,930,216029,573,4566,1078,211463,1195,81719,82,1183,435,80536,453,55928,20,1110,374,54818,373,61563,94,1155,362,60408,359,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1123483,1524,562459,1213,144054,992,12029,1883,132025,1876,222788,914,45449,2760,177339,2896,95769,148,51928,2724,43841,2735,61643,121,39632,1986,22011,1989,38205,82,30020,1201,8185,1191,561024,688,144339,595,2166,700,142173,945,210307,522,5857,1222,204450,1344,94857,266,1619,695,93238,737,61266,6,1253,495,60013,495,50255,5,1608,581,48647,581,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,915735,1275,444810,1228,112437,1089,7152,1250,105285,1433,196486,480,31085,2378,165401,2436,70345,120,33743,2102,36602,2131,37563,253,22995,1273,14568,1273,27979,253,21178,1193,6801,1193,470925,484,113139,555,804,395,112335,612,202956,485,4673,917,198283,1028,71807,110,1552,708,70255,755,41039,253,1036,508,40003,508,41984,253,1457,400,40527,400,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4146825,3406,1976157,2261,461981,1543,17758,2266,444223,2618,847393,1322,70267,3863,777126,4074,315410,652,119821,3436,195589,3435,176361,513,95902,2976,80459,2896,175012,104,127218,2946,47794,2947,2170668,1902,460122,1451,1857,540,458265,1537,875250,931,5067,969,870183,1344,339979,525,2704,688,337275,901,215758,331,2425,738,213333,782,279559,313,4816,830,274743,913,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,651115,2123,310433,1797,70982,1612,6287,1241,64695,1794,118826,1513,25080,2601,93746,2795,58826,355,27352,1761,31474,1766,36349,698,22525,1352,13824,1355,25450,623,19182,1082,6268,986,340682,881,72104,1182,829,422,71275,1097,129327,1347,4640,1178,124687,1786,62779,339,1649,601,61130,702,39937,624,1113,428,38824,835,36535,571,995,374,35540,680,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8883572,3544,4248101,2362,1100102,1727,43111,3926,1056991,4254,1737257,1747,159523,5451,1577734,5753,664412,554,234126,5477,430286,5424,383681,532,196087,4339,187594,4432,362649,237,235545,4284,127104,4259,4635471,2275,1100642,1305,6495,1221,1094147,1812,1779600,1318,17541,2168,1762059,2762,721744,843,4710,937,717034,1277,466322,224,3737,669,462585,690,567163,197,11272,1733,555891,1739,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4436959,3304,2128580,2860,590007,3211,43427,3790,546580,4085,856405,2264,128771,5123,727634,5669,335794,800,143275,4740,192519,4682,205429,803,112988,2959,92441,3058,140945,850,102078,2266,38867,2193,2308379,1203,598140,1482,7312,1470,590828,2219,888973,1422,16640,2032,872333,2647,360685,344,4756,1049,355929,1079,242530,252,2786,712,239744,732,218051,238,4296,849,213755,860,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,434921,869,213383,753,61741,702,4856,981,56885,1080,83953,535,12746,1332,71207,1441,31887,118,13557,951,18330,933,18286,16,9307,663,8979,662,17516,12,10101,628,7415,628,221538,275,59351,280,1253,417,58098,498,83275,250,1533,463,81742,566,31175,172,417,274,30758,305,21601,138,222,166,21379,206,26136,22,323,175,25813,175,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
