GEO_ID,C19101_001E,C19101_001M,C19101_002E,C19101_002M,C19101_003E,C19101_003M,C19101_004E,C19101_004M,C19101_005E,C19101_005M,C19101_006E,C19101_006M,C19101_007E,C19101_007M,C19101_008E,C19101_008M,C19101_009E,C19101_009M,C19101_010E,C19101_010M,C19101_011E,C19101_011M,NAME,C19101_001MA,C19101_001EA,C19101_002MA,C19101_002EA,C19101_003EA,C19101_003MA,C19101_004EA,C19101_004MA,C19101_005MA,C19101_005EA,C19101_006MA,C19101_006EA,C19101_007MA,C19101_007EA,C19101_008EA,C19101_008MA,C19101_009EA,C19101_009MA,C19101_010MA,C19101_010EA,C19101_011MA,C19101_011EA,state
0400000US01,1223725,12107,90591,6169,67215,4619,154498,6636,145432,5415,200687,7027,245622,8025,143418,5645,118256,4694,30499,2378,27507,2322,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,6419,1248,4064,866,12906,1930,11851,1501,20798,2120,33323,2538,26235,2234,27944,2223,8269,1326,5378,906,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,81470,5547,54139,4245,157320,7860,172318,7484,238255,9053,305211,9398,185473,6048,166056,5774,52984,3925,46234,3365,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,52922,3681,41946,2833,99562,4421,101842,4297,128966,5833,154414,6093,80424,4076,55428,3084,15179,1907,11761,1741,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,375802,14369,300609,9365,788138,17172,794031,17480,1104659,18911,1558864,19806,1137025,17988,1267278,19804,471874,10289,482839,11003,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,51107,4141,36592,3467,91973,4721,107111,5772,164486,6181,247497,7777,180213,5204,176864,5649,56847,3282,51531,3489,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,32634,3804,20537,2884,48531,3973,67329,4210,100948,4389,172811,6576,150438,6186,163441,5444,62423,3941,74196,3842,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,7867,1375,6493,1423,14140,1715,19190,1984,32435,2921,48957,3263,35553,2375,32634,2754,10417,1293,8496,1497,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,12025,1968,4915,1216,10813,1708,12315,2129,13357,1702,13853,1720,10284,1536,11629,1567,7927,1286,11365,1368,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,233242,9372,191816,8622,507777,12301,564015,12929,776116,15282,939055,17732,570806,13712,495797,10541,154575,5846,161604,5767,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
