GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001MA,B25115_001EA,B25115_002MA,B25115_002EA,B25115_003EA,B25115_003MA,B25115_004EA,B25115_004MA,B25115_005MA,B25115_005EA,B25115_006MA,B25115_006EA,B25115_007MA,B25115_007EA,B25115_008MA,B25115_008EA,B25115_009EA,B25115_009MA,B25115_010EA,B25115_010MA,B25115_011MA,B25115_011EA,B25115_012MA,B25115_012EA,B25115_013MA,B25115_013EA,B25115_014MA,B25115_014EA,B25115_015EA,B25115_015MA,B25115_016EA,B25115_016MA,B25115_017MA,B25115_017EA,B25115_018MA,B25115_018EA,B25115_019EA,B25115_019MA,B25115_020EA,B25115_020MA,B25115_021EA,B25115_021MA,B25115_022MA,B25115_022EA,B25115_023MA,B25115_023EA,B25115_024EA,B25115_024MA,B25115_025MA,B25115_025EA,B25115_026EA,B25115_026MA,B25115_027EA,B25115_027MA,state
0400000US01,1788692,9253,1261475,13183,935425,11861,762955,11400,284636,6922,478319,8340,172470,6330,42745,3192,19249,2472,23496,2579,129725,5913,55192,4740,74533,3895,326050,9149,527217,11869,288300,8889,128202,6213,71456,5210,56746,4218,160098,7819,28281,3545,14410,2614,13871,2467,131817,7469,98623,5815,33194,3813,238917,8499,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,112217,3811,90505,3483,41950,2569,48555,2489,21712,2008,7176,1233,4524,915,2652,745,14536,1772,8269,1395,6267,1006,34802,2624,86233,3244,44970,2647,25848,1795,15384,1628,10464,1291,19122,2131,5997,1219,4003,1065,1994,718,13125,1841,9712,1529,3413,911,41263,2893,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,1090229,13802,890559,12078,353181,8418,537378,9633,199670,7319,60462,3916,32352,2924,28110,2841,139208,6503,67768,4669,71440,4358,412228,11958,701556,12519,369231,11817,187894,8861,109025,7337,78869,4368,181337,9460,49771,5103,29517,3435,20254,2910,131566,6675,98156,5992,33410,3657,332325,10825,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,550416,10718,458677,9925,166477,5466,292200,6951,91739,5882,25185,2478,12221,1928,12964,1410,66554,4627,30009,2539,36545,3259,186409,5253,350717,8790,192028,6676,96868,4793,53931,3714,42937,3414,95160,5497,21132,2553,12700,2145,8432,1638,74028,4816,56985,4034,17043,2193,158689,6154,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,5377358,30786,4382300,29497,2000267,20159,2382033,22760,995058,15163,335066,10679,142102,6495,192964,7784,659992,12337,264665,8234,395327,10348,1692780,20242,5027756,31936,2903761,27747,1628821,24685,969479,19411,659342,12234,1274940,19749,378807,12471,200873,9374,177934,9258,896133,15986,627414,15234,268719,8164,2123995,24852,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,898755,10832,768198,10719,332321,7283,435877,8399,130557,5645,43111,2895,23213,2559,19898,1766,87446,4528,47186,3844,40260,2917,334940,9539,585342,11059,265466,8624,139635,6663,80735,5178,58900,4130,125831,6844,36866,4096,20698,3057,16168,2655,88965,5135,70372,4199,18593,2385,319876,9294,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,696220,10233,583697,9219,251315,5917,332382,7250,112523,5946,32416,2809,13248,1475,19168,2136,80107,4831,36331,3526,43776,3406,223723,6812,403895,8863,197068,7694,91447,5700,43992,3871,47455,4025,105621,5288,23979,3351,11376,2752,12603,1907,81642,4970,60608,4676,21034,2675,206827,7473,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,168018,4429,137742,4299,53381,2894,84361,3427,30276,2688,8668,1509,4180,938,4488,1035,21608,2375,11097,1900,10511,1293,61842,2834,87780,3942,48164,3372,21896,2639,12156,1954,9740,1729,26268,2575,5344,1148,2678,830,2666,782,20924,2162,16770,2045,4154,1039,39616,2922,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,54290,2663,36674,2584,12316,1330,24358,2059,17616,1665,4012,924,1402,512,2610,744,13604,1386,3879,971,9725,1017,51228,3118,142695,3688,54193,3328,17538,2009,6627,1303,10911,1807,36655,2892,6066,1434,3029,1110,3037,896,30589,2361,19667,1826,10922,1743,88502,3711,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,3456206,26151,2809464,23184,962826,11944,1846638,17906,646742,12653,174923,7478,75117,5558,99806,6205,471819,10551,210715,8287,261104,8854,1447743,18928,2144851,23516,1138597,19864,569809,13515,287950,9866,281859,9234,568788,15287,148029,7980,76197,6037,71832,5088,420759,12522,306763,10770,113996,6750,1006254,19695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3320278,14891,2218217,18944,1677096,16874,1357406,16419,600064,12570,757342,12229,319690,8566,85670,4414,39362,3280,46308,3844,234020,7455,111488,4595,122532,5374,541121,10915,1102061,16638,608260,12455,286501,9368,164455,7172,122046,7231,321759,9315,70934,6360,36498,3900,34436,4838,250825,7426,187782,7196,63043,4262,493801,12096,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,256578,4620,200659,4429,159362,4447,56029,3219,103333,3817,41297,2769,13755,1567,4060,1068,9695,1289,27542,2367,6578,1286,20964,1889,55919,3318,173429,5114,105130,4216,70304,3345,37971,2644,32333,2276,34826,3083,8521,1471,3984,1133,4537,1118,26305,2851,17683,2547,8622,1503,68299,3903,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,379948,6577,291674,5858,250632,6431,107899,4689,142733,4415,41042,3337,12511,1720,7628,1265,4883,980,28531,2696,15168,2178,13363,1566,88274,4282,152187,5032,80556,3647,48835,2792,29320,2450,19515,2264,31721,3342,8659,1696,5654,1377,3005,894,23062,2846,18535,2599,4527,1310,71631,4419,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,3277573,19759,2432320,18215,2009360,17149,903379,12892,1105981,12671,422960,10912,126157,5652,53327,3759,72830,4177,296803,9335,132028,6039,164775,6323,845253,12906,1413447,16614,693811,15638,320758,11188,169639,7331,151119,7758,373053,11824,76755,5665,37731,4067,39024,3853,296298,10459,212572,8338,83726,5236,719636,13029,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,1759089,16467,1307525,16143,1102692,16166,447190,9934,655502,10732,204833,7014,61944,4251,34399,3260,27545,2265,142889,5400,70187,4515,72702,3687,451564,8942,683921,13453,332424,8589,159085,6939,81203,4950,77882,4797,173339,7099,38464,3216,24283,2508,14181,1938,134875,6787,107301,6450,27574,2775,351497,10912,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,877796,9351,649106,8811,564838,9072,222209,5675,342629,6562,84268,3862,23462,2166,15013,1921,8449,1162,60806,3057,34126,2637,26680,1863,228690,6215,323037,6427,141026,3823,73962,3188,37680,2539,36282,2626,67064,3540,14569,1695,9382,1475,5187,1103,52495,3334,41359,3116,11136,1524,182011,6112,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,744580,9549,561057,8757,481583,8807,197772,5913,283811,5571,79474,3770,24056,2149,12854,1653,11202,1388,55418,3284,30635,2856,24783,1898,183523,5326,327358,8076,154784,5130,83121,4758,43732,3547,39389,3374,71663,4258,16588,2355,11759,2175,4829,1119,55075,3783,43977,3244,11098,1767,172574,6425,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,1167973,12668,864613,12354,719130,12013,276554,7533,442576,8380,145483,5829,43491,3287,19874,2233,23617,2343,101992,5006,46816,3158,55176,4126,303360,7511,485925,9577,254630,7292,132721,4808,72305,3958,60416,3052,121909,5946,21623,2487,12156,1810,9467,1756,100286,5463,77774,4643,22512,2610,231295,7375,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,1136873,14727,847061,13357,656638,12980,267309,8260,389329,9160,190423,8283,47050,4130,20550,2401,26500,3001,143373,6753,64816,4710,78557,4127,289812,8852,539726,13040,289944,9299,112113,6042,57111,4453,55002,4210,177831,8265,28327,3604,14996,2469,13331,2217,149504,7020,109174,5939,40330,4037,249782,9923,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,389203,6053,286905,6175,241506,5986,83593,3568,157913,4977,45399,2752,16065,1898,9386,1516,6679,1229,29334,2260,16717,1743,12617,1484,102298,4274,152955,5619,68564,3969,36569,2791,16602,1978,19967,2245,31995,3140,9523,1686,6458,1425,3065,1025,22472,2665,17792,2451,4680,1230,84391,4882,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,1438614,13207,1073053,11988,871125,11372,384415,8711,486710,9306,201928,6926,52526,3632,21674,2567,30852,3097,149402,5922,66343,4628,83059,4482,365561,8998,647033,13028,324918,8878,150724,6421,75240,4745,75484,4401,174194,7014,37379,3668,20151,2938,17228,2500,136815,6298,98813,5731,38002,3190,322115,11122,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,1567885,15921,1167160,14281,968240,14610,439340,9777,528900,10631,198920,6287,57584,4295,24054,2571,33530,2981,141336,5206,60330,3570,81006,4354,400725,9768,880147,14720,402512,10273,197969,8287,89990,6075,107979,6470,204543,7475,44447,4662,20768,3373,23679,3823,160096,5981,115289,5395,44807,3949,477635,11960,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
